context_id,rater,state,fragment_id,tile,family,p1_native,p2_native,p3_native,span_px,reason,raw_path
G399_042,astra,VISIBLE,G399_042_astra_f1,2,SIDELINE,700.0 494.0,960.0 505.0,835.0 499.0,260.2,Wide court view with sideline and baseline paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_042.json
G399_042,astra,VISIBLE,G399_042_astra_f2,4,BASELINE,260.0 809.0,460.0 638.0,347.0 738.0,263.1,Wide court view with sideline and baseline paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_042.json
G399_042,sol,VISIBLE,G399_042_sol_f1,4,SIDELINE,190.0 866.0,525.0 583.0,350.0 731.0,438.5,"wide shot, sideline and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_042.json
G399_042,sol,VISIBLE,G399_042_sol_f2,6,CENTRE_LINE,1872.0 802.0,1874.0 1055.0,1873.0 929.0,253.0,"wide shot, sideline and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_042.json
G399_043,astra,VISIBLE,G399_043_astra_f1,4,SIDELINE,80.0 906.0,470.0 838.0,290.0 869.0,395.9,Low court view with straight boundary and corner paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_043.json
G399_043,astra,VISIBLE,G399_043_astra_f2,4,THREE_POINT_STRAIGHT,65.0 953.0,310.0 898.0,185.0 926.0,251.1,Low court view with straight boundary and corner paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_043.json
G399_043,sol,VISIBLE,G399_043_sol_f1,4,SIDELINE,30.0 958.0,580.0 810.0,310.0 884.0,569.6,court boundary and lane paint are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_043.json
G399_043,sol,VISIBLE,G399_043_sol_f2,5,LANE_LINE,1273.0 824.0,1249.0 927.0,1262.0 877.0,105.8,court boundary and lane paint are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_043.json
G399_044,astra,VISIBLE,G399_044_astra_f1,1,SIDELINE,80.0 369.0,500.0 333.0,270.0 352.0,421.5,Wide court view with sideline and baseline paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_044.json
G399_044,astra,VISIBLE,G399_044_astra_f2,3,BASELINE,1457.0 281.0,1634.0 428.0,1548.0 357.0,230.1,Wide court view with sideline and baseline paint visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_044.json
G399_044,sol,VISIBLE,G399_044_sol_f1,3,BASELINE,1370.0 198.0,1890.0 521.0,1625.0 357.0,612.2,baseline and lane paint are clear,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_044.json
G399_044,sol,VISIBLE,G399_044_sol_f2,6,LANE_LINE,1775.0 544.0,1913.0 646.0,1840.0 594.0,171.6,baseline and lane paint are clear,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_044.json
G399_045,astra,VISIBLE,G399_045_astra_f1,5,FREE_THROW,718.0 621.0,800.0 750.0,759.0 686.0,152.9,Dark straight free throw and baseline paint is legible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_045.json
G399_045,astra,VISIBLE,G399_045_astra_f2,6,BASELINE,1410.0 577.0,1610.0 772.0,1505.0 671.0,279.3,Dark straight free throw and baseline paint is legible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_045.json
G399_045,sol,VISIBLE,G399_045_sol_f1,5,LANE_LINE,709.0 553.0,813.0 780.0,757.0 664.0,249.7,lane and baseline bands are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_045.json
G399_045,sol,VISIBLE,G399_045_sol_f2,6,BASELINE,1368.0 548.0,1689.0 845.0,1526.0 695.0,437.3,lane and baseline bands are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_045.json
G399_046,astra,VISIBLE,G399_046_astra_f1,1,LANE_LINE,80.0 490.0,400.0 502.0,260.0 497.0,320.2,Straight lane and centre line paint visible despite motion blur.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_046.json
G399_046,astra,VISIBLE,G399_046_astra_f2,3,CENTRE_LINE,1333.0 382.0,1323.0 522.0,1329.0 443.0,140.4,Straight lane and centre line paint visible despite motion blur.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_046.json
G399_046,sol,VISIBLE,G399_046_sol_f1,4,SIDELINE,20.0 960.0,250.0 960.0,130.0 960.0,230.0,centre line and near sideline paint are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_046.json
G399_046,sol,VISIBLE,G399_046_sol_f2,6,CENTRE_LINE,1303.0 644.0,1298.0 940.0,1300.0 790.0,296.0,centre line and near sideline paint are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_046.json
G399_047,astra,VISIBLE,G399_047_astra_f1,1,SIDELINE,70.0 486.0,420.0 465.0,280.0 474.0,350.6,Sideline and baseline white paint is visible in the wide shot.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_047.json
G399_047,astra,VISIBLE,G399_047_astra_f2,3,BASELINE,1350.0 395.0,1505.0 510.0,1422.0 449.0,193.0,Sideline and baseline white paint is visible in the wide shot.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_047.json
G399_047,sol,VISIBLE,G399_047_sol_f1,4,CENTRE_LINE,8.0 827.0,24.0 1060.0,15.0 941.0,233.5,centre and lane markings are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_047.json
G399_047,sol,VISIBLE,G399_047_sol_f2,6,LANE_LINE,1566.0 547.0,1825.0 734.0,1690.0 644.0,319.5,centre and lane markings are visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_047.json
G399_048,astra,VISIBLE,G399_048_astra_f1,1,BASELINE,294.0 516.0,392.0 443.0,341.0 481.0,122.2,Baseline and sideline paint visible around the moving players.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_048.json
G399_048,astra,VISIBLE,G399_048_astra_f2,2,SIDELINE,920.0 491.0,1130.0 501.0,1004.0 495.0,210.2,Baseline and sideline paint visible around the moving players.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_048.json
G399_048,sol,VISIBLE,G399_048_sol_f1,4,LANE_LINE,12.0 818.0,620.0 842.0,310.0 829.0,608.5,lane boundary and centre line paint are clear,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_048.json
G399_048,sol,VISIBLE,G399_048_sol_f2,6,CENTRE_LINE,1839.0 557.0,1826.0 1060.0,1833.0 802.0,503.2,lane boundary and centre line paint are clear,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_048.json
G399_049,astra,VISIBLE,G399_049_astra_f1,5,UNKNOWN,670.0 1052.0,855.0 1073.0,761.0 1063.0,186.2,A short dark straight floor band is visible below the players; family unclear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_049.json
G399_049,sol,VISIBLE,G399_049_sol_f1,5,BASELINE,652.0 1035.0,940.0 1028.0,790.0 1032.0,288.1,one baseline band is visible along the floor boundary,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_049.json
G399_050,astra,VISIBLE,G399_050_astra_f1,5,LANE_LINE,1125.0 940.0,1240.0 921.0,1186.0 930.0,116.6,A straight dark lane boundary is visible between the players.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_050.json
G399_050,sol,ABSENT,,,,,,,,"close shot, no straight painted floor marking visible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_050.json
G399_051,astra,VISIBLE,G399_051_astra_f1,1,SIDELINE,220.0 432.0,420.0 411.0,329.0 420.0,201.1,Sideline and lane paint are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_051.json
G399_051,astra,VISIBLE,G399_051_astra_f2,5,LANE_LINE,740.0 752.0,930.0 715.0,830.0 735.0,193.6,Sideline and lane paint are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_051.json
G399_051,sol,VISIBLE,G399_051_sol_f1,5,CENTRE_LINE,662.0 766.0,1047.0 757.0,824.0 762.0,385.1,wide court view with centre line and near sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_051.json
G399_051,sol,VISIBLE,G399_051_sol_f2,6,SIDELINE,1575.0 1076.0,1908.0 964.0,1748.0 1018.0,351.3,wide court view with centre line and near sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_051.json
G399_052,astra,VISIBLE,G399_052_astra_f1,1,SIDELINE,100.0 481.0,350.0 461.0,239.0 470.0,250.8,Straight sideline and lane markings are clear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_052.json
G399_052,astra,VISIBLE,G399_052_astra_f2,6,LANE_LINE,1450.0 702.0,1670.0 671.0,1559.0 686.0,222.2,Straight sideline and lane markings are clear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_052.json
G399_052,sol,VISIBLE,G399_052_sol_f1,5,CENTRE_LINE,760.0 706.0,967.0 857.0,880.0 793.0,256.2,wide court view with centre line and end-line paint visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_052.json
G399_052,sol,VISIBLE,G399_052_sol_f2,2,BASELINE,1054.0 354.0,1270.0 437.0,1165.0 398.0,231.4,wide court view with centre line and end-line paint visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_052.json
G399_053,astra,ABSENT,,,,,,,,Bench closeup shows no painted playing floor markings.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_053.json
G399_053,sol,ABSENT,,,,,,,,bench close-up with no playing-floor marking visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_053.json
G399_054,astra,VISIBLE,G399_054_astra_f1,3,SIDELINE,1480.0 457.0,1780.0 492.0,1612.0 472.0,302.0,Sideline and baseline paint are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_054.json
G399_054,astra,VISIBLE,G399_054_astra_f2,4,BASELINE,30.0 704.0,200.0 642.0,120.0 671.0,181.0,Sideline and baseline paint are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_054.json
G399_054,sol,VISIBLE,G399_054_sol_f1,4,LANE_LINE,376.0 612.0,631.0 648.0,510.0 631.0,257.5,wide court view with lane and sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_054.json
G399_054,sol,VISIBLE,G399_054_sol_f2,4,SIDELINE,8.0 907.0,337.0 986.0,160.0 942.0,338.4,wide court view with lane and sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_054.json
G399_055,astra,VISIBLE,G399_055_astra_f1,3,SIDELINE,1500.0 372.0,1820.0 393.0,1630.0 380.0,320.7,White sideline and lane bands are visible against the patterned floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_055.json
G399_055,astra,VISIBLE,G399_055_astra_f2,5,LANE_LINE,720.0 648.0,1000.0 676.0,855.0 662.0,281.4,White sideline and lane bands are visible against the patterned floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_055.json
G399_055,sol,VISIBLE,G399_055_sol_f1,4,BASELINE,90.0 926.0,497.0 636.0,294.0 781.0,499.7,end-court view with baseline paint clearly visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_055.json
G399_056,astra,ABSENT,,,,,,,,Closeup of people and seating shows no painted playing floor markings.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_056.json
G399_056,sol,ABSENT,,,,,,,,crowd and referee close-up with no playing floor visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_056.json
G399_057,astra,VISIBLE,G399_057_astra_f1,5,LANE_LINE,850.0 730.0,1030.0 705.0,940.0 717.0,181.7,Dark straight lane and baseline markings are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_057.json
G399_057,astra,VISIBLE,G399_057_astra_f2,6,BASELINE,1580.0 656.0,1830.0 735.0,1690.0 691.0,262.2,Dark straight lane and baseline markings are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_057.json
G399_057,sol,ABSENT,,,,,,,,court is visible but no qualifying straight painted band is legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_057.json
G399_058,astra,VISIBLE,G399_058_astra_f1,2,BASELINE,830.0 484.0,1020.0 420.0,920.0 454.0,200.5,Straight baseline and lane paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_058.json
G399_058,astra,VISIBLE,G399_058_astra_f2,5,LANE_LINE,820.0 645.0,1070.0 677.0,940.0 660.0,252.0,Straight baseline and lane paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_058.json
G399_058,sol,ABSENT,,,,,,,,court is visible but no qualifying straight painted band is legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_058.json
G399_059,astra,VISIBLE,G399_059_astra_f1,1,SIDELINE,150.0 497.0,400.0 480.0,280.0 489.0,250.6,Sideline and lane paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_059.json
G399_059,astra,VISIBLE,G399_059_astra_f2,5,LANE_LINE,900.0 695.0,1080.0 674.0,970.0 686.0,181.2,Sideline and lane paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_059.json
G399_059,sol,ABSENT,,,,,,,,court is visible but no qualifying straight painted band is legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_059.json
G399_060,astra,VISIBLE,G399_060_astra_f1,1,BASELINE,90.0 515.0,220.0 471.0,160.0 491.0,137.2,Dark baseline and lane bands are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_060.json
G399_060,astra,VISIBLE,G399_060_astra_f2,4,LANE_LINE,80.0 669.0,430.0 690.0,290.0 681.0,350.6,Dark baseline and lane bands are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_060.json
G399_060,sol,ABSENT,,,,,,,,court is visible but no qualifying straight painted band is legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_060.json
