frame_key,rater,round,label,box_x,box_y,box_w,box_h,cx,cy,width,height,reason
402452c0bd4481abfd47680d03895cc399cb7556acb83ffd335c5c88d161dbb5,sol,6,ABSENT,,,,,,,1280,720,sideline closeup without ball
5c1f941b461ab9d378b3b79a8639737d8d0c6f08d7f95f75c9ff7442a5bb6f4c,sol,6,ABSENT,,,,,,,1280,720,bench closeup without ball
770cf3fbcf91631b945b49c08496481c7a0c90cf861eb1a81d323767d09c3f2b,sol,6,VISIBLE,1731,236,39,45,1750.5,258.5,1920,1080,player holding ball
af9ba0d4904bcc1dd1148649df08ee9e41ad23d764d92c043c53e418defe58fb,sol,7,UNKNOWN,,,,,,,1280,720,ball not identifiable
c6c10b4839482d79e27f5cf4837ed5f4eb45cff501681d936dcd7589e4206740,sol,7,VISIBLE,1236,503,29,31,1250.5,518.5,1920,1080,ball held near basket
769051cb48c0d476817cf74ac7c2b47ebd839eb928136470baf84e81c902507b,sol,7,VISIBLE,1056,316,41,41,1076.5,336.5,1920,1080,ball above rim
5bd1478b59152518c935cce2314e27ba02759fcd64d3d3691d0217a9f3480a9f,sol,7,VISIBLE,1225,333,111,107,1280.5,386.5,1920,1080,ball inside net
92352b7937f60fc803b3af393a8772bae6bcc37f5a22a84fda8454dec3feb718,sol,7,VISIBLE,1335,393,27,27,1348.5,406.5,1920,1080,ball in flight
956546676b2a9023906c62ae253855a61d02c91bb5dd602d3a7eccde26b451f7,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
a8228b951ae2a615065fe4350b80bd2f82e2ce588feab46b0ff23e46d318e54b,sol,7,VISIBLE,1632,619,28,27,1646.0,632.5,1920,1080,ball near baseline
d105e58017ea43baa8ce931932150fc2dde4f4c0472ee99f905d4a298ecbf3d9,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
cdd78a2279bae7055bfe4c19cb86bbd1756df77fbdc9136cd838166f6063b9fd,sol,7,VISIBLE,1014,747,128,130,1078.0,812.0,1920,1080,ball beneath rim
a9c0c368cc98a109a25650e95572b3a085ed6f94613cd1619e7d0f74b5cb69b6,sol,7,VISIBLE,644,205,20,22,654.0,216.0,1280,720,ball held in traffic
89e29c813a22f59d407118761b4ec6ffe53613217094c9ca7221035b28f1cbc4,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
bf44d7e5ee034af6a246aeecac210467a6f500e54b5b0cd5dcee92b11d9aa1c3,sol,7,ABSENT,,,,,,,1280,720,no ball visible
8d90a261a9d5faa03eb381cca35e3bac81c390a1e647bb6d5f704e43f178cd3a,sol,7,VISIBLE,549,578,44,45,571.0,600.5,1920,1080,ball held by shooter
6e9308a8b9b6731f21e957ed37cbab802d4a29433b6e5c5ec8fc4e70f77f1193,sol,7,UNKNOWN,,,,,,,1920,1080,ball obscured in action
9115fdc7cf7155d6e13c1d306c6c0df3d44ee31975c9e54a44a6f648f00ff599,sol,7,VISIBLE,542,250,21,23,552.5,261.5,1280,720,ball in flight
c0e8d20f9b06370ba36d6b7fb71612d3c2971137fed7cd105a03ce5b0829749a,sol,7,UNKNOWN,,,,,,,1920,1080,ball obscured by player
c72b462fd2ce9b4e0e377d6398f7c39730a6272c44f03b7847df88960540926c,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
db75f17d879d1987eceaa2f0dbef558519858e253f69d359e61efa53a188261c,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
88d4cdde4d85e015fdc9d780454b1d3b7672bd926cbb13b642d8b419c2c80360,sol,7,VISIBLE,762,401,33,28,778.5,415.0,1920,1080,ball beside dribbler
e5bac25c6b674f3439ab2fcc54adb83cf197e167807eaa9696f6afb20f0effbe,sol,7,VISIBLE,445,282,22,29,456.0,296.5,1280,720,ball under basket
96e5562dc38214af47488a859cb37572b4d86a48668c1687ed5d9f5b36071fc2,sol,7,VISIBLE,856,129,20,24,866.0,141.0,1280,720,ball above rim
987578fec437e4ec7e02a60d895d54793d65f1af03534c4613340a13033fdda3,sol,7,VISIBLE,647,349,20,20,657.0,359.0,1280,720,ball in flight
b2d2fa54ef1be8c0a9a37177625f255e1249b8ecc3486215128f97a376f23113,sol,7,VISIBLE,395,241,21,23,405.5,252.5,1280,720,ball with dribbler
b4a0830926da6c21ef6e5682ae9eecfb67fff6b9237354247f23313d0e9d83c3,sol,7,VISIBLE,539,140,26,28,552.0,154.0,1280,720,ball held near sideline
91103f3898ef49ebf2a0a9e173880a6d6c831c9255a8d493e82016abab1254df,sol,7,ABSENT,,,,,,,1280,720,ball below frame
89e698b5946b10c5bad1793a9f03eaf9f9e532ac3964114cbfd10eccc199ad30,sol,7,VISIBLE,391,302,17,18,399.5,311.0,1280,720,ball with dribbler
9736ef960c3923b11f5eddf9229b63e9da2df81cf41d43be3fbdfd864a47762f,sol,7,VISIBLE,991,348,19,20,1000.5,358.0,1280,720,ball with dribbler
70536d53a8070ebc6e8b53f6f8437b8bef0845236dd94f69e87deb8e0e4407f1,sol,7,VISIBLE,742,268,70,69,777.0,302.5,1280,720,ball held in drive
7b2b0b4c5f589c1020f27d387b68274f936b53d5e3ae97a745eb0e3c4b4bad2b,sol,7,VISIBLE,431,321,18,19,440.0,330.5,1280,720,ball with dribbler
b888ced10748dd34b7e68635607cdc46c37de826469c692ae874ccdfbc9c6252,sol,7,ABSENT,,,,,,,1920,1080,no ball visible
b4fb0c7a85d1ca8e37f846ad086dc62021d96a46f99655f33afe2f130ed05704,sol,8,VISIBLE,886,383,15,17,893.5,391.5,1280,720,ball beside right hand
d8629056e9638a29441c71a91a58ea558cb88f935b8bc2150b72b147200e1983,sol,8,ABSENT,,,,,,,1920,1080,players and crowd only
8f5b799826b1af43c73259c66942dcb3562bdad380a2af294b3861b1dff48894,sol,8,ABSENT,,,,,,,1920,1080,interview closeup only
834cd6e0c957008cca910b1e6fb234221d85933b92adc2ed7e6f478647fa4a73,sol,8,ABSENT,,,,,,,1920,1080,players under basket only
bb955ba7fdb7c5a86ea30ff23dd5a6243f00f62a1f18fcb589e893f1654bdcbf,sol,8,ABSENT,,,,,,,1920,1080,free throw setup no ball visible
a0cc8eb15237ac276e044b18607e4425949f09042a21da33b7f9fb0034eaa387,sol,8,VISIBLE,704,785,29,30,718.5,800.0,1920,1080,ball beside dribbler
ab35de10b6e44749d716dc432d09b1c24fd2de1025d84eaa84c1367c550a9cce,sol,8,UNKNOWN,,,,,,,1920,1080,ball area obscured at rim
d91cb0203845e3fb4ad94a272a3f5c891ea62c6724fea03f15f22108271cd350,sol,8,ABSENT,,,,,,,1920,1080,player closeup only
dd17d4d9a296f4d60382c257185ee5b6ab08e464533aefceca3c010ab26b5166,sol,8,VISIBLE,716,701,28,29,730.0,715.5,1920,1080,ball beside ballhandler
c7a6bb2ed8d17d9e8d4ec5004040a68ff02f97c0a4035ec167aa76d35b00bb0d,sol,8,VISIBLE,357,161,19,19,366.5,170.5,1280,720,ball above raised hand
e07bced368e91096aaabda66fe35fb121df5f3f8632a6756ed8f33960d6c8ce5,sol,8,ABSENT,,,,,,,1920,1080,ball outside visible action
c2f9d417e06e508c42ffac0fd95c71ff38c8503c3a9b9a9515972e86d5d90a71,sol,8,VISIBLE,532,161,19,18,541.5,170.0,1280,720,ball above raised hands
bfa1f974e6884a2272879d9f916b1e5821e0833121e840452255ea4e9b47e9d0,sol,8,ABSENT,,,,,,,1920,1080,player closeup only
798a52755cc8303c1b19c9ee506a3ac52e9f8ad42170fd48c0d008548df2e009,sol,8,VISIBLE,1296,537,27,29,1309.5,551.5,1920,1080,ball below dribbling hand
b87836a7c968c40018d4b263afe1c31534feee41cfa58541dca9da290a57fc48,sol,8,VISIBLE,707,274,16,17,715.0,282.5,1280,720,ball ahead of advancing player
c94f62399af9cbb77764c057531584ae88261a0fb2461c4c0827aa71793b86c2,sol,8,VISIBLE,866,683,29,30,880.5,698.0,1920,1080,ball bouncing on court
f482ae1581a0bd45308fd53f832988a3f2b8c10fde40b101d30f31f42e4811ab,sol,8,ABSENT,,,,,,,1920,1080,broadcast graphic only
e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,sol,8,VISIBLE,1070,634,30,31,1085.0,649.5,1920,1080,ball held by free throw shooter
94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,sol,8,VISIBLE,816,383,25,26,828.5,396.0,1920,1080,ball held in traffic
ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,sol,8,VISIBLE,1244,448,24,23,1256.0,459.5,1280,720,ball airborne near right border
b0133ec0784645c717de53a6bf22de51b25ab934118fd5dfce5a71710ad35153,sol,8,VISIBLE,748,251,19,19,757.5,260.5,1280,720,ball beside post player
c503a875eb67749fe3cbf4103724947c5d90e86ca80ebb8eabc9378c254b5fb6,sol,8,ABSENT,,,,,,,1280,720,player closeup only
b81cbcfb53a9856d9f49ae1a8f17073b5699f322669d492ab3e2b27464023a10,sol,8,ABSENT,,,,,,,1280,720,timeout bench only
b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,sol,8,VISIBLE,319,275,20,20,329.0,285.0,1280,720,ball held overhead
9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,sol,8,VISIBLE,955,337,19,19,964.5,346.5,1280,720,ball beside defenders hip
9c7cc8531a93c05e5ca7c5e969dbcedc53c1c4a8417b5763225d2716f382c078,sol,8,UNKNOWN,,,,,,,1280,720,ball area obscured under rim
b5281f2aae8f83eee50a0fe9905c1dedd3a479a1d2937e1a6c937611ff042ac5,sol,8,VISIBLE,959,321,20,20,969.0,331.0,1280,720,ball held on right wing
afc32e4ed66499a00d4591dab2719a8a279a1ffd16638ce9a9f151b33a1bb3d6,sol,8,ABSENT,,,,,,,1280,720,broadcast graphic only
92ea689eb22dc1bf3641ffce8b8035748ccfe8acaf00a7c0c69d5e88f105bd87,sol,8,VISIBLE,650,413,25,26,662.5,426.0,1280,720,ball beside driving player
ba4aa208e59bd1509d8df869245e45774e0707c40b4c93f6e3417a11584bb231,sol,8,ABSENT,,,,,,,1920,1080,ball outside cropped frame
dd37c9f83d7891a038a9783ad7abac5067481791eb6958814bdbf82b41a7d73b,sol,9,ABSENT,,,,,,,1280,720,no game ball in closeup
e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,sol,9,VISIBLE,918,409,84,83,960.0,450.5,1920,1080,ball held by driving player
a3dccc0354dd8381a40e138ff448841251bb87776330eb5f78a423405c4edf2e,sol,9,ABSENT,,,,,,,1920,1080,portrait with no game ball
c60c40eb38435a5c94548f7a934d09a04dde5d600b3356c401e1ff8f920d7194,sol,9,ABSENT,,,,,,,1920,1080,ball outside cropped action
d5885b0b8e280348330bd3d09023256c9b830cca4d3bd36352830051ec3869a2,sol,9,ABSENT,,,,,,,1920,1080,ball held only by referee
fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,sol,9,VISIBLE,418,254,96,80,466.0,294.0,1920,1080,ball above shooters hands
b97481a69bac1dab1695e107f5252ae1e24926f47df4a229c70f84aa334ec1a8,sol,9,VISIBLE,1258,521,44,43,1280.0,542.5,1920,1080,ball held on right block
dead011436c83307c6b9ee6acf8aca58221adfc637dbd0315d7c1ec69668916e,sol,9,ABSENT,,,,,,,1920,1080,no game ball in stoppage
f0df9d6bbe8543c8f6774ea49f1597cf5ae28f50d8b8f9a9f64a4a50862dcd21,sol,9,UNKNOWN,,,,,,,1920,1080,ball obscured in contact
db24023be2218c385cb3936e44d28a213a41b2dca772338343a7466b4a38ca54,sol,9,ABSENT,,,,,,,1280,720,sideline scene with no ball
e1f5559e9ee2c99f65ad398c5ad9bc0d0351b92a62604aba1f8a14abd2d1a5f8,sol,9,ABSENT,,,,,,,1920,1080,interview with no game ball
c6ff0e4ce91a97bf5bf9a232be5c82296319eaafc03e395b23bf2dc0529fa0f6,sol,9,ABSENT,,,,,,,1280,720,players shown without ball
c405748c24a2b1e96118dbfdefbfcb317cef9a3109b704e497b3e13c3efdb772,sol,9,VISIBLE,1271,259,39,39,1290.5,278.5,1920,1080,ball beside the rim
ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,sol,9,VISIBLE,928,1017,72,63,964.0,1048.5,1920,1080,ball partly below frame border
d3d99d58b6a23b5fc7e5bdbb77a07d950b6455ee9177a78a7566e6e44a5fcb98,sol,9,UNKNOWN,,,,,,,1280,720,ball not discernible near basket
d8849a787681c0e30704e3c86d65e7048e3748ec252bc37819c6ef4b13aacb3d,sol,9,VISIBLE,1288,226,44,44,1310.0,248.0,1920,1080,ball held by baseline player
f7f4de9d69af5193df8dab5381df1c9cea9149dbbc53de68dc1f8d98236f2096,sol,9,ABSENT,,,,,,,1920,1080,referee closeup with no ball
e769140d0484d4e5fdadeeee7355ad86b2c8b7c492a52ecf529451583d8dae7b,sol,9,ABSENT,,,,,,,1920,1080,bench closeup with no ball
c527a7184059e94274015bca4180ac881cb2f64bc0f6d21f8375ca156eca4929,sol,9,ABSENT,,,,,,,1920,1080,players shown between action
ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,sol,9,VISIBLE,151,378,30,29,166.0,392.5,1280,720,ball controlled by left handler
edaa9b592debfefa422e9ef9b179fb3e1321585457909ab448722b7f2e0012e0,sol,9,VISIBLE,44,334,24,23,56.0,345.5,1280,720,ball in handlers left hand
d6885538f7310ec31523317a5463c10d44005a8f759d42f07c444a792fffb843,sol,9,VISIBLE,238,512,24,25,250.0,524.5,1280,720,loose ball in player scrum
cc5e55c6dfe6d62f5386428c542164084244a1a3643ce900fba400279658ce08,sol,9,UNKNOWN,,,,,,,1280,720,ball indiscernible in distant view
dcec02ac537283763ab0d796a9401535cc40a3b7c199c4cc00ab03702b4121c9,sol,9,UNKNOWN,,,,,,,1280,720,court obscured by broadcast graphic
a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,sol,9,VISIBLE,350,174,24,27,362.0,187.5,1280,720,free throw ball near hoop
c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,sol,9,VISIBLE,402,275,28,33,416.0,291.5,1280,720,ball held by perimeter player
d1ac37761905262966fc5502cbf8c94da5c522ec47f13c45d3b45211424a0b1f,sol,9,ABSENT,,,,,,,1280,720,stoppage with no game ball
b5a9dcc2e063512c527695be0a46eea30067c282db5afbf11b190aacb3b2e484,sol,9,ABSENT,,,,,,,1280,720,bench closeup with no ball
d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,sol,9,VISIBLE,538,539,175,164,625.5,621.0,1280,720,ball held by free throw shooter
d8103b8dab155f40ca7446588675e0252e5a73238d25b3a64fea21f828d7a647,sol,9,ABSENT,,,,,,,1920,1080,closeup with no game ball
df0cc7a481e6ae1839a91b1c6660d62004553750f526fe49ba39dddb7196fbc0,sol,10,VISIBLE,188,365,20,20,198.0,375.0,1280,720,ball by dribblers hand
fa451cd89365cdfd8dd3fa76c76560df1817889c1f693901db719a7d30043c3f,sol,10,VISIBLE,807,768,44,52,829.0,794.0,1920,1080,ball bouncing by player
a8cd18ebac6ee0ead05bb37f311e4aa3a59651afdb7d50be0e2037341e030846,sol,10,ABSENT,,,,,,,1920,1080,no game ball visible
dadf3658d9418133ade41215f9f987c6e01385e6b871d6a4fce613fc2c6b57d0,sol,10,VISIBLE,1100,246,84,82,1142.0,287.0,1920,1080,ball in flight
f0391adc8c91b54048ddb863d9b0f86ab9f548cfeed8d25680cbd837f4c32075,sol,10,ABSENT,,,,,,,1920,1080,player closeup no ball
ff21b7948ffae5ff09ab07caba6d82170a99af0795313ecebad7bc8ae850c70b,sol,10,VISIBLE,1147,812,30,42,1162.0,833.0,1920,1080,ball on dribble
db52cdc05e95311dd4b5d89a033794230eebba127ac5fe218796b8a9a9c4d9e6,sol,10,ABSENT,,,,,,,1920,1080,crowd shot no ball
e03efbe6e55ce176e99e24aedf239b3c9392d2f232b498ede434ecaa9ba0b248,sol,10,VISIBLE,1238,569,34,31,1255.0,584.5,1920,1080,ball held at waist
fcebeede233d160727cc570e604b575509aaebe0dd0783e3c2d62466384d6717,sol,10,ABSENT,,,,,,,1920,1080,timeout bench no ball
ef9873e1cee2ae9a2ae3e898f7cb433e4a0e541bcdb687ee796915a94ad2604b,sol,10,ABSENT,,,,,,,1280,720,player closeup no ball
edfc3a27039a5002f3ab21a8aaae20025eb98cf78476e79bec7c6de107293101,sol,10,ABSENT,,,,,,,1920,1080,broadcast graphic only
e3896f3c0e1563967bcde6c23cd26a5473a6e32950613265cb7ed6eb21874618,sol,10,VISIBLE,857,226,20,19,867.0,235.5,1280,720,ball above shooters hands
d600a381c231e8abbc43c9713eee8df2959255607fd5944f5dc4e50d0e4df307,sol,10,VISIBLE,1114,419,30,25,1129.0,431.5,1920,1080,ball held by guard
f682333a81745848e8be6aa4d5bd2886ff825cec4bfc939e7005113230f501d3,sol,10,UNKNOWN,,,,,,,1920,1080,ball obscured in live play
de7e7b528ee8b793385dfd06ca78d5a7d68e010c81c5e84ad5c167c4f4def996,sol,10,ABSENT,,,,,,,1280,720,player closeup no ball
e6c889f526905e048d82383b9e8fa6654c2fe20a5248073c02f43d8215ef486f,sol,10,ABSENT,,,,,,,1920,1080,player closeup no ball
fab772b26227589016ef5d6090e3c743bc65440a35c9a2ed7fb08154c59e12c5,sol,10,VISIBLE,1841,665,73,68,1877.5,699.0,1920,1080,ball in replay frame
eff19a93ae5a22527c757ad24df37f066273a207f6df4d64749c745a911d8f8a,sol,10,VISIBLE,1408,331,53,48,1434.5,355.0,1920,1080,ball held while advancing
e249950350086fb8d538598e25a0db3d64f3150a4e6fda87a4c6024d6b14ecdd,sol,10,ABSENT,,,,,,,1920,1080,bench closeup no ball
f9fa8d526a3f50b8eb322687422db0b9d529296ebbb4702485cf8d686fbf879a,sol,10,ABSENT,,,,,,,1280,720,player closeup no ball
f57e29ea9b74e099a96e93f0767d9f1033c0b6be920ec06a87f964fa560273f9,sol,10,UNKNOWN,,,,,,,1280,720,crossfade obscures ball
e795691d00a2f8fd92f297822571e467879970a80a72a822015ce8f4b8d21fae,sol,10,VISIBLE,482,405,19,19,491.5,414.5,1280,720,ball held near hip
d74e44843a1e829e95d6b0bc8b15f1fb8802be6347a8ed966d4852bba4c4223a,sol,10,UNKNOWN,,,,,,,1280,720,distant inbound ball unclear
ececbab9ec299bb4a4d1db4a6083584ae068b9e93198812442062db514a1dbc0,sol,10,UNKNOWN,,,,,,,1280,720,ball obscured near player
d6c09fdfc10f628c9ea82f73a7859c65c367c777ba0b9a8376e72873ba0609cd,sol,10,VISIBLE,467,321,28,25,481.0,333.5,1280,720,referee holding ball
e91eb80e92a5fc61ad92193ccc959e7b7e0bbfd022b84b4b46d9820e39ed8e8b,sol,10,VISIBLE,663,225,25,23,675.5,236.5,1280,720,ball above players hands
dfa1d06ff17189ab63515da917c88feeb924ff8b8a7ed77be3664bce3b03ac41,sol,10,ABSENT,,,,,,,1280,720,player closeup no ball
f700a392832b9ca46fa4bfc4cbc33110475609f09c6693d1fe848577b24d9f1a,sol,10,ABSENT,,,,,,,1280,720,broadcast transition no ball
e6384984a6cbf1067b8749ef3d0c1e1e21b9c43ff08bc7aaf099df9ed3591563,sol,10,VISIBLE,466,308,59,55,495.5,335.5,1280,720,ball secured by driver
e2f13458a4da189c4f35e5921064dac9d5d5b2dabb0b97f3478be899c1283237,sol,10,ABSENT,,,,,,,1920,1080,player closeup no ball
