archive,line,rater,round,frame_key,width,height,box_w,box_h,diameter,cx,cy,usable,exclusion
g400_rater_terra_02.txt,2,terra,2,51eea5c7d1aeddf072ee10e051bb5489a2c01631f50bba80c126f16e05d9ef51,1920,1080,28.0,28.0,28.0,1288.0,562.0,1,
g400_rater_terra_02.txt,10,terra,2,2a9a56d523ae3dd2c8ec40c0b44b6afd40c1c91c2f2c72702b7c9eda0be9aa27,1280,720,24.0,23.0,23.5,828.0,79.5,1,
g400_rater_terra_02.txt,11,terra,2,2537bfcdafca775c6aa63fc446b32a15036587b0bdb6e50feda3fc530cc37f0d,1920,1080,153.0,111.0,132.0,936.5,1024.5,1,
g400_rater_terra_02.txt,14,terra,2,194783bc010e4781d0e0bb88dba61c304708c47b3a27ecfff7ac23b7028817fe,1920,1080,30.0,31.0,30.5,1005.0,353.5,1,
g400_rater_terra_02.txt,15,terra,2,0ef480c1dc0b450f69540f7d403dd41809a4e363f3afe1aa6f8399f886f012a4,1280,720,27.0,27.0,27.0,270.5,553.5,1,
g400_rater_terra_02.txt,16,terra,2,12bed787d4c9f3b1897d6af52758c4fee75ffe366b7c224442bb52c7757c4e59,1920,1080,31.0,31.0,31.0,742.5,631.5,1,
g400_rater_terra_02.txt,18,terra,2,191c03d25116d7ad48ae6d9c4289f7435a39e3081a495d51edc5f76d31654038,1920,1080,110.0,116.0,113.0,1011.0,629.0,1,
g400_rater_terra_02.txt,19,terra,2,21e7d20982ca27d24be926b992c39d706262ad7ce8443959e954f2a8b918b34c,1920,1080,31.0,31.0,31.0,1121.5,426.5,1,
g400_rater_terra_02.txt,22,terra,2,40cd78f1e635413922331a25f673520a40979096dfe940167a66547a5ae860a4,1280,720,29.0,28.0,28.5,525.5,324.0,1,
g400_rater_terra_02.txt,24,terra,2,0ccf703fa4e22eaa003182451999539dacc875bc8c4c29fbfc1eeef30a93dfb2,1280,720,24.0,25.0,24.5,789.0,295.5,1,
g400_rater_terra_02.txt,25,terra,2,2dec3133bd281d19d5fd67fc2356176887cdee1483db572a31b1120623ce9689,1280,720,22.0,23.0,22.5,274.0,313.5,1,
g400_rater_terra_02.txt,26,terra,2,1ce8531c56b5acceacfe9fcb730f18b92b79b5f4fe2c7b7a65e51cc3a84caa54,1280,720,22.0,23.0,22.5,610.0,196.5,1,
g400_rater_terra_02.txt,28,terra,2,1b70bb1d3efc9bd6175193869b6efe7b9116524ec3a5d285365a2e894608fe7e,1280,720,25.0,26.0,25.5,116.5,345.0,1,
g400_rater_terra_02.txt,29,terra,2,14e9395b630c30d73d0fb8cef241204ce2d0b195cfe45d957e5d2f9794d57625,1280,720,33.0,33.0,33.0,815.5,422.5,1,
g400_rater_terra_03.txt,10,terra,3,58d62331f3974095f7c795241e4187447c0c0313092a6fcbedb472bce515bbd3,1280,720,21.0,21.0,21.0,382.5,534.5,1,
g400_rater_terra_03.txt,13,terra,3,2ce95936d913a6126a5dd9ce4d04116c7001d64cc6e04387f3eab927c57a84a9,1920,1080,63.0,71.0,67.0,1034.5,544.5,1,
g400_rater_terra_03.txt,14,terra,3,4213905ecff380bb03d5126c375cf95b4841ccd82cd67dfb4e735b1a27f68343,1920,1080,29.0,28.0,28.5,1349.5,276.0,1,
g400_rater_terra_03.txt,15,terra,3,11a327e470e7fd336f43309d7c9f974a1042949071864d9a6e6bedc680835028,1280,720,66.0,64.0,65.0,380.0,500.0,1,
g400_rater_terra_03.txt,16,terra,3,1d4b5ea6115933a74d7575367c15944151f63c5f57dd08bc076e96e851e415b8,1920,1080,19.0,19.0,19.0,942.5,277.5,1,
g400_rater_terra_03.txt,20,terra,3,5398d378368ea8a73c7a7a8371f8eb1bb167c399d7a940c180ee25b837518d58,1280,720,26.0,25.0,25.5,600.0,183.5,1,
g400_rater_terra_03.txt,21,terra,3,60a890f483f3e81ae4881a61ae49d75453f18d4110d195574f13128a87148484,1280,720,65.0,70.0,67.5,531.5,318.0,1,
g400_rater_terra_03.txt,23,terra,3,51255806ea975ae87838f777d2e92c97ec6be44363e37133fb083be55e53ec1e,1280,720,18.0,18.0,18.0,200.0,188.0,1,
g400_rater_terra_03.txt,24,terra,3,30505822b4f9a678aa87f3debddc33873a7d85fc1e9c2057bc61bf0f3d4f8f7e,1280,720,22.0,20.0,21.0,1078.0,204.0,1,
g400_rater_terra_03.txt,25,terra,3,342db439be5087e0f97bb937297479d15d1b4bc8d3ebfa052bb7204b9d319d60,1280,720,20.0,20.0,20.0,562.0,166.0,1,
g400_rater_terra_03.txt,26,terra,3,364673586ff647b95288b7b50e0b3677551dc4ad2743631d762152b7ea2ac610,1280,720,17.0,17.0,17.0,862.5,190.5,1,
g400_rater_terra_03.txt,28,terra,3,251228393c783d5ba6bd79674edcee42ebce3bd46c56031aa2414be2fbdf9aca,1280,720,26.0,26.0,26.0,819.0,282.0,1,
g400_rater_terra_03.txt,29,terra,3,20e1896d8372257eff2b0707c8dfed42c6d566c8279638ab276d261d469d3840,1280,720,17.0,17.0,17.0,528.5,63.5,1,
g400_rater_terra_04.txt,1,terra,4,8ac59600ce06f9890d83f39913c3a01f723e956d4d3b396624b2e388edf9c237,1280,720,19.0,19.0,19.0,991.5,302.5,1,
g400_rater_terra_04.txt,6,terra,4,683c859b88265acfc46931370397027c6b8b45bad9515a66cece7f96f284679a,1920,1080,27.0,27.0,27.0,1083.5,760.5,1,
g400_rater_terra_04.txt,13,terra,4,6122a3e8ee36a88b4dedfced5458e26fe5c938ab282cbec482d3816bb4c60137,1920,1080,34.0,34.0,34.0,1452.0,743.0,1,
g400_rater_terra_04.txt,14,terra,4,4645b74c25df4efd7fb8ddb07f0df515ed7268c61222911cef132e7f5c1d9179,1920,1080,39.0,39.0,39.0,1494.5,493.5,1,
g400_rater_terra_04.txt,15,terra,4,694f990b560c3ea542f2fb86fba9a0ca856072c53bf2be0db9b1f3afa54110fe,1280,720,22.0,22.0,22.0,583.0,453.0,1,
g400_rater_terra_04.txt,16,terra,4,2342fa2f794fffb239128ba4e3f610975c24f28f6109ee10f22ddd445137b730,1920,1080,35.0,35.0,35.0,983.5,287.5,1,
g400_rater_terra_04.txt,18,terra,4,479b06b30e23afdd1a50fd9e24d9125b4538451b46f2dd61067b7ab90efa42e8,1920,1080,36.0,36.0,36.0,386.0,489.0,1,
g400_rater_terra_04.txt,19,terra,4,450de77d7691584de62e6cbadd9e133901526e45e7ec33d4e565a23fde6d565a,1920,1080,36.0,36.0,36.0,1212.0,521.0,1,
g400_rater_terra_04.txt,21,terra,4,75b7df0dc19e6591ae5565817878c5e6d6f77dc51f28f1afe8d98c1161d6756b,1280,720,20.0,20.0,20.0,768.0,225.0,1,
g400_rater_terra_04.txt,22,terra,4,54fc3dab005ceb55b056202fbdadf3571a1e11093bdb3d9e49b8180de52a3739,1280,720,21.0,21.0,21.0,1014.5,213.5,1,
g400_rater_terra_04.txt,23,terra,4,688b16a0eed8b43353b4719136bbe877bdf5e0402bae2e6d212fbc28c8efe7f4,1280,720,20.0,20.0,20.0,690.0,370.0,1,
g400_rater_terra_04.txt,25,terra,4,4a1750769a6d81c19853fc506a091aa683c69a0c6265ef3c66d1d385debbcdb2,1280,720,20.0,20.0,20.0,1020.0,282.0,1,
g400_rater_terra_04.txt,27,terra,4,821552787edc89400e99ded12330281db58db96a6cfd82ea0fed7b33bcc4a7c1,1280,720,21.0,21.0,21.0,710.5,261.5,1,
g400_rater_terra_04.txt,28,terra,4,2f817c74f8463b628ed68f6f047b9035b6c61aa90f14c2342718530c31c25e3d,1280,720,154.0,180.0,167.0,1203.0,90.0,1,
g400_rater_terra_04.txt,30,terra,4,5111d6d51460f7a73541ddc95d3c38af4db0c4ae692cb48ae2e84f27451916a3,1920,1080,70.0,76.0,73.0,1044.0,733.0,1,
g400_rater_terra_05.txt,1,terra,5,8c05207f2909a8411451ce2abe605e080b541a92e25137b251717d2b42dd25ec,1280,720,96.0,88.0,92.0,757.0,59.0,1,
g400_rater_terra_05.txt,5,terra,5,43a146721b4ecd958bbb7e9fbfea67880243a15d3bf275be49947c501fbf634b,1920,1080,34.0,32.0,33.0,1625.0,519.0,1,
g400_rater_terra_05.txt,12,terra,5,8ec0d6a276426c16dbb99bd2340501094adaac892d7de12e9622c1fc7876682f,1280,720,18.0,19.0,18.5,794.0,308.5,1,
g400_rater_terra_05.txt,14,terra,5,4972a9bd15d5f5bbc74bd7666a49cea45871e73a1f405228e06005c755bb9921,1920,1080,35.0,35.0,35.0,302.5,516.5,1,
g400_rater_terra_05.txt,15,terra,5,73b55b32aaa40695a8e629c18214512f5c22341c337623c999d5af28246ea59f,1280,720,24.0,23.0,23.5,627.0,306.5,1,
g400_rater_terra_05.txt,16,terra,5,49f8dfaac04095659c2667b199f7aa0448ee5ff91c9a3daeea7a30ffd86a3346,1920,1080,32.0,32.0,32.0,1493.0,497.0,1,
g400_rater_terra_05.txt,17,terra,5,903236982fa10d60795643107e74347f5a32f7a2e12cfd28920a68513a387830,1920,1080,40.0,43.0,41.5,1560.0,829.5,1,
g400_rater_terra_05.txt,18,terra,5,5837a6fd032f299831f49b4d9259167c563e566f0e431339095667516049a4aa,1920,1080,18.0,18.0,18.0,269.0,304.0,1,
g400_rater_terra_05.txt,19,terra,5,54f647e2516eddaf6c1a2954e6eade11816f582a864570f0706a22a3c7d88e83,1920,1080,26.0,25.0,25.5,1063.0,552.5,1,
g400_rater_terra_05.txt,20,terra,5,bf043c06df4d46a2c5fde16f0bb2694a16e8786373cc272a0a6eccaedc4f2099,1280,720,25.0,22.0,23.5,280.5,292.0,1,
g400_rater_terra_05.txt,21,terra,5,8855654569c88f781daa6c949000f41c49776c1722943cc41701c4b1ca61a345,1280,720,34.0,38.0,36.0,765.0,402.0,1,
g400_rater_terra_05.txt,23,terra,5,6b5723b2d2b7ece4017682dc43fce8d8ec7c0fd8418e74cc37aa3119b8653bc8,1280,720,15.0,16.0,15.5,476.5,445.0,1,
g400_rater_terra_05.txt,24,terra,5,64388f71e3cc7b3429fcb24e8f089f880fdfd9c1f05c672fb19bfceb06047acc,1280,720,27.0,29.0,28.0,417.5,290.5,1,
g400_rater_terra_05.txt,25,terra,5,76a161ada37815ef2c9e1c3d3f36d1f7ec1651052a0039a100e44d59e5dad558,1280,720,42.0,42.0,42.0,758.0,81.0,1,
g400_rater_terra_05.txt,26,terra,5,5a2f330d84697bcce4cd8dbadf8144539c84a4d9946eaae7b5e9ed5144fdd3a5,1280,720,17.0,18.0,17.5,510.5,240.0,1,
g400_rater_terra_05.txt,27,terra,5,82cec948f4729abc5df8507fd0f6d2312b681ba750547a9d873b56aefc0ed993,1280,720,20.0,20.0,20.0,244.0,387.0,1,
g400_rater_terra_05.txt,29,terra,5,2da3cf59323281dc36c8ac8298cbbc9be63134693707d56a9ff598eda4b2fc99,1280,720,30.0,31.0,30.5,727.0,318.5,1,
g400_rater_terra_05.txt,30,terra,5,559d7f1ca444d5a732caec2fd5cc5fa02c76e56f9485be738988670d47269888,1920,1080,38.0,38.0,38.0,354.0,519.0,1,
g400_rater_terra_06.txt,2,terra,6,ab164dd59b9ef79886dd6bc69676938a895e909e0261e20ccc9eccb2b1130986,1920,1080,25.0,28.0,26.5,1047.5,398.0,1,
g400_rater_terra_06.txt,8,terra,6,7321b0c30573a5aa91462a54c70d68d30f046f2c77aa32d2646f433dabedcf37,1920,1080,36.0,39.0,37.5,1647.0,539.5,1,
g400_rater_terra_06.txt,11,terra,6,4b226efc45537f13f291e186964f1b01706b0dfd1eecb73ff2708299795967a7,1920,1080,30.0,31.0,30.5,649.0,679.5,1,
g400_rater_terra_06.txt,14,terra,6,6b0cea4ffea185382f5fd9c40ba4283cb4c3f4b2e2641108a2785b3be18325e0,1920,1080,53.0,51.0,52.0,1152.5,777.5,1,
g400_rater_terra_06.txt,15,terra,6,79ea5f1bf761d1ab152bd9f3b3a916c4b21efab0f2f7012ab8f1aec058f0e735,1280,720,29.0,30.0,29.5,1186.5,233.0,1,
g400_rater_terra_06.txt,16,terra,6,98d222836e3ed00a730f843e408c1f40728648b98d98df63968469fde49c4ba2,1920,1080,38.0,40.0,39.0,1355.0,468.0,1,
g400_rater_terra_06.txt,19,terra,6,7ebff0bd660d0165b1de252141fa54985634ac516e6fc3f83847c87ea2afee7c,1920,1080,33.0,36.0,34.5,1306.5,391.0,1,
g400_rater_terra_06.txt,20,terra,6,d2307a2e373737524c4e2bc14aa5cae4a851674fe04b3d7a79d29b13b837e676,1280,720,25.0,28.0,26.5,1032.5,252.0,1,
g400_rater_terra_06.txt,23,terra,6,9b6493d5f61b10bb3a7bd0260b543ac3a64d900469be30a1b879d2ffd31de804,1280,720,17.0,18.0,17.5,630.5,260.0,1,
g400_rater_terra_06.txt,24,terra,6,8b89257a9d092913287a9de1ff643d67734449ba9126e9f49afa7d90a6748d6d,1280,720,32.0,33.0,32.5,656.0,293.5,1,
g400_rater_terra_06.txt,26,terra,6,64494c7ed65840920de3dc1407bf3087b8d8f4d4e2d8c9b11dcc7a54b879ec93,1280,720,18.0,20.0,19.0,842.0,126.0,1,
g400_rater_terra_06.txt,30,terra,6,770cf3fbcf91631b945b49c08496481c7a0c90cf861eb1a81d323767d09c3f2b,1920,1080,36.0,43.0,39.5,1738.0,256.5,1,
g400_rater_terra_07.txt,1,terra,7,af9ba0d4904bcc1dd1148649df08ee9e41ad23d764d92c043c53e418defe58fb,1280,720,19.0,21.0,20.0,928.5,273.5,1,
g400_rater_terra_07.txt,2,terra,7,c6c10b4839482d79e27f5cf4837ed5f4eb45cff501681d936dcd7589e4206740,1920,1080,22.0,25.0,23.5,1284.0,516.5,1,
g400_rater_terra_07.txt,3,terra,7,769051cb48c0d476817cf74ac7c2b47ebd839eb928136470baf84e81c902507b,1920,1080,31.0,37.0,34.0,1088.5,333.5,1,
g400_rater_terra_07.txt,4,terra,7,5bd1478b59152518c935cce2314e27ba02759fcd64d3d3691d0217a9f3480a9f,1920,1080,42.0,53.0,47.5,1352.0,411.5,1,
g400_rater_terra_07.txt,5,terra,7,92352b7937f60fc803b3af393a8772bae6bcc37f5a22a84fda8454dec3feb718,1920,1080,24.0,26.0,25.0,1379.0,416.0,1,
g400_rater_terra_07.txt,9,terra,7,cdd78a2279bae7055bfe4c19cb86bbd1756df77fbdc9136cd838166f6063b9fd,1920,1080,122.0,109.0,115.5,1004.0,783.5,1,
g400_rater_terra_07.txt,10,terra,7,a9c0c368cc98a109a25650e95572b3a085ed6f94613cd1619e7d0f74b5cb69b6,1280,720,24.0,25.0,24.5,713.0,401.5,1,
g400_rater_terra_07.txt,13,terra,7,8d90a261a9d5faa03eb381cca35e3bac81c390a1e647bb6d5f704e43f178cd3a,1920,1080,40.0,41.0,40.5,567.0,598.5,1,
g400_rater_terra_07.txt,15,terra,7,9115fdc7cf7155d6e13c1d306c6c0df3d44ee31975c9e54a44a6f648f00ff599,1280,720,28.0,28.0,28.0,567.0,305.0,1,
g400_rater_terra_07.txt,16,terra,7,c0e8d20f9b06370ba36d6b7fb71612d3c2971137fed7cd105a03ce5b0829749a,1920,1080,36.0,40.0,38.0,660.0,384.0,1,
g400_rater_terra_07.txt,19,terra,7,88d4cdde4d85e015fdc9d780454b1d3b7672bd926cbb13b642d8b419c2c80360,1920,1080,32.0,30.0,31.0,784.0,415.0,1,
g400_rater_terra_07.txt,20,terra,7,e5bac25c6b674f3439ab2fcc54adb83cf197e167807eaa9696f6afb20f0effbe,1280,720,27.0,25.0,26.0,523.5,221.5,1,
g400_rater_terra_07.txt,21,terra,7,96e5562dc38214af47488a859cb37572b4d86a48668c1687ed5d9f5b36071fc2,1280,720,32.0,30.0,31.0,873.0,148.0,1,
g400_rater_terra_07.txt,22,terra,7,987578fec437e4ec7e02a60d895d54793d65f1af03534c4613340a13033fdda3,1280,720,25.0,23.0,24.0,658.5,354.5,1,
g400_rater_terra_07.txt,23,terra,7,b2d2fa54ef1be8c0a9a37177625f255e1249b8ecc3486215128f97a376f23113,1280,720,26.0,24.0,25.0,410.0,257.0,1,
g400_rater_terra_07.txt,24,terra,7,b4a0830926da6c21ef6e5682ae9eecfb67fff6b9237354247f23313d0e9d83c3,1280,720,34.0,33.0,33.5,557.0,184.5,1,
g400_rater_terra_07.txt,26,terra,7,89e698b5946b10c5bad1793a9f03eaf9f9e532ac3964114cbfd10eccc199ad30,1280,720,22.0,21.0,21.5,402.0,312.5,1,
g400_rater_terra_07.txt,27,terra,7,9736ef960c3923b11f5eddf9229b63e9da2df81cf41d43be3fbdfd864a47762f,1280,720,21.0,20.0,20.5,1001.5,356.0,1,
g400_rater_terra_07.txt,28,terra,7,70536d53a8070ebc6e8b53f6f8437b8bef0845236dd94f69e87deb8e0e4407f1,1280,720,47.0,45.0,46.0,767.5,282.5,1,
g400_rater_terra_07.txt,29,terra,7,7b2b0b4c5f589c1020f27d387b68274f936b53d5e3ae97a745eb0e3c4b4bad2b,1280,720,22.0,21.0,21.5,416.0,329.5,1,
g400_rater_terra_08.txt,1,terra,8,b4fb0c7a85d1ca8e37f846ad086dc62021d96a46f99655f33afe2f130ed05704,1280,720,12.0,12.0,12.0,884.0,397.0,1,
g400_rater_terra_08.txt,6,terra,8,a0cc8eb15237ac276e044b18607e4425949f09042a21da33b7f9fb0034eaa387,1920,1080,29.0,27.0,28.0,719.5,796.5,1,
g400_rater_terra_08.txt,9,terra,8,dd17d4d9a296f4d60382c257185ee5b6ab08e464533aefceca3c010ab26b5166,1920,1080,27.0,26.0,26.5,724.5,716.0,1,
g400_rater_terra_08.txt,10,terra,8,c7a6bb2ed8d17d9e8d4ec5004040a68ff02f97c0a4035ec167aa76d35b00bb0d,1280,720,20.0,19.0,19.5,370.0,166.5,1,
g400_rater_terra_08.txt,12,terra,8,c2f9d417e06e508c42ffac0fd95c71ff38c8503c3a9b9a9515972e86d5d90a71,1280,720,18.0,18.0,18.0,1027.0,94.0,1,
g400_rater_terra_08.txt,13,terra,8,bfa1f974e6884a2272879d9f916b1e5821e0833121e840452255ea4e9b47e9d0,1920,1080,27.0,27.0,27.0,1366.5,575.5,1,
g400_rater_terra_08.txt,15,terra,8,b87836a7c968c40018d4b263afe1c31534feee41cfa58541dca9da290a57fc48,1280,720,27.0,25.0,26.0,879.5,696.5,1,
g400_rater_terra_08.txt,17,terra,8,f482ae1581a0bd45308fd53f832988a3f2b8c10fde40b101d30f31f42e4811ab,1920,1080,28.0,30.0,29.0,964.0,648.0,1,
g400_rater_terra_08.txt,18,terra,8,e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,1920,1080,24.0,24.0,24.0,804.0,424.0,1,
g400_rater_terra_08.txt,19,terra,8,94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,1920,1080,24.0,23.0,23.5,1254.0,460.5,1,
g400_rater_terra_08.txt,20,terra,8,ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,1280,720,28.0,28.0,28.0,1140.0,265.0,1,
g400_rater_terra_08.txt,23,terra,8,b81cbcfb53a9856d9f49ae1a8f17073b5699f322669d492ab3e2b27464023a10,1280,720,20.0,20.0,20.0,335.0,287.0,1,
g400_rater_terra_08.txt,24,terra,8,b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,1280,720,22.0,22.0,22.0,808.0,326.0,1,
g400_rater_terra_08.txt,25,terra,8,9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,1280,720,22.0,22.0,22.0,576.0,278.0,1,
g400_rater_terra_08.txt,26,terra,8,9c7cc8531a93c05e5ca7c5e969dbcedc53c1c4a8417b5763225d2716f382c078,1280,720,23.0,23.0,23.0,1004.5,326.5,1,
g400_rater_terra_08.txt,28,terra,8,afc32e4ed66499a00d4591dab2719a8a279a1ffd16638ce9a9f151b33a1bb3d6,1280,720,22.0,22.0,22.0,659.0,499.0,1,
g400_rater_terra_09.txt,2,terra,9,e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,1920,1080,47.0,47.0,47.0,972.5,443.5,1,
g400_rater_terra_09.txt,5,terra,9,d5885b0b8e280348330bd3d09023256c9b830cca4d3bd36352830051ec3869a2,1920,1080,113.0,139.0,126.0,864.5,437.5,1,
g400_rater_terra_09.txt,6,terra,9,fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,1920,1080,91.0,82.0,86.5,430.5,293.0,1,
g400_rater_terra_09.txt,7,terra,9,b97481a69bac1dab1695e107f5252ae1e24926f47df4a229c70f84aa334ec1a8,1920,1080,31.0,29.0,30.0,1278.5,542.5,1,
g400_rater_terra_09.txt,13,terra,9,c405748c24a2b1e96118dbfdefbfcb317cef9a3109b704e497b3e13c3efdb772,1920,1080,43.0,44.0,43.5,1288.5,275.0,1,
g400_rater_terra_09.txt,14,terra,9,ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,1920,1080,90.0,93.0,91.5,1042.0,1033.5,1,
g400_rater_terra_09.txt,15,terra,9,d3d99d58b6a23b5fc7e5bdbb77a07d950b6455ee9177a78a7566e6e44a5fcb98,1280,720,28.0,32.0,30.0,355.0,129.0,1,
g400_rater_terra_09.txt,16,terra,9,d8849a787681c0e30704e3c86d65e7048e3748ec252bc37819c6ef4b13aacb3d,1920,1080,32.0,31.0,31.5,1289.0,236.5,1,
g400_rater_terra_09.txt,20,terra,9,ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,1280,720,26.0,25.0,25.5,136.0,395.5,1,
g400_rater_terra_09.txt,21,terra,9,edaa9b592debfefa422e9ef9b179fb3e1321585457909ab448722b7f2e0012e0,1280,720,22.0,23.0,22.5,58.0,342.5,1,
g400_rater_terra_09.txt,22,terra,9,d6885538f7310ec31523317a5463c10d44005a8f759d42f07c444a792fffb843,1280,720,29.0,26.0,27.5,249.5,520.0,1,
g400_rater_terra_09.txt,25,terra,9,a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,1280,720,30.0,32.0,31.0,395.0,226.0,1,
g400_rater_terra_09.txt,26,terra,9,c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,1280,720,20.0,20.0,20.0,423.0,187.0,1,
g400_rater_terra_09.txt,29,terra,9,d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,1280,720,120.0,120.0,120.0,591.0,591.0,1,
g400_rater_terra_10.txt,1,terra,10,df0cc7a481e6ae1839a91b1c6660d62004553750f526fe49ba39dddb7196fbc0,1280,720,18.0,18.0,18.0,193.0,374.0,1,
g400_rater_terra_10.txt,2,terra,10,fa451cd89365cdfd8dd3fa76c76560df1817889c1f693901db719a7d30043c3f,1920,1080,43.0,45.0,44.0,826.5,788.5,1,
g400_rater_terra_10.txt,3,terra,10,a8cd18ebac6ee0ead05bb37f311e4aa3a59651afdb7d50be0e2037341e030846,1920,1080,46.0,57.0,51.5,1897.0,576.5,1,
g400_rater_terra_10.txt,4,terra,10,dadf3658d9418133ade41215f9f987c6e01385e6b871d6a4fce613fc2c6b57d0,1920,1080,79.0,79.0,79.0,1139.5,286.5,1,
g400_rater_terra_10.txt,6,terra,10,ff21b7948ffae5ff09ab07caba6d82170a99af0795313ecebad7bc8ae850c70b,1920,1080,38.0,40.0,39.0,1165.0,826.0,1,
g400_rater_terra_10.txt,8,terra,10,e03efbe6e55ce176e99e24aedf239b3c9392d2f232b498ede434ecaa9ba0b248,1920,1080,34.0,35.0,34.5,1252.0,609.5,1,
g400_rater_terra_10.txt,12,terra,10,e3896f3c0e1563967bcde6c23cd26a5473a6e32950613265cb7ed6eb21874618,1280,720,19.0,19.0,19.0,685.5,101.5,1,
g400_rater_terra_10.txt,13,terra,10,d600a381c231e8abbc43c9713eee8df2959255607fd5944f5dc4e50d0e4df307,1920,1080,25.0,25.0,25.0,1126.5,438.5,1,
g400_rater_terra_10.txt,17,terra,10,fab772b26227589016ef5d6090e3c743bc65440a35c9a2ed7fb08154c59e12c5,1920,1080,56.0,57.0,56.5,1862.0,699.5,1,
g400_rater_terra_10.txt,18,terra,10,eff19a93ae5a22527c757ad24df37f066273a207f6df4d64749c745a911d8f8a,1920,1080,33.0,34.0,33.5,1423.5,362.0,1,
g400_rater_terra_10.txt,21,terra,10,f57e29ea9b74e099a96e93f0767d9f1033c0b6be920ec06a87f964fa560273f9,1280,720,37.0,38.0,37.5,941.5,326.0,1,
g400_rater_terra_10.txt,22,terra,10,e795691d00a2f8fd92f297822571e467879970a80a72a822015ce8f4b8d21fae,1280,720,22.0,23.0,22.5,638.0,325.5,1,
g400_rater_terra_10.txt,23,terra,10,d74e44843a1e829e95d6b0bc8b15f1fb8802be6347a8ed966d4852bba4c4223a,1280,720,13.0,14.0,13.5,1176.5,339.0,1,
g400_rater_terra_10.txt,24,terra,10,ececbab9ec299bb4a4d1db4a6083584ae068b9e93198812442062db514a1dbc0,1280,720,20.0,21.0,20.5,1007.0,263.5,1,
g400_rater_terra_10.txt,25,terra,10,d6c09fdfc10f628c9ea82f73a7859c65c367c777ba0b9a8376e72873ba0609cd,1280,720,24.0,25.0,24.5,480.0,333.5,1,
g400_rater_terra_10.txt,26,terra,10,e91eb80e92a5fc61ad92193ccc959e7b7e0bbfd022b84b4b46d9820e39ed8e8b,1280,720,31.0,31.0,31.0,669.5,273.5,1,
g400_rater_terra_10.txt,29,terra,10,e6384984a6cbf1067b8749ef3d0c1e1e21b9c43ff08bc7aaf099df9ed3591563,1280,720,48.0,47.0,47.5,503.0,334.5,1,
