conflict_index,frame_key,round,strip,strip_row,disagreement_class,terra_label,sol_label,resolved_label,object_category,secondary_category,evidence_source,eye_verdict,basis
79,798a52755cc8303c1b19c9ee506a3ac52e9f8ad42170fd48c0d008548df2e009,8,conflict_zoom_14.jpg,79,LABEL_DISAGREEMENT,UNKNOWN,VISIBLE,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: sol centre is a players legs in traffic; no identifiable ball
80,b87836a7c968c40018d4b263afe1c31534feee41cfa58541dca9da290a57fc48,8,conflict_zoom_14.jpg,80,DISCREPANT_CENTRE,VISIBLE,VISIBLE,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is a score graphic; the small object near the sol centre is too small to be the ball at this scale
81,c94f62399af9cbb77764c057531584ae88261a0fb2461c4c0827aa71793b86c2,8,conflict_zoom_14.jpg,81,LABEL_DISAGREEMENT,ABSENT,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: loose ball on the green floor exactly at the sol centre; terra answered ABSENT
82,f482ae1581a0bd45308fd53f832988a3f2b8c10fde40b101d30f31f42e4811ab,8,conflict_zoom_14.jpg,82,LABEL_DISAGREEMENT,VISIBLE,ABSENT,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is heavy blur in a challenge-graphic frame; no identifiable ball
83,e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,8,conflict_zoom_14.jpg,83,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: held ball at the sol centre; terra centre is an ad board
84,94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,8,conflict_zoom_14.jpg,84,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: contested ball at the sol centre; terra centre is bare court 430 px away
85,ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,8,conflict_zoom_15.jpg,85,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,OTHER_OBJECT,SAME_OBJECT_LOCALISATION,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball on the floor within 10 px of the sol centre; terra centre is bare court
86,b0133ec0784645c717de53a6bf22de51b25ab934118fd5dfce5a71710ad35153,8,conflict_zoom_15.jpg,86,LABEL_DISAGREEMENT,ABSENT,VISIBLE,UNKNOWN,JERSEY,OTHER_OBJECT,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: sol centre is a players shorts; a dark object nearby cannot be confirmed as the ball
87,b81cbcfb53a9856d9f49ae1a8f17073b5699f322669d492ab3e2b27464023a10,8,conflict_zoom_15.jpg,87,LABEL_DISAGREEMENT,VISIBLE,ABSENT,ABSENT,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: timeout huddle close-up at the terra centre; no ball in frame
88,b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,8,conflict_zoom_15.jpg,88,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball above the shooters head near the sol centre; terra centre is bare court
89,9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,8,conflict_zoom_15.jpg,89,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,UNRESOLVED,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: dribbled ball near the sol centre; terra centre 394 px away shows no ball
90,9c7cc8531a93c05e5ca7c5e969dbcedc53c1c4a8417b5763225d2716f382c078,8,conflict_zoom_15.jpg,90,LABEL_DISAGREEMENT,VISIBLE,UNKNOWN,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is open floor beside a running player; no identifiable ball
91,b5281f2aae8f83eee50a0fe9905c1dedd3a479a1d2937e1a6c937611ff042ac5,8,conflict_zoom_16.jpg,91,LABEL_DISAGREEMENT,ABSENT,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: held ball near the sol centre; terra answered ABSENT
92,afc32e4ed66499a00d4591dab2719a8a279a1ffd16638ce9a9f151b33a1bb3d6,8,conflict_zoom_16.jpg,92,LABEL_DISAGREEMENT,VISIBLE,ABSENT,ABSENT,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: frame is a full-screen broadcast graphic; terra box falls on graphic artwork
93,92ea689eb22dc1bf3641ffce8b8035748ccfe8acaf00a7c0c69d5e88f105bd87,8,conflict_zoom_16.jpg,93,LABEL_DISAGREEMENT,UNKNOWN,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,"native zoom: ball with visible seams at the drive; sol centre adopted, my independent read agrees within about 40 px"
94,ba4aa208e59bd1509d8df869245e45774e0707c40b4c93f6e3417a11584bb231,8,conflict_zoom_16.jpg,94,LABEL_DISAGREEMENT,UNKNOWN,ABSENT,UNKNOWN,UNRESOLVED,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,wide court view with no proposed box from either rater; ball not resolvable at this scale
95,e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,9,conflict_zoom_16.jpg,95,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,"native zoom: ball held at the chin; both centres within 15 px, resolved centre from pixels"
96,d5885b0b8e280348330bd3d09023256c9b830cca4d3bd36352830051ec3869a2,9,conflict_zoom_16.jpg,96,LABEL_DISAGREEMENT,VISIBLE,ABSENT,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: large ball held by the official at the terra centre; sol answered ABSENT
97,fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,9,conflict_zoom_17.jpg,97,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball above the shooters head; both centres within 36 px
98,c6ff0e4ce91a97bf5bf9a232be5c82296319eaafc03e395b23bf2dc0529fa0f6,9,conflict_zoom_17.jpg,98,LABEL_DISAGREEMENT,UNKNOWN,ABSENT,ABSENT,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: sideline close-up with no ball; neither rater proposed a box
99,ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,9,conflict_zoom_17.jpg,99,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: oversized foreground ball clipped by the frame bottom; midpoint of the two centres
100,d3d99d58b6a23b5fc7e5bdbb77a07d950b6455ee9177a78a7566e6e44a5fcb98,9,conflict_zoom_17.jpg,100,LABEL_DISAGREEMENT,VISIBLE,UNKNOWN,UNKNOWN,RIM_HARDWARE,OTHER_OBJECT,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is the backboard and crowd; the orange object below is the rim
101,d8849a787681c0e30704e3c86d65e7048e3748ec252bc37819c6ef4b13aacb3d,9,conflict_zoom_17.jpg,101,DISCREPANT_CENTRE,VISIBLE,VISIBLE,UNKNOWN,BENCH_BALL,OTHER_OBJECT,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: a basketball is visible at the bench but is not established as the game ball in play (same rule applied throughout)
102,ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,9,conflict_zoom_17.jpg,102,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball at the ball-handlers hip; terra centre within 5 px
103,cc5e55c6dfe6d62f5386428c542164084244a1a3643ce900fba400279658ce08,9,conflict_zoom_18.jpg,103,LABEL_DISAGREEMENT,ABSENT,UNKNOWN,UNKNOWN,UNRESOLVED,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,wide arena view with no proposed box from either rater; ball not resolvable at this scale
104,a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,9,conflict_zoom_18.jpg,104,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: both crops agree on the same ball; sol centre closer
105,c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,9,conflict_zoom_18.jpg,105,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: held ball at the sol centre; terra centre 105 px away shows open court
106,d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,9,conflict_zoom_18.jpg,106,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,OTHER_OBJECT,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: oversized foreground ball partly behind the score graphic; midpoint of the two centres
107,a8cd18ebac6ee0ead05bb37f311e4aa3a59651afdb7d50be0e2037341e030846,10,conflict_zoom_18.jpg,107,LABEL_DISAGREEMENT,VISIBLE,ABSENT,UNKNOWN,UNRESOLVED,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra box sits at the extreme right frame border in blur; no identifiable ball
108,e03efbe6e55ce176e99e24aedf239b3c9392d2f232b498ede434ecaa9ba0b248,10,conflict_zoom_18.jpg,108,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball held at a dead ball; sol centre within 4 px
109,e3896f3c0e1563967bcde6c23cd26a5473a6e32950613265cb7ed6eb21874618,10,conflict_zoom_19.jpg,109,DISCREPANT_CENTRE,VISIBLE,VISIBLE,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is crowd and the sol crop shows no separable ball
110,fab772b26227589016ef5d6090e3c743bc65440a35c9a2ed7fb08154c59e12c5,10,conflict_zoom_19.jpg,110,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: ball in flight against a light background; both centres within 16 px
111,f57e29ea9b74e099a96e93f0767d9f1033c0b6be920ec06a87f964fa560273f9,10,conflict_zoom_19.jpg,111,LABEL_DISAGREEMENT,VISIBLE,UNKNOWN,UNKNOWN,JERSEY,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is heavy jersey blur with no identifiable ball
112,e795691d00a2f8fd92f297822571e467879970a80a72a822015ce8f4b8d21fae,10,conflict_zoom_19.jpg,112,DISCREPANT_CENTRE,VISIBLE,VISIBLE,UNKNOWN,JERSEY,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: neither centre lands on an identifiable ball among same-colour jerseys
113,d74e44843a1e829e95d6b0bc8b15f1fb8802be6347a8ed966d4852bba4c4223a,10,conflict_zoom_19.jpg,113,LABEL_DISAGREEMENT,VISIBLE,UNKNOWN,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is a player near the baseline in a distant view; no ball
114,ececbab9ec299bb4a4d1db4a6083584ae068b9e93198812442062db514a1dbc0,10,conflict_zoom_19.jpg,114,LABEL_DISAGREEMENT,VISIBLE,UNKNOWN,UNKNOWN,OTHER_OBJECT,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: terra centre is the official and an LED board; no ball
115,e91eb80e92a5fc61ad92193ccc959e7b7e0bbfd022b84b4b46d9820e39ed8e8b,10,conflict_zoom_20.jpg,115,DISCREPANT_CENTRE,VISIBLE,VISIBLE,VISIBLE,SAME_OBJECT_LOCALISATION,,ADJUDICATOR_ASSERTION,INSPECTED_CONSISTENT,native zoom: contested ball above the hands; sol centre within 2 px
