clip,frame_index,group_index,label_transfer,endpoints
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,24,court_line,"[[304,278],[623,286]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,25,other,"[[324,352],[369,352]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,26,other,"[[13,216],[56,221]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,27,other,"[[0,231],[168,241]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,28,other,"[[45,194],[638,190]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,29,other,"[[1,232],[45,236]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,30,other,"[[411,132],[586,123]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,31,other,"[[19,214],[58,219]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,32,court_line,"[[109,250],[636,282]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,33,other,"[[281,233],[291,270]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,34,other,"[[77,219],[105,192]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,35,court_line,"[[271,301],[271,263]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,36,other,"[[17,93],[59,92]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,37,other,"[[43,77],[78,79]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,38,other,"[[131,217],[519,222]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,39,court_line,"[[299,284],[457,287]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,40,other,"[[163,302],[164,336]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,41,other,"[[166,302],[167,336]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,42,other,"[[300,334],[300,301]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,43,court_line,"[[378,286],[409,286]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,44,other,"[[1,282],[61,271]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,45,other,"[[141,67],[171,70]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,46,court_line,"[[368,272],[371,242]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,47,other,"[[371,236],[398,225]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,5160,48,other,"[[84,242],[113,241]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,0,other,"[[0,327],[638,304]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,1,other,"[[57,165],[209,164]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,2,other,"[[282,311],[629,293]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,3,other,"[[530,191],[627,287]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,4,other,"[[12,231],[551,218]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,5,court_line,"[[378,277],[537,285]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,6,other,"[[267,355],[591,366]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,7,other,"[[54,174],[153,170]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,8,court_line,"[[42,176],[622,217]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,9,other,"[[54,184],[509,184]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,10,other,"[[1,23],[638,23]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,11,other,"[[341,193],[408,185]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,12,other,"[[469,281],[537,277]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,13,other,"[[126,160],[186,160]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,14,other,"[[58,325],[537,340]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,15,other,"[[581,229],[636,230]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,16,other,"[[583,102],[638,101]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,17,other,"[[568,214],[622,218]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,18,other,"[[585,238],[638,242]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,19,other,"[[258,230],[582,251]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,20,other,"[[514,180],[609,273]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,21,other,"[[262,200],[319,190]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,22,other,"[[276,257],[545,253]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,23,other,"[[202,366],[371,365]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,24,other,"[[1,337],[553,348]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,25,court_line,"[[479,215],[526,213]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,26,other,"[[211,261],[252,275]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,27,other,"[[348,266],[352,308]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,28,other,"[[548,198],[628,227]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,29,court_line,"[[22,270],[522,249]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,30,other,"[[56,339],[313,328]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,31,other,"[[539,90],[638,93]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,32,other,"[[79,305],[442,286]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,33,other,"[[471,24],[508,23]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,34,other,"[[361,278],[373,314]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,35,other,"[[454,147],[456,111]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,36,other,"[[541,188],[577,190]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,37,other,"[[476,181],[512,180]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,38,other,"[[612,276],[638,301]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,39,other,"[[324,339],[529,339]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,40,other,"[[370,276],[379,310]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,41,other,"[[548,90],[581,92]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,42,other,"[[254,282],[468,276]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,43,other,"[[583,85],[613,83]]"
ncaa_basketball__ncaa_basketball_IB-_u4gW3ds_1080p,11760,44,other,"[[149,329],[178,325]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,0,other,"[[34,271],[216,271]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,1,other,"[[43,337],[597,339]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,2,other,"[[43,320],[206,324]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,3,other,"[[43,322],[204,327]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,4,other,"[[384,256],[637,334]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,5,other,"[[409,23],[638,23]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,6,other,"[[66,137],[314,147]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,7,court_line,"[[0,239],[128,215]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,8,other,"[[118,360],[597,366]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,9,other,"[[0,238],[639,125]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,10,court_line,"[[384,151],[468,146]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,11,other,"[[448,381],[638,345]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,12,court_line,"[[113,228],[448,241]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,13,other,"[[552,40],[623,40]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,14,other,"[[12,222],[637,111]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,15,other,"[[322,40],[476,64]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,16,other,"[[326,38],[478,61]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,17,court_line,"[[369,211],[373,277]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,18,other,"[[328,30],[481,57]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,19,other,"[[207,273],[207,337]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,20,other,"[[576,253],[638,261]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,21,other,"[[0,134],[339,145]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,22,other,"[[562,382],[622,370]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,23,other,"[[39,338],[39,277]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,24,court_line,"[[436,154],[583,132]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,25,court_line,"[[357,155],[438,152]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,26,court_line,"[[54,291],[113,289]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,27,other,"[[36,250],[212,250]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,28,other,"[[97,226],[433,238]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,29,other,"[[39,43],[42,326]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,30,other,"[[229,285],[238,337]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,31,other,"[[63,255],[265,244]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,32,other,"[[69,339],[206,349]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,33,other,"[[126,136],[174,138]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,34,other,"[[385,221],[638,255]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,35,other,"[[129,213],[191,213]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,36,court_line,"[[218,231],[266,229]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,37,other,"[[507,247],[554,251]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,38,other,"[[586,293],[639,308]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,39,other,"[[344,332],[348,229]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,40,other,"[[428,41],[470,50]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,41,other,"[[209,337],[219,167]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,42,other,"[[584,301],[638,333]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,43,other,"[[0,76],[38,85]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,44,other,"[[391,383],[638,340]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,45,other,"[[19,181],[57,183]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,46,other,"[[592,307],[628,316]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,47,other,"[[602,264],[638,270]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,48,court_line,"[[25,141],[61,145]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,49,other,"[[493,366],[528,364]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,50,other,"[[481,26],[481,61]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,51,other,"[[548,59],[583,59]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,52,other,"[[504,284],[538,293]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,53,other,"[[462,293],[494,305]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,54,other,"[[604,228],[638,230]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,55,other,"[[1,361],[1,291]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,56,other,"[[445,327],[452,294]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,57,court_line,"[[469,145],[502,141]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,58,other,"[[284,258],[288,291]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,59,other,"[[234,369],[234,338]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,60,other,"[[517,238],[547,243]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,61,court_line,"[[356,152],[384,151]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,5760,62,other,"[[464,368],[493,366]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,0,other,"[[179,25],[514,25]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,1,other,"[[1,202],[2,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,2,other,"[[1,49],[174,71]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,3,court_line,"[[148,70],[286,77]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,4,other,"[[440,75],[577,63]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,5,other,"[[37,277],[81,384]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,6,other,"[[569,382],[576,274]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,7,other,"[[446,61],[548,52]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,8,other,"[[37,280],[68,364]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,9,other,"[[618,382],[626,297]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,10,other,"[[124,212],[140,291]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,11,court_line,"[[2,61],[204,89]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,12,other,"[[502,264],[578,266]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,13,other,"[[551,40],[622,40]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,14,other,"[[170,157],[611,108]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,15,other,"[[481,268],[573,285]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,16,other,"[[20,335],[21,254]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,17,other,"[[501,382],[512,317]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,18,other,"[[66,268],[81,332]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,19,other,"[[382,258],[385,323]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,20,other,"[[483,256],[548,256]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,21,other,"[[259,264],[271,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,22,other,"[[586,382],[595,319]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,23,other,"[[602,321],[605,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,24,other,"[[619,343],[633,287]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,25,court_line,"[[120,190],[174,169]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,26,other,"[[547,122],[599,118]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,27,other,"[[255,117],[286,374]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,28,other,"[[417,184],[431,135]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,29,other,"[[205,267],[250,249]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,30,other,"[[15,382],[16,336]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,31,other,"[[20,281],[30,326]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,32,other,"[[514,260],[575,275]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,33,other,"[[144,286],[150,242]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,34,other,"[[107,277],[108,319]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,35,other,"[[395,41],[425,71]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,36,other,"[[249,207],[252,248]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,37,other,"[[522,343],[535,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,38,other,"[[168,169],[208,172]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,39,other,"[[38,208],[78,211]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,40,other,"[[620,342],[620,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,41,other,"[[537,156],[537,73]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,42,other,"[[344,346],[385,336]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,43,other,"[[343,223],[382,230]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,44,other,"[[276,110],[289,74]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,45,other,"[[307,47],[342,31]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,46,other,"[[84,193],[117,213]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,47,other,"[[61,108],[444,280]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,48,other,"[[45,171],[82,162]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,49,other,"[[312,382],[316,344]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,50,other,"[[0,198],[35,185]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,51,other,"[[191,254],[201,219]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,52,other,"[[146,136],[221,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,53,other,"[[309,382],[309,346]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,54,other,"[[135,296],[166,279]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,55,other,"[[352,31],[387,37]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,56,other,"[[102,308],[102,343]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,57,other,"[[75,279],[83,313]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,58,other,"[[257,264],[262,231]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,59,other,"[[101,344],[102,311]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,60,other,"[[387,157],[387,191]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,61,other,"[[217,138],[237,111]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,62,other,"[[63,115],[92,130]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,63,other,"[[522,316],[554,314]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,64,other,"[[523,328],[555,322]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,65,other,"[[118,267],[118,299]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,66,other,"[[387,247],[402,219]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,67,other,"[[432,134],[433,102]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,68,other,"[[518,316],[551,316]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,69,other,"[[288,73],[307,47]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,70,other,"[[97,382],[106,352]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,71,other,"[[79,264],[84,296]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,72,other,"[[153,235],[159,204]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,73,other,"[[325,332],[334,303]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,74,other,"[[343,352],[346,382]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,75,other,"[[386,183],[389,153]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,76,court_line,"[[178,87],[208,87]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,77,other,"[[345,173],[373,162]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,78,other,"[[549,254],[578,256]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,79,other,"[[379,194],[380,166]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,9408,80,other,"[[1,73],[29,78]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,0,other,"[[0,334],[562,319]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,1,other,"[[1,197],[1,336]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,2,other,"[[9,316],[548,302]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,3,other,"[[214,233],[466,214]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,4,other,"[[1,198],[426,178]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,5,other,"[[171,269],[498,254]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,6,other,"[[186,206],[277,193]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,7,other,"[[260,301],[351,306]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,8,other,"[[54,340],[238,331]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,9,other,"[[236,369],[611,342]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,10,other,"[[182,266],[462,260]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,11,other,"[[497,91],[567,85]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,12,other,"[[99,292],[458,288]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,13,other,"[[130,222],[194,205]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,14,other,"[[548,276],[636,302]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,15,other,"[[219,298],[625,286]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,16,other,"[[1,23],[549,23]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,17,other,"[[122,272],[181,290]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,18,other,"[[434,185],[563,311]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,19,other,"[[11,93],[556,107]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,20,other,"[[306,275],[361,273]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,21,other,"[[242,215],[297,214]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,22,court_line,"[[1,152],[118,150]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,23,other,"[[1,173],[436,186]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,24,other,"[[1,182],[47,180]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,25,other,"[[143,245],[186,235]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,26,other,"[[152,222],[196,223]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,27,other,"[[298,192],[341,190]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,28,other,"[[2,188],[44,187]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,29,other,"[[144,258],[188,266]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,30,other,"[[183,218],[224,216]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,31,other,"[[278,231],[414,232]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,32,other,"[[456,210],[483,239]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,33,other,"[[182,289],[221,295]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,34,other,"[[191,288],[359,272]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,35,other,"[[236,365],[273,365]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,36,other,"[[214,234],[233,265]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,37,other,"[[502,102],[556,105]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,38,other,"[[538,250],[573,252]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,39,other,"[[178,236],[408,230]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,40,other,"[[400,366],[401,331]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,41,other,"[[547,60],[582,59]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,42,other,"[[1,63],[34,63]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,43,other,"[[3,160],[114,160]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,44,other,"[[604,23],[638,23]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,45,other,"[[423,99],[424,66]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,46,other,"[[329,367],[362,364]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,47,other,"[[12,108],[44,106]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,48,other,"[[307,221],[394,211]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,49,other,"[[221,318],[252,319]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,50,other,"[[172,365],[399,365]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,51,other,"[[1,56],[32,56]]"
