row_id,file,line,columns,inline_ball_rows,joins_on_frame,route,class,notes
R182,scripts/platformkit/tracking/test_g305_additive_registration_verdict.py,71,synthetic tracking-schema fixture,no,no,test,TEST_ONLY,synthetic construct/fixture test exercising a real reader classified above
R183,scripts/platformkit/tracking/test_g81_null_coverage_readers.py,12,synthetic tracking-schema fixture,no,no,test,TEST_ONLY,synthetic construct/fixture test exercising a real reader classified above
R184,scripts/platformkit/tracking/test_image_px_containment.py,12,synthetic tracking-schema fixture,no,no,test,TEST_ONLY,synthetic construct/fixture test exercising a real reader classified above
R185,scripts/platformkit/tracking/test_motion_bounds.py,11,synthetic tracking-schema fixture,no,no,test,TEST_ONLY,synthetic construct/fixture test exercising a real reader classified above
R186,scripts/platformkit/tracking/test_tracklet_merge.py,8,synthetic tracking-schema fixture,no,no,test,TEST_ONLY,synthetic construct/fixture test exercising a real reader classified above
R187,scripts/platformkit/framing_distill.py,49,-,no,no,-,EXCLUDED_OTHER_SPORT,"TAKEN_DESCRIPTIONS includes called_strike/ball/blocked_ball, baseball pitch descriptions"
R188,scripts/platformkit/ingame/kbo_naver_relay.py,138,-,no,no,-,EXCLUDED_OTHER_SPORT,KBO (Korean baseball) balls/strikes/outs relay
R189,scripts/platformkit/ingame/kbo_relay_state_provider.py,121,-,no,no,-,EXCLUDED_OTHER_SPORT,KBO (Korean baseball) balls count
R190,scripts/platformkit/ingame/npb_kbo_live_state.py,"206,208,212",-,no,no,-,EXCLUDED_OTHER_SPORT,NPB/KBO (baseball) live-state table cell class (day/play)
R191,scripts/platformkit/ingame/test_kbo_capture_wire.py,36,-,no,no,-,EXCLUDED_OTHER_SPORT,KBO baseball test fixture (strike/ball/out)
R192,scripts/platformkit/ingame/test_kbo_naver_relay.py,38,-,no,no,-,EXCLUDED_OTHER_SPORT,KBO baseball test fixture (strike/ball/out)
R193,scripts/platformkit/ingame/test_kbo_relay_state_provider.py,"32,54",-,no,no,-,EXCLUDED_OTHER_SPORT,KBO baseball test fixture (strike/ball/out)
R194,scripts/platformkit/interaction_factory/test_runner.py,"125,143,352",-,no,no,-,EXCLUDED_OTHER_SPORT,MLB Statcast pitch-description fixtures (walk/ball)
R195,scripts/platformkit/interaction_factory/test_runner_knowledge_attrs.py,28-77,-,no,no,-,EXCLUDED_OTHER_SPORT,MLB Statcast pitch-description fixtures (ball/type B)
R196,scripts/platformkit/predictive_validity/test_mlb_adapters.py,46,-,no,no,-,EXCLUDED_OTHER_SPORT,MLB Statcast pitch-description fixture (ball)
R197,scripts/platformkit/soccer_xt.py,63-110,-,no,no,-,EXCLUDED_OTHER_SPORT,"soccer expected-threat proxy events: cls==ball rows are SOCCER's ball, a different tracking table"
R198,scripts/platformkit/test_soccer_xt.py,27,-,no,no,-,EXCLUDED_OTHER_SPORT,"test fixture for soccer_xt.py (soccer's ball, not basketball)"
R199,scripts/platformkit/specs/officiatingdynamics_tennis.py,16-56,-,no,no,-,EXCLUDED_OTHER_SPORT,"ball_tracking_margin_error, a tennis Hawk-Eye signal slug"
R200,scripts/platformkit/tennis_coverage_probe.py,"68,134",-,no,no,-,EXCLUDED_OTHER_SPORT,tennis detector coverage probe (tennis's ball)
R201,scripts/platformkit/tennis_detector_recall.py,72,-,no,no,-,EXCLUDED_OTHER_SPORT,tennis detector recall measurement (tennis's ball)
R202,scripts/platformkit/tracking/football_fieldview.py,151,-,no,no,-,EXCLUDED_OTHER_SPORT,"American-football field-view schema (FIELD_CLS), not basketball"
R203,scripts/platformkit/tracking/football_snap.py,31-200,-,no,no,-,EXCLUDED_OTHER_SPORT,"American-football snap-detection schema (MOTION_CLS/SNAP_CLS), not basketball"
R204,scripts/platformkit/tracking/test_football_snap.py,"124,127",-,no,no,-,EXCLUDED_OTHER_SPORT,"test fixture for football_snap.py (American football, not basketball)"
R205,scripts/platformkit/analytics_showcase/mlb_count_leverage.py,108-224,-,no,no,-,EXCLUDED_OTHER_SPORT,MLB pitch-count leverage classes (two_strike/three_ball)
R206,scripts/platformkit/analytics_showcase/mlb_pitch_atlas.py,"44,45",-,no,no,-,EXCLUDED_OTHER_SPORT,MLB pitch outcome labels (ball/strike/in-play)
R207,scripts/platformkit/analytics_showcase/out/atlas_mlb_pitch_manifest.json,36-2557,-,no,no,-,EXCLUDED_OTHER_SPORT,MLB pitch-atlas manifest data (ball % by zone)
R208,scripts/platformkit/analytics_showcase/pitch_sequencing.py,88-179,-,no,no,-,EXCLUDED_OTHER_SPORT,MLB pitch-count leverage classes (two_strike/three_ball)
R209,domains/baseball/tracking/adapter.py,"56,220,270",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (baseball), not the basketball ball_tracking table"
R210,domains/baseball/tracking/test_adapter.py,"123,145,153",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (baseball), not the basketball ball_tracking table"
R211,domains/baseball_kbo/ingest_kbo.py,"160,162,167",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (baseball_kbo), not the basketball ball_tracking table"
R212,domains/football/tracking/adapter.py,"13,98,116",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R213,domains/football/tracking/presnap_features.py,"55,56",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R214,domains/football/tracking/quality_probe.py,65,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R215,domains/football/tracking/test_adapter.py,193,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R216,domains/football/tracking/test_presnap_features.py,"25,28",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R217,domains/football/tracking/test_quality_probe.py,20,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (football), not the basketball ball_tracking table"
R218,domains/mlb/knowledge/test_validate_called_strike_dispersion.py,25,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R219,domains/mlb/knowledge/test_validate_research_wave1.py,25-68,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R220,domains/mlb/knowledge/test_validate_research_wave2.py,22-102,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R221,domains/mlb/knowledge/test_validate_research_wave5.py,19,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R222,domains/mlb/knowledge/validate_called_strike_dispersion.py,39,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R223,domains/mlb/knowledge/validate_count_zone.py,118,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R224,domains/mlb/knowledge/validate_research_wave1.py,43,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R225,domains/mlb/knowledge/validate_research_wave2.py,44,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R226,domains/mlb/mlb_prob_recal.py,212-243,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R227,domains/mlb/pitch_engine/bullpen.py,100-182,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R228,domains/mlb/pitch_engine/bullpen_v3.py,88-181,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R229,domains/mlb/pitch_engine/bullpen_v4.py,"62,78",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R230,domains/mlb/pitch_engine/corpus.py,"68,70,85",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R231,domains/mlb/pitch_engine/game_sim.py,"51,75",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R232,domains/mlb/pitch_engine/outcome.py,56-124,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R233,domains/mlb/pitch_engine/outcome_platoon.py,"42,62",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R234,domains/mlb/pitch_engine/pa_chain.py,"40,122,136",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R235,domains/mlb/pitch_engine/selection.py,61-89,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R236,domains/mlb/pitch_engine/test_corpus.py,"11,15,36",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R237,domains/mlb/pitch_engine/test_outcome.py,33,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R238,domains/mlb/pitch_engine/test_outcome_platoon.py,30,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R239,domains/mlb/pitch_engine/test_pa_chain.py,"23,45",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R240,domains/mlb/prereg_shift_framing.py,164,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R241,domains/mlb/profiles/attribute_registry.py,128-500,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R242,domains/mlb/profiles/ingredients_batter_grid.py,41-80,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R243,domains/mlb/profiles/ingredients_batter_zones.py,"86,89",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R244,domains/mlb/profiles/ingredients_pitcher_grid.py,36-199,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R245,domains/mlb/profiles/ingredients_pitcher_zones.py,132-188,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R246,domains/mlb/profiles/test_ingredients_batted_ball.py,"82,93",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R247,domains/mlb/profiles/test_ingredients_grid.py,"58,61",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R248,domains/mlb/profiles/test_ingredients_zones.py,68,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R249,domains/mlb/savant_backfill.py,181,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R250,domains/mlb/test_claims_shift_framing.py,16,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R251,domains/mlb/test_prereg_shift_framing.py,"23,25,97",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R252,domains/mlb/test_savant_backfill.py,"22,105,108",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R253,domains/mlb/test_weather_totals_gate.py,21-54,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (mlb), not the basketball ball_tracking table"
R254,domains/soccer/chain_engine/match_sim.py,"36,42",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R255,domains/soccer/chain_engine/shot_model.py,"61,88",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R256,domains/soccer/tracking/adapter.py,"16,113,129",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R257,domains/soccer/tracking/coverage_ceiling.py,"36,40",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R258,domains/soccer/tracking/geometry.py,51-76,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R259,domains/soccer/tracking/pressing.py,4-126,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R260,domains/soccer/tracking/quality_probe.py,36,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R261,domains/soccer/tracking/test_adapter.py,171-278,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R262,domains/soccer/tracking/test_coverage_ceiling.py,11-25,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R263,domains/soccer/tracking/test_pressing.py,21-62,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R264,domains/soccer/tracking/test_quality_probe.py,"15,38",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (soccer), not the basketball ball_tracking table"
R265,domains/tennis/mcp_2026.py,"83,84,86",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R266,domains/tennis/point_engine/point_model.py,"56,76",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R267,domains/tennis/tracking/adapter.py,"18,233",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R268,domains/tennis/tracking/ball.py,"16,246",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R269,domains/tennis/tracking/quality_probe.py,"60,65",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R270,domains/tennis/tracking/rally_features.py,4-126,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R271,domains/tennis/tracking/test_adapter.py,80-331,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R272,domains/tennis/tracking/test_quality_probe.py,"18,19,22",-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R273,domains/tennis/tracking/test_rally_features.py,28-122,-,no,no,-,EXCLUDED_OTHER_SPORT,"other-sport domain module (tennis), not the basketball ball_tracking table"
R274,domains/basketball_nba/sim2/cond_clutch.py,"156,183",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R275,domains/basketball_nba/sim2/cond_composite.py,"156,178",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R276,domains/basketball_nba/sim2/pace_model.py,62-72,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R277,domains/basketball_nba/sim2/possession_model.py,216-247,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R278,scripts/execute_loop/L18_bankroll_manager.py,"103,104",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R279,scripts/platformkit/autonomy/work_queue.py,"82,83",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R280,scripts/platformkit/combo/combo_bandit.py,"64,66,68",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R281,scripts/platformkit/foundry/promotion.py,"38,47",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R282,scripts/platformkit/improve/checkpoint.py,"44,45",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R283,scripts/platformkit/odds_provider/prop_book_aggregate.py,70,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R284,scripts/platformkit/serving_calibration.py,"93,97",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R285,scripts/platformkit/venue_history/espn_tipoff_backfill.py,"114,136",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R286,scripts/platformkit/venue_history/nba_close_corpus.py,85-152,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R287,scripts/research_harness/belief_store.py,109-251,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R288,scripts/research_harness/research_ledger.py,"77,78",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R289,scripts/research_harness/self_forecast.py,"54,55",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R290,src/calibration/cohort_calibrator.py,"264,270",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R291,src/fusion/source_registry.py,93-110,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R292,src/fusion/spatial_prior.py,"179,181",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R293,src/ingame/continuous_projection.py,425-668,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R294,src/ingame/game_state.py,"256,345",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R295,src/ingest/sources.py,55-58,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R296,src/loop/store.py,"85,86",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R297,src/models/bridge_model.py,223,-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R298,src/prediction/blowout_residual.py,"360,370",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R299,src/prediction/center_blk_residual.py,"260,269",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R300,src/prediction/conformal_props.py,"99,102",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R301,src/prediction/heat_check_residual.py,"308,318",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R302,src/prediction/heat_check_shrinkage_residual.py,"288,297",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R303,src/prediction/minute_trajectory.py,"266,278",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R304,src/prediction/minute_trajectory_foul_residual.py,"335,347",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R305,src/prediction/multitask_mlp_live.py,"397,405",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R306,src/prediction/period_specific_heads.py,"238,248",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R307,src/prediction/quantile_props.py,"136,140",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R308,src/prediction/segment_calibrator.py,"121,127",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R309,src/prediction/shot_quality.py,"179,180",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
R310,src/sim/possession_model.py,"623,627",-,no,no,-,EXCLUDED_GENERIC_CLS_PARAM,"@classmethod cls first-parameter (fit/load/from_*/as_prior constructor pattern), verified by sample inspection; not a tracking-table column"
