memo,line,artifact,token,length,landing_commit,class,reason,form,candidates
docs/evidence/tracking/g310_native_input_arm_attempt2_2026-09-08.md,52,NONE,736b3261a29c697def3c347035822b91ebd1e8c0e44a81513a057ef034375667,64,1bf7b2d086e891b71172fbe6d9ce11aab640c849,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g310_native_input_arm_attempt2_2026-09-08.md:2ebf94660ad5|docs/evidence/tracking/g310_native_input_arm_attempt2_2026-09-08.md:70c3a01b1043
docs/evidence/tracking/g310_pilot_pre_prereg/README.md,6,NONE,528211D145F773FEB428647C15157567C56B9DB3AD37033315F6E6D20A70DCD5,64,1bf7b2d086e891b71172fbe6d9ce11aab640c849,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g310_pilot_pre_prereg/README.md:87ed87fdbe31
docs/evidence/tracking/g310_prereg_2026-09-07.md,27,NONE,528211D145F773FEB428647C15157567C56B9DB3AD37033315F6E6D20A70DCD5,64,1bf7b2d086e891b71172fbe6d9ce11aab640c849,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g310_prereg_2026-09-07.md:764e0a374c13
docs/evidence/tracking/g310_prereg_attempt2_2026-09-08.md,185,NONE,627DF9217E91D781D7C4DFAFA2071975C6CC0E1D58E2E5DC789A912E9CE38141,64,8416b4e475a3a92e4b17ac23fe0724ff79eadf28,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g310_prereg_attempt2_2026-09-08.md:df2fc4738b5e
docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md,5,g311_prereg_2026-09-07.md,df8cfa89e76a05e5bfb5d57ecf9998289761f79efa051a44b4a12619bc145eff,64,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g311_prereg_2026-09-07.md:7e3a6500b0b4|docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md:ed904c73804d
docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md,30,rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,20220719,8,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md:ed904c73804d
docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md,30,rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,229f527c,8,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md:ed904c73804d
docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md,31,NONE,229f527ca88498e8894a778a62a878a322b4a3ea2cae09ea537d34b7e907792b,64,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md:ed904c73804d
docs/evidence/tracking/g311_apache_detector_arm_2026-09-07.md,48,/workspace/wt/a2/,f59b3d833e2ff32e194b5bb8e08d211dc7c5bdf144b90d2c8412c47ccfc83b36,64,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,pod-only or absolute path,,tried=absolute:/workspace/wt/a2/
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,5,mmcv-2.1.0-cp312-cp312-linux_x86_64.whl,608637e5600ec15708acf451aa2e067d3e7b1e8c6dc40856e6f42d2e8ffaa9a1,64,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,5,24101afd5a...,24101afd5a,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,5,608637e560...,608637e560,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,7,rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,20220719,8,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,7,rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,229f527c,8,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,7,rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,229f527ca88498e8894a778a62a878a322b4a3ea2cae09ea537d34b7e907792b,64,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,7,https://download.openmmlab.com/mmdetection/v3.0/rtmdet/rtmdet_m_8xb32-300e_coco/rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,20220719,8,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,7,https://download.openmmlab.com/mmdetection/v3.0/rtmdet/rtmdet_m_8xb32-300e_coco/rtmdet_m_8xb32-300e_coco_20220719_112220-229f527c.pth,229f527c,8,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,28,c3bc2f7d4c...,c3bc2f7d4c,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,28,f59b3d833e...,f59b3d833e,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,28,f59b3d833e...,f59b3d833e,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,28,532389342b...,532389342b,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,28,c3bc2f7d4c...,c3bc2f7d4c,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,30,532389342b...,532389342b,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,30,c3bc2f7d4c...,c3bc2f7d4c,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,30,f59b3d833e...,f59b3d833e,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,30,608637e560...,608637e560,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md,30,229f527ca8...,229f527ca8,10,3cc9c28bd3c8d1472cfd6454d6a91f37fdeea94a,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:a436abf1196f|docs/evidence/tracking/g311_apache_detector_arm_attempt2_2026-09-07.md:1ae354736505
docs/evidence/tracking/g311_prereg_2026-09-07.md,87,NONE,df8cfa89e76a05e5bfb5d57ecf9998289761f79efa051a44b4a12619bc145eff,64,2a082d73943ff5f4e97cfdf70f2fa0eb9753aaf8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_2026-09-07.md:7e3a6500b0b4
docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md,6,NONE,df8cfa89e76a05e5bfb5d57ecf9998289761f79efa051a44b4a12619bc145eff,64,f79b43180fdeb57d6e41348f625325a36df15056,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:a083ff51f324|docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:7451a2a17dc8
docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md,92,NONE,229f527ca88498e8894a778a62a878a322b4a3ea2cae09ea537d34b7e907792b,64,f79b43180fdeb57d6e41348f625325a36df15056,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:a083ff51f324|docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:7451a2a17dc8
docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md,149,NONE,76e2ebe5f9dfa35805ac40d17ec1b088b50ea101a63a7ee7692f45b4ecdb549c,64,f79b43180fdeb57d6e41348f625325a36df15056,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:a083ff51f324|docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:7451a2a17dc8
docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md,190,NONE,76e2ebe5f9dfa35805ac40d17ec1b088b50ea101a63a7ee7692f45b4ecdb549c,64,f79b43180fdeb57d6e41348f625325a36df15056,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:a083ff51f324|docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:7451a2a17dc8
docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md,195,NONE,83d07be34031105223cdf5855f97460954bbcef7d76dcfaca42af0b6818f42e1,64,f79b43180fdeb57d6e41348f625325a36df15056,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:a083ff51f324|docs/evidence/tracking/g311_prereg_attempt2_2026-09-07.md:7451a2a17dc8
docs/evidence/tracking/g312_coverage_denominator_2026-09-07.md,5,g312_prereg_2026-09-07.md,e04867c94d7e8b30cdec89acd809be71937536b86538446fa53dbaa1acaa9213,64,f569a61f5e079578a2a8e4a9f94203c33fc716b2,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g312_prereg_2026-09-07.md:111012184009|docs/evidence/tracking/g312_coverage_denominator_2026-09-07.md:8972f1ec4ea7
docs/evidence/tracking/g312_prereg_2026-09-07.md,59,NONE,e04867c94d7e8b30cdec89acd809be71937536b86538446fa53dbaa1acaa9213,64,f569a61f5e079578a2a8e4a9f94203c33fc716b2,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g312_prereg_2026-09-07.md:111012184009
docs/evidence/tracking/g313_prereg_2026-09-07.md,51,NONE,5cb2a5da7a37186b967dec37807cc931a92e456b2cc5e5e141aac51cc6f121da,64,9c87fb34f1ae3647aeb3da7fd8f9b48916c45d47,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g313_prereg_2026-09-07.md:32e69fa0c5db
docs/evidence/tracking/g313_ten_id_cap_2026-09-07.md,5,g313_prereg_2026-09-07.md,5cb2a5da7a37186b967dec37807cc931a92e456b2cc5e5e141aac51cc6f121da,64,9c87fb34f1ae3647aeb3da7fd8f9b48916c45d47,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g313_prereg_2026-09-07.md:32e69fa0c5db|docs/evidence/tracking/g313_ten_id_cap_2026-09-07.md:9bbec0e7d6b3
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,5,g314_prereg_2026-09-07.md,47bc38d36a4c5612fc6c5473983893a58fdcd04a6cbe08c6decb564efa1ee81e,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g314_prereg_2026-09-07.md:380b544c4f59|docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md:d42c175cdd1f
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,7,wnba_05/ball_tracking.csv,805c6479e6988dbb0958d8b15c2b2f35f8a1ee4a51a626be5361b1d24f60ca1d,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md:d42c175cdd1f
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,7,wnba_02/ball_tracking.csv,79537a95f1d8ca4f0f609b27e07c19aa1f1d66e6bdfb3926558e942d273b8510,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md:d42c175cdd1f
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,8,wnba_05/tracking_data.csv,07077b311c50b1c9482ded969f4e9f736cf05f0b0d130c288cbd5cd407f59413,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,basename ambiguous,,docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_1/tracking_data.csv:26b2073831c6|docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_2/tracking_data.csv:26b2073831c6|docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_3/tracking_data.csv:26b2073831c6
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,8,wnba_02/tracking_data.csv,5c7d174bda1503d5cf5b2f0af6085c8052692a9337d2bbde3cb1552c0fab8d43,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,basename ambiguous,,docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_1/tracking_data.csv:26b2073831c6|docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_2/tracking_data.csv:26b2073831c6|docs/evidence/tracking/g280_amateur_footage_trackability_artifact/run_3/tracking_data.csv:26b2073831c6
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,46,scripts/platformkit/tracking/g314_ball_inferred_coords.py,380b544c4f59b7f1b2ee638021faa66194b3582c0a49484b6ba0761c1fe824b3,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,token is not a digest,,scripts/platformkit/tracking/g314_ball_inferred_coords.py:711dc94eccaa|scripts/platformkit/tracking/g314_ball_inferred_coords.py:a186a13b1e3d|docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md:d42c175cdd1f
docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md,46,scripts/platformkit/tracking/g314_ball_inferred_coords.py,6fc435f03e63ac753ed1323ce6db5ff19aed21dcea59c3e2dec2c894cd0841ff,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,token is not a digest,,scripts/platformkit/tracking/g314_ball_inferred_coords.py:711dc94eccaa|scripts/platformkit/tracking/g314_ball_inferred_coords.py:a186a13b1e3d|docs/evidence/tracking/g314_ball_inferred_coords_2026-09-07.md:d42c175cdd1f
docs/evidence/tracking/g314_prereg_2026-09-07.md,57,NONE,47bc38d36a4c5612fc6c5473983893a58fdcd04a6cbe08c6decb564efa1ee81e,64,9b2a9d383930b1a25bbac4a5ab3281d4eebab7e6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g314_prereg_2026-09-07.md:380b544c4f59
docs/evidence/tracking/g315_prereg_2026-09-07.md,125,NONE,277466cac9d20e86ba79e1565ade4b8b404a0abecf46a17f37c84acd44a1121a,64,ac700721aad30e4ab514393a20852f2a0d1aed86,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_prereg_2026-09-07.md:b963a7027a96
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,3,g315_prereg_2026-09-07.md,277466cac9d20e86ba79e1565ade4b8b404a0abecf46a17f37c84acd44a1121a,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g315_prereg_2026-09-07.md:b963a7027a96|docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,3,g315_prereg_2026-09-07.md,3549ed0a8,9,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g315_prereg_2026-09-07.md:b963a7027a96|docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,46,NONE,b963a7027a96885683f19b56b846ded2e79cc7c09a8b5bdc1aa581762b06bbaa,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,47,NONE,640b5d0301b64ce04f9fa1411d146b2e2bae0c35936a703ca4a99524fca36bce,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,48,NONE,c4216445f79c6b72bf0bcd02164642e830cebd7a5f2dd346481160cc2ad98270,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,49,NONE,59e1e06470abd6fb3dc348c59f8771a6c601a5648f25c65a17fa683514fad93a,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,50,NONE,b3b7d5976ce06f4dde212c252019b6ace063b8f5a1679af560730c653fbbddd0,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,51,NONE,e22b3fd964d05fa1a26ab5fa87133a36c0b8684239f080b5fadbada0657395c6,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,52,NONE,8a68fb8a9d2a89911bfc235c066cc5e62c9697ec4f33d90d66b6d2386e9c4db5,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,53,NONE,bd6b65344790d05f2a2b8770425d6e61914a6dc0cb52abfbea78a33d52c38b31,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,54,NONE,a5153527d61f20f6e932808ad2d80660bcf2fb9a5a6004fb8ee1582478a2ec20,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,55,NONE,3ca9747fc9c205b971ec9538bffc55d8f428b3774edb766a8fbdce5f185f475f,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,56,NONE,2577d1e3af34ed487f088f66950ba572b07867696241db4b5ab21d4dd3052f28,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md,57,NONE,71cf8298d9aabd49238820440b4279143e9bf0da2c10e4e4c60c7be689d988ed,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g315_same_id_step_screen_2026-09-07.md:905fe0fd3532
docs/evidence/tracking/g316_preregistration_2026-09-07.md,109,NONE,3bc7e52d1bbee336ee8ba1d90547721c9cfc26e7cbaacd6ad0ef52d2cb4dfbdd,64,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_2026-09-07.md:d7f76765310b
docs/evidence/tracking/g316_preregistration_attempt2_2026-09-07.md,49,NONE,5c81403157dcc4f0d2062d114a54348b125b089cf3350186c84d08aa38ed3c73,64,473856518de078386ddce5b2e0c581de8d8e8545,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_attempt2_2026-09-07.md:d3cba5fd043e
docs/evidence/tracking/g316_preregistration_attempt2_2026-09-07.md,156,NONE,23a01551e94d1ab3cbd8e0ab7655886547a53f762c5acf0ea688d244b0820fc4,64,473856518de078386ddce5b2e0c581de8d8e8545,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_attempt2_2026-09-07.md:d3cba5fd043e
docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md,4,NONE,23a01551e94d1ab3cbd8e0ab7655886547a53f762c5acf0ea688d244b0820fc4,64,a4ddd93624e53a6b77d401088ad439293c0bddb8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md:601c109a92c3
docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md,48,NONE,0ba4886b0604caba24476d6bccf7e1a91f9c86470cd355bed72ffce66a1fcb35,64,a4ddd93624e53a6b77d401088ad439293c0bddb8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md:601c109a92c3
docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md,51,NONE,325fc52c07bac989571e698a1e3f1ddfa5a79e160a17f5b9647847295a37002b,64,a4ddd93624e53a6b77d401088ad439293c0bddb8,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_preregistration_attempt2_amendment_device_2026-09-08.md:601c109a92c3
docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md,3,g316_preregistration_2026-09-07.md,3bc7e52d1bbee336ee8ba1d90547721c9cfc26e7cbaacd6ad0ef52d2cb4dfbdd,64,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g316_preregistration_2026-09-07.md:d7f76765310b|docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md:481f986af92c
docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md,3,g316_preregistration_2026-09-07.md,67827cf54,9,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,token is not a digest,,docs/evidence/tracking/g316_preregistration_2026-09-07.md:d7f76765310b|docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md:481f986af92c
docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md,47,src/tracking/scoreboard_ocr.py,63ddfd4a05bbac177a4264bb97a232013fbb959184f2f3833bc847efdd6182e4,64,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,token is not a digest,,src/tracking/scoreboard_ocr.py:d75c712c7ae0|docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md:481f986af92c
docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md,47,src/pipeline/unified_pipeline.py,bb92310f54c06ffa4c7caf6bea23861a29c35f3588b6fb4a375aeaf74b6b15f8,64,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,token is not a digest,,src/pipeline/unified_pipeline.py:047dd04e9b12|src/pipeline/unified_pipeline.py:c4eae385bfee|docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md:481f986af92c
docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md,47,du -sm /workspace,20260907184548,14,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,artifact never committed,,docs/evidence/tracking/g316_scoreboard_clock_liveness_2026-09-07.md:481f986af92c
