captured_at,book,game_id,player_id,player_name,team,stat,line,over_price,under_price,market_status
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,pts,8.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,reb,3.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,ast,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,fg3m,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Lexie Hull,IND,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,pts,10.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,reb,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,ast,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,fg3m,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Sophie Cunningham,IND,tov,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,pts,10.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,reb,3.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,ast,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,fg3m,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Tiffany Hayes,GSV,tov,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kayla Thornton,GSV,pts,10.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kayla Thornton,GSV,reb,6.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kayla Thornton,GSV,ast,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kayla Thornton,GSV,fg3m,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kayla Thornton,GSV,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Veronica Burton,GSV,pts,11.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Veronica Burton,GSV,reb,4.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Veronica Burton,GSV,ast,7.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Veronica Burton,GSV,stl,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Veronica Burton,GSV,tov,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,pts,13.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,reb,6.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,ast,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,fg3m,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Janelle Salaun,GSV,tov,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Stephanie Talbot,GSV,pts,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Stephanie Talbot,GSV,reb,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Stephanie Talbot,GSV,ast,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Stephanie Talbot,GSV,tov,0.5,-110,-110,o
