geometry,sigma_px,draw,seed,baseline_gap_px,refined_gap_px,improvement_px,n_supports,n_assigned,n_fev,status,base_val_px,ref_val_px
G2_WIDE,0.50,3,1284537857,0.124448,0.139012,-0.014565,567,567,4,ok,0.560249,0.590907
G2_WIDE,0.50,4,4037721387,0.393497,0.424608,-0.031111,568,568,6,ok,0.570515,0.622032
G2_WIDE,0.50,5,3167305661,0.398360,0.440530,-0.042170,567,567,6,ok,0.461643,0.525532
G2_WIDE,0.50,6,1516462043,0.805350,0.544034,0.261316,568,568,4,ok,0.378428,0.399920
G2_WIDE,0.50,7,929251591,0.740860,0.346155,0.394705,568,568,6,ok,0.202645,0.159911
G2_WIDE,0.50,8,2712737496,1.059472,0.489327,0.570146,568,568,5,ok,0.281559,0.440784
G2_WIDE,0.50,9,4012489359,0.683921,0.612568,0.071354,568,568,5,ok,0.728460,0.721928
G2_WIDE,0.50,10,2164820759,0.336998,0.358382,-0.021383,568,568,5,ok,0.480557,0.558435
G2_WIDE,0.50,11,1663843531,0.705345,0.671015,0.034330,567,567,5,ok,0.906508,0.834815
G2_WIDE,0.50,12,3317208481,0.288113,0.266362,0.021750,567,567,5,ok,0.342138,0.340420
G2_WIDE,0.50,13,2413405650,0.539286,0.370290,0.168996,568,568,5,ok,0.359931,0.188513
G2_WIDE,0.50,14,3661406419,0.446481,0.501410,-0.054929,567,567,4,ok,0.337553,0.537845
G2_WIDE,0.50,15,1500839223,1.027224,0.472309,0.554915,566,566,4,ok,0.394088,0.367893
G2_WIDE,0.50,16,2234568976,0.799652,0.376328,0.423324,568,568,4,ok,0.331472,0.362151
G2_WIDE,0.50,17,4101890204,0.944435,0.658016,0.286419,568,568,4,ok,0.557847,0.562615
G2_WIDE,0.50,18,662578563,1.086548,0.935491,0.151057,568,568,4,ok,0.845621,0.797695
G2_WIDE,0.50,19,1184954515,1.007586,0.504358,0.503227,567,567,4,ok,0.341351,0.302772
G2_WIDE,0.50,20,2151653949,0.885432,0.805174,0.080258,567,567,4,ok,0.352409,0.244528
G2_WIDE,0.50,21,1010134888,0.470136,0.473805,-0.003669,567,567,4,ok,0.195303,0.213585
G2_WIDE,0.50,22,1675881908,0.617196,0.574884,0.042313,567,567,4,ok,0.610539,0.692824
G2_WIDE,0.50,23,1520224038,0.469309,0.395541,0.073768,567,567,4,ok,0.667502,0.667036
G2_WIDE,0.50,24,3020738929,0.711753,0.590754,0.120999,567,567,4,ok,0.359013,0.299495
G2_WIDE,0.50,25,141828362,0.533325,0.346411,0.186914,568,568,4,ok,0.450547,0.427590
G2_WIDE,0.50,26,2305922016,0.263097,0.236649,0.026449,569,569,4,ok,0.204243,0.205706
G2_WIDE,0.50,27,1632703325,0.672537,0.278871,0.393666,569,569,6,ok,0.224487,0.200409
G2_WIDE,0.50,28,893240647,1.017930,0.472353,0.545577,567,567,5,ok,0.202061,0.560635
G2_WIDE,0.50,29,2460493474,0.562404,0.553397,0.009007,568,568,4,ok,0.228052,0.302318
G2_WIDE,0.50,30,748856334,0.583161,0.341797,0.241364,567,567,5,ok,0.372870,0.282740
G2_WIDE,0.50,31,3813211688,0.466771,0.302656,0.164114,568,568,5,ok,0.066534,0.059143
G2_WIDE,0.50,32,3859417997,0.454199,0.467758,-0.013559,567,567,5,ok,0.453926,0.442363
G2_WIDE,0.50,33,2998462834,0.351577,0.333345,0.018233,567,567,4,ok,0.118867,0.133513
G2_WIDE,0.50,34,1852668051,0.343513,0.311380,0.032133,565,565,4,ok,0.139089,0.103578
G2_WIDE,0.50,35,1612778020,0.610467,0.345478,0.264990,567,567,4,ok,0.119365,0.096466
G2_WIDE,0.50,36,910451676,0.503592,0.375747,0.127846,568,568,4,ok,0.313141,0.274725
G2_WIDE,0.50,37,2343501260,0.533638,0.381986,0.151652,567,567,5,ok,0.225605,0.152057
G2_WIDE,0.50,38,1338065176,0.587674,0.382451,0.205223,568,568,5,ok,0.351813,0.163275
G2_WIDE,0.50,39,3449348219,0.102355,0.149201,-0.046846,567,567,4,ok,0.423105,0.464503
G2_WIDE,1.00,0,2034593169,1.096746,1.044513,0.052233,566,566,4,ok,0.645546,0.604831
G2_WIDE,1.00,1,1932138106,0.619415,0.554456,0.064959,567,567,4,ok,0.558559,0.605032
G2_WIDE,1.00,2,3029261156,1.114583,0.911063,0.203520,568,568,5,ok,0.312244,0.273423
G2_WIDE,1.00,3,3325288164,1.950452,1.118446,0.832006,565,565,6,ok,0.811406,0.668923
G2_WIDE,1.00,4,2283551188,0.898315,0.733409,0.164906,567,567,4,ok,0.869815,0.623736
G2_WIDE,1.00,5,406256709,0.719299,0.689255,0.030044,569,569,5,ok,0.715177,0.677875
G2_WIDE,1.00,6,2373405016,0.550159,0.505538,0.044621,565,565,5,ok,1.340076,1.316473
G2_WIDE,1.00,7,4057522137,0.543592,0.499149,0.044443,567,567,6,ok,0.573114,0.604716
G2_WIDE,1.00,8,268976090,0.705944,0.705001,0.000942,566,566,4,ok,0.450517,0.490606
G2_WIDE,1.00,9,174121845,1.102036,0.853953,0.248083,566,566,7,ok,0.683060,0.200457
G2_WIDE,1.00,10,3660853568,1.327046,1.130845,0.196201,568,568,6,ok,1.058446,1.079363
G2_WIDE,1.00,11,4241646801,0.568978,0.412848,0.156131,567,567,4,ok,0.810177,1.010423
G2_WIDE,1.00,12,2606243191,1.630096,0.836860,0.793236,565,565,6,ok,1.206556,0.361453
G2_WIDE,1.00,13,34399037,0.935095,0.754770,0.180326,564,564,4,ok,0.347967,0.358954
G2_WIDE,1.00,14,2341460598,2.063393,1.491387,0.572006,566,566,4,ok,1.217825,0.914932
G2_WIDE,1.00,15,2278207205,1.725355,0.988694,0.736661,568,568,6,ok,0.516324,0.501767
G2_WIDE,1.00,16,3209130820,0.716576,0.848487,-0.131912,565,565,5,ok,1.037994,1.163128
G2_WIDE,1.00,17,2364466647,0.536300,0.649970,-0.113670,567,567,4,ok,0.134844,0.255695
G2_WIDE,1.00,18,3142677289,0.588042,0.674301,-0.086259,567,567,4,ok,0.769802,0.741430
G2_WIDE,1.00,19,235407435,1.497017,1.429209,0.067808,568,568,4,ok,0.803166,0.722225
G2_WIDE,1.00,20,1169569215,1.243236,1.031692,0.211544,568,568,4,ok,1.764161,1.460416
G2_WIDE,1.00,21,293621191,0.493027,0.679053,-0.186026,568,568,5,ok,0.519942,0.767366
G2_WIDE,1.00,22,719052086,1.425562,1.249145,0.176417,566,566,4,ok,0.760238,0.765715
G2_WIDE,1.00,23,2051912135,0.540011,0.548279,-0.008268,567,567,4,ok,0.764062,0.673271
G2_WIDE,1.00,24,3152786373,1.007428,0.752774,0.254654,566,566,4,ok,0.697144,0.479281
G2_WIDE,1.00,25,294887814,0.763431,0.757681,0.005750,567,567,4,ok,0.139476,0.200235
G2_WIDE,1.00,26,717707574,1.116398,0.565186,0.551212,569,569,7,ok,1.200062,0.927655
G2_WIDE,1.00,27,2077336790,1.968618,0.955323,1.013295,567,567,5,ok,0.557827,0.639585
G2_WIDE,1.00,28,3162589377,1.249583,0.889271,0.360312,566,566,5,ok,1.277163,0.964021
G2_WIDE,1.00,29,3923599733,0.712465,0.517956,0.194509,568,568,5,ok,0.441204,0.301062
G2_WIDE,1.00,30,3530049416,1.686910,1.145375,0.541536,567,567,6,ok,1.842583,1.414251
G2_WIDE,1.00,31,3511861753,0.547213,0.465330,0.081883,567,567,4,ok,0.731587,0.586305
G2_WIDE,1.00,32,2459573607,2.398182,1.423944,0.974239,566,566,7,ok,0.767892,0.161486
G2_WIDE,1.00,33,3923026106,2.274546,1.254837,1.019708,565,565,5,ok,1.768127,1.456121
G2_WIDE,1.00,34,1564577684,1.037040,1.058582,-0.021542,568,568,4,ok,1.072134,1.075817
G2_WIDE,1.00,35,3150627322,0.970319,0.846711,0.123607,567,567,4,ok,0.563377,0.673683
G2_WIDE,1.00,36,3678544630,1.048455,0.464777,0.583678,563,563,4,ok,0.590571,0.501768
G2_WIDE,1.00,37,238742217,1.137154,0.992702,0.144451,567,567,4,ok,1.126989,1.133196
G2_WIDE,1.00,38,1914915157,0.711951,0.662190,0.049761,566,566,4,ok,0.647526,0.669066
G2_WIDE,1.00,39,2319748217,1.604172,0.504365,1.099808,566,566,5,ok,0.340708,0.525444
G3_TIGHT,0.00,0,3595391132,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,1,2806453722,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,2,2292147197,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,3,3341189215,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,4,3993158902,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,5,3852097446,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,6,2250906955,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,7,3030751282,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,8,4148688062,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,9,3112053510,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,10,782377251,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,11,2109298018,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,12,4268517737,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,13,4036224928,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,14,2972163248,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,15,2794905696,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,16,1332568294,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,17,2410898838,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,18,1630858812,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,19,3816237701,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,20,4219740224,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,21,2614629739,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,22,1793140713,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,23,1863977925,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,24,1005359617,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,25,4240637447,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,26,601167865,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,27,1913904320,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,28,2661996652,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,29,2664792566,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,30,216566182,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,31,1656414300,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,32,2484315418,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,33,1298369378,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,34,2270888019,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,35,1939726345,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,36,3270522224,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,37,2269965419,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,38,128370373,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.00,39,819566205,0.000000,0.000000,0.000000,456,456,2,ok,0.000000,0.000000
G3_TIGHT,0.25,0,1992834529,0.255655,0.196575,0.059079,456,456,4,ok,0.379409,0.344822
G3_TIGHT,0.25,1,652845471,0.229258,0.228446,0.000812,456,456,3,ok,0.054489,0.051975
G3_TIGHT,0.25,2,308861703,0.269771,0.273973,-0.004202,456,456,5,ok,0.182934,0.155167
G3_TIGHT,0.25,3,278023935,0.166976,0.202420,-0.035444,456,456,4,ok,0.037989,0.043018
G3_TIGHT,0.25,4,2707930000,0.457506,0.418537,0.038969,456,456,4,ok,0.285707,0.357699
G3_TIGHT,0.25,5,3376508540,0.627365,0.263992,0.363373,456,456,4,ok,0.119011,0.069979
G3_TIGHT,0.25,6,1691061819,0.372711,0.167865,0.204846,456,456,4,ok,0.075247,0.055855
G3_TIGHT,0.25,7,2319384894,0.141773,0.271470,-0.129697,456,456,4,ok,0.237759,0.207991
G3_TIGHT,0.25,8,1815886190,0.198302,0.195797,0.002505,456,456,4,ok,0.228984,0.187628
G3_TIGHT,0.25,9,504743794,0.225573,0.222680,0.002893,456,456,5,ok,0.111863,0.134703
G3_TIGHT,0.25,10,4256915033,0.173217,0.181459,-0.008242,456,456,4,ok,0.156275,0.142302
G3_TIGHT,0.25,11,3804897150,0.217332,0.199718,0.017613,456,456,4,ok,0.075188,0.074397
G3_TIGHT,0.25,12,1116626179,0.256937,0.167674,0.089263,456,456,5,ok,0.038920,0.042644
G3_TIGHT,0.25,13,1733161876,0.395747,0.316611,0.079136,456,456,5,ok,0.002596,0.036054
G3_TIGHT,0.25,14,137631420,0.227597,0.202071,0.025526,456,456,4,ok,0.180821,0.168658
G3_TIGHT,0.25,15,3702540483,0.134467,0.051318,0.083149,456,456,4,ok,0.091321,0.087922
G3_TIGHT,0.25,16,1405767523,0.181396,0.170277,0.011119,456,456,4,ok,0.228783,0.215472
G3_TIGHT,0.25,17,1323655457,0.151324,0.168189,-0.016865,456,456,5,ok,0.096632,0.157706
G3_TIGHT,0.25,18,3903332896,0.356413,0.223527,0.132886,456,456,5,ok,0.176290,0.168140
G3_TIGHT,0.25,19,4013720563,0.302290,0.238394,0.063895,456,456,5,ok,0.372150,0.355420
G3_TIGHT,0.25,20,2016283233,0.259444,0.190040,0.069404,456,456,4,ok,0.221393,0.184658
G3_TIGHT,0.25,21,1551176662,0.178823,0.203673,-0.024850,456,456,4,ok,0.058236,0.088012
G3_TIGHT,0.25,22,1055227355,0.471633,0.304374,0.167259,456,456,4,ok,0.212516,0.135200
G3_TIGHT,0.25,23,577407693,0.133628,0.109448,0.024180,456,456,4,ok,0.106859,0.156014
G3_TIGHT,0.25,24,2502074675,0.518852,0.236281,0.282571,456,456,4,ok,0.206497,0.063854
G3_TIGHT,0.25,25,2825050963,0.475920,0.270718,0.205202,456,456,4,ok,0.085765,0.121197
G3_TIGHT,0.25,26,563818873,0.119288,0.121049,-0.001761,456,456,4,ok,0.056157,0.042029
G3_TIGHT,0.25,27,3940091498,0.155327,0.167400,-0.012073,456,456,4,ok,0.094922,0.101985
G3_TIGHT,0.25,28,2687090085,0.443340,0.250233,0.193107,456,456,4,ok,0.277876,0.291259
G3_TIGHT,0.25,29,4276181812,0.140747,0.168325,-0.027578,456,456,4,ok,0.267827,0.191156
G3_TIGHT,0.25,30,3734976056,0.350747,0.292402,0.058345,456,456,5,ok,0.237288,0.208764
G3_TIGHT,0.25,31,1179414516,0.264376,0.201151,0.063225,456,456,4,ok,0.222835,0.182147
G3_TIGHT,0.25,32,2021123740,0.113522,0.161564,-0.048042,456,456,4,ok,0.091328,0.176375
G3_TIGHT,0.25,33,245544811,0.346380,0.274845,0.071536,456,456,4,ok,0.101885,0.149980
G3_TIGHT,0.25,34,3631298942,0.285285,0.228998,0.056288,456,456,5,ok,0.128705,0.104688
G3_TIGHT,0.25,35,1772873413,0.232243,0.211985,0.020258,456,456,4,ok,0.292024,0.277532
G3_TIGHT,0.25,36,1607153043,0.254542,0.097708,0.156834,456,456,4,ok,0.125894,0.136312
G3_TIGHT,0.25,37,950707430,0.403316,0.394719,0.008597,456,456,4,ok,0.248023,0.294007
G3_TIGHT,0.25,38,1835008957,0.364247,0.287538,0.076709,456,456,4,ok,0.175069,0.168160
G3_TIGHT,0.25,39,1673104846,0.278115,0.273014,0.005100,456,456,5,ok,0.376072,0.393300
G3_TIGHT,0.50,0,1396385217,0.360500,0.412754,-0.052253,455,455,4,ok,0.206168,0.391185
G3_TIGHT,0.50,1,202867994,0.531929,0.529526,0.002402,454,454,4,ok,0.424385,0.445007
G3_TIGHT,0.50,2,2841473087,0.819229,0.476975,0.342254,456,456,4,ok,0.300377,0.357478
G3_TIGHT,0.50,3,1714152726,0.625320,0.521140,0.104180,455,455,4,ok,0.537412,0.564618
G3_TIGHT,0.50,4,1349108910,0.542828,0.526398,0.016430,456,456,4,ok,0.566996,0.564089
G3_TIGHT,0.50,5,2730996392,0.798083,0.766257,0.031826,454,454,4,ok,0.844144,0.821916
G3_TIGHT,0.50,6,3056718768,0.481695,0.459909,0.021786,456,456,5,ok,0.511541,0.482195
G3_TIGHT,0.50,7,2082422959,0.330215,0.255845,0.074370,456,456,6,ok,0.253506,0.211175
G3_TIGHT,0.50,8,4080175759,0.573635,0.514239,0.059397,455,455,4,ok,0.593777,0.473668
G3_TIGHT,0.50,9,4263142932,0.196617,0.207517,-0.010899,456,456,6,ok,0.295608,0.322191
G3_TIGHT,0.50,10,477428820,0.420941,0.398735,0.022206,456,456,4,ok,0.247451,0.243951
G3_TIGHT,0.50,11,1545416665,0.695870,0.632490,0.063380,456,456,4,ok,0.534904,0.467121
G3_TIGHT,0.50,12,2326160174,0.624456,0.362663,0.261793,455,455,4,ok,0.193416,0.184175
G3_TIGHT,0.50,13,1874487184,0.723521,0.468458,0.255063,456,456,5,ok,0.662173,0.558209
G3_TIGHT,0.50,14,328407470,0.553901,0.525601,0.028301,455,455,4,ok,0.511786,0.456929
G3_TIGHT,0.50,15,4191826248,0.224729,0.222170,0.002559,455,455,4,ok,0.350006,0.325411
G3_TIGHT,0.50,16,4164341200,0.518462,0.371978,0.146484,456,456,4,ok,0.745865,0.591384
G3_TIGHT,0.50,17,1958793666,0.339535,0.266947,0.072588,455,455,4,ok,0.545444,0.443682
G3_TIGHT,0.50,18,3960108300,0.473409,0.390629,0.082780,456,456,5,ok,0.202626,0.170233
G3_TIGHT,0.50,19,447323431,0.620857,0.295554,0.325303,456,456,5,ok,0.152472,0.354406
G3_TIGHT,0.50,20,3305055281,0.789160,0.543559,0.245601,456,456,5,ok,0.219641,0.278203
G3_TIGHT,0.50,21,1654321983,0.628034,0.199951,0.428082,456,456,4,ok,0.545884,0.560555
G3_TIGHT,0.50,22,593161591,0.353454,0.280872,0.072582,456,456,4,ok,0.296562,0.361019
G3_TIGHT,0.50,23,3766303267,0.440169,0.531387,-0.091218,456,456,6,ok,0.318858,0.389172
G3_TIGHT,0.50,24,877497466,0.399777,0.300094,0.099684,456,456,4,ok,0.070450,0.098836
G3_TIGHT,0.50,25,1774748735,0.504068,0.518620,-0.014552,456,456,4,ok,0.144167,0.108744
G3_TIGHT,0.50,26,2696098320,0.504747,0.356909,0.147838,456,456,4,ok,0.717748,0.724265
G3_TIGHT,0.50,27,3252321064,0.686481,0.351738,0.334743,456,456,4,ok,0.604632,0.337740
G3_TIGHT,0.50,28,3420919880,0.658635,0.424070,0.234566,456,456,4,ok,0.093104,0.105443
G3_TIGHT,0.50,29,1824136090,0.534510,0.512710,0.021800,456,456,4,ok,0.561188,0.620603
G3_TIGHT,0.50,30,2309107002,0.861604,0.842140,0.019464,456,456,4,ok,0.831980,0.821247
G3_TIGHT,0.50,31,3549011248,0.631775,0.541376,0.090398,456,456,5,ok,0.299104,0.207112
G3_TIGHT,0.50,32,1431557922,0.687079,0.522837,0.164243,456,456,6,ok,0.468349,0.259294
G3_TIGHT,0.50,33,784379985,0.660945,0.446605,0.214340,456,456,5,ok,0.152328,0.142473
G3_TIGHT,0.50,34,287747537,0.774429,0.660349,0.114080,456,456,4,ok,0.637216,0.538517
G3_TIGHT,0.50,35,1304176416,0.761453,0.285213,0.476241,456,456,5,ok,0.167052,0.091216
G3_TIGHT,0.50,36,4271152354,0.614588,0.482931,0.131657,456,456,6,ok,0.294130,0.406488
G3_TIGHT,0.50,37,482939163,0.821427,0.441559,0.379867,455,455,4,ok,0.181091,0.134644
G3_TIGHT,0.50,38,1126368171,0.716817,0.523553,0.193264,456,456,5,ok,0.146774,0.103679
G3_TIGHT,0.50,39,362547000,0.379156,0.344697,0.034459,456,456,4,ok,0.140321,0.110471
G3_TIGHT,1.00,0,3477471724,0.679482,0.818451,-0.138968,455,455,4,ok,0.728681,0.863691
G3_TIGHT,1.00,1,3854019766,1.339579,0.722317,0.617262,456,456,5,ok,1.003910,1.085173
G3_TIGHT,1.00,2,1516398260,1.081659,0.593025,0.488634,456,456,5,ok,1.017510,0.710979
G3_TIGHT,1.00,3,2035642003,0.895426,0.961843,-0.066417,455,455,5,ok,0.387201,0.266793
G3_TIGHT,1.00,4,3897217785,1.210399,0.861643,0.348756,456,456,6,ok,1.575756,1.712749
G3_TIGHT,1.00,5,279111671,0.588138,0.449605,0.138533,454,454,4,ok,0.614365,0.605627
G3_TIGHT,1.00,6,4097135337,1.071342,1.058362,0.012980,455,455,5,ok,1.737931,1.755652
G3_TIGHT,1.00,7,4017414185,0.739946,0.737824,0.002122,456,456,4,ok,0.288345,0.324230
G3_TIGHT,1.00,8,2232785356,1.097406,1.100027,-0.002621,456,456,4,ok,0.933285,0.939510
G3_TIGHT,1.00,9,1857976867,0.389127,0.527261,-0.138134,454,454,4,ok,0.490950,0.443220
G3_TIGHT,1.00,10,1791754911,1.248552,0.665005,0.583547,456,456,4,ok,0.564070,0.460670
G3_TIGHT,1.00,11,1286107410,1.206186,1.041975,0.164211,456,456,4,ok,0.590869,0.569591
G3_TIGHT,1.00,12,4051353157,1.217086,1.169313,0.047773,455,455,4,ok,0.914359,0.889912
G3_TIGHT,1.00,13,244874913,0.852420,0.840287,0.012133,455,455,4,ok,0.807190,0.838232
G3_TIGHT,1.00,14,2964948119,1.130874,1.050687,0.080187,455,455,4,ok,2.165215,1.822870
G3_TIGHT,1.00,15,3198892135,0.319885,0.349444,-0.029559,455,455,4,ok,1.135570,1.132005
G3_TIGHT,1.00,16,1983734611,0.471906,0.447906,0.024000,457,457,4,ok,0.853100,0.861039
G3_TIGHT,1.00,17,189026823,0.689015,0.260080,0.428934,455,455,6,ok,0.746417,0.254498
G3_TIGHT,1.00,18,2988973970,1.070288,0.935736,0.134552,456,456,4,ok,0.515691,0.575593
G3_TIGHT,1.00,19,193986020,0.841660,0.849242,-0.007582,455,455,5,ok,0.878878,0.981805
G3_TIGHT,1.00,20,391838793,1.049793,0.915770,0.134022,455,455,4,ok,1.463925,1.248235
G3_TIGHT,1.00,21,3298396580,0.591750,0.643635,-0.051885,455,455,4,ok,1.137537,1.188467
G3_TIGHT,1.00,22,2176219074,1.114227,0.871441,0.242786,454,454,6,ok,1.365866,1.380046
G3_TIGHT,1.00,23,1688880631,1.165321,0.622904,0.542416,455,455,7,ok,0.365202,0.262796
G3_TIGHT,1.00,24,2319126757,0.907627,0.536119,0.371508,455,455,5,ok,0.359507,0.290974
G3_TIGHT,1.00,25,4119804819,0.900596,0.765288,0.135309,453,453,7,ok,0.144553,0.475939
G3_TIGHT,1.00,26,2536185108,1.343647,1.127716,0.215931,456,456,8,ok,1.082324,1.261926
G3_TIGHT,1.00,27,3720113824,0.864615,0.819474,0.045141,455,455,4,ok,0.731161,0.725099
G3_TIGHT,1.00,28,3795933412,0.672057,0.426240,0.245817,454,454,4,ok,0.760090,0.632459
G3_TIGHT,1.00,29,3172395054,1.011892,1.038779,-0.026887,456,456,4,ok,0.614221,0.781958
G3_TIGHT,1.00,30,2559130516,0.726457,0.695729,0.030728,456,456,5,ok,0.327571,0.271063
G3_TIGHT,1.00,31,3215175534,0.945527,0.689537,0.255990,456,456,4,ok,0.223222,0.242368
G3_TIGHT,1.00,32,2691018681,0.847351,0.781064,0.066287,455,455,5,ok,0.716643,0.748650
G3_TIGHT,1.00,33,516195868,0.877787,0.582736,0.295051,453,453,4,ok,0.864711,0.906481
G3_TIGHT,1.00,34,2339356703,0.670369,0.665682,0.004687,453,453,4,ok,0.540508,0.430619
G3_TIGHT,1.00,35,3727303656,1.350791,0.858886,0.491905,455,455,4,ok,0.232426,0.371725
G3_TIGHT,1.00,36,1651358243,0.718341,0.591332,0.127009,454,454,4,ok,0.942062,1.073668
G3_TIGHT,1.00,37,3989335293,1.239907,0.592458,0.647449,456,456,5,ok,0.557039,0.879546
G3_TIGHT,1.00,38,3359812974,0.563972,0.457209,0.106763,455,455,4,ok,1.432437,1.309384
G3_TIGHT,1.00,39,1858642131,0.766888,0.671960,0.094928,456,456,4,ok,0.867175,0.836853
G4_OFF_AXIS,0.00,0,3710564827,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,1,3025750397,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,2,47859923,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,3,2709589900,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,4,2829095502,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,5,3241695605,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,6,4253674947,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,7,218865804,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,8,1170243148,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,9,657726764,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,10,3825102159,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,11,1017075039,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,12,4031573504,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,13,4133546864,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,14,3547370103,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,15,3452916822,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,16,2678704624,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,17,3355260702,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,18,4183563179,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,19,55983664,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
G4_OFF_AXIS,0.00,20,1095216283,0.000000,0.000000,0.000000,524,524,2,ok,0.000000,0.000000
