frame_key,opaque_id,rater,kind,identifier,n_points,area_px,polygon
UzaYBYy3GZg_s90:001090,G382_017,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,6600,"[[300,712],[991,741],[988,749],[300,721]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,PAINTED,LANE_LINE_LEFT_FAR,4,6000,"[[443,567],[1061,591],[1058,599],[437,576]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,PAINTED,FREE_THROW_LINE_LEFT,4,1616,"[[1064,594],[993,741],[1001,745],[1072,598]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,PAINTED,THREE_POINT_STRAIGHT_LEFT_FAR,4,2898,"[[598,408],[885,416],[886,424],[596,418]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,REGION,STANDS,7,400332,"[[0,0],[1920,0],[1920,238],[1510,231],[1030,214],[540,185],[0,177]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,REGION,LED,4,84482,"[[1283,260],[1920,269],[1920,414],[1282,378]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,REGION,OTHER,5,174855,"[[0,183],[414,196],[419,489],[104,678],[0,676]]"
UzaYBYy3GZg_s90:001090,G382_017,sol,REGION,SCORE_BUG,4,135675,"[[126,947],[1800,947],[1800,1027],[126,1027]]"
UzaYBYy3GZg_s90:002097,G382_018,terra,REGION,STANDS,4,1237440,"[[0,0],[1920,0],[1920,644],[0,643]]"
UzaYBYy3GZg_s90:002097,G382_018,terra,REGION,LED,4,46099,"[[0,359],[380,354],[380,471],[0,482]]"
UzaYBYy3GZg_s90:002097,G382_018,terra,REGION,LED,4,92856,"[[1072,335],[1920,350],[1920,459],[1072,443]]"
UzaYBYy3GZg_s90:002097,G382_018,terra,REGION,SCORE_BUG,4,328202,"[[127,883],[1792,883],[1792,1080],[127,1080]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,STANDS,4,865920,"[[0,0],[1920,0],[1920,450],[0,450]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,OTHER,4,242048,"[[0,451],[487,451],[487,946],[0,946]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,OTHER,4,264368,"[[489,451],[1021,451],[1021,946],[489,946]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,OTHER,4,444912,"[[1023,451],[1920,451],[1920,946],[1023,946]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,SCORE_BUG,4,134080,"[[125,947],[1800,947],[1800,1026],[125,1026]]"
UzaYBYy3GZg_s90:002097,G382_018,sol,REGION,OTHER,4,99840,"[[0,1028],[1920,1028],[1920,1080],[0,1080]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,PAINTED,FREE_THROW_LINE_RIGHT,4,2824,"[[1132,719],[1484,731],[1484,738],[1132,726]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,1424,"[[1127,533],[1134,533],[1139,710],[1132,710]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,2096,"[[1498,461],[1505,462],[1489,721],[1482,720]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,REGION,STANDS,8,765777,"[[0,0],[1920,0],[1920,397],[1699,387],[1328,373],[916,381],[538,406],[0,457]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,REGION,LED,4,49840,"[[0,401],[622,381],[622,458],[0,482]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,REGION,LED,4,52437,"[[1239,367],[1920,378],[1920,454],[1239,443]]"
UzaYBYy3GZg_s90:003104,G382_019,terra,REGION,SCORE_BUG,4,326928,"[[128,884],[1795,884],[1795,1080],[128,1080]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,PAINTED,BASELINE_RIGHT,4,10870,"[[1243,328],[1920,848],[1920,862],[1234,337]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,PAINTED,SIDELINE_FAR,4,5831,"[[685,394],[1225,330],[1229,339],[685,404]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,PAINTED,FREE_THROW_LINE_RIGHT,4,1702,"[[758,599],[892,694],[886,701],[751,606]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,8806,"[[534,736],[1394,682],[1396,691],[540,745]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,6004,"[[790,582],[1373,540],[1375,549],[797,591]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,REGION,STANDS,7,415341,"[[0,0],[1920,0],[1920,246],[1540,217],[1160,196],[702,205],[0,237]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,REGION,OTHER,4,67547,"[[0,654],[302,649],[333,831],[0,891]]"
UzaYBYy3GZg_s90:003104,G382_019,sol,REGION,SCORE_BUG,4,135756,"[[125,947],[1800,947],[1800,1027],[125,1027]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,PAINTED,FREE_THROW_LINE_RIGHT,4,2720,"[[1081,715],[1420,727],[1420,734],[1081,722]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,1432,"[[1075,528],[1082,528],[1088,706],[1081,706]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,2082,"[[1428,458],[1435,459],[1425,717],[1418,716]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,REGION,STANDS,8,769876,"[[0,0],[1920,0],[1920,400],[1690,389],[1355,379],[970,383],[625,405],[0,446]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,REGION,LED,4,44241,"[[0,391],[552,380],[552,457],[0,472]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,REGION,LED,4,55421,"[[1214,366],[1920,379],[1920,457],[1214,443]]"
X5w3V6rh26s_s1376:000042,G382_021,terra,REGION,SCORE_BUG,4,326928,"[[128,884],[1795,884],[1795,1080],[128,1080]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,PAINTED,BASELINE_RIGHT,4,9685,"[[1282,304],[1920,741],[1920,754],[1273,313]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,PAINTED,SIDELINE_FAR,4,14216,"[[0,409],[1265,305],[1270,314],[0,420]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,PAINTED,FREE_THROW_LINE_RIGHT,4,1293,"[[922,517],[1005,620],[998,626],[915,522]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,6661,"[[800,637],[1455,604],[1457,613],[805,646]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,3175,"[[974,499],[1320,480],[1322,488],[979,507]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,REGION,STANDS,8,351018,"[[0,0],[1920,0],[1920,205],[1570,172],[1180,161],[730,172],[350,208],[0,198]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,REGION,OTHER,4,87744,"[[0,545],[491,543],[511,704],[0,731]]"
X5w3V6rh26s_s1376:000042,G382_021,sol,REGION,SCORE_BUG,4,135756,"[[125,947],[1800,947],[1800,1027],[125,1027]]"
X5w3V6rh26s_s1376:001088,G382_022,terra,REGION,STANDS,4,1257600,"[[0,0],[1920,0],[1920,654],[0,654]]"
X5w3V6rh26s_s1376:001088,G382_022,terra,REGION,OTHER,4,2073600,"[[0,0],[1920,0],[1920,1080],[0,1080]]"
X5w3V6rh26s_s1376:001088,G382_022,terra,REGION,SCORE_BUG,4,328596,"[[127,883],[1794,883],[1794,1080],[127,1080]]"
X5w3V6rh26s_s1376:001088,G382_022,sol,REGION,OTHER,4,1818240,"[[0,0],[1920,0],[1920,946],[0,946]]"
X5w3V6rh26s_s1376:001088,G382_022,sol,REGION,OTHER,4,101760,"[[0,1027],[1920,1027],[1920,1080],[0,1080]]"
X5w3V6rh26s_s1376:001088,G382_022,sol,REGION,SCORE_BUG,4,134080,"[[125,947],[1800,947],[1800,1026],[125,1026]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,PAINTED,FREE_THROW_LINE_RIGHT,4,3960,"[[693,796],[1187,806],[1187,813],[693,803]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,1744,"[[691,570],[698,570],[699,787],[692,787]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,1920,"[[1191,558],[1198,558],[1190,797],[1183,797]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,STANDS,7,902218,"[[0,0],[1920,0],[1920,507],[1457,468],[1056,441],[600,455],[0,505]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,LED,4,24750,"[[0,462],[329,455],[329,528],[0,537]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,LED,4,32916,"[[1498,437],[1920,452],[1920,529],[1498,514]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,OTHER,4,259067,"[[0,505],[451,501],[445,1080],[0,1080]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,OTHER,4,371261,"[[1268,506],[1920,509],[1920,1080],[1275,1080]]"
X5w3V6rh26s_s1376:002092,G382_023,terra,REGION,SCORE_BUG,4,327124,"[[127,884],[1795,884],[1795,1080],[127,1080]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,1363,"[[493,698],[503,820],[513,820],[503,697]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,3791,"[[1242,681],[1550,818],[1546,827],[1238,691]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,PAINTED,FREE_THROW_LINE_RIGHT,4,6677,"[[512,681],[1118,675],[1118,685],[512,691]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,REGION,STANDS,4,309120,"[[0,0],[1920,0],[1920,160],[0,160]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,REGION,LED,4,78324,"[[1278,471],[1920,466],[1920,611],[1278,568]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,REGION,SCORE_BUG,4,153518,"[[309,829],[1609,829],[1609,946],[309,946]]"
X5w3V6rh26s_s1376:002092,G382_023,sol,REGION,SCORE_BUG,4,135756,"[[125,947],[1800,947],[1800,1027],[125,1027]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,PAINTED,LANE_LINE_LEFT_NEAR,4,4207,"[[0,611],[0,617],[600,652],[600,646]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,PAINTED,LANE_LINE_LEFT_FAR,4,2951,"[[330,466],[333,472],[757,496],[757,490]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,STANDS,7,585418,"[[0,0],[1920,0],[1920,271],[1510,310],[1040,275],[620,257],[0,437]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,LED,4,16827,"[[0,84],[280,111],[278,171],[0,142]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,LED,6,160957,"[[804,183],[1920,184],[1920,369],[1450,341],[1157,302],[804,285]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,OTHER,4,60834,"[[0,137],[290,168],[329,274],[0,414]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,OTHER,4,40493,"[[283,151],[592,162],[681,286],[329,274]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,OTHER,4,22379,"[[1165,177],[1306,192],[1286,356],[1160,341]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,OTHER,4,45795,"[[1650,200],[1920,216],[1920,393],[1665,371]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,OTHER,4,65596,"[[1375,535],[1810,576],[1769,719],[1341,687]]"
X5w3V6rh26s_s1376:003097,G382_024,terra,REGION,SCORE_BUG,4,169200,"[[0,949],[1799,949],[1799,1042],[0,1042]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,PAINTED,BASELINE_LEFT,4,7171,"[[0,607],[4,619],[503,293],[495,286]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,PAINTED,SIDELINE_NEAR,4,11949,"[[0,824],[0,837],[950,948],[951,938]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,8245,"[[0,568],[0,578],[754,646],[762,637]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,PAINTED,LANE_LINE_LEFT_FAR,4,5561,"[[405,449],[405,459],[973,500],[979,493]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,STANDS,8,263156,"[[0,0],[1920,0],[1920,180],[1260,180],[1260,128],[405,128],[405,93],[0,70]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,LED,6,110930,"[[1240,184],[1920,203],[1920,360],[1450,348],[1418,365],[1208,322]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,SCORE_BUG,4,168973,"[[128,928],[1800,928],[1800,1028],[128,1028]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,5,103601,"[[0,70],[405,93],[405,274],[283,310],[0,399]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,6,131291,"[[399,126],[1219,126],[1240,184],[1208,322],[1000,280],[399,273]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,4,33276,"[[268,397],[393,397],[389,678],[280,678]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,4,23188,"[[795,475],[899,475],[894,722],[813,722]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,4,24743,"[[1115,724],[1223,724],[1223,950],[1115,950]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,4,66096,"[[1532,461],[1743,461],[1743,766],[1524,766]]"
X5w3V6rh26s_s1376:003097,G382_024,sol,REGION,OTHER,4,40425,"[[1620,256],[1794,256],[1794,486],[1620,486]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,PAINTED,LANE_LINE_LEFT_NEAR,4,3282,"[[501,654],[506,660],[1013,756],[1012,750]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,PAINTED,LANE_LINE_LEFT_FAR,4,3834,"[[768,498],[773,502],[1463,611],[1462,605]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,PAINTED,FREE_THROW_LINE_LEFT,4,1662,"[[747,696],[751,702],[1021,753],[1016,747]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,STANDS,7,493746,"[[0,0],[1920,0],[1920,266],[1463,228],[935,246],[565,260],[0,307]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,LED,4,81835,"[[0,482],[374,425],[383,642],[0,693]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,LED,6,167459,"[[592,371],[1920,266],[1920,463],[1465,449],[1017,416],[592,468]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,OTHER,5,111983,"[[293,152],[630,152],[564,522],[408,566],[319,492]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,OTHER,4,72500,"[[0,303],[294,303],[357,478],[0,562]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,OTHER,4,37846,"[[1040,441],[1470,482],[1420,572],[1065,539]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,OTHER,4,60324,"[[1263,563],[1660,633],[1639,779],[1244,712]]"
Y1cgaIWW8gk_s2784:000042,G382_026,terra,REGION,SCORE_BUG,4,134643,"[[353,930],[1565,930],[1565,1040],[353,1040]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,PAINTED,BASELINE_LEFT,4,12145,"[[0,808],[5,820],[886,398],[875,392]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,PAINTED,SIDELINE_NEAR,4,4488,"[[0,912],[0,923],[373,1016],[373,1005]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,PAINTED,SIDELINE_FAR,4,9004,"[[1036,355],[1040,364],[1920,493],[1920,483]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,6536,"[[425,641],[434,648],[1174,789],[1185,781]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,PAINTED,FREE_THROW_LINE_LEFT,4,1745,"[[1175,789],[1185,781],[1455,604],[1445,599]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,STANDS,5,250422,"[[0,0],[665,0],[665,256],[565,325],[0,455]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,LED,4,67237,"[[596,339],[936,255],[936,453],[592,532]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,LED,4,150683,"[[936,254],[1806,286],[1806,431],[936,453]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,LED,4,62271,"[[0,491],[332,438],[332,615],[0,686]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,SCORE_BUG,4,134865,"[[354,929],[1568,929],[1568,1039],[354,1039]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,OTHER,6,337792,"[[665,0],[1920,0],[1920,285],[1806,286],[936,254],[665,256]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,OTHER,4,115648,"[[635,356],[1050,356],[1050,633],[635,633]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,OTHER,4,34282,"[[928,663],[1049,663],[1049,943],[928,943]]"
Y1cgaIWW8gk_s2784:000042,G382_026,sol,REGION,OTHER,4,25908,"[[1818,236],[1920,236],[1920,489],[1818,489]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,PAINTED,LANE_LINE_LEFT_NEAR,4,3280,"[[501,652],[506,658],[1012,753],[1011,747]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,PAINTED,LANE_LINE_LEFT_FAR,4,4195,"[[765,495],[770,500],[1462,608],[1461,602]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,PAINTED,FREE_THROW_LINE_LEFT,4,1662,"[[746,694],[750,700],[1019,750],[1014,744]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,STANDS,7,484218,"[[0,0],[1920,0],[1920,252],[1470,229],[963,242],[563,250],[0,305]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,LED,4,78222,"[[0,488],[377,426],[387,634],[0,685]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,LED,6,169042,"[[594,362],[1920,264],[1920,462],[1466,448],[1015,409],[594,460]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,OTHER,5,114796,"[[286,147],[628,149],[568,520],[401,565],[318,492]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,OTHER,4,70241,"[[0,301],[292,301],[357,474],[0,550]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,OTHER,4,37259,"[[1055,434],[1470,475],[1417,566],[1069,532]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,OTHER,4,62743,"[[1245,561],[1662,638],[1642,783],[1227,708]]"
Y1cgaIWW8gk_s2784:001084,G382_027,terra,REGION,SCORE_BUG,4,134754,"[[354,931],[1567,931],[1567,1041],[354,1041]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,PAINTED,BASELINE_LEFT,4,9266,"[[0,742],[5,753],[716,414],[706,408]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,PAINTED,SIDELINE_NEAR,4,8171,"[[0,861],[0,871],[694,1038],[696,1027]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,PAINTED,SIDELINE_FAR,4,10622,"[[920,337],[925,347],[1920,488],[1920,478]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,5561,"[[395,622],[405,629],[1048,731],[1058,723]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,STANDS,5,231474,"[[0,0],[632,0],[632,258],[534,321],[0,436]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,LED,4,83763,"[[469,365],[934,263],[934,441],[466,544]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,LED,4,168606,"[[934,263],[1920,307],[1920,469],[934,441]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,LED,4,36540,"[[0,472],[231,425],[231,579],[0,631]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,SCORE_BUG,4,134865,"[[354,929],[1568,929],[1568,1039],[354,1039]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,5,360966,"[[632,0],[1920,0],[1920,307],[934,263],[632,258]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,4,112500,"[[626,326],[1000,326],[1000,625],[626,625]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,4,41236,"[[963,431],[1084,431],[1084,768],[963,768]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,4,39204,"[[1197,506],[1328,506],[1328,802],[1197,802]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,4,18312,"[[1513,316],[1596,316],[1596,533],[1513,533]]"
Y1cgaIWW8gk_s2784:001084,G382_027,sol,REGION,OTHER,4,15622,"[[1847,424],[1920,424],[1920,637],[1847,637]]"
Y1cgaIWW8gk_s2784:002085,G382_028,terra,REGION,OTHER,6,1960880,"[[0,0],[1920,0],[1920,929],[1564,929],[1564,1041],[0,1041]]"
Y1cgaIWW8gk_s2784:002085,G382_028,terra,REGION,OTHER,4,74880,"[[0,1041],[1920,1041],[1920,1080],[0,1080]]"
Y1cgaIWW8gk_s2784:002085,G382_028,terra,REGION,SCORE_BUG,4,134643,"[[353,930],[1565,930],[1565,1040],[353,1040]]"
Y1cgaIWW8gk_s2784:002085,G382_028,sol,REGION,SCORE_BUG,4,134865,"[[354,929],[1568,929],[1568,1039],[354,1039]]"
Y1cgaIWW8gk_s2784:002085,G382_028,sol,REGION,OTHER,12,1996755,"[[0,0],[1920,0],[1920,929],[1568,929],[1568,1039],[1920,1039],[1920,1080],[0,1080],[0,1039],[354,1039],[354,929],[0,929]]"
Y1cgaIWW8gk_s2784:003086,G382_029,terra,REGION,OTHER,6,1961457,"[[0,0],[1920,0],[1920,930],[1566,930],[1566,1041],[0,1041]]"
Y1cgaIWW8gk_s2784:003086,G382_029,terra,REGION,OTHER,4,74880,"[[0,1041],[1920,1041],[1920,1080],[0,1080]]"
Y1cgaIWW8gk_s2784:003086,G382_029,terra,REGION,SCORE_BUG,4,133430,"[[353,931],[1565,931],[1565,1040],[353,1040]]"
Y1cgaIWW8gk_s2784:003086,G382_029,sol,REGION,SCORE_BUG,4,134865,"[[354,929],[1568,929],[1568,1039],[354,1039]]"
Y1cgaIWW8gk_s2784:003086,G382_029,sol,REGION,OTHER,12,1996755,"[[0,0],[1920,0],[1920,929],[1568,929],[1568,1039],[1920,1039],[1920,1080],[0,1080],[0,1039],[354,1039],[354,929],[0,929]]"
_fl2i6vToTM_s90:000081,G382_031,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,4158,"[[1022,790],[1025,796],[1543,621],[1540,615]]"
_fl2i6vToTM_s90:000081,G382_031,terra,REGION,STANDS,7,527082,"[[0,0],[1920,0],[1920,249],[1421,256],[1075,278],[490,253],[0,365]]"
_fl2i6vToTM_s90:000081,G382_031,terra,REGION,OTHER,8,1221305,"[[0,345],[1920,221],[1920,881],[1421,881],[1421,958],[497,958],[497,881],[0,881]]"
_fl2i6vToTM_s90:000081,G382_031,terra,REGION,OTHER,4,234240,"[[0,958],[1920,958],[1920,1080],[0,1080]]"
_fl2i6vToTM_s90:000081,G382_031,terra,REGION,SCORE_BUG,4,69920,"[[499,881],[1418,881],[1418,956],[499,956]]"
_fl2i6vToTM_s90:000081,G382_031,sol,PAINTED,SIDELINE_FAR,4,14034,"[[713,469],[716,479],[1920,363],[1920,352]]"
_fl2i6vToTM_s90:000081,G382_031,sol,REGION,SCORE_BUG,4,74601,"[[500,880],[1420,880],[1420,960],[500,960]]"
_fl2i6vToTM_s90:000081,G382_031,sol,REGION,STANDS,5,829929,"[[0,0],[1920,0],[1920,351],[714,468],[0,468]]"
_fl2i6vToTM_s90:000081,G382_031,sol,REGION,OTHER,4,435600,"[[112,46],[595,46],[595,945],[112,945]]"
_fl2i6vToTM_s90:000081,G382_031,sol,REGION,OTHER,4,423737,"[[354,421],[996,421],[996,1080],[354,1080]]"
_fl2i6vToTM_s90:000081,G382_031,sol,REGION,OTHER,4,459918,"[[1000,162],[1500,162],[1500,1080],[1000,1080]]"
_fl2i6vToTM_s90:002101,G382_032,terra,PAINTED,BASELINE_RIGHT,4,5742,"[[1191,514],[1197,510],[1920,728],[1920,736]]"
_fl2i6vToTM_s90:002101,G382_032,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,5698,"[[679,850],[686,856],[1452,779],[1451,773]]"
_fl2i6vToTM_s90:002101,G382_032,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,3069,"[[799,639],[805,645],[1211,587],[1210,581]]"
_fl2i6vToTM_s90:002101,G382_032,terra,PAINTED,FREE_THROW_LINE_RIGHT,4,1864,"[[678,849],[682,855],[800,642],[794,638]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,STANDS,7,642920,"[[0,0],[1920,0],[1920,254],[1490,279],[1168,366],[761,334],[0,402]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,OTHER,6,328331,"[[0,391],[720,391],[720,635],[643,638],[645,870],[0,870]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,OTHER,10,199493,"[[790,365],[1210,365],[1210,577],[1143,584],[1135,771],[931,778],[924,877],[677,870],[677,638],[790,638]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,OTHER,6,315633,"[[1211,357],[1920,249],[1920,783],[1457,781],[1454,773],[1210,587]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,OTHER,4,401280,"[[0,871],[1920,871],[1920,1080],[0,1080]]"
_fl2i6vToTM_s90:002101,G382_032,terra,REGION,SCORE_BUG,4,69920,"[[500,881],[1419,881],[1419,956],[500,956]]"
_fl2i6vToTM_s90:002101,G382_032,sol,PAINTED,BASELINE_RIGHT,4,7523,"[[1211,314],[1216,324],[1917,721],[1920,710]]"
_fl2i6vToTM_s90:002101,G382_032,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,1271,"[[672,827],[682,827],[944,862],[954,855]]"
_fl2i6vToTM_s90:002101,G382_032,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,2967,"[[478,646],[488,638],[807,638],[816,646]]"
_fl2i6vToTM_s90:002101,G382_032,sol,PAINTED,FREE_THROW_LINE_RIGHT,4,1392,"[[479,646],[489,653],[683,827],[672,827]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,STANDS,5,285022,"[[0,0],[1245,0],[1245,188],[1170,229],[0,229]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,LED,4,47802,"[[0,397],[513,397],[513,489],[0,489]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,LED,4,14940,"[[1573,112],[1752,112],[1752,194],[1573,194]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,SCORE_BUG,4,74601,"[[500,880],[1420,880],[1420,960],[500,960]]"
