frame_key,split,why,adjudicator,adjudicator_label,adjudicator_cx,adjudicator_cy,terra_label,sol_label,primary_state,agreement,conflict_class
fc12e97c2520e53ad321f09e2b3b643f3e1231725432085751c8bf3bf6f3a94a,development,LABEL-DISAGREEMENT,terra,VISIBLE,459.5,550.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
fdfa02eec605709d6f190ac0f44f3aae3009c3e9a498587e98db0d51514d1c61,development,CENTRE-GAP,sol,VISIBLE,1254.0,501.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
8a2212748632966926bdb8aa1f2840da60419430f33ac0a187a6dc95ee31c422,development,CENTRE-GAP,terra,VISIBLE,839.0,341.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
4473aedf8e96a8cbf91702640ea4d9ee124fb8c1750c503e1b627cb211dbde09,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
8e320a0fffa0fdb87ee022d1ea7b194ae6424a72f17809c079ebf50ae50f136a,development,CENTRE-GAP,terra,VISIBLE,842.0,327.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
94c286feed13a545a8d4d114510f2bab69e6b6df4a0f457e823242dabe127c49,development,LABEL-DISAGREEMENT,sol,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
bc51adfffdaa6ebfdd34da17dca7c8f26fcb974b7288ee6f08402bbdd4721c0a,development,LABEL-DISAGREEMENT,terra,VISIBLE,387.0,608.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
61662c717603cef63dd7ea6482f664f85f39481d2117678293b94c7b53f3de4b,development,CENTRE-GAP,sol,VISIBLE,1656.5,420.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9b1cb353938d3904440b6cdff324bac8baed6ac035193edd5c04e7a4556dc89a,development,CENTRE-GAP,terra,VISIBLE,1113.5,675.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
303ac8d28eeb70d76f501c2db26c060116a2737673e2e628fe09f29d9abc4764,development,LABEL-DISAGREEMENT,sol,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
4fecde40157eb2e3864127bbf27a6c1cba754ddb60b39e6c0de0d08e0efd7d2a,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,1354.5,552.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
793ae92955816d2ffe6e7238cdeaba6e08acea023b3540b42ae9aa024a357073,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1422.5,413.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
49759debf1d117119d61a2cf7a79034cc51e177d741377a0fd4b679f7c43cb27,heldout,CENTRE-GAP,terra,VISIBLE,410.0,456.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
2d61858c542071d4f2f868987ebbb8806cd8a10168b82dd63928c38d90b9f03d,heldout,CENTRE-GAP,sol,VISIBLE,577.0,480.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
d188f300bf34656e8894ac210d9523c7cf0289fc4a3349a056ebdc5fe7d8b48f,heldout,CENTRE-GAP,terra,VISIBLE,427.0,324.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
47826bc60f3c7de62941f86f607822d55a0662c6b19699f8cbb5880649344f90,heldout,CENTRE-GAP,sol,VISIBLE,505.5,476.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
a7a44c71744c91a886460f3901f06f6c13a383869cf154a0c40fa5536bba5c1a,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,813.5,647.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
64d9361b521300c8d4b001f35a25d98dcc2913678bc3f3640ebf2cc737e9c7d2,heldout,CENTRE-GAP,sol,VISIBLE,508.5,470.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
aac1ae55830894f5bebfac48d529381e965ce0484192e19d712e866553f279a2,heldout,CENTRE-GAP,terra,ABSENT,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
877154041e4d137235a64bf2cfc886112b9d7acf53745c34d65266eb8dc09bd5,heldout,CENTRE-GAP,sol,VISIBLE,1469.5,529.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
4391d4db24bc5d6405403dadfe69125f35ba14b76a1584133a2c522d86928e01,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,394.5,488.0,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
32d80de87a3b4734d676565e434a26c5367c5dc832319936f1ab373124f096c0,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
8b5dddd197b26820d699f81a375ba72783e2d25868bc07cc672e934ae5ac08f2,development,CENTRE-GAP,terra,VISIBLE,1075.5,881.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
f15fccffca03276c1d8633ea654df2261496ddb605f7b304fe28a00fd21910fd,development,LABEL-DISAGREEMENT,sol,VISIBLE,1136.0,416.0,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
bb17798d34b275ccb795db4341406c7c8eafb77d42c9ee45fb878c9d98ac0e38,development,CENTRE-GAP,terra,ABSENT,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
4ce9feada8d79aaee3dd2e51ad95f11af8bcf774d20e93383c24d6059b5ef97f,development,LABEL-DISAGREEMENT,sol,VISIBLE,948.5,423.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
1bd46fb1547090b1bbe4da8f34cb9c4f516cac3978d13855d04fbeb27117d43d,development,CENTRE-GAP,terra,VISIBLE,1133.5,285.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
cd44868f53a2b5d0bcb3f5df980fe58f4e0a7dd414da4f639ff24443912e88fe,development,CENTRE-GAP,sol,VISIBLE,753.5,424.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
5232ad114239443128b1eba7fdd23bed50c4c791b62186315fc0c23184387e97,development,CENTRE-GAP,terra,VISIBLE,1646.5,380.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
cb38f5846393f5c265f3c46a326277ec99fa139d615322ba5d2dba277d66be7b,development,CENTRE-GAP,sol,VISIBLE,1700.5,652.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
857d01dfed9f343348d633f45ad158d6fd4b6cfb1748f8db6b0613dd44bdfa67,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
d42bca0144652c3c6af2e91c8ef726d9a4fc32a2fc6e14095514da5199699192,development,CENTRE-GAP,sol,VISIBLE,1265.5,325.75,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
80ba95dba40b40e4ca1623c12a3c39256d4c3231d66d6b5672632cc82098ed24,development,LABEL-DISAGREEMENT,terra,VISIBLE,1282.5,461.0,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
2309e67fdc71bfdddf3d319748817c69c0bdcdf18d962791500928e731a3dc9a,development,CENTRE-GAP,sol,VISIBLE,719.0,371.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1fafec2c985200986e1739e650e91ad59aa773f9fd0ea50d95327df09a4ddc39,development,CENTRE-GAP,terra,VISIBLE,434.5,330.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1857d246757a862a829d8d1446a84402b35a7d4a93bd454bd19071bff262ebdf,development,LABEL-DISAGREEMENT,sol,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
290f7b67972e672fe1a0a0b2cc4f6ab788add9e028e3a949aee479a66bca4dee,development,CENTRE-GAP,terra,VISIBLE,413.5,442.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9f6bc8235112d70b1d5fe4cbbfcdb9fb7d717326ad86c5737d49e1e1b5a779c1,development,LABEL-DISAGREEMENT,sol,VISIBLE,659.0,449.0,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
3eb2c9bd0862a6d1db8476adf4a1b3d4cc36a4281c1be2dae96a4c6769454461,development,CENTRE-GAP,terra,VISIBLE,1651.5,488.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1778a54bcacad278319e75544646c916d4a1695a32acdd75d145530384b822a8,development,CENTRE-GAP,sol,VISIBLE,1653.5,348.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
088c361670696e6a29f5f5ea6f0009a47928be5e093fd13f6d48e27c83176f71,heldout,LABEL-DISAGREEMENT,terra,UNKNOWN,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
3e1def3d25f97e16f4213a2e990cbc8bd901c29da79e22ddf10eb5f9fbfc37d6,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1397.0,626.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
0f1af2b34fe774fae42afebeb8f8d079b0e0d7eea52c96f3cb9516a1c875c899,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
700e6aa694bba2dc7aeb4529c463dcb4f4e9a56ac4e1205821e2b52c82a05096,heldout,CENTRE-GAP,sol,VISIBLE,709.0,272.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
89b4f8ed448c865dcda2a730ea3cf22c9221a1175a09cf6c4de184b988a2bd89,heldout,CENTRE-GAP,terra,VISIBLE,1285.0,310.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
30356bf13742170128ef8fcec769eca428171917548ad839851350ae93776098,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,ABSENT,VISIBLE,SPLIT,AGREES-NEITHER,
d89130c2299a26280faa875fd3c86e4afa065898199528d0884c14b3018a5a08,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
4650fce328c9f95e72e2eea82a69b831d283c708530ab1edac9a640bec77279a,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
58794fe201bb50a0f931bcbd47e033cb612421d00b348c2ce8f6b237a6ea7e04,heldout,CENTRE-GAP,terra,VISIBLE,1463.75,523.75,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
befc9d17fba77b3a3f20a028b72cb3bd4c023437df3e89cec53b137e2ae71d4c,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
ba9c0b904e8171f4134c59b7fee28daa443976ce8cac81f285844d4d70d6d696,heldout,LABEL-DISAGREEMENT,terra,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
b264cffd139ad025805e92c60eefcbbd45708fe59a50f29f40f4da32b464b8b7,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1329.0,521.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
581caeef18eba2a2e9479409135d2d047de4c69d0566bea5e34f478e06ed1c2c,development,LABEL-DISAGREEMENT,terra,VISIBLE,1047.5,116.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
39c210c1f166a373abb750fe5d06199a4782e395b68b3a57a65441b1a7c54a5c,development,CENTRE-GAP,sol,VISIBLE,436.0,544.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9a36cd5a21143857ac8350e624d82b7771a29ab40cf6f44fffd07bd02dc42402,development,LABEL-DISAGREEMENT,terra,VISIBLE,704.0,521.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
e99a19ae2822107ad333278c4a9286f6c5cef3d824129e5c7a6f924948dcebd6,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
d2a668fbeec06def70b50253d68d47295e3e6135d27436fd6aec306721f356c1,development,CENTRE-GAP,terra,VISIBLE,1609.5,531.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
f2f19e07e189ad0f8f4e8aae40dbe47995d9fa9ab437d49f521d47cd084a602e,development,CENTRE-GAP,sol,VISIBLE,967.5,197.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9a43195cc9df5c4f94480b816d414874899fad38f9940f49dc4aba23375536cc,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
3ae0fff0a317153afef93c383efcc1b40c3b37f53b32a6fef0ca3954cc687fbb,development,CENTRE-GAP,sol,UNKNOWN,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
6355816e103ceb0c623b2695971caa778054b7edbb94c71388543d442b42eb9e,development,CENTRE-GAP,terra,VISIBLE,959.0,524.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
b7ae0fca9906e6bc00fb0ba9160320180650bd2fd2651f5881023e2d4eb05c40,development,LABEL-DISAGREEMENT,sol,VISIBLE,785.5,519.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
dc0c28e9374e18f9a92441b8f9459e0300713e12f2c164d0d2f07d87755c4bd0,development,LABEL-DISAGREEMENT,terra,VISIBLE,1344.5,205.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
c07853b2493f6ad8ccb12aa1119702270ed4eb485df1fceae0daf56095757b16,development,LABEL-DISAGREEMENT,sol,VISIBLE,1349.5,826.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
b21b286038c3db21b89558d40249b6cff4dc4dc617537dcdfc2222bab82386c2,development,CENTRE-GAP,terra,VISIBLE,1197.5,549.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
a5a065e9cf918653fd6bcc3941f0456691438a9eb67e1eb7411345221c88fc45,development,LABEL-DISAGREEMENT,sol,,,,UNKNOWN,ABSENT,SPLIT,UNRESOLVED,AUDIT-CENTRE-CONFLICT
1e63d1a8e8ddc1a2af1e39236a50aebb69dd25aa2209cbd68db06324a550ad45,development,LABEL-DISAGREEMENT,terra,VISIBLE,1340.0,386.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
eb263ece4b97b5e0cc72dc93962931240e59e3508497cea948e91866f35bd5c9,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
b84afe3010872a855c45c1a25aa029b7fd886fe0bbc8f4bf2851b795b76c227d,development,CENTRE-GAP,terra,VISIBLE,768.5,192.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
b8f36a9692448126812862e4cdbdf5a2290f01907a3faa59c4ad4c767d2f137c,development,LABEL-DISAGREEMENT,sol,VISIBLE,917.5,361.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
24896f416885b7cc499029d081e869ebc69559396cb60cdfa62d03bc7007657c,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,973.5,424.0,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
18f3d180b4854a548ba4cd699bd2cd3452fb4d7882658dced319d09ae2037998,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,ABSENT,VISIBLE,SPLIT,AGREES-NEITHER,
98fd5ff88f79649a6fe17e13eda946c352892597e832581b1c8c18b2a554a23d,heldout,LABEL-DISAGREEMENT,terra,UNKNOWN,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
bea639731fa94154f1208b6c86e2eea8e2a5ce2f7fa050cd7c6c8ba742283db0,heldout,CENTRE-GAP,sol,UNKNOWN,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
34a68e7844f33d03dc91bf0ac111d896bb6f340377dbf2be9dc62f1ee5c3fcc7,heldout,CENTRE-GAP,terra,VISIBLE,1077.5,821.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
4d5ff17b43bdbdf6d70a7aa78414db6fe98669c4751c2f3f535bddddc9b16161,heldout,CENTRE-GAP,sol,VISIBLE,359.5,455.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
350458ba9feec4e39bf5581d4b4537cff555839a192050d9322d8bf57de03859,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
5274a65d7dae569dce3e35ed40b898e77a539d7704ee802a4c0ba8e30e1c57e6,heldout,CENTRE-GAP,sol,VISIBLE,1224.0,399.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
d6342ac414c7fa42e782def5293e7fe0cd292bd37536cf667288ef6dc2129290,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,1714.5,652.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
d644011a1cffb42cfa23739f40c4995d43b372a93571ae52c86bd533841c4b9c,heldout,LABEL-DISAGREEMENT,sol,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
01624a78bbc487d9602526cfe4540a4fe96c753bc7e126774fc5c604335e2917,heldout,CENTRE-GAP,terra,VISIBLE,216.5,503.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1574171a0438267ad6899c56745773b4dc6b78e79bc455a83bfb15774fc9f7d9,heldout,CENTRE-GAP,sol,VISIBLE,1731.5,556.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9e619c8794e085b29bed04b1c6223c1f77b2834bf45e30e8afcd932710032343,development,CENTRE-GAP,terra,VISIBLE,1264.25,599.75,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
ed28f554ab708533808caf2354a45ac6f2173c1c030504be0bb9045575a49ed4,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
bdcf73912f8622330a88d8ab513cc74c7b92e0f816cbc925ef88e7d177f4849f,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
9dd07735ebb2c1f0b8940edb31161569a544b2a48793b7efb68fa581345e4c81,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
e1ffcf35aa4328f0ddb050f9cc7d11d65e047f5adf73a404311ca539246c75be,development,CENTRE-GAP,terra,VISIBLE,1227.5,415.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
39b13d9316e05aa162168010bc88eea8d6a9318faf9416821db1b579950b6c5f,development,CENTRE-GAP,sol,VISIBLE,908.5,334.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
b1826846fffe8b200cc10fc36a63f3d4ce3424ef747297205f2fe20d96f3a8b9,development,LABEL-DISAGREEMENT,terra,VISIBLE,1118.0,358.0,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
6679856f073c073940a82b5df8553a3643f59368fc595e9330263a7bd2540048,development,CENTRE-GAP,sol,VISIBLE,1559.0,500.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
45926cdb573cba3b61704085067ea133edde6dabb8a0c1a4b28921e1d2626a50,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
a5190ec4c92b51f2abb2386526ba30b131022d83dfe385df458072633a45b304,development,CENTRE-GAP,sol,VISIBLE,1303.5,456.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
5ae17f912acd7dc3981204f19e712d276b2592ffd53a3a407c9b8dbe18260192,development,CENTRE-GAP,terra,VISIBLE,1807.5,592.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
5dcbda1d60b16b2c9fc8d023e2f84719f342804a024b5d7e2a352b586c8c6040,development,CENTRE-GAP,sol,VISIBLE,354.5,456.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
ba1d29fe544563fe15630b04e0343868154aab26e718cfca3702ebef6978ffc8,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
13fe9b95f2baa8247ef5b480db021592c1f1b12bbfbfce4ae710f4b67a61ac29,development,LABEL-DISAGREEMENT,sol,VISIBLE,912.5,473.0,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
f8f985b5dbdef19f9d7fc80281e9d73711619c6e39d9c18287802fedd3c3d7f8,development,CENTRE-GAP,terra,VISIBLE,1531.5,649.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
37ee688042c8248578268f968f4d5d8d1caa2730366d4551c0307d93254079d0,development,CENTRE-GAP,sol,VISIBLE,1782.5,318.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
d727d5b07bf5a0a7f68837307ff260a12a7e3163f45d5fba4a6e608291a3823b,development,LABEL-DISAGREEMENT,terra,VISIBLE,539.0,572.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
63b3b82354a0f12afac8c71ba2083b3ae0d6638094338a3434ac42e5718ebc03,development,LABEL-DISAGREEMENT,sol,,,,VISIBLE,UNKNOWN,SPLIT,UNRESOLVED,AUDIT-LABEL-CONFLICT
70e494b21995e75785c69eeebe42d8553639a3f32eebb734a022f10959e940f4,heldout,CENTRE-GAP,terra,VISIBLE,1047.5,293.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
e848892b2b1700dc05b6c9a1b91fdb65db644b5ae13bebecf3cec627330c222f,heldout,CENTRE-GAP,sol,VISIBLE,1166.5,719.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
e11e7a1ddfe77d0bff58d7056e7793326d94ddbb7c09562e58f513f6745cb652,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
831ec00d02dfe5881fde406d7143b2c5993b956357e391e7d2b24d277806fa22,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1426.5,454.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
97b0f9504773181b12c920ba3b1b1c0e2349fc5526f283e90be4c1fe9b69917f,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
2faa7ff03a5c92ab1171b9db598ac35dec447153b5d8b2ddf224c55ae60ec7d7,heldout,CENTRE-GAP,sol,VISIBLE,663.5,357.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
4d4cfea838a047c54af112649205a1192f978b5179773030db3740d272430a68,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,600.0,551.0,UNKNOWN,ABSENT,SPLIT,AGREES-NEITHER,
c1bbbb7f318c63fb7fd810608e2115f29fb2f75ab2b2b25205b44f0595e07289,heldout,CENTRE-GAP,sol,VISIBLE,241.5,563.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
bf2251ab8fae16353a7237f24c3b628d2be82819a703c90e84fd682dc5d4d32f,heldout,CENTRE-GAP,terra,VISIBLE,1525.5,286.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
296bcac9920829e44e07e65abc78d00136d9c7a02ac7c408fd07f86a6ab69571,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1465.0,442.0,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
b269053e49ec9b387d5de45db8143142eca8cb0ffb842e4a20495cf0d5e77069,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
0fcb847654626ca47b1cea6a7c42470ec4bdb91e299b01c2b0bb442e1e315b72,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,363.0,699.0,UNKNOWN,ABSENT,SPLIT,AGREES-NEITHER,
bc3f5a77cb1d4e7a18aadb1fb129f41df38d70ed048d78ec0534e8e8e677f93d,development,CENTRE-GAP,terra,VISIBLE,1001.0,333.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
6cb85a29d283a18e01c4ddb2cd9ab27040a700a6d808971a1d21e26f4f72fa89,development,CENTRE-GAP,sol,VISIBLE,900.0,797.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
fe469757cfaa2715ded2260b727f2cb386695566d00ba29c0dc4914ebaaa3a2e,development,CENTRE-GAP,terra,VISIBLE,1414.5,469.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
748ad8b5bcfb830d91434d7be35cd0141c7e6112fbd645cb24b9d8145325d2c8,development,LABEL-DISAGREEMENT,sol,VISIBLE,259.0,366.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
0f5be93bb3489c3bd006eaad1f46de00e9964a77bbb8f3756cd7f5b9f7ec58da,development,LABEL-DISAGREEMENT,terra,VISIBLE,1106.0,445.0,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
bcd6bde84d4f564334e2158f6779d3dbd669ed1a6f18a54c726da569e6775e5a,development,LABEL-DISAGREEMENT,sol,VISIBLE,1124.0,473.0,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
ef826f16df2b6357674340f2e44f7abff82a3ed2e66b63e3caba7da12d8c8619,development,CENTRE-GAP,terra,VISIBLE,1663.5,539.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
7fc87220c35280d26f8d711656eb4df34f2b601bfcdc5158a76fe901f1a8e398,development,CENTRE-GAP,sol,VISIBLE,414.0,834.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1040d086c38221cb0682df1ccbf787ab00ddf8c41f26e45a9b214a7212566482,development,CENTRE-GAP,terra,VISIBLE,1590.5,617.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
26c27cbb31f84f96a5da3482aa015dd0e9f8d48597ff7a0c27467f74ab25bba9,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
a5a445b1cadd6908fac48e28f0428a6b92ca5b4dc2ba3e2d1001b2fd3f9822b2,development,CENTRE-GAP,terra,VISIBLE,1712.5,470.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
bb7cbf538d4b2a22d3248ca614631d9cdffeb9e00b082496c2de524570400c2c,development,LABEL-DISAGREEMENT,sol,VISIBLE,262.5,626.5,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
7a77ec659be073fb416f9a55a0d02d91e305815fa40f3412bb561bea897ba90b,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
22c28f55c3efe6b0f206f20d8aa2336d8ea3506057151d8a344dcba758005f36,development,LABEL-DISAGREEMENT,sol,VISIBLE,454.5,362.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
3d4891ca3f32702ffa095d3de82a1d88937a97847eeceaf8df020f9493b687d6,development,CENTRE-GAP,terra,VISIBLE,698.0,546.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
5d166f69fa8d84fc031becc44371761c7add798113397e15e0bd518c64507a9a,development,LABEL-DISAGREEMENT,sol,ABSENT,,,VISIBLE,UNKNOWN,SPLIT,AGREES-NEITHER,
efb29f910a9cff50380d3504e314d1f7a24f3dc11dfefa739b6f412ab62a048b,development,LABEL-DISAGREEMENT,terra,VISIBLE,1122.0,1024.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
