video_id,frame_index,pts
g0lXjTWhxQo,2606,86.866667
g0lXjTWhxQo,2607,86.900000
g0lXjTWhxQo,2608,86.933333
g0lXjTWhxQo,2609,86.966667
g0lXjTWhxQo,2610,87.000000
g0lXjTWhxQo,2611,87.033333
g0lXjTWhxQo,2612,87.066667
g0lXjTWhxQo,2613,87.100000
g0lXjTWhxQo,2614,87.133333
g0lXjTWhxQo,2615,87.166667
g0lXjTWhxQo,2616,87.200000
g0lXjTWhxQo,2617,87.233333
g0lXjTWhxQo,2618,87.266667
g0lXjTWhxQo,2619,87.300000
g0lXjTWhxQo,2620,87.333333
g0lXjTWhxQo,2621,87.366667
g0lXjTWhxQo,2622,87.400000
g0lXjTWhxQo,2623,87.433333
g0lXjTWhxQo,2624,87.466667
g0lXjTWhxQo,2625,87.500000
g0lXjTWhxQo,2626,87.533333
g0lXjTWhxQo,2627,87.566667
g0lXjTWhxQo,2628,87.600000
g0lXjTWhxQo,2629,87.633333
g0lXjTWhxQo,2630,87.666667
g0lXjTWhxQo,2631,87.700000
g0lXjTWhxQo,2632,87.733333
g0lXjTWhxQo,2633,87.766667
g0lXjTWhxQo,2634,87.800000
g0lXjTWhxQo,2635,87.833333
g0lXjTWhxQo,2636,87.866667
g0lXjTWhxQo,2637,87.900000
g0lXjTWhxQo,2638,87.933333
g0lXjTWhxQo,2639,87.966667
g0lXjTWhxQo,2640,88.000000
g0lXjTWhxQo,2641,88.033333
g0lXjTWhxQo,2642,88.066667
g0lXjTWhxQo,2643,88.100000
g0lXjTWhxQo,2644,88.133333
g0lXjTWhxQo,2645,88.166667
g0lXjTWhxQo,2646,88.200000
g0lXjTWhxQo,2647,88.233333
g0lXjTWhxQo,2648,88.266667
g0lXjTWhxQo,2649,88.300000
g0lXjTWhxQo,2650,88.333333
g0lXjTWhxQo,2651,88.366667
g0lXjTWhxQo,2652,88.400000
g0lXjTWhxQo,2653,88.433333
g0lXjTWhxQo,2654,88.466667
g0lXjTWhxQo,2655,88.500000
g0lXjTWhxQo,2656,88.533333
g0lXjTWhxQo,2657,88.566667
g0lXjTWhxQo,2658,88.600000
g0lXjTWhxQo,2659,88.633333
g0lXjTWhxQo,2660,88.666667
g0lXjTWhxQo,2661,88.700000
g0lXjTWhxQo,2662,88.733333
g0lXjTWhxQo,2663,88.766667
g0lXjTWhxQo,2664,88.800000
g0lXjTWhxQo,2665,88.833333
g0lXjTWhxQo,2666,88.866667
g0lXjTWhxQo,2667,88.900000
g0lXjTWhxQo,2668,88.933333
g0lXjTWhxQo,2669,88.966667
g0lXjTWhxQo,2670,89.000000
g0lXjTWhxQo,2671,89.033333
g0lXjTWhxQo,2672,89.066667
g0lXjTWhxQo,2673,89.100000
g0lXjTWhxQo,2674,89.133333
g0lXjTWhxQo,2675,89.166667
g0lXjTWhxQo,2676,89.200000
g0lXjTWhxQo,2677,89.233333
g0lXjTWhxQo,2678,89.266667
g0lXjTWhxQo,2679,89.300000
g0lXjTWhxQo,2680,89.333333
g0lXjTWhxQo,2681,89.366667
g0lXjTWhxQo,2682,89.400000
g0lXjTWhxQo,2683,89.433333
g0lXjTWhxQo,2684,89.466667
g0lXjTWhxQo,2685,89.500000
g0lXjTWhxQo,2686,89.533333
g0lXjTWhxQo,2687,89.566667
g0lXjTWhxQo,2688,89.600000
g0lXjTWhxQo,2689,89.633333
g0lXjTWhxQo,2690,89.666667
g0lXjTWhxQo,2691,89.700000
g0lXjTWhxQo,2692,89.733333
g0lXjTWhxQo,2693,89.766667
g0lXjTWhxQo,2694,89.800000
g0lXjTWhxQo,2695,89.833333
g0lXjTWhxQo,2696,89.866667
g0lXjTWhxQo,2697,89.900000
g0lXjTWhxQo,2698,89.933333
g0lXjTWhxQo,2699,89.966667
g0lXjTWhxQo,2700,90.000000
g0lXjTWhxQo,2701,90.033333
g0lXjTWhxQo,2702,90.066667
g0lXjTWhxQo,2703,90.100000
g0lXjTWhxQo,2704,90.133333
g0lXjTWhxQo,2705,90.166667
g0lXjTWhxQo,2706,90.200000
g0lXjTWhxQo,2707,90.233333
g0lXjTWhxQo,2708,90.266667
g0lXjTWhxQo,2709,90.300000
g0lXjTWhxQo,2710,90.333333
g0lXjTWhxQo,2711,90.366667
g0lXjTWhxQo,2712,90.400000
g0lXjTWhxQo,2713,90.433333
g0lXjTWhxQo,2714,90.466667
g0lXjTWhxQo,2715,90.500000
g0lXjTWhxQo,2716,90.533333
g0lXjTWhxQo,2717,90.566667
g0lXjTWhxQo,2718,90.600000
g0lXjTWhxQo,2719,90.633333
g0lXjTWhxQo,2720,90.666667
g0lXjTWhxQo,2721,90.700000
g0lXjTWhxQo,2722,90.733333
g0lXjTWhxQo,2723,90.766667
g0lXjTWhxQo,2724,90.800000
g0lXjTWhxQo,2725,90.833333
g0lXjTWhxQo,2726,90.866667
g0lXjTWhxQo,2727,90.900000
g0lXjTWhxQo,2728,90.933333
g0lXjTWhxQo,2729,90.966667
g0lXjTWhxQo,2730,91.000000
g0lXjTWhxQo,2731,91.033333
g0lXjTWhxQo,2732,91.066667
g0lXjTWhxQo,2733,91.100000
g0lXjTWhxQo,2734,91.133333
g0lXjTWhxQo,2735,91.166667
g0lXjTWhxQo,2736,91.200000
g0lXjTWhxQo,2737,91.233333
g0lXjTWhxQo,2738,91.266667
g0lXjTWhxQo,2739,91.300000
g0lXjTWhxQo,2740,91.333333
g0lXjTWhxQo,2741,91.366667
g0lXjTWhxQo,2742,91.400000
g0lXjTWhxQo,2743,91.433333
g0lXjTWhxQo,2744,91.466667
g0lXjTWhxQo,2745,91.500000
g0lXjTWhxQo,2746,91.533333
g0lXjTWhxQo,2747,91.566667
g0lXjTWhxQo,2748,91.600000
g0lXjTWhxQo,2749,91.633333
g0lXjTWhxQo,2750,91.666667
g0lXjTWhxQo,2751,91.700000
g0lXjTWhxQo,2752,91.733333
g0lXjTWhxQo,2753,91.766667
g0lXjTWhxQo,2754,91.800000
g0lXjTWhxQo,2755,91.833333
g0lXjTWhxQo,2756,91.866667
g0lXjTWhxQo,2757,91.900000
g0lXjTWhxQo,2758,91.933333
g0lXjTWhxQo,2759,91.966667
g0lXjTWhxQo,2760,92.000000
g0lXjTWhxQo,2761,92.033333
g0lXjTWhxQo,2762,92.066667
g0lXjTWhxQo,2763,92.100000
g0lXjTWhxQo,2764,92.133333
g0lXjTWhxQo,2765,92.166667
g0lXjTWhxQo,2766,92.200000
g0lXjTWhxQo,2767,92.233333
g0lXjTWhxQo,2768,92.266667
g0lXjTWhxQo,2769,92.300000
g0lXjTWhxQo,2770,92.333333
g0lXjTWhxQo,2771,92.366667
g0lXjTWhxQo,2772,92.400000
g0lXjTWhxQo,2773,92.433333
g0lXjTWhxQo,2774,92.466667
g0lXjTWhxQo,2775,92.500000
g0lXjTWhxQo,2776,92.533333
g0lXjTWhxQo,2777,92.566667
g0lXjTWhxQo,2778,92.600000
g0lXjTWhxQo,2779,92.633333
g0lXjTWhxQo,2780,92.666667
g0lXjTWhxQo,2781,92.700000
g0lXjTWhxQo,2782,92.733333
g0lXjTWhxQo,2783,92.766667
g0lXjTWhxQo,2784,92.800000
g0lXjTWhxQo,2785,92.833333
g0lXjTWhxQo,2786,92.866667
g0lXjTWhxQo,2787,92.900000
g0lXjTWhxQo,2788,92.933333
g0lXjTWhxQo,2789,92.966667
g0lXjTWhxQo,2790,93.000000
g0lXjTWhxQo,2791,93.033333
g0lXjTWhxQo,2792,93.066667
g0lXjTWhxQo,2793,93.100000
g0lXjTWhxQo,2794,93.133333
g0lXjTWhxQo,2795,93.166667
g0lXjTWhxQo,2796,93.200000
g0lXjTWhxQo,2797,93.233333
g0lXjTWhxQo,2798,93.266667
g0lXjTWhxQo,2799,93.300000
g0lXjTWhxQo,2800,93.333333
g0lXjTWhxQo,2801,93.366667
g0lXjTWhxQo,2802,93.400000
g0lXjTWhxQo,2803,93.433333
g0lXjTWhxQo,2804,93.466667
g0lXjTWhxQo,2805,93.500000
g0lXjTWhxQo,2806,93.533333
g0lXjTWhxQo,2807,93.566667
g0lXjTWhxQo,2808,93.600000
g0lXjTWhxQo,2809,93.633333
g0lXjTWhxQo,2810,93.666667
g0lXjTWhxQo,2811,93.700000
g0lXjTWhxQo,2812,93.733333
g0lXjTWhxQo,2813,93.766667
g0lXjTWhxQo,2814,93.800000
g0lXjTWhxQo,2815,93.833333
g0lXjTWhxQo,2816,93.866667
g0lXjTWhxQo,2817,93.900000
g0lXjTWhxQo,2818,93.933333
g0lXjTWhxQo,2819,93.966667
g0lXjTWhxQo,2820,94.000000
g0lXjTWhxQo,2821,94.033333
g0lXjTWhxQo,2822,94.066667
g0lXjTWhxQo,2823,94.100000
g0lXjTWhxQo,2824,94.133333
g0lXjTWhxQo,2825,94.166667
g0lXjTWhxQo,2826,94.200000
g0lXjTWhxQo,2827,94.233333
g0lXjTWhxQo,2828,94.266667
g0lXjTWhxQo,2829,94.300000
g0lXjTWhxQo,2830,94.333333
g0lXjTWhxQo,2831,94.366667
g0lXjTWhxQo,2832,94.400000
g0lXjTWhxQo,2833,94.433333
g0lXjTWhxQo,2834,94.466667
g0lXjTWhxQo,2835,94.500000
g0lXjTWhxQo,2836,94.533333
g0lXjTWhxQo,2837,94.566667
g0lXjTWhxQo,2838,94.600000
g0lXjTWhxQo,2839,94.633333
g0lXjTWhxQo,2840,94.666667
g0lXjTWhxQo,2841,94.700000
g0lXjTWhxQo,2842,94.733333
g0lXjTWhxQo,2843,94.766667
g0lXjTWhxQo,2844,94.800000
g0lXjTWhxQo,2845,94.833333
g0lXjTWhxQo,2846,94.866667
g0lXjTWhxQo,2847,94.900000
g0lXjTWhxQo,2848,94.933333
g0lXjTWhxQo,2849,94.966667
g0lXjTWhxQo,2850,95.000000
g0lXjTWhxQo,2851,95.033333
g0lXjTWhxQo,2852,95.066667
g0lXjTWhxQo,2853,95.100000
g0lXjTWhxQo,2854,95.133333
g0lXjTWhxQo,2855,95.166667
g0lXjTWhxQo,2856,95.200000
g0lXjTWhxQo,2857,95.233333
g0lXjTWhxQo,2858,95.266667
g0lXjTWhxQo,2859,95.300000
g0lXjTWhxQo,2860,95.333333
g0lXjTWhxQo,2861,95.366667
g0lXjTWhxQo,2862,95.400000
g0lXjTWhxQo,2863,95.433333
g0lXjTWhxQo,2864,95.466667
g0lXjTWhxQo,2865,95.500000
g0lXjTWhxQo,2866,95.533333
g0lXjTWhxQo,2867,95.566667
g0lXjTWhxQo,2868,95.600000
g0lXjTWhxQo,2869,95.633333
g0lXjTWhxQo,2870,95.666667
g0lXjTWhxQo,2871,95.700000
g0lXjTWhxQo,2872,95.733333
g0lXjTWhxQo,2873,95.766667
g0lXjTWhxQo,2874,95.800000
g0lXjTWhxQo,2875,95.833333
g0lXjTWhxQo,2876,95.866667
g0lXjTWhxQo,2877,95.900000
g0lXjTWhxQo,2878,95.933333
g0lXjTWhxQo,2879,95.966667
g0lXjTWhxQo,2880,96.000000
g0lXjTWhxQo,2881,96.033333
g0lXjTWhxQo,2882,96.066667
g0lXjTWhxQo,2883,96.100000
g0lXjTWhxQo,2884,96.133333
g0lXjTWhxQo,2885,96.166667
g0lXjTWhxQo,2886,96.200000
g0lXjTWhxQo,2887,96.233333
g0lXjTWhxQo,2888,96.266667
g0lXjTWhxQo,2889,96.300000
g0lXjTWhxQo,2890,96.333333
g0lXjTWhxQo,2891,96.366667
g0lXjTWhxQo,2892,96.400000
g0lXjTWhxQo,2893,96.433333
g0lXjTWhxQo,2894,96.466667
g0lXjTWhxQo,2895,96.500000
g0lXjTWhxQo,2896,96.533333
g0lXjTWhxQo,2897,96.566667
g0lXjTWhxQo,2898,96.600000
g0lXjTWhxQo,2899,96.633333
g0lXjTWhxQo,2900,96.666667
g0lXjTWhxQo,2901,96.700000
g0lXjTWhxQo,2902,96.733333
g0lXjTWhxQo,2903,96.766667
g0lXjTWhxQo,2904,96.800000
g0lXjTWhxQo,2905,96.833333
g0lXjTWhxQo,2906,96.866667
g0lXjTWhxQo,2907,96.900000
g0lXjTWhxQo,2908,96.933333
g0lXjTWhxQo,2909,96.966667
g0lXjTWhxQo,2910,97.000000
g0lXjTWhxQo,2911,97.033333
g0lXjTWhxQo,2912,97.066667
g0lXjTWhxQo,2913,97.100000
g0lXjTWhxQo,2914,97.133333
g0lXjTWhxQo,2915,97.166667
g0lXjTWhxQo,2916,97.200000
g0lXjTWhxQo,2917,97.233333
g0lXjTWhxQo,2918,97.266667
g0lXjTWhxQo,2919,97.300000
g0lXjTWhxQo,2920,97.333333
g0lXjTWhxQo,2921,97.366667
g0lXjTWhxQo,2922,97.400000
g0lXjTWhxQo,2923,97.433333
g0lXjTWhxQo,2924,97.466667
g0lXjTWhxQo,2925,97.500000
g0lXjTWhxQo,2926,97.533333
g0lXjTWhxQo,2927,97.566667
g0lXjTWhxQo,2928,97.600000
g0lXjTWhxQo,2929,97.633333
g0lXjTWhxQo,2930,97.666667
g0lXjTWhxQo,2931,97.700000
g0lXjTWhxQo,2932,97.733333
g0lXjTWhxQo,2933,97.766667
g0lXjTWhxQo,2934,97.800000
g0lXjTWhxQo,2935,97.833333
g0lXjTWhxQo,2936,97.866667
g0lXjTWhxQo,2937,97.900000
g0lXjTWhxQo,2938,97.933333
g0lXjTWhxQo,2939,97.966667
g0lXjTWhxQo,2940,98.000000
g0lXjTWhxQo,2941,98.033333
g0lXjTWhxQo,2942,98.066667
g0lXjTWhxQo,2943,98.100000
g0lXjTWhxQo,2944,98.133333
g0lXjTWhxQo,2945,98.166667
g0lXjTWhxQo,2946,98.200000
g0lXjTWhxQo,2947,98.233333
g0lXjTWhxQo,2948,98.266667
g0lXjTWhxQo,2949,98.300000
g0lXjTWhxQo,2950,98.333333
g0lXjTWhxQo,2951,98.366667
g0lXjTWhxQo,2952,98.400000
g0lXjTWhxQo,2953,98.433333
g0lXjTWhxQo,2954,98.466667
g0lXjTWhxQo,2955,98.500000
g0lXjTWhxQo,2956,98.533333
g0lXjTWhxQo,2957,98.566667
g0lXjTWhxQo,2958,98.600000
g0lXjTWhxQo,2959,98.633333
g0lXjTWhxQo,2960,98.666667
g0lXjTWhxQo,2961,98.700000
g0lXjTWhxQo,2962,98.733333
g0lXjTWhxQo,2963,98.766667
g0lXjTWhxQo,2964,98.800000
g0lXjTWhxQo,2965,98.833333
g0lXjTWhxQo,2966,98.866667
g0lXjTWhxQo,2967,98.900000
g0lXjTWhxQo,2968,98.933333
g0lXjTWhxQo,2969,98.966667
g0lXjTWhxQo,2970,99.000000
g0lXjTWhxQo,2971,99.033333
g0lXjTWhxQo,2972,99.066667
g0lXjTWhxQo,2973,99.100000
g0lXjTWhxQo,2974,99.133333
g0lXjTWhxQo,2975,99.166667
g0lXjTWhxQo,2976,99.200000
g0lXjTWhxQo,2977,99.233333
g0lXjTWhxQo,2978,99.266667
g0lXjTWhxQo,2979,99.300000
g0lXjTWhxQo,2980,99.333333
g0lXjTWhxQo,2981,99.366667
g0lXjTWhxQo,2982,99.400000
g0lXjTWhxQo,2983,99.433333
g0lXjTWhxQo,2984,99.466667
g0lXjTWhxQo,2985,99.500000
g0lXjTWhxQo,2986,99.533333
g0lXjTWhxQo,2987,99.566667
g0lXjTWhxQo,2988,99.600000
g0lXjTWhxQo,2989,99.633333
g0lXjTWhxQo,2990,99.666667
g0lXjTWhxQo,2991,99.700000
g0lXjTWhxQo,2992,99.733333
g0lXjTWhxQo,2993,99.766667
g0lXjTWhxQo,2994,99.800000
g0lXjTWhxQo,2995,99.833333
g0lXjTWhxQo,2996,99.866667
g0lXjTWhxQo,2997,99.900000
g0lXjTWhxQo,2998,99.933333
g0lXjTWhxQo,2999,99.966667
g0lXjTWhxQo,3000,100.000000
g0lXjTWhxQo,3001,100.033333
g0lXjTWhxQo,3002,100.066667
g0lXjTWhxQo,3003,100.100000
g0lXjTWhxQo,3004,100.133333
g0lXjTWhxQo,3005,100.166667
g0lXjTWhxQo,3006,100.200000
g0lXjTWhxQo,3007,100.233333
g0lXjTWhxQo,3008,100.266667
g0lXjTWhxQo,3009,100.300000
g0lXjTWhxQo,3010,100.333333
g0lXjTWhxQo,3011,100.366667
g0lXjTWhxQo,3012,100.400000
g0lXjTWhxQo,3013,100.433333
g0lXjTWhxQo,3014,100.466667
g0lXjTWhxQo,3015,100.500000
g0lXjTWhxQo,3016,100.533333
g0lXjTWhxQo,3017,100.566667
g0lXjTWhxQo,3018,100.600000
g0lXjTWhxQo,3019,100.633333
g0lXjTWhxQo,3020,100.666667
g0lXjTWhxQo,3021,100.700000
g0lXjTWhxQo,3022,100.733333
g0lXjTWhxQo,3023,100.766667
g0lXjTWhxQo,3024,100.800000
g0lXjTWhxQo,3025,100.833333
g0lXjTWhxQo,3026,100.866667
g0lXjTWhxQo,3027,100.900000
g0lXjTWhxQo,3028,100.933333
g0lXjTWhxQo,3029,100.966667
g0lXjTWhxQo,3030,101.000000
g0lXjTWhxQo,3031,101.033333
g0lXjTWhxQo,3032,101.066667
g0lXjTWhxQo,3033,101.100000
g0lXjTWhxQo,3034,101.133333
g0lXjTWhxQo,3035,101.166667
g0lXjTWhxQo,3036,101.200000
g0lXjTWhxQo,3037,101.233333
g0lXjTWhxQo,3038,101.266667
g0lXjTWhxQo,3039,101.300000
g0lXjTWhxQo,3040,101.333333
g0lXjTWhxQo,3041,101.366667
g0lXjTWhxQo,3042,101.400000
g0lXjTWhxQo,3043,101.433333
g0lXjTWhxQo,3044,101.466667
g0lXjTWhxQo,3045,101.500000
g0lXjTWhxQo,3046,101.533333
g0lXjTWhxQo,3047,101.566667
g0lXjTWhxQo,3048,101.600000
g0lXjTWhxQo,3049,101.633333
g0lXjTWhxQo,3050,101.666667
g0lXjTWhxQo,3051,101.700000
g0lXjTWhxQo,3052,101.733333
g0lXjTWhxQo,3053,101.766667
g0lXjTWhxQo,3054,101.800000
g0lXjTWhxQo,3055,101.833333
g0lXjTWhxQo,3056,101.866667
g0lXjTWhxQo,3057,101.900000
g0lXjTWhxQo,3058,101.933333
g0lXjTWhxQo,3059,101.966667
g0lXjTWhxQo,3060,102.000000
g0lXjTWhxQo,3061,102.033333
g0lXjTWhxQo,3062,102.066667
g0lXjTWhxQo,3063,102.100000
g0lXjTWhxQo,3064,102.133333
g0lXjTWhxQo,3065,102.166667
g0lXjTWhxQo,3066,102.200000
g0lXjTWhxQo,3067,102.233333
g0lXjTWhxQo,3068,102.266667
g0lXjTWhxQo,3069,102.300000
g0lXjTWhxQo,3070,102.333333
g0lXjTWhxQo,3071,102.366667
g0lXjTWhxQo,3072,102.400000
g0lXjTWhxQo,3073,102.433333
g0lXjTWhxQo,3074,102.466667
g0lXjTWhxQo,3075,102.500000
g0lXjTWhxQo,3076,102.533333
g0lXjTWhxQo,3077,102.566667
g0lXjTWhxQo,3078,102.600000
g0lXjTWhxQo,3079,102.633333
g0lXjTWhxQo,3080,102.666667
g0lXjTWhxQo,3081,102.700000
g0lXjTWhxQo,3082,102.733333
g0lXjTWhxQo,3083,102.766667
g0lXjTWhxQo,3084,102.800000
g0lXjTWhxQo,3085,102.833333
g0lXjTWhxQo,3086,102.866667
g0lXjTWhxQo,3087,102.900000
g0lXjTWhxQo,3088,102.933333
g0lXjTWhxQo,3089,102.966667
g0lXjTWhxQo,3090,103.000000
g0lXjTWhxQo,3091,103.033333
g0lXjTWhxQo,3092,103.066667
g0lXjTWhxQo,3093,103.100000
g0lXjTWhxQo,3094,103.133333
g0lXjTWhxQo,3095,103.166667
g0lXjTWhxQo,3096,103.200000
g0lXjTWhxQo,3097,103.233333
g0lXjTWhxQo,3098,103.266667
g0lXjTWhxQo,3099,103.300000
g0lXjTWhxQo,3100,103.333333
g0lXjTWhxQo,3101,103.366667
g0lXjTWhxQo,3102,103.400000
g0lXjTWhxQo,3103,103.433333
g0lXjTWhxQo,3104,103.466667
g0lXjTWhxQo,3105,103.500000
g0lXjTWhxQo,3106,103.533333
g0lXjTWhxQo,3107,103.566667
g0lXjTWhxQo,3108,103.600000
g0lXjTWhxQo,3109,103.633333
g0lXjTWhxQo,3110,103.666667
g0lXjTWhxQo,3111,103.700000
g0lXjTWhxQo,3112,103.733333
g0lXjTWhxQo,3113,103.766667
g0lXjTWhxQo,3114,103.800000
g0lXjTWhxQo,3115,103.833333
g0lXjTWhxQo,3116,103.866667
g0lXjTWhxQo,3117,103.900000
g0lXjTWhxQo,3118,103.933333
g0lXjTWhxQo,3119,103.966667
g0lXjTWhxQo,3120,104.000000
g0lXjTWhxQo,3121,104.033333
g0lXjTWhxQo,3122,104.066667
g0lXjTWhxQo,3123,104.100000
g0lXjTWhxQo,3124,104.133333
g0lXjTWhxQo,3125,104.166667
g0lXjTWhxQo,3126,104.200000
g0lXjTWhxQo,3127,104.233333
g0lXjTWhxQo,3128,104.266667
g0lXjTWhxQo,3129,104.300000
g0lXjTWhxQo,3130,104.333333
g0lXjTWhxQo,3131,104.366667
g0lXjTWhxQo,3132,104.400000
g0lXjTWhxQo,3133,104.433333
g0lXjTWhxQo,3134,104.466667
g0lXjTWhxQo,3135,104.500000
g0lXjTWhxQo,3136,104.533333
g0lXjTWhxQo,3137,104.566667
g0lXjTWhxQo,3138,104.600000
g0lXjTWhxQo,3139,104.633333
g0lXjTWhxQo,3140,104.666667
g0lXjTWhxQo,3141,104.700000
g0lXjTWhxQo,3142,104.733333
g0lXjTWhxQo,3143,104.766667
g0lXjTWhxQo,3144,104.800000
g0lXjTWhxQo,3145,104.833333
g0lXjTWhxQo,3146,104.866667
g0lXjTWhxQo,3147,104.900000
g0lXjTWhxQo,3148,104.933333
g0lXjTWhxQo,3149,104.966667
g0lXjTWhxQo,3150,105.000000
g0lXjTWhxQo,3151,105.033333
g0lXjTWhxQo,3152,105.066667
g0lXjTWhxQo,3153,105.100000
g0lXjTWhxQo,3154,105.133333
g0lXjTWhxQo,3155,105.166667
g0lXjTWhxQo,3156,105.200000
g0lXjTWhxQo,3157,105.233333
g0lXjTWhxQo,3158,105.266667
g0lXjTWhxQo,3159,105.300000
g0lXjTWhxQo,3160,105.333333
g0lXjTWhxQo,3161,105.366667
g0lXjTWhxQo,3162,105.400000
g0lXjTWhxQo,3163,105.433333
g0lXjTWhxQo,3164,105.466667
g0lXjTWhxQo,3165,105.500000
g0lXjTWhxQo,3166,105.533333
g0lXjTWhxQo,3167,105.566667
g0lXjTWhxQo,3168,105.600000
g0lXjTWhxQo,3169,105.633333
g0lXjTWhxQo,3170,105.666667
g0lXjTWhxQo,3171,105.700000
g0lXjTWhxQo,3172,105.733333
g0lXjTWhxQo,3173,105.766667
g0lXjTWhxQo,3174,105.800000
g0lXjTWhxQo,3175,105.833333
g0lXjTWhxQo,3176,105.866667
g0lXjTWhxQo,3177,105.900000
g0lXjTWhxQo,3178,105.933333
g0lXjTWhxQo,3179,105.966667
g0lXjTWhxQo,3180,106.000000
g0lXjTWhxQo,3181,106.033333
g0lXjTWhxQo,3182,106.066667
g0lXjTWhxQo,3183,106.100000
g0lXjTWhxQo,3184,106.133333
g0lXjTWhxQo,3185,106.166667
g0lXjTWhxQo,3186,106.200000
g0lXjTWhxQo,3187,106.233333
g0lXjTWhxQo,3188,106.266667
g0lXjTWhxQo,3189,106.300000
g0lXjTWhxQo,3190,106.333333
g0lXjTWhxQo,3191,106.366667
g0lXjTWhxQo,3192,106.400000
g0lXjTWhxQo,3193,106.433333
g0lXjTWhxQo,3194,106.466667
g0lXjTWhxQo,3195,106.500000
g0lXjTWhxQo,3196,106.533333
g0lXjTWhxQo,3197,106.566667
g0lXjTWhxQo,3198,106.600000
g0lXjTWhxQo,3199,106.633333
g0lXjTWhxQo,3200,106.666667
g0lXjTWhxQo,3201,106.700000
g0lXjTWhxQo,3202,106.733333
g0lXjTWhxQo,3203,106.766667
g0lXjTWhxQo,3204,106.800000
g0lXjTWhxQo,3205,106.833333
g0lXjTWhxQo,3206,106.866667
g0lXjTWhxQo,3207,106.900000
g0lXjTWhxQo,3208,106.933333
g0lXjTWhxQo,3209,106.966667
g0lXjTWhxQo,3210,107.000000
g0lXjTWhxQo,3211,107.033333
g0lXjTWhxQo,3212,107.066667
g0lXjTWhxQo,3213,107.100000
g0lXjTWhxQo,3214,107.133333
g0lXjTWhxQo,3215,107.166667
g0lXjTWhxQo,3216,107.200000
g0lXjTWhxQo,3217,107.233333
g0lXjTWhxQo,3218,107.266667
g0lXjTWhxQo,3219,107.300000
g0lXjTWhxQo,3220,107.333333
g0lXjTWhxQo,3221,107.366667
g0lXjTWhxQo,3222,107.400000
g0lXjTWhxQo,3223,107.433333
g0lXjTWhxQo,3224,107.466667
g0lXjTWhxQo,3225,107.500000
g0lXjTWhxQo,3226,107.533333
g0lXjTWhxQo,3227,107.566667
g0lXjTWhxQo,3228,107.600000
g0lXjTWhxQo,3229,107.633333
g0lXjTWhxQo,3230,107.666667
g0lXjTWhxQo,3231,107.700000
g0lXjTWhxQo,3232,107.733333
g0lXjTWhxQo,3233,107.766667
g0lXjTWhxQo,3234,107.800000
g0lXjTWhxQo,3235,107.833333
g0lXjTWhxQo,3236,107.866667
g0lXjTWhxQo,3237,107.900000
g0lXjTWhxQo,3238,107.933333
g0lXjTWhxQo,3239,107.966667
g0lXjTWhxQo,3240,108.000000
g0lXjTWhxQo,3241,108.033333
g0lXjTWhxQo,3242,108.066667
g0lXjTWhxQo,3243,108.100000
g0lXjTWhxQo,3244,108.133333
g0lXjTWhxQo,3245,108.166667
g0lXjTWhxQo,3246,108.200000
g0lXjTWhxQo,3247,108.233333
g0lXjTWhxQo,3248,108.266667
g0lXjTWhxQo,3249,108.300000
g0lXjTWhxQo,3250,108.333333
g0lXjTWhxQo,3251,108.366667
g0lXjTWhxQo,3252,108.400000
g0lXjTWhxQo,3253,108.433333
g0lXjTWhxQo,3254,108.466667
g0lXjTWhxQo,3255,108.500000
g0lXjTWhxQo,3256,108.533333
g0lXjTWhxQo,3257,108.566667
g0lXjTWhxQo,3258,108.600000
g0lXjTWhxQo,3259,108.633333
g0lXjTWhxQo,3260,108.666667
g0lXjTWhxQo,3261,108.700000
g0lXjTWhxQo,3262,108.733333
g0lXjTWhxQo,3263,108.766667
g0lXjTWhxQo,3264,108.800000
g0lXjTWhxQo,3265,108.833333
g0lXjTWhxQo,3266,108.866667
g0lXjTWhxQo,3267,108.900000
g0lXjTWhxQo,3268,108.933333
g0lXjTWhxQo,3269,108.966667
g0lXjTWhxQo,3270,109.000000
g0lXjTWhxQo,3271,109.033333
g0lXjTWhxQo,3272,109.066667
g0lXjTWhxQo,3273,109.100000
g0lXjTWhxQo,3274,109.133333
g0lXjTWhxQo,3275,109.166667
g0lXjTWhxQo,3276,109.200000
g0lXjTWhxQo,3277,109.233333
g0lXjTWhxQo,3278,109.266667
g0lXjTWhxQo,3279,109.300000
g0lXjTWhxQo,3280,109.333333
g0lXjTWhxQo,3281,109.366667
g0lXjTWhxQo,3282,109.400000
g0lXjTWhxQo,3283,109.433333
g0lXjTWhxQo,3284,109.466667
g0lXjTWhxQo,3285,109.500000
g0lXjTWhxQo,3286,109.533333
g0lXjTWhxQo,3287,109.566667
g0lXjTWhxQo,3288,109.600000
g0lXjTWhxQo,3289,109.633333
g0lXjTWhxQo,3290,109.666667
g0lXjTWhxQo,3291,109.700000
g0lXjTWhxQo,3292,109.733333
g0lXjTWhxQo,3293,109.766667
g0lXjTWhxQo,3294,109.800000
g0lXjTWhxQo,3295,109.833333
g0lXjTWhxQo,3296,109.866667
g0lXjTWhxQo,3297,109.900000
g0lXjTWhxQo,3298,109.933333
g0lXjTWhxQo,3299,109.966667
g0lXjTWhxQo,3300,110.000000
g0lXjTWhxQo,3301,110.033333
g0lXjTWhxQo,3302,110.066667
g0lXjTWhxQo,3303,110.100000
g0lXjTWhxQo,3304,110.133333
