frame_key,section,game,cache,call,reference,terra,sol,adjudicator,left_mass,right_mass,outcome
704457f79f946730be3461a8ee50cc8e55c0b2232fedc00650e85a3cfdea093c,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,704457f79f946730.jpg,UNKNOWN,unknown,unknown,left,unknown,112515.8795,99191.1725,reference_unknown
712c0a4e43af2a5a54767ad3f308a1fc2600794327dde288dd8c77b5bcefe694,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,712c0a4e43af2a5a.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
733207a754cf1fdb0189c30492aa29d4b2e8229b1d06d4bb6f8a881b21b225d2,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,733207a754cf1fdb.jpg,LEFT,unknown,right,left,unknown,5558.952,698.0833,reference_unknown
745fae342899e33ec1957c6b14ecac1977435cec99ca3554d3da07577be47ddf,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,745fae342899e33e.jpg,LEFT,left,unknown,left,left,25834.3069,3187.2911,correct
74ebdf50263dfe5213e8517680273faa5c8f326e4335e6d2060ebff4f3198133,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,74ebdf50263dfe52.jpg,LEFT,unknown,unknown,unknown,,51078.88,11285.0664,reference_unknown
75088cd7a41eb1e7f345b89d1edc6636e0f746e25ae917ab028223ab35958e92,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,75088cd7a41eb1e7.jpg,LEFT,right,right,right,,4007.6374,1290.5804,wrong
75e551c51985fc322858afa1360386ce4899207514f739dfb6e3b3ba8c435b06,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,75e551c51985fc32.jpg,UNKNOWN,right,right,right,,875.7607,0,cue_unknown
7644e6b66a7ec683f01b690165b349ce178247b40b127f6be2d0182190510d9f,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,7644e6b66a7ec683.jpg,LEFT,right,right,right,,7883.8657,3950.5556,wrong
76794994d91bae9b83479ddb7f8ebf1d5edd6942b47298b5c2d4f590fdf59570,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,76794994d91bae9b.jpg,UNKNOWN,left,left,left,,0.0,0.0,cue_unknown
79f4785dd6a27cfbc5e2c6947b14f15607269e4d2e2194353c6e27a0900e7382,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,79f4785dd6a27cfb.jpg,LEFT,left,left,right,left,58787.0707,7189.7455,correct
7b69bf538bc5ba4e50811ac778ca5afd176162cc3f4bd467398665971fb6cec5,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,7b69bf538bc5ba4e.jpg,RIGHT,unknown,unknown,unknown,,4329.6475,11039.3635,reference_unknown
7c4a2c392e62c83d3fb508ac0eeac87444b0884a1a83913321d44ef080705339,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,7c4a2c392e62c83d.jpg,RIGHT,unknown,unknown,unknown,,0,5343.8957,reference_unknown
7d0776418e8ab99f357e56d4546962c5daa19e9d4f5e37ee8059a395be3941b1,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,7d0776418e8ab99f.jpg,LEFT,right,right,right,,29990.4779,9471.4063,wrong
7eeef3ecdf4b0825f61efb3cad01712b14084759cfab4f1df44b504763999ab4,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,7eeef3ecdf4b0825.jpg,LEFT,unknown,unknown,right,unknown,145707.0504,83013.9268,reference_unknown
805d75ebd96dd025d69e99123ce95edf68e21ebf3df91d030e1a4fb43f662e01,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,805d75ebd96dd025.jpg,RIGHT,right,right,right,,0,2886.3078,correct
81acdd6dace6ab6a5319f338190483caf9e26f37c49a5cd02e42f9ad5ff9de70,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,81acdd6dace6ab6a.jpg,RIGHT,left,unknown,left,left,0,14468.372,wrong
81f67a32940fff3ca31297190bc5a146ad8283fbf83dd2ab6aeb3ba8e0385304,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,81f67a32940fff3c.jpg,UNKNOWN,left,left,left,,1077.1938,0,cue_unknown
823fd19bd772e7855b815c814908defac920085d50f9203f245a1dbf140bd3ec,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,823fd19bd772e785.jpg,LEFT,right,right,right,,130161.865,96960.5479,wrong
84cea43159fa6be6667c5056686ae57a3269868b05d0148a96d43a1b956ffee5,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,84cea43159fa6be6.jpg,RIGHT,unknown,unknown,right,unknown,0,4403.4913,reference_unknown
84d7de5415057fb62a90c5bd620d22bdf1881010de9ec8ebb408d85d3e1dc4b3,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,84d7de5415057fb6.jpg,RIGHT,right,right,right,,306.2181,25163.2491,correct
86dc6cab31639db9791899bb6d9f8930772fb42143034d48af00510c5694bb58,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,86dc6cab31639db9.jpg,UNKNOWN,unknown,unknown,unknown,,1215.4866,0,reference_unknown
877c54be712f5ab081bdefec43cbd47c8a5b07b7c8e39dcaa59a1aeecc13337d,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,877c54be712f5ab0.jpg,LEFT,right,right,left,right,19906.9221,5341.964,wrong
87de4d90bb64a80fe3fa06b09d40eb63c450f74305954db828a21987fa85f3b2,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,87de4d90bb64a80f.jpg,RIGHT,unknown,unknown,unknown,,15721.2718,26703.849,reference_unknown
88d0007fb38f7f772b52df6cf25aed6478603065a1a4483f6d23c24e428a09a9,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,88d0007fb38f7f77.jpg,RIGHT,left,left,left,,3521.8411,9171.1888,wrong
8b14898f3fb24e0a57d8c4a3eca1798c48f1a761614af718ebd97ae0375f00bb,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,8b14898f3fb24e0a.jpg,LEFT,unknown,right,unknown,unknown,5861.1509,0,reference_unknown
8b297f24477482051debc2f60385d9c97eb5f92ce8409753bb24bdf8aee55e8e,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,8b297f2447748205.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
8df0606b9a957bd2594b9b8a682baaaf221eca8654f8ce46b78d517d09eb0c22,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,8df0606b9a957bd2.jpg,LEFT,left,left,left,,4649.7369,3596.8793,correct
8fcd8123547c8e379d7533f9a0110bbc3b0d0b653c3bc4ae737e71d0d9c494dd,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,8fcd8123547c8e37.jpg,LEFT,unknown,unknown,unknown,,12106.6557,2000.4022,reference_unknown
903ddf99d571ad54c4349d417f19af17f87e6bed7c085c557d056dde176ac74a,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,903ddf99d571ad54.jpg,LEFT,left,left,left,,3398.6157,0,correct
904c4dfe74cdd4c913a6b2a6594d5931c31210435b2b294cf3295f09a6dabc9e,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,904c4dfe74cdd4c9.jpg,UNKNOWN,left,left,left,,1091.5235,0,cue_unknown
910f2142d8fc62abd80d71985de5a1c8cdb278a5807e1a9de95777081376adb1,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,910f2142d8fc62ab.jpg,UNKNOWN,left,left,left,,4744.2269,4566.0045,cue_unknown
92524e73e9aadd6d51eebb5f8829c6ee3d1100e9de60954e98bcdbb97f625b4a,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,92524e73e9aadd6d.jpg,RIGHT,right,right,right,,0,37437.2706,correct
9265ff4118719f17c716ba7c544a87d0961e3926b54c7c673b638b221d3b7318,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,9265ff4118719f17.jpg,UNKNOWN,unknown,left,unknown,unknown,18659.0195,16947.604,reference_unknown
945ecc9089ff4409e8c5de0c47368142221afbd6f9b1b83b5fec4506c159535b,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,945ecc9089ff4409.jpg,RIGHT,right,right,right,,1011.4413,4469.6042,correct
953af9822bd0671e08153c43ac2e9f353411359243caa38f8813d8594ae8514d,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,953af9822bd0671e.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
95958b5b48623d5f0b87a60081ec47184d32ab9873719adf956c76a9d7cff2a4,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,95958b5b48623d5f.jpg,LEFT,unknown,unknown,unknown,,20062.0488,0,reference_unknown
961e93d1bcf8bcdef36af72a363f4499a7ae8161689f928f5fb670e9fff14ce7,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,961e93d1bcf8bcde.jpg,LEFT,left,left,left,,55041.3522,0,correct
96c81e6a104ad13d0b7f62032b4b0a3d7bf94a0afb5db3524922f740af490a43,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,96c81e6a104ad13d.jpg,LEFT,right,right,right,,11175.9227,3731.7451,wrong
97b4b829d2bf71ca66e69543babe92aa7c1c57421be5a321cfc2acdddadafaba,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,97b4b829d2bf71ca.jpg,LEFT,left,right,left,left,11046.2336,1971.6555,correct
9a11f89764fd32179e4e7a1ec2060f4a9d2e90416c96ec88609683c692592236,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,9a11f89764fd3217.jpg,UNKNOWN,unknown,unknown,unknown,,204.8189,265.2277,reference_unknown
9d2f12c52bea188a9d717f9aa3248bb13afbb6cb9df387950ce9dd31c67e19ce,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,9d2f12c52bea188a.jpg,LEFT,unknown,unknown,unknown,,38316.8402,2723.1233,reference_unknown
9dd3c4074593ccd9c9ad6596dd313f9ffed9e1a149ab8fed2d514a9e6da1622c,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,9dd3c4074593ccd9.jpg,UNKNOWN,unknown,unknown,right,unknown,0.0,0.0,reference_unknown
9e2a866bdd359495aa016c9b9da6af789d31303b24ea387889bb872d42e222bb,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,9e2a866bdd359495.jpg,UNKNOWN,unknown,unknown,unknown,,1357.3312,0,reference_unknown
9e826d46387cc9ce862b59de78cd4a475f0ee83bd3dabe47905f2e464231b00c,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,9e826d46387cc9ce.jpg,UNKNOWN,unknown,unknown,unknown,,118015.1701,125222.762,reference_unknown
9ea3420c8b217063696775af46c21e0b691a208b8b5c167b284556ac4c12832c,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,9ea3420c8b217063.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
a12f5a7ada3281bed5921397e4f2825965785ba9cac757bb5df9b7c4e3065a57,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,a12f5a7ada3281be.jpg,LEFT,unknown,unknown,unknown,,7857.9249,5524.0082,reference_unknown
a2a161504b002770d1736cd92312a988a985b439b18669b5f75bbf597c9fa062,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,a2a161504b002770.jpg,RIGHT,unknown,unknown,unknown,,1932.8517,6139.0421,reference_unknown
a33cf7969a16275009a2217390dcc73549a6e092eb34ab5e5b60968c05e38958,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,a33cf7969a162750.jpg,RIGHT,right,right,right,,2623.5786,30695.7948,correct
a3dd8d1cc5885425a960aa31649dc855cfcee87cd3d342aef85ac7c53ba90191,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,a3dd8d1cc5885425.jpg,LEFT,unknown,unknown,unknown,,16389.3584,4139.3286,reference_unknown
a3f7977e0272f1c3cc16ef859ccbbc79271f81f32a22422764cd62c475298206,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,a3f7977e0272f1c3.jpg,RIGHT,left,left,left,,2651.4993,4520.0414,wrong
a4243cdbc236dbe6bf07f57d193a8a6a316e6f6764b37054e71784df4e927e18,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,a4243cdbc236dbe6.jpg,RIGHT,left,left,unknown,left,0,18167.8103,wrong
a43279019c96f1728a3d74185173e25fba35b2ea81d6db5b8041dc3f399045ff,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,a43279019c96f172.jpg,UNKNOWN,left,left,left,,0,1512.96,cue_unknown
a5d86b2f2e02c100dc61ec5a6e929fb7ce15177778f391e3cf1abcf92ee619da,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,a5d86b2f2e02c100.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
a6d2004b70178536fbad0b944eac941224d5d7a35838aacc9dc383f340fb063c,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,a6d2004b70178536.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
a70631723d2a47228a3e604e5a1d153cafc60b0d9cab328e1853fb75c6b698fd,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,a70631723d2a4722.jpg,LEFT,unknown,unknown,unknown,,10750.6853,0,reference_unknown
a80d7029fb2218f4dc3b16712fc752a83fb50365dd5ee2b71f0a305c5fcac048,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,a80d7029fb2218f4.jpg,UNKNOWN,left,left,left,,5230.4374,5124.4709,cue_unknown
a81edf17e5381bd84363074b4c9a8ac401c2fcfeaa73ef9ccebd30c24fca9742,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,a81edf17e5381bd8.jpg,LEFT,right,right,right,,33126.3083,8102.639,wrong
a9551c8f16647ca48a50be89393164a294364c18527737f85f9094438bde8ac9,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,a9551c8f16647ca4.jpg,LEFT,unknown,unknown,unknown,,54062.264,34106.688,reference_unknown
ac17bbf797081139b2fbafa60cd1bee787234ed505b26aff54995a4e329f83e0,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,ac17bbf797081139.jpg,LEFT,left,left,left,,121999.979,0,correct
ae920ab17836e9aa99d0f10452682408510b326727e97f68e8b1e3b3400a7d82,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,ae920ab17836e9aa.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
af83a5210e5d765f4725fb0dded8f354e1fa4ec2b5d00672d305c14c8c2824c8,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,af83a5210e5d765f.jpg,RIGHT,right,right,right,,10369.0515,18971.8151,correct
afcec191a39c542439350f0cad318f941733079370a132c9b480dcf80d9f596c,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,afcec191a39c5424.jpg,RIGHT,left,right,left,left,8361.2941,9946.1044,wrong
b083c3eca5f9e3effe1e06aa38870f78a5f7e41d93b7108e7f1940f6516d781e,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,b083c3eca5f9e3ef.jpg,RIGHT,right,right,right,,615.3354,6443.0511,correct
b2aba0e8b24d236e80485b44b3b2de4171e0d4eb111502c6b9e6fa6e9680cbcc,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,b2aba0e8b24d236e.jpg,RIGHT,unknown,unknown,unknown,,41033.6372,48308.5726,reference_unknown
b4d28433e03ec052572617fc35b75a751adf37cbf2243a2a709d159ec3f1e38a,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,b4d28433e03ec052.jpg,LEFT,left,left,left,,25844.5901,13688.3502,correct
b4ef1ddcb7cc2296487df314e9cf0949d38f1bcc241c090acfb33fa248f07668,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,b4ef1ddcb7cc2296.jpg,RIGHT,unknown,unknown,unknown,,0,3508.3345,reference_unknown
b5b9c30377022119cc9a6dfba43b21698efa7bc6f258fc07e222842afe7b8ea6,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,b5b9c30377022119.jpg,LEFT,unknown,unknown,unknown,,2254.2753,0,reference_unknown
b8186ca96b0c0a028fd0738640822099c5347280eea29f83e4fc644122f8fc73,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,b8186ca96b0c0a02.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
b97cb818da5443c07d804b1f5af5215adaf22c87fffdbba9ba19fe703fccb103,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,b97cb818da5443c0.jpg,RIGHT,unknown,unknown,unknown,,0,3354.3834,reference_unknown
bbbdb2ce26040608d5233cd2020a00237ce25e99eae6fb01b4b3bdb9edf23f00,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,bbbdb2ce26040608.jpg,RIGHT,right,right,right,,0,21747.3944,correct
bca6cab0296ca078594f4dfaf7d950cedc77d4187549a0759d8cb9114c443c32,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,bca6cab0296ca078.jpg,LEFT,left,left,left,,15577.5071,1415.5284,correct
bd3357a246841df82e96bab6a3c5b9f7eef2db7f281253062e9b5cdac4720d87,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,bd3357a246841df8.jpg,RIGHT,right,unknown,right,right,95550.3026,129142.4302,correct
bd533e1fe14a08b570287063ca0ea20f525a7b5c478aed03df1c86ef7bf16224,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,bd533e1fe14a08b5.jpg,RIGHT,right,unknown,left,right,4185.9851,29777.316,correct
bd60eb9e27a34114c1d31787c09130d3dee767a7a13e7bfef8acf923ee149193,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,bd60eb9e27a34114.jpg,LEFT,left,unknown,left,left,18566.5424,628.0994,correct
be97981554ae734a9784442cdb88d43637bcafbdc22f0058b2cca2ec89e23f18,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,be97981554ae734a.jpg,LEFT,unknown,unknown,unknown,,21659.2243,0,reference_unknown
bf4cec4e3ce795b7ee36eeaefa97282d3b696bb6b861a840a3b85f16b306481a,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,bf4cec4e3ce795b7.jpg,RIGHT,right,right,right,,0,35174.1344,correct
c063e41c11d3d8c60cae9f366662591030ee34622859f876be1b756521cba669,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,c063e41c11d3d8c6.jpg,LEFT,unknown,unknown,unknown,,244635.0952,0,reference_unknown
c0ca4649ce617a050581b627ed6644dff224648c5c89c330f6a916ff8c1cccdd,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,c0ca4649ce617a05.jpg,UNKNOWN,left,left,left,,15132.1349,14575.5324,cue_unknown
c575d38377ddb9ecdb9e79129d0d5632c8d8fa8bfdb11bf5ad6d9225745cbad4,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,c575d38377ddb9ec.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
c69c9c9be62b95aef59b73cb338bdf1bf62604dc67fe80e5a8b1290246fea875,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,c69c9c9be62b95ae.jpg,LEFT,left,left,left,,21341.1308,0,correct
c86845f2c4aee1c52b365bcca9213cba8eb4f4b74a27c9ef05384a135640c041,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,c86845f2c4aee1c5.jpg,UNKNOWN,right,right,right,,0,221.5648,cue_unknown
ca56356a47eb218eb21e5cb45cb2a8d53a273d00a5e42cda93aeda964b8c20bc,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,ca56356a47eb218e.jpg,UNKNOWN,unknown,unknown,right,unknown,0.0,0.0,reference_unknown
ca589d2e7eef98cd5138da3fc7ae06f6fe9f2975cbafb5a42ad82a2207988951,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,ca589d2e7eef98cd.jpg,LEFT,left,left,right,left,19825.8599,4192.5203,correct
ca6260dda060fa4a3a8e006c9c8f55f7d4987dd78ea1388df8f7576902ec0267,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,ca6260dda060fa4a.jpg,LEFT,left,left,left,,62100.4828,18039.9444,correct
cde254e433c4d060b19e2efb59c344f21f19435018cc5561377229feaebacf3d,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,cde254e433c4d060.jpg,RIGHT,right,right,right,,1189.1549,19612.3704,correct
ce979abfc96da9b6cb6bfcd8a6065f472785c35c6876344ac45c099e5b217146,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,ce979abfc96da9b6.jpg,UNKNOWN,unknown,unknown,unknown,,0,225.4765,reference_unknown
ceb08382c3f457fa0718ab521ce0f2e61193f5c335d5a0023ae8c5d20c1da474,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,ceb08382c3f457fa.jpg,LEFT,left,left,right,left,33940.6157,6500.6461,correct
cedda3f96c45d24179ee3d73c61501eba0a233918324301c4f1aa2e079a8223c,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,cedda3f96c45d241.jpg,UNKNOWN,right,right,right,,6541.5247,6119.4961,cue_unknown
cee5c624e5ad3803ed3b6da126b339fdc2077219e94568c4e66e854f731b49ac,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,cee5c624e5ad3803.jpg,LEFT,unknown,unknown,left,unknown,5706.12,2067.0939,reference_unknown
d038aa6b8c1e89f66a4053bd9ce875525e51a5c4f24953b5100765ae7d48d3f7,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,d038aa6b8c1e89f6.jpg,RIGHT,unknown,unknown,unknown,,853.5082,49812.0126,reference_unknown
d2eab5fc63e358cf2582f0ef6e36c414e8e5e458f25972b13ca36a1e6ab8c80a,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,d2eab5fc63e358cf.jpg,LEFT,left,left,left,,22566.659,969.6373,correct
d33da5b163550a34108439f37c1a8a0dee5b7ea289e241ffa0969ce341bc02e6,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,d33da5b163550a34.jpg,LEFT,right,right,right,,21884.1841,14627.8816,wrong
d585e04f6557ba82025c901f429304f99d6b5c464daf9af6ed78c64abb5fa067,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,d585e04f6557ba82.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
d5e61da8af47bb827f5972d0f98de1b8ca2353470120b4af17352e48875a10d1,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,d5e61da8af47bb82.jpg,RIGHT,unknown,unknown,unknown,,0,2877.9705,reference_unknown
d5e8fc9f3c7ca3a8f0666259012c7a84227a013a9ee6f93a9aebe8715b0bd07f,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,d5e8fc9f3c7ca3a8.jpg,UNKNOWN,unknown,unknown,unknown,,35322.7025,33579.2616,reference_unknown
d60c82ff24b2796aa7dcbab7b34537b73229267d99909842076298d1a50be1a7,basketball__fiba--x4DRmtYn4Q_s1531,basketball__fiba--x4DRmtYn4Q,d60c82ff24b2796a.jpg,RIGHT,right,right,right,,0,36409.2702,correct
d68dc449895a2a5b826713f4dfee8e09e8c58835866b91f3d04ba6da33d2c99f,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,d68dc449895a2a5b.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
d88f0affac71372e86110fa83b9de888f9e68afb53985333f8581000521f92ce,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,d88f0affac71372e.jpg,RIGHT,right,right,right,,1467.3166,14777.0823,correct
d8c71e1d4fcd0cf34ff08ec40fbf7263278d6e9dc0e827d29ceecc1f2e117e26,ncaa_basketball__QXFM3hlaDAk_s2725,ncaa_basketball__QXFM3hlaDAk,d8c71e1d4fcd0cf3.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
d995e3eaf438ed1e9211eac97a8c6d1efe6a82e50f8ecef612f8b1d3cd7ea77b,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,d995e3eaf438ed1e.jpg,LEFT,left,left,left,,61822.5608,4038.3627,correct
dbb5a6e113efee21bf3ff14573f24f33b2b508f3199e669d1bb85214b5fd8338,ncaa_basketball__WeheQidCPXI_s5351,ncaa_basketball__WeheQidCPXI,dbb5a6e113efee21.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
dfb5ead2e279fe05637f29e97c1e6ed8f73e3fcdd5491a63acc3cfc91a675448,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,dfb5ead2e279fe05.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
dff6069276242157f57563a1aba57637dc056102d4a69125d240af5190e50f3b,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,dff6069276242157.jpg,RIGHT,left,unknown,left,left,29546.7771,36909.2195,wrong
e05dd8c17dc3173d1755e170dae11a8cf719e13b4ea38345ac0027f8f8312787,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,e05dd8c17dc3173d.jpg,UNKNOWN,right,right,right,,548.7027,0,cue_unknown
