arm,state_key,split_id,state_ts,cluster_id,p_model,outcome,loss
A0,g390:4d4cfea838a047c54af112649205a1192f978b5179773030db3740d272430a68,9,2026-01-19T03:45:30+00:00,4d4cfea838a047c54af112649205a1192f978b5179773030db3740d272430a68,0.0,1,1.0
A0,g390:e414c921e9331c9c6cb97cd17cdde6cf08dd54931691d23116cf6fcb8904654b,9,2026-01-19T04:09:30+00:00,e414c921e9331c9c6cb97cd17cdde6cf08dd54931691d23116cf6fcb8904654b,0.0,1,1.0
A0,g390:2fe64d28cb18ab19038a3f89507381f11d2d211ce72b6fb10aad289f67bd8ead,9,2026-01-19T04:33:30+00:00,2fe64d28cb18ab19038a3f89507381f11d2d211ce72b6fb10aad289f67bd8ead,0.0,1,1.0
A0,g390:a5959793412f2de2d03694e9aae5db01fab4b08c4f8b0260997344a320c72be8,9,2026-01-19T04:57:30+00:00,a5959793412f2de2d03694e9aae5db01fab4b08c4f8b0260997344a320c72be8,0.0,1,1.0
A0,g390:4b90d2fd363eb516062bc8f49fd92e4214bbf18921d5dcfddac73ef542dec156,9,2026-01-19T05:21:30+00:00,4b90d2fd363eb516062bc8f49fd92e4214bbf18921d5dcfddac73ef542dec156,0.0,1,1.0
A0,g390:779d823c6747f97f30dbdc10ec8a9bd00ff91c00139acdc85d20138d88ce3baf,9,2026-01-19T05:45:30+00:00,779d823c6747f97f30dbdc10ec8a9bd00ff91c00139acdc85d20138d88ce3baf,0.0,1,1.0
A0,g390:adfe897bd5b6a32ab89286f2d6e60e86feb4f7b0e64d41e715d43e21dc8bd954,9,2026-01-19T11:53:30+00:00,adfe897bd5b6a32ab89286f2d6e60e86feb4f7b0e64d41e715d43e21dc8bd954,0.0,1,1.0
A0,g390:fe52609d79e5467948e775c5d106770d1bd996d87eda94f2c3a4fd1173a1372b,9,2026-01-19T12:17:30+00:00,fe52609d79e5467948e775c5d106770d1bd996d87eda94f2c3a4fd1173a1372b,0.0,0,0.0
A0,g390:ba0cc82a3fe4304cf23eb9b24a9da7d36dac016ca416f4afac57d6d468a8f0c1,9,2026-01-19T12:41:30+00:00,ba0cc82a3fe4304cf23eb9b24a9da7d36dac016ca416f4afac57d6d468a8f0c1,0.0,1,1.0
A0,g390:ee311d78fabf4f142cba98e2de9aaaa13cebafcfa70c4a5a6138c67cb9f83a46,9,2026-01-19T13:05:30+00:00,ee311d78fabf4f142cba98e2de9aaaa13cebafcfa70c4a5a6138c67cb9f83a46,0.0,1,1.0
A0,g390:91237c714d311e4b716de96beedb2ee2da3bb41ea73a5ea15ed68175697e3622,9,2026-01-19T13:29:30+00:00,91237c714d311e4b716de96beedb2ee2da3bb41ea73a5ea15ed68175697e3622,0.0,1,1.0
A0,g390:8d80190d0e2b0e2d086e05aa298aa9ca9dd23a189b569fc02e9a862c21919c5b,9,2026-01-19T20:01:30+00:00,8d80190d0e2b0e2d086e05aa298aa9ca9dd23a189b569fc02e9a862c21919c5b,0.0,0,0.0
A0,g390:98429c1bb9aea2b9ca593b6d3abb6b9741f73324527b6e8e3afc422d9f1058d9,9,2026-01-19T20:25:30+00:00,98429c1bb9aea2b9ca593b6d3abb6b9741f73324527b6e8e3afc422d9f1058d9,0.0,1,1.0
A0,g390:57f8aa9e46814f1e9b221b97b4ac21a6fb30da72427c990bd31fd4cf22b134e9,9,2026-01-19T20:49:30+00:00,57f8aa9e46814f1e9b221b97b4ac21a6fb30da72427c990bd31fd4cf22b134e9,0.0,1,1.0
A0,g390:716a47c0e6facd866ffd6faeaf0a77eb65fe7a72991782afed6281d0bf48e86b,9,2026-01-19T21:13:30+00:00,716a47c0e6facd866ffd6faeaf0a77eb65fe7a72991782afed6281d0bf48e86b,0.0,1,1.0
A0,g390:16c583e45b3936aa65d2dce0135ff0a6bd95f0fb9cd5725e34c56abbfae258b7,9,2026-01-19T21:37:30+00:00,16c583e45b3936aa65d2dce0135ff0a6bd95f0fb9cd5725e34c56abbfae258b7,0.0,1,1.0
A0,g390:c132da3e321d975c9f0e54dc4a04e319df17332e74c44876dd896bdb7605e1d9,9,2026-01-21T01:05:30+00:00,c132da3e321d975c9f0e54dc4a04e319df17332e74c44876dd896bdb7605e1d9,0.0,1,1.0
A0,g390:8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,9,2026-01-21T02:42:30+00:00,8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,0.0,1,1.0
A0,g390:5042276960abad3600bc36257c2fde450a2e98b8f28e7843e15266ae9da3411f,9,2026-01-21T04:00:30+00:00,5042276960abad3600bc36257c2fde450a2e98b8f28e7843e15266ae9da3411f,0.0,0,0.0
A0,g390:c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,9,2026-01-21T05:18:30+00:00,c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,0.0,0,0.0
A0,g390:b716e12e42a764637e3398a5d33153cd8133d4532da6039e2fa5adf783802d04,9,2026-01-21T06:55:30+00:00,b716e12e42a764637e3398a5d33153cd8133d4532da6039e2fa5adf783802d04,0.0,1,1.0
A0,g390:77f595ac7e96900a97da47e604df99289bf09e03a00255daba70a3138a307f1a,9,2026-01-21T08:13:30+00:00,77f595ac7e96900a97da47e604df99289bf09e03a00255daba70a3138a307f1a,0.0,0,0.0
A0,g390:74dfea90b16a6dbe567b70e6e56e83126056d39e73f012a369305be9f00deb7f,9,2026-01-21T09:31:30+00:00,74dfea90b16a6dbe567b70e6e56e83126056d39e73f012a369305be9f00deb7f,0.0,0,0.0
A0,g390:3da016070261f317f62e1023453b415bfc76365c7aca1bbb75ed144cf77b5be2,9,2026-01-21T11:08:30+00:00,3da016070261f317f62e1023453b415bfc76365c7aca1bbb75ed144cf77b5be2,0.0,0,0.0
A0,g390:918f12e96516f2d52f3a4b88f0ab8846a71ca4e7e3deec9fa422a0d888934753,9,2026-01-21T12:26:30+00:00,918f12e96516f2d52f3a4b88f0ab8846a71ca4e7e3deec9fa422a0d888934753,0.0,1,1.0
A0,g390:0cd4a064a09a5aef1b0a15bf646ad3462b57c51d326009f471d0e1de9e417f56,9,2026-01-21T13:44:30+00:00,0cd4a064a09a5aef1b0a15bf646ad3462b57c51d326009f471d0e1de9e417f56,0.0,1,1.0
A0,g390:ebc26084e402a1376edef7e983ef560631e47f7618866adb9cabbe895979069c,9,2026-01-21T15:21:30+00:00,ebc26084e402a1376edef7e983ef560631e47f7618866adb9cabbe895979069c,0.0,0,0.0
A0,g390:2bb500a83daf3afa5636a418a3a2a1a45600bc7c1f071b8732fc6c6c0d9ff236,9,2026-01-21T16:39:30+00:00,2bb500a83daf3afa5636a418a3a2a1a45600bc7c1f071b8732fc6c6c0d9ff236,0.0,1,1.0
A0,g390:d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,9,2026-01-21T17:57:30+00:00,d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,0.0,1,1.0
A0,g390:f4745b0656259bef203c918c65d63093e234ab37fc411cadaaf85511c6515173,9,2026-01-21T19:34:30+00:00,f4745b0656259bef203c918c65d63093e234ab37fc411cadaaf85511c6515173,0.0,1,1.0
A0,g390:4aa64724a263ec9b72c8b0dd853da47466633fa55c1c9695305bd39c59a52bb9,9,2026-01-21T20:52:30+00:00,4aa64724a263ec9b72c8b0dd853da47466633fa55c1c9695305bd39c59a52bb9,0.0,1,1.0
A0,g390:0fe4c8ddae336a282ae19bce206c65ec4a54eed69b2eb6303488544000d2c7a7,9,2026-01-21T23:47:30+00:00,0fe4c8ddae336a282ae19bce206c65ec4a54eed69b2eb6303488544000d2c7a7,0.0,0,0.0
A0,g390:3427c8976d82fa8ad83e5576b91d3e5733d1fbf89c6b8c1e199dac4877e6d29c,9,2026-01-27T01:04:30+00:00,3427c8976d82fa8ad83e5576b91d3e5733d1fbf89c6b8c1e199dac4877e6d29c,0.0,0,0.0
A0,g390:263140f3bad0766eea3bd19f135b64591ae55a35c9172a97507e475fd3b50ce8,9,2026-01-27T01:50:30+00:00,263140f3bad0766eea3bd19f135b64591ae55a35c9172a97507e475fd3b50ce8,0.0,0,0.0
A0,g390:442d0172d04ac1e8943bee1b954bfdb4822abae9d0042570a86d02100364d12c,9,2026-01-27T02:04:30+00:00,442d0172d04ac1e8943bee1b954bfdb4822abae9d0042570a86d02100364d12c,0.0,0,0.0
A0,g390:dbfe4e1eba57759ee12eb943f83ae31ebbb6bdcf8fa04c34096469c5518264e1,9,2026-01-27T02:50:30+00:00,dbfe4e1eba57759ee12eb943f83ae31ebbb6bdcf8fa04c34096469c5518264e1,0.0,0,0.0
A0,g390:0a8431fe20e09972aa2278fb7c06501abaee90d8ce1b8e76211ba80117be76ff,9,2026-01-27T04:14:30+00:00,0a8431fe20e09972aa2278fb7c06501abaee90d8ce1b8e76211ba80117be76ff,0.0,0,0.0
A0,g390:c65af6218d9d532cae62889364d729981428c23c9d43830bd3504f1a748b52e0,9,2026-01-27T05:00:30+00:00,c65af6218d9d532cae62889364d729981428c23c9d43830bd3504f1a748b52e0,0.0,0,0.0
A0,g390:299468af20c51dbf3e2090310433847fecdb8dbc1138dae74f3314da344bebf7,9,2026-01-27T05:14:30+00:00,299468af20c51dbf3e2090310433847fecdb8dbc1138dae74f3314da344bebf7,0.0,0,0.0
A0,g390:fb1b5db3afd29b4429d1c5f2e93da793e200c5c617464d3c5b86b9e2536f263f,9,2026-01-27T06:00:30+00:00,fb1b5db3afd29b4429d1c5f2e93da793e200c5c617464d3c5b86b9e2536f263f,0.0,0,0.0
A0,g390:6e9a9606a37272072d57e2ba023017b5a1b19b113c5c2ecca9d116b759b40a8e,9,2026-01-27T06:14:30+00:00,6e9a9606a37272072d57e2ba023017b5a1b19b113c5c2ecca9d116b759b40a8e,0.0,1,1.0
A0,g390:ee801423da414b14e6d3486a617cf36e811a3a45f4803bb1f651b3b9969cdde6,9,2026-01-27T07:00:30+00:00,ee801423da414b14e6d3486a617cf36e811a3a45f4803bb1f651b3b9969cdde6,0.0,0,0.0
A0,g390:eb8de85a969dce960afe18c4b0a0dd3c1e4822bf1d964c42b3ef12c875ecec93,9,2026-01-27T08:24:30+00:00,eb8de85a969dce960afe18c4b0a0dd3c1e4822bf1d964c42b3ef12c875ecec93,0.0,0,0.0
A0,g390:aa7a1eaec87df65e2b7d64bfecc024f9de427b8753f82f758e89b8a49e91c3a1,9,2026-01-27T09:10:30+00:00,aa7a1eaec87df65e2b7d64bfecc024f9de427b8753f82f758e89b8a49e91c3a1,0.0,0,0.0
A0,g390:6df3a9076a298c3efb2f8d1743dcea54dbeb3b81bcc939addd9ea373a4950d64,9,2026-01-27T09:24:30+00:00,6df3a9076a298c3efb2f8d1743dcea54dbeb3b81bcc939addd9ea373a4950d64,0.0,1,1.0
A0,g390:869565cc29e682f768af4e8a71fbf9eb8f6febd9b6d7b29068f46a96acd4833b,9,2026-01-27T10:10:30+00:00,869565cc29e682f768af4e8a71fbf9eb8f6febd9b6d7b29068f46a96acd4833b,0.0,0,0.0
A0,g390:bdd7a34c674c502ba824b19561ff5b2397f1e1acae43c4a777338829e96ce8be,9,2026-01-27T10:24:30+00:00,bdd7a34c674c502ba824b19561ff5b2397f1e1acae43c4a777338829e96ce8be,0.0,1,1.0
A0,g390:7103bd5e7dc79ca3e7f68d410e84c3abf20cba98a32b1aec25261092f07a0cf9,9,2026-01-27T11:10:30+00:00,7103bd5e7dc79ca3e7f68d410e84c3abf20cba98a32b1aec25261092f07a0cf9,0.0,1,1.0
A0,g390:5c506515db87449e470232ee6f57f63de339cfc44f0bca1a18e25fa592f43911,9,2026-01-27T12:34:30+00:00,5c506515db87449e470232ee6f57f63de339cfc44f0bca1a18e25fa592f43911,0.0,1,1.0
A0,g390:10b7527d032113b5905db2fdb928363340fd21b44af451a2bcb7c0e72d1f9476,9,2026-01-27T13:20:30+00:00,10b7527d032113b5905db2fdb928363340fd21b44af451a2bcb7c0e72d1f9476,0.0,0,0.0
A0,g390:2798587f7b5c02fe536e630ee40987bd0f34b43bcaf7955ba3ad6428db39ffef,9,2026-01-27T13:34:30+00:00,2798587f7b5c02fe536e630ee40987bd0f34b43bcaf7955ba3ad6428db39ffef,0.0,0,0.0
A0,g390:068d095b39c71754f062e92ea196aa17f6764e08ad7b0053237dd14ef4d5a1ea,9,2026-01-27T14:20:30+00:00,068d095b39c71754f062e92ea196aa17f6764e08ad7b0053237dd14ef4d5a1ea,0.0,1,1.0
A0,g390:f8df04ea06fa81ed43ef7cb9921b715e956561135c2c08d3e6e94e3dd8aaaa40,9,2026-01-27T14:34:30+00:00,f8df04ea06fa81ed43ef7cb9921b715e956561135c2c08d3e6e94e3dd8aaaa40,0.0,0,0.0
A0,g390:ed5e6a35bf81817508284dc95ee8cf3daa1b7c2f5f0e82f5d3c62bf21594a6ac,9,2026-01-27T15:20:30+00:00,ed5e6a35bf81817508284dc95ee8cf3daa1b7c2f5f0e82f5d3c62bf21594a6ac,0.0,1,1.0
A0,g390:0a6565dfbcddaef56b56582099b31117fea20682cefe1c2c949467e518004210,9,2026-01-27T16:44:30+00:00,0a6565dfbcddaef56b56582099b31117fea20682cefe1c2c949467e518004210,0.0,0,0.0
A0,g390:8c364576216e062ae80d7dc44545f90fb9c96f55698c6ba3bdd9b5843e975ed1,9,2026-01-27T17:30:30+00:00,8c364576216e062ae80d7dc44545f90fb9c96f55698c6ba3bdd9b5843e975ed1,0.0,0,0.0
A0,g390:28f423d90721962afc1a8038875cbe9d37b19e7109a4fd4b9122f4dc6cb33e54,9,2026-01-27T17:44:30+00:00,28f423d90721962afc1a8038875cbe9d37b19e7109a4fd4b9122f4dc6cb33e54,0.0,0,0.0
A0,g390:2bbe984f4a74b18664c665c3420d3ce26fbf10d4597350334bca69f149859531,9,2026-01-27T18:30:30+00:00,2bbe984f4a74b18664c665c3420d3ce26fbf10d4597350334bca69f149859531,0.0,1,1.0
A0,g390:fe43ac29fa44c79f826c70d1c1d94a9e2103776c202658465ea8e521a18bbd51,9,2026-01-27T20:54:30+00:00,fe43ac29fa44c79f826c70d1c1d94a9e2103776c202658465ea8e521a18bbd51,0.0,0,0.0
A0,g390:ff3827e714e6175283a4ec3cdaed1d8caf9ebf2edba6382942397cb3bf4b0c68,9,2026-01-27T21:40:30+00:00,ff3827e714e6175283a4ec3cdaed1d8caf9ebf2edba6382942397cb3bf4b0c68,0.0,0,0.0
A0,g390:44d2f30b6681695e77550c038399325baf57949ab9014f8987391fdc3b726d4d,9,2026-01-27T21:54:30+00:00,44d2f30b6681695e77550c038399325baf57949ab9014f8987391fdc3b726d4d,0.0,0,0.0
A0,g390:ef983fcccd3ace70e36529b4b04e37276a495637ee40416fe155baedcb6ec0af,9,2026-01-27T22:40:30+00:00,ef983fcccd3ace70e36529b4b04e37276a495637ee40416fe155baedcb6ec0af,0.0,0,0.0
A0,g390:ba9c0b904e8171f4134c59b7fee28daa443976ce8cac81f285844d4d70d6d696,10,2026-01-01T01:45:30+00:00,ba9c0b904e8171f4134c59b7fee28daa443976ce8cac81f285844d4d70d6d696,0.0,0,0.0
A0,g390:18d717b95aad33aa5ace24439cc7b0c3b314759f3b28605f5dad903c3cb30072,10,2026-01-01T02:48:30+00:00,18d717b95aad33aa5ace24439cc7b0c3b314759f3b28605f5dad903c3cb30072,0.0,1,1.0
A0,g390:bfadf48da1eb124ed856eca38b95e4675f9becb12d7a269a0755e5d327aa446d,10,2026-01-01T03:51:30+00:00,bfadf48da1eb124ed856eca38b95e4675f9becb12d7a269a0755e5d327aa446d,1.0,0,1.0
A0,g390:5fe37d0cc403ac6644112f66c699629734cb9993c20b2a1caa86c322304128fb,10,2026-01-01T04:54:30+00:00,5fe37d0cc403ac6644112f66c699629734cb9993c20b2a1caa86c322304128fb,0.0,0,0.0
A0,g390:dda11891cd04021c790547c6e60d5788398c223b6a9d480d2c40b8eed5d5cfb9,10,2026-01-01T05:57:30+00:00,dda11891cd04021c790547c6e60d5788398c223b6a9d480d2c40b8eed5d5cfb9,0.0,0,0.0
A0,g390:dc30f641fd411f5eae982edb6032c3c5d34a421e8174341e4f16b62bb2b7dfb6,10,2026-01-01T07:00:30+00:00,dc30f641fd411f5eae982edb6032c3c5d34a421e8174341e4f16b62bb2b7dfb6,0.0,0,0.0
A0,g390:01624a78bbc487d9602526cfe4540a4fe96c753bc7e126774fc5c604335e2917,10,2026-01-01T10:06:30+00:00,01624a78bbc487d9602526cfe4540a4fe96c753bc7e126774fc5c604335e2917,1.0,1,0.0
A0,g390:37bec05d324a20b5dbde969991f97f107abbfe1716d257d72e1c10f115f5b1a0,10,2026-01-01T11:09:30+00:00,37bec05d324a20b5dbde969991f97f107abbfe1716d257d72e1c10f115f5b1a0,0.0,1,1.0
A0,g390:2eb34d6a761b39ab9284313fe5e2b742d2437777f6a37478ab17b86dcb726562,10,2026-01-01T12:12:30+00:00,2eb34d6a761b39ab9284313fe5e2b742d2437777f6a37478ab17b86dcb726562,0.0,0,0.0
A0,g390:a9e2b0ad85126386ae29c4ab1befa72fa1d45eb8803eb0a9bfb20650582cbe8e,10,2026-01-01T13:15:30+00:00,a9e2b0ad85126386ae29c4ab1befa72fa1d45eb8803eb0a9bfb20650582cbe8e,0.0,0,0.0
A0,g390:9b505d1a36458beb200cdf80b58417e1dbed1044248aad1aa9a5bb1afa8012a6,10,2026-01-01T14:18:30+00:00,9b505d1a36458beb200cdf80b58417e1dbed1044248aad1aa9a5bb1afa8012a6,0.0,0,0.0
A0,g390:6d639eeba20508f9d7d588e211ab62f246448f56ce3e091f3f1cec70dcd0acfc,10,2026-01-01T18:27:30+00:00,6d639eeba20508f9d7d588e211ab62f246448f56ce3e091f3f1cec70dcd0acfc,0.0,1,1.0
A0,g390:6fed7dc9b40b039c561610c7427be477b3bc1311793462e80035b11386c30eb1,10,2026-01-01T19:30:30+00:00,6fed7dc9b40b039c561610c7427be477b3bc1311793462e80035b11386c30eb1,0.0,1,1.0
A0,g390:bf815b63838042db36835710188387ec5ee3354a39e5eb8a7cb4ce384172769a,10,2026-01-01T20:33:30+00:00,bf815b63838042db36835710188387ec5ee3354a39e5eb8a7cb4ce384172769a,0.0,1,1.0
A0,g390:d071617e6ff7d7120790d82a82b255c8a649f88a0bbc46d50e2d9a5498ae3032,10,2026-01-01T21:36:30+00:00,d071617e6ff7d7120790d82a82b255c8a649f88a0bbc46d50e2d9a5498ae3032,0.0,0,0.0
A0,g390:b269053e49ec9b387d5de45db8143142eca8cb0ffb842e4a20495cf0d5e77069,10,2026-01-01T22:39:30+00:00,b269053e49ec9b387d5de45db8143142eca8cb0ffb842e4a20495cf0d5e77069,0.0,0,0.0
A0,g390:f8603da6a2db0191583ad827e2d55ad117d410d0ef6050d6d8fdadba18781081,10,2026-01-03T04:47:30+00:00,f8603da6a2db0191583ad827e2d55ad117d410d0ef6050d6d8fdadba18781081,0.0,0,0.0
A0,g390:b264cffd139ad025805e92c60eefcbbd45708fe59a50f29f40f4da32b464b8b7,10,2026-01-03T05:23:30+00:00,b264cffd139ad025805e92c60eefcbbd45708fe59a50f29f40f4da32b464b8b7,0.0,1,1.0
A0,g390:b0dfa7dc180e0279af1722e6d8da32ae910dc2c1a1af97d723c957dc70140869,10,2026-01-03T05:59:30+00:00,b0dfa7dc180e0279af1722e6d8da32ae910dc2c1a1af97d723c957dc70140869,0.0,0,0.0
A0,g390:a1d483474a18dd31d5f984b5f1087ea40b411cf29e97b5d9a57326ed48280927,10,2026-01-03T06:35:30+00:00,a1d483474a18dd31d5f984b5f1087ea40b411cf29e97b5d9a57326ed48280927,0.0,1,1.0
A0,g390:054db0ba29fc8e4ded1791cd9cf25f22812f33c60f74080c78cf35f4f69e10f8,10,2026-01-03T07:11:30+00:00,054db0ba29fc8e4ded1791cd9cf25f22812f33c60f74080c78cf35f4f69e10f8,0.0,1,1.0
A0,g390:d1faf8156156685b9d8b42b595f0986afc7ca0af8841399b7daae6755d341f1f,10,2026-01-03T07:47:30+00:00,d1faf8156156685b9d8b42b595f0986afc7ca0af8841399b7daae6755d341f1f,0.0,0,0.0
A0,g390:dec72afbbafe76fbbc0b94920387810768a7086b109ca0a4e09efd2c27842de8,10,2026-01-03T12:59:30+00:00,dec72afbbafe76fbbc0b94920387810768a7086b109ca0a4e09efd2c27842de8,0.0,0,0.0
A0,g390:9df5e693833bdfac95d917b4ed440d5999ecaf8091a3819ad3b741737a6390d9,10,2026-01-03T13:35:30+00:00,9df5e693833bdfac95d917b4ed440d5999ecaf8091a3819ad3b741737a6390d9,0.0,1,1.0
A0,g390:e2758462fda61984e7b653289770e70d3566a2aab44059917dba0e811c0c2ea8,10,2026-01-03T14:11:30+00:00,e2758462fda61984e7b653289770e70d3566a2aab44059917dba0e811c0c2ea8,0.0,1,1.0
A0,g390:0fcb847654626ca47b1cea6a7c42470ec4bdb91e299b01c2b0bb442e1e315b72,10,2026-01-03T14:47:30+00:00,0fcb847654626ca47b1cea6a7c42470ec4bdb91e299b01c2b0bb442e1e315b72,0.0,1,1.0
A0,g390:5dfbffaacae647643991cae5464059616876c343b6bf5b5b13b91ca12b29f7c0,10,2026-01-03T15:23:30+00:00,5dfbffaacae647643991cae5464059616876c343b6bf5b5b13b91ca12b29f7c0,0.0,1,1.0
A0,g390:7f5565ff893c451ea2f13bc412b7dd85c7098b67626f4d6817ca098cf6477b04,10,2026-01-03T21:11:30+00:00,7f5565ff893c451ea2f13bc412b7dd85c7098b67626f4d6817ca098cf6477b04,0.0,1,1.0
A0,g390:1ef290866cdef99eac79963839aae1037aedcca489dfd0eb48cf2e68e655d97f,10,2026-01-03T21:47:30+00:00,1ef290866cdef99eac79963839aae1037aedcca489dfd0eb48cf2e68e655d97f,0.0,1,1.0
A0,g390:1574171a0438267ad6899c56745773b4dc6b78e79bc455a83bfb15774fc9f7d9,10,2026-01-03T22:23:30+00:00,1574171a0438267ad6899c56745773b4dc6b78e79bc455a83bfb15774fc9f7d9,0.0,1,1.0
A0,g390:1bf643c2eec3b066c6c9ef5bf4972ec773b2be2c1c1bb4dc728159a46d1efac5,10,2026-01-03T22:59:30+00:00,1bf643c2eec3b066c6c9ef5bf4972ec773b2be2c1c1bb4dc728159a46d1efac5,0.0,1,1.0
A0,g390:98c7fd78a17a81f7c63ce09f22d3daaa888a6bd1fe84fee11323ef268fe8d1c2,10,2026-01-03T23:35:30+00:00,98c7fd78a17a81f7c63ce09f22d3daaa888a6bd1fe84fee11323ef268fe8d1c2,0.0,0,0.0
A0,g390:554d4042c10083a140c7068ca38045bd46a198e42b1e25ac8609ab44881eedf3,10,2026-01-05T01:27:30+00:00,554d4042c10083a140c7068ca38045bd46a198e42b1e25ac8609ab44881eedf3,0.0,0,0.0
A0,g390:e848892b2b1700dc05b6c9a1b91fdb65db644b5ae13bebecf3cec627330c222f,10,2026-01-05T02:31:30+00:00,e848892b2b1700dc05b6c9a1b91fdb65db644b5ae13bebecf3cec627330c222f,0.0,1,1.0
A0,g390:29396a12ecc8abc4e34ee6c08b698ea1b464d1df679a2019eaab5d52e5a453ad,10,2026-01-05T04:07:30+00:00,29396a12ecc8abc4e34ee6c08b698ea1b464d1df679a2019eaab5d52e5a453ad,0.0,0,0.0
A0,g390:88a603090bfcfe4a80920f2a07ffabcce75448d2962c53c0b3ef4579d500ab51,10,2026-01-05T05:43:30+00:00,88a603090bfcfe4a80920f2a07ffabcce75448d2962c53c0b3ef4579d500ab51,0.0,1,1.0
A0,g390:3130cfa098e54f28258c10bf925e8b4e8c0c0f33b36a0afd2aeb3c4ff383c93a,10,2026-01-05T06:47:30+00:00,3130cfa098e54f28258c10bf925e8b4e8c0c0f33b36a0afd2aeb3c4ff383c93a,0.0,0,0.0
A0,g390:e1f1ab7f928fd7ed75aa5f0b6f631cd8fafd683a4bc8ff9d402ac37631b8d07d,10,2026-01-05T08:23:30+00:00,e1f1ab7f928fd7ed75aa5f0b6f631cd8fafd683a4bc8ff9d402ac37631b8d07d,0.0,1,1.0
A0,g390:c8584a3adc7a13ed1dca39a2b55f3b733471de4a305e600c49d0421adc94c7c7,10,2026-01-05T09:59:30+00:00,c8584a3adc7a13ed1dca39a2b55f3b733471de4a305e600c49d0421adc94c7c7,0.0,1,1.0
A0,g390:0e3b7e8661689213774c1287168ca73ac6945355d8efbfeef736625138e5b201,10,2026-01-05T11:03:30+00:00,0e3b7e8661689213774c1287168ca73ac6945355d8efbfeef736625138e5b201,0.0,1,1.0
A0,g390:e216c414f1c498045aabde10065362f14bd929d33c38bfbb775608b7dc072160,10,2026-01-05T12:39:30+00:00,e216c414f1c498045aabde10065362f14bd929d33c38bfbb775608b7dc072160,0.0,1,1.0
A0,g390:67cf74d777b13d0d1892db39626731a60588c3b5c02beae8de26f7af1afe3062,10,2026-01-05T14:15:30+00:00,67cf74d777b13d0d1892db39626731a60588c3b5c02beae8de26f7af1afe3062,0.0,1,1.0
A0,g390:bee7aed2a269d4d91f5c4f6a07d39f6205626c9d47906c101c38999d7acf8640,10,2026-01-05T15:19:30+00:00,bee7aed2a269d4d91f5c4f6a07d39f6205626c9d47906c101c38999d7acf8640,0.0,0,0.0
A0,g390:bf661bdb958235995b9bc4f4c5137dfb29c1a3f5d720f4fd581015db775cf124,10,2026-01-05T16:55:30+00:00,bf661bdb958235995b9bc4f4c5137dfb29c1a3f5d720f4fd581015db775cf124,0.0,1,1.0
A0,g390:2d4b0c99d15d4db6fe8ae0cc36eb685d80bb3b10efba8902878330d54af88916,10,2026-01-05T19:35:30+00:00,2d4b0c99d15d4db6fe8ae0cc36eb685d80bb3b10efba8902878330d54af88916,0.0,0,0.0
A0,g390:a9b8c4b4cd72589b687eb3bd4225b9d1e5f700b1c5a29e9526ae42b066206641,10,2026-01-05T21:11:30+00:00,a9b8c4b4cd72589b687eb3bd4225b9d1e5f700b1c5a29e9526ae42b066206641,0.0,1,1.0
A0,g390:06b61a76a7ed92f4e227015c169b53e2bd2699dd8c7c5fe8fb0f38d92c9527a6,10,2026-01-05T23:51:30+00:00,06b61a76a7ed92f4e227015c169b53e2bd2699dd8c7c5fe8fb0f38d92c9527a6,0.0,1,1.0
A0,g390:88dc262ed7483d434a187baede6dae4860a8e1088a47edb72a9ca5b6dcc0a5df,10,2026-01-07T01:01:30+00:00,88dc262ed7483d434a187baede6dae4860a8e1088a47edb72a9ca5b6dcc0a5df,0.0,1,1.0
A0,g390:4b5b66ab7b3050228a0cd033f4234af41a9e91813b3f571cf5b71e4eadf64e10,10,2026-01-07T01:55:30+00:00,4b5b66ab7b3050228a0cd033f4234af41a9e91813b3f571cf5b71e4eadf64e10,0.0,0,0.0
A0,g390:c6b1b8c35c709efae26af0bbeac7500174a3228c4404977d7e0f75eb78c7ea64,10,2026-01-07T02:49:30+00:00,c6b1b8c35c709efae26af0bbeac7500174a3228c4404977d7e0f75eb78c7ea64,0.0,1,1.0
A0,g390:3f21f1ddaf0bf659c0e6b1a2729684e4bf9314a76b2c3fd356f62c5524ca8d68,10,2026-01-07T03:43:30+00:00,3f21f1ddaf0bf659c0e6b1a2729684e4bf9314a76b2c3fd356f62c5524ca8d68,0.0,1,1.0
A0,g390:49759debf1d117119d61a2cf7a79034cc51e177d741377a0fd4b679f7c43cb27,10,2026-01-07T04:37:30+00:00,49759debf1d117119d61a2cf7a79034cc51e177d741377a0fd4b679f7c43cb27,0.0,1,1.0
A0,g390:79d61366b098f87b894d826709044c542f305dafed53474de86423a3541acb4c,10,2026-01-07T08:25:30+00:00,79d61366b098f87b894d826709044c542f305dafed53474de86423a3541acb4c,0.0,0,0.0
