frame,team,momentum
2565,green,0.2561
2565,white,0.2453
2568,green,0.256
2568,white,0.2456
2571,green,0.2549
2571,white,0.2467
2574,green,0.2544
2574,white,0.2472
2577,green,0.2531
2577,white,0.2487
2580,green,0.2526
2580,white,0.2495
2583,green,0.2529
2583,white,0.2478
2586,green,0.2511
2586,white,0.2479
2589,green,0.2504
2589,white,0.2474
2592,green,0.2493
2592,white,0.2471
2595,green,0.2483
2595,white,0.2466
2598,green,0.2475
2598,white,0.2459
2601,green,0.2481
2601,white,0.2435
2604,green,0.2474
2604,white,0.2426
2607,green,0.246
2607,white,0.2423
2610,green,0.2452
2610,white,0.2414
2613,green,0.2449
2613,white,0.2403
2616,green,0.244
2616,white,0.2397
2619,green,0.2438
2619,white,0.2385
2622,green,0.2431
2622,white,0.2378
2625,green,0.2428
2625,white,0.2369
2628,green,0.2423
2628,white,0.2361
2631,green,0.2432
2631,white,0.2339
2634,green,0.2415
2634,white,0.2346
2637,green,0.2408
2637,white,0.2336
2640,green,0.2407
2640,white,0.2318
2643,green,0.2419
2643,white,0.2287
2646,green,0.2426
2646,white,0.226
2649,green,0.2436
2649,white,0.2239
2652,green,0.2443
2652,white,0.2222
2655,green,0.2444
2655,white,0.2203
2658,green,0.2456
2658,white,0.2173
2661,green,0.2451
2661,white,0.216
2664,green,0.2456
2664,white,0.2138
2667,green,0.2459
2667,white,0.2116
2670,green,0.2447
2670,white,0.2109
2673,green,0.2443
2673,white,0.2117
2676,green,0.2438
2676,white,0.213
2679,green,0.2432
2679,white,0.2142
2682,green,0.2433
2682,white,0.2146
2685,green,0.2437
2685,white,0.2152
2688,green,0.2443
2688,white,0.2155
2691,green,0.2449
2691,white,0.216
2694,green,0.2449
2694,white,0.216
2697,green,0.2457
2697,white,0.2152
2700,green,0.246
2700,white,0.2161
2703,green,0.2459
2703,white,0.2172
2706,green,0.2453
2706,white,0.2176
2709,green,0.2456
2709,white,0.217
2712,green,0.246
2712,white,0.2175
2715,green,0.2447
2715,white,0.2181
2718,green,0.2443
2718,white,0.2164
2721,green,0.2408
2721,white,0.2177
2724,green,0.241
2724,white,0.2166
2727,green,0.2399
2727,white,0.2175
2730,green,0.2395
2730,white,0.2177
2733,green,0.2395
2733,white,0.2177
2736,green,0.2378
2736,white,0.2193
2739,green,0.2346
2739,white,0.2203
2742,green,0.2326
2742,white,0.2201
2745,green,0.2305
2745,white,0.2222
2748,green,0.2268
2748,white,0.226
2751,green,0.2243
2751,white,0.2285
2754,green,0.2226
2754,white,0.2302
2757,green,0.2211
2757,white,0.2318
2760,green,0.2213
2760,white,0.2317
2763,green,0.2199
2763,white,0.2324
2766,green,0.2193
2766,white,0.2323
2769,green,0.2179
2769,white,0.233
2772,green,0.2164
2772,white,0.2338
2775,white,0.2341
2778,green,0.2149
2778,white,0.2349
2781,green,0.2133
2781,white,0.2355
2784,green,0.2117
2784,white,0.2366
2787,green,0.2095
2787,white,0.2393
2790,green,0.208
2790,white,0.2396
2793,green,0.2066
2793,white,0.2399
2796,green,0.205
2796,white,0.2409
2799,green,0.2042
2799,white,0.2424
2802,green,0.2024
2802,white,0.2429
2805,green,0.2007
2805,white,0.2433
2808,green,0.2006
2808,white,0.2454
2811,green,0.2003
2811,white,0.2472
2814,green,0.1999
2814,white,0.2478
2817,green,0.1998
2817,white,0.2479
2820,green,0.1999
2820,white,0.2494
2823,green,0.1986
2823,white,0.2524
2826,green,0.1959
2826,white,0.2525
2829,green,0.1959
2829,white,0.2537
2832,green,0.1966
2832,white,0.2548
2835,green,0.1971
2835,white,0.2544
2838,green,0.1964
2838,white,0.2546
2841,green,0.1972
2841,white,0.2539
2844,green,0.1979
2844,white,0.254
2847,green,0.1978
2847,white,0.2542
2850,green,0.1975
2850,white,0.2545
2853,green,0.1976
2853,white,0.2544
2856,green,0.1992
2856,white,0.2527
2859,green,0.2002
2859,white,0.2517
2862,green,0.2008
2862,white,0.2511
2865,green,0.1999
2865,white,0.2521
2868,green,0.2004
2868,white,0.2519
2871,green,0.2
2871,white,0.2527
2874,green,0.2
2874,white,0.2531
2877,green,0.2021
2877,white,0.2514
2880,green,0.2033
2880,white,0.2506
2883,green,0.2034
2883,white,0.2506
2886,green,0.2035
2886,white,0.2506
2889,green,0.2031
2889,white,0.2511
2892,green,0.2036
2892,white,0.2506
2895,green,0.2047
2895,white,0.2495
2898,green,0.2058
2898,white,0.2486
2901,green,0.2059
2901,white,0.2486
2904,green,0.2057
2904,white,0.249
2907,green,0.2053
2907,white,0.2495
2910,green,0.2053
2910,white,0.2497
2913,green,0.2042
2913,white,0.2512
2916,green,0.2023
2916,white,0.2537
2919,green,0.2028
2919,white,0.2557
2922,green,0.2035
2922,white,0.2576
2925,green,0.2024
2925,white,0.2614
2928,green,0.2031
2928,white,0.263
2931,green,0.2027
2931,white,0.2657
2934,green,0.2025
2934,white,0.2684
2937,green,0.2025
2937,white,0.2708
2940,green,0.2016
2940,white,0.2743
2943,green,0.2021
2943,white,0.2763
2946,green,0.2004
2946,white,0.2806
2949,green,0.1992
2949,white,0.2843
2952,green,0.1978
2952,white,0.2872
2955,green,0.1997
2955,white,0.2867
2958,green,0.1996
2958,white,0.2884
2961,green,0.1996
2961,white,0.2898
2964,green,0.1992
2964,white,0.2918
2967,green,0.1978
2967,white,0.2944
2970,green,0.1967
2970,white,0.2968
2973,green,0.1968
2973,white,0.2984
2976,green,0.1958
2976,white,0.3012
2979,green,0.1968
2979,white,0.3019
2980,green,0.2017
2980,white,0.302
2982,green,0.2041
2982,white,0.3046
2983,green,0.2074
2983,white,0.3063
2985,green,0.2101
2985,white,0.3085
2986,green,0.2133
2986,white,0.3101
2988,green,0.2187
2988,white,0.3096
2989,green,0.2222
2989,white,0.3108
2991,green,0.2285
2991,white,0.3094
2992,green,0.2337
2992,white,0.3085
2994,green,0.2369
2994,white,0.308
2995,green,0.2395
2995,white,0.308
2997,green,0.2438
2997,white,0.3047
2998,green,0.2479
2998,white,0.3021
3000,green,0.2515
3000,white,0.3
3001,green,0.255
3001,white,0.298
3003,green,0.2579
3003,white,0.2965
3004,green,0.2626
3004,white,0.2927
3006,green,0.2648
3006,white,0.2913
3007,green,0.2681
3007,white,0.2888
3009,green,0.27
3009,white,0.2877
3010,green,0.2723
3010,white,0.287
3012,green,0.2742
3012,white,0.2866
3013,green,0.2775
3013,white,0.285
3015,white,0.2827
3016,green,0.2815
3016,white,0.2803
3018,white,0.2781
3019,green,0.2847
3019,white,0.2771
3021,green,0.2885
3021,white,0.2754
3022,green,0.2911
3022,white,0.2732
3024,green,0.2934
3024,white,0.2729
3025,green,0.2975
3025,white,0.2735
3027,white,0.2719
3028,green,0.3002
3028,white,0.271
3030,green,0.2966
3030,white,0.2704
3031,green,0.296
3031,white,0.2687
3033,green,0.2952
3033,white,0.2686
3034,green,0.2969
3034,white,0.266
3036,green,0.2975
3036,white,0.2658
3037,green,0.2958
3037,white,0.2642
3039,white,0.2626
3040,green,0.2953
3040,white,0.2614
3042,green,0.2933
3042,white,0.2611
3043,green,0.2936
3043,white,0.2611
3045,green,0.2933
3045,white,0.2604
3046,green,0.2924
3046,white,0.2606
3048,white,0.2595
3049,green,0.293
3049,white,0.2595
3051,white,0.2592
3052,green,0.2929
3052,white,0.259
3054,white,0.2574
3055,green,0.2932
3055,white,0.2558
3057,white,0.2556
3058,green,0.2935
3058,white,0.2556
3060,green,0.293
3060,white,0.2565
3061,green,0.2931
3061,white,0.2567
3063,green,0.2933
3063,white,0.2568
3064,green,0.2931
3064,white,0.2563
3066,green,0.2964
3066,white,0.2548
3067,green,0.298
3067,white,0.2543
3069,green,0.2978
3069,white,0.2543
3070,green,0.2988
3070,white,0.2531
3072,green,0.2968
3072,white,0.2546
3073,green,0.2973
3073,white,0.2549
3075,green,0.2964
3075,white,0.254
3076,green,0.2977
3076,white,0.2532
3078,green,0.2974
3078,white,0.2543
3079,green,0.2982
3079,white,0.2552
3081,green,0.297
3081,white,0.2564
3082,green,0.2992
3082,white,0.2563
3084,green,0.2997
3084,white,0.2546
3085,green,0.3007
3085,white,0.2517
3087,green,0.2996
3087,white,0.2497
3088,green,0.3017
3088,white,0.2465
3090,white,0.2448
3091,green,0.303
3091,white,0.2417
3093,green,0.3026
3093,white,0.2408
3094,green,0.3038
3094,white,0.2401
3096,green,0.3032
3096,white,0.2387
3097,green,0.3045
3097,white,0.2376
3099,green,0.3053
3099,white,0.2359
3100,green,0.3058
3100,white,0.2342
3102,green,0.3053
3102,white,0.2327
3103,green,0.3062
3103,white,0.2311
3105,green,0.3093
3105,white,0.2252
3106,green,0.3114
3106,white,0.2244
3108,green,0.3109
3108,white,0.2225
3109,green,0.3123
3109,white,0.2216
3111,green,0.3125
3111,white,0.2212
3112,green,0.3121
3112,white,0.2193
3114,green,0.312
3114,white,0.2168
3115,green,0.3137
3115,white,0.2169
3117,green,0.3126
3117,white,0.2135
3118,green,0.316
3118,white,0.2111
3120,green,0.3157
3120,white,0.2089
3121,green,0.3174
3121,white,0.2066
3123,green,0.3167
3123,white,0.204
3124,green,0.3178
3124,white,0.2025
3126,green,0.317
3126,white,0.1998
3127,green,0.3183
3127,white,0.1981
3129,green,0.3148
3129,white,0.1977
3130,green,0.3121
3130,white,0.1976
3132,green,0.3078
3132,white,0.1976
3133,green,0.3043
3133,white,0.1994
3135,green,0.2978
3135,white,0.2005
3136,green,0.2933
3136,white,0.2011
3138,white,0.2003
3139,green,0.2913
3139,white,0.1992
3141,white,0.1991
3142,green,0.2869
3142,white,0.199
3144,white,0.1991
3145,green,0.2836
3145,white,0.1995
3147,green,0.279
3147,white,0.1995
3148,green,0.2758
3148,white,0.1995
3150,green,0.2728
3150,white,0.2017
3151,green,0.2704
3151,white,0.2002
3153,green,0.267
3153,white,0.1997
3154,green,0.2597
3154,white,0.1998
3156,green,0.2569
3156,white,0.1986
3157,green,0.2536
3157,white,0.1991
3159,green,0.2494
3159,white,0.1991
3160,green,0.247
3160,white,0.1976
3162,green,0.243
3162,white,0.1976
3163,green,0.2404
3163,white,0.198
3165,green,0.2357
3165,white,0.1978
3166,green,0.2322
3166,white,0.1989
3168,green,0.2271
3168,white,0.1989
3169,green,0.2239
3169,white,0.1993
3171,green,0.2197
3171,white,0.201
3172,green,0.2158
3172,white,0.2034
3174,green,0.2135
3174,white,0.2043
3175,green,0.21
3175,white,0.207
3177,green,0.2075
3177,white,0.2079
3178,green,0.2089
3178,white,0.2091
3180,green,0.2102
3180,white,0.2095
3181,green,0.212
3181,white,0.2112
3183,green,0.2139
3183,white,0.2128
3184,green,0.2166
3184,white,0.2151
3186,green,0.2181
3186,white,0.2166
3187,green,0.2188
3187,white,0.2187
3189,green,0.221
3189,white,0.2199
3190,green,0.223
3190,white,0.2212
3192,green,0.225
3192,white,0.2225
3193,green,0.2266
3193,white,0.2242
3195,green,0.2274
3195,white,0.2266
3196,green,0.2289
3196,white,0.2285
3198,green,0.2299
3198,white,0.2306
3199,green,0.232
3199,white,0.2315
3201,green,0.2323
3201,white,0.2344
3202,green,0.2346
3202,white,0.235
3204,green,0.2365
3204,white,0.236
3205,green,0.237
3205,white,0.2384
3207,green,0.2394
3207,white,0.2388
3208,green,0.2402
3208,white,0.2408
3210,green,0.2432
3210,white,0.2413
3211,green,0.245
3211,white,0.2429
3213,green,0.2474
3213,white,0.2439
3214,green,0.2492
3214,white,0.2453
3216,green,0.2503
3216,white,0.2457
3217,green,0.2523
3217,white,0.2454
3219,green,0.2522
3219,white,0.2471
3220,green,0.2543
3220,white,0.2468
3222,green,0.2553
3222,white,0.2474
3223,green,0.2556
3223,white,0.2472
3225,green,0.2561
3225,white,0.2467
3226,green,0.2568
3226,white,0.2463
3228,green,0.2569
3228,white,0.2461
3229,green,0.2569
3229,white,0.2466
3231,green,0.2581
3231,white,0.2458
3232,green,0.2597
3232,white,0.245
3234,green,0.2598
3234,white,0.2453
3235,green,0.2608
3235,white,0.2455
3237,green,0.2611
3237,white,0.2457
3238,green,0.2618
3238,white,0.2463
3240,green,0.2615
3240,white,0.2466
3241,green,0.2601
3241,white,0.2478
3243,green,0.2603
3243,white,0.2477
3244,green,0.2614
3244,white,0.2466
3246,green,0.2614
3246,white,0.2465
3247,green,0.2614
3247,white,0.2466
3249,green,0.2607
3249,white,0.2472
3252,green,0.2609
3252,white,0.2471
3255,green,0.2609
3255,white,0.2471
3258,green,0.2607
3258,white,0.2473
3261,green,0.2594
3261,white,0.2487
3264,green,0.2593
3264,white,0.2489
3267,green,0.2588
3267,white,0.2492
3270,green,0.2589
3270,white,0.2491
3273,green,0.2586
3273,white,0.2494
3276,green,0.2591
3276,white,0.2489
3279,green,0.2598
3279,white,0.2482
3282,green,0.2599
3282,white,0.2479
3285,green,0.2596
3285,white,0.2484
3288,green,0.2592
3288,white,0.2486
3291,green,0.2584
3291,white,0.2495
3294,green,0.2575
3294,white,0.2501
3297,green,0.2573
3297,white,0.2504
3300,green,0.2581
3300,white,0.2491
3303,green,0.2571
3303,white,0.25
3306,green,0.2562
3306,white,0.2503
3309,green,0.2558
3309,white,0.2504
3312,green,0.2552
3312,white,0.2503
3315,green,0.2549
3315,white,0.2504
3318,green,0.2546
3318,white,0.2498
3321,green,0.2544
3321,white,0.2501
3324,green,0.2547
3324,white,0.2498
3327,green,0.2541
3327,white,0.2506
3330,green,0.2529
3330,white,0.252
3333,green,0.2531
3333,white,0.252
3336,green,0.2521
3336,white,0.2533
3339,green,0.2516
3339,white,0.2541
3342,green,0.2514
3342,white,0.2547
3345,green,0.2498
3345,white,0.2567
3348,green,0.2502
3348,white,0.2563
3351,green,0.2511
3351,white,0.2555
3354,green,0.2512
3354,white,0.2551
3357,green,0.2509
3357,white,0.2554
3360,green,0.2512
3360,white,0.2552
3363,green,0.2531
3363,white,0.2518
3366,green,0.2536
3366,white,0.2499
3369,green,0.2538
3369,white,0.248
3372,green,0.254
3372,white,0.2461
3375,green,0.2549
3375,white,0.2434
3378,green,0.2529
3378,white,0.242
3381,green,0.2516
3381,white,0.24
3384,green,0.2501
3384,white,0.2381
3387,green,0.2482
3387,white,0.2366
3390,green,0.2459
3390,white,0.2355
3393,green,0.2448
3393,white,0.2331
3396,green,0.243
3396,white,0.2315
3399,green,0.2412
3399,white,0.23
3402,green,0.2397
3402,white,0.2279
3405,green,0.2378
3405,white,0.2261
3408,green,0.2354
3408,white,0.2246
3411,green,0.2341
3411,white,0.2226
3414,green,0.2329
3414,white,0.2204
3417,green,0.2312
3417,white,0.2186
3420,green,0.23
3420,white,0.2163
3423,green,0.2286
3423,white,0.2142
3426,green,0.2271
3426,white,0.2121
3429,green,0.2258
3429,white,0.2096
3432,green,0.2246
3432,white,0.207
3435,green,0.2234
3435,white,0.2043
3438,green,0.2222
3438,white,0.2021
3441,green,0.2197
3441,white,0.201
3444,green,0.218
3444,white,0.1994
3447,green,0.2158
3447,white,0.1983
3450,green,0.2139
3450,white,0.1967
3453,green,0.2115
3453,white,0.1971
3456,green,0.2094
3456,white,0.1973
3459,green,0.2075
3459,white,0.1975
3462,green,0.2061
3462,white,0.1973
3465,green,0.2037
3465,white,0.198
3468,green,0.204
3468,white,0.1976
3471,green,0.204
3471,white,0.1976
3474,green,0.2039
3474,white,0.1977
3477,green,0.2057
3477,white,0.1959
3480,green,0.2059
3480,white,0.1956
3483,green,0.2053
3483,white,0.1961
3486,green,0.2071
3486,white,0.1957
3489,green,0.2089
3489,white,0.1954
3492,green,0.2102
3492,white,0.1955
3495,green,0.2119
3495,white,0.1957
3498,green,0.2137
3498,white,0.1955
3501,green,0.216
3501,white,0.1949
3504,green,0.2178
3504,white,0.1947
3507,green,0.2204
3507,white,0.1938
3510,green,0.222
3510,white,0.194
3513,green,0.2232
3513,white,0.1945
3516,green,0.2251
3516,white,0.1944
3519,green,0.2263
3519,white,0.195
3522,green,0.2276
3522,white,0.1955
3525,green,0.2286
3525,white,0.1964
3528,green,0.2304
3528,white,0.1966
3531,green,0.2323
3531,white,0.1967
3534,green,0.2347
3534,white,0.1959
3537,green,0.238
3537,white,0.1942
3540,green,0.2395
3540,white,0.1946
3543,green,0.2407
3543,white,0.1954
3546,green,0.2422
3546,white,0.196
3549,green,0.2438
3549,white,0.1961
3552,green,0.2465
3552,white,0.1953
3555,green,0.2484
3555,white,0.1952
3558,green,0.2501
3558,white,0.1952
3561,green,0.2518
3561,white,0.1951
3564,green,0.2536
3564,white,0.195
3567,green,0.2538
3567,white,0.1965
3570,green,0.2553
3570,white,0.1966
3573,green,0.2562
3573,white,0.1976
3576,green,0.2563
3576,white,0.1975
3579,green,0.256
3579,white,0.198
3582,green,0.2557
3582,white,0.1982
3585,green,0.2556
3585,white,0.1982
3588,green,0.2557
3588,white,0.1981
3591,green,0.255
3591,white,0.1988
3594,green,0.255
3594,white,0.199
3597,green,0.2543
3597,white,0.1996
3600,green,0.2543
3600,white,0.1999
3603,green,0.254
3603,white,0.2004
3606,green,0.254
3606,white,0.2009
3609,green,0.2545
3609,white,0.2009
3612,green,0.254
3612,white,0.2019
3615,green,0.2544
3615,white,0.2019
3618,green,0.2543
3618,white,0.2017
3621,green,0.2531
3621,white,0.2033
3624,green,0.2515
3624,white,0.2057
3627,green,0.2504
3627,white,0.2076
3630,green,0.2502
3630,white,0.2086
3633,green,0.2496
3633,white,0.2098
3636,green,0.2491
3636,white,0.2109
3639,green,0.2489
3639,white,0.2122
3642,green,0.2473
3642,white,0.2137
3645,green,0.2466
3645,white,0.2145
3648,green,0.2457
3648,white,0.2154
3651,green,0.2453
3651,white,0.2159
3654,green,0.245
3654,white,0.2164
3657,green,0.2455
3657,white,0.2162
3660,green,0.2457
3660,white,0.2159
3663,green,0.2463
3663,white,0.2152
3666,green,0.246
3666,white,0.2155
3669,green,0.2457
3669,white,0.2155
3672,green,0.2456
3672,white,0.2156
3675,green,0.2453
3675,white,0.2158
3678,green,0.2441
3678,white,0.217
3681,green,0.2439
3681,white,0.2172
3684,green,0.2453
3684,white,0.2155
3687,green,0.2457
3687,white,0.2151
3690,green,0.2458
3690,white,0.2147
3693,green,0.2457
3693,white,0.2143
3696,green,0.2457
3696,white,0.2138
3699,green,0.2451
3699,white,0.2138
3702,green,0.2456
3702,white,0.2126
3705,green,0.2458
3705,white,0.2118
3708,green,0.2453
3708,white,0.2123
3711,green,0.2463
3711,white,0.2105
3714,green,0.2472
3714,white,0.2089
3717,green,0.2472
3717,white,0.2081
3720,green,0.2474
3720,white,0.2069
3723,green,0.2481
3723,white,0.2052
3726,green,0.2493
3726,white,0.2031
3729,green,0.2499
3729,white,0.2015
3732,green,0.2499
3732,white,0.2017
3735,green,0.2509
3735,white,0.2008
3738,green,0.2521
3738,white,0.1998
3741,green,0.2525
3741,white,0.1997
3744,green,0.2522
3744,white,0.2003
3747,green,0.2521
3747,white,0.2007
3750,green,0.2517
3750,white,0.2016
3753,green,0.2518
3753,white,0.2022
3756,green,0.2502
3756,white,0.2028
3759,green,0.2491
3759,white,0.2023
3762,green,0.2476
3762,white,0.2021
3765,green,0.2464
3765,white,0.2024
3768,green,0.2459
3768,white,0.202
3771,green,0.2445
3771,white,0.2018
3774,green,0.2412
3774,white,0.2034
3777,green,0.2393
3777,white,0.2036
3780,green,0.2382
3780,white,0.203
3783,green,0.2374
3783,white,0.2021
3786,green,0.2367
3786,white,0.2011
3789,green,0.2371
3789,white,0.199
3792,green,0.2366
3792,white,0.1988
3795,green,0.2361
3795,white,0.1985
3798,green,0.2353
3798,white,0.1986
3801,green,0.2337
3801,white,0.1997
3804,green,0.2324
3804,white,0.2004
3807,green,0.2311
3807,white,0.2
3810,green,0.2296
3810,white,0.1999
3813,green,0.2275
3813,white,0.2004
3816,green,0.2249
3816,white,0.2014
3819,green,0.2234
3819,white,0.2011
3822,green,0.2213
3822,white,0.2014
3825,green,0.219
3825,white,0.202
3828,green,0.2165
3828,white,0.2027
3831,green,0.2143
3831,white,0.2031
3834,green,0.215
3834,white,0.2003
3837,green,0.2134
3837,white,0.1997
3840,green,0.2123
3840,white,0.1985
3843,green,0.2106
3843,white,0.1979
3846,green,0.2106
3846,white,0.1972
3849,green,0.2105
3849,white,0.1973
3852,green,0.2106
3852,white,0.1972
3855,green,0.2104
3855,white,0.1966
3858,green,0.2105
3858,white,0.1958
3861,green,0.211
3861,white,0.1952
3864,green,0.2111
3864,white,0.1952
3867,green,0.2109
3867,white,0.1954
3870,green,0.2102
3870,white,0.196
3873,green,0.2099
3873,white,0.1963
3876,green,0.2093
3876,white,0.1973
3879,green,0.2078
3879,white,0.1988
3882,green,0.2065
3882,white,0.1992
3885,green,0.2051
3885,white,0.1997
3888,green,0.2042
3888,white,0.1996
3891,green,0.2042
3891,white,0.1985
3894,green,0.2032
3894,white,0.1984
3897,green,0.2032
3897,white,0.1984
3900,green,0.2035
3900,white,0.1984
3903,green,0.2046
3903,white,0.1976
3906,green,0.205
3906,white,0.1971
3909,green,0.2052
3909,white,0.1973
3912,green,0.2062
3912,white,0.1968
3915,green,0.2065
3915,white,0.1963
3918,green,0.2074
3918,white,0.1953
3921,green,0.2083
3921,white,0.1942
3924,green,0.2061
3924,white,0.1964
3927,green,0.2056
3927,white,0.1969
3930,green,0.2049
3930,white,0.1976
3933,green,0.2048
3933,white,0.1977
3936,green,0.2048
3936,white,0.1977
3939,green,0.2047
3939,white,0.1978
3942,green,0.2049
3942,white,0.1976
3945,green,0.2064
3945,white,0.1961
3948,green,0.2076
3948,white,0.1949
3951,green,0.2073
3951,white,0.1952
3954,green,0.2071
3954,white,0.1954
3957,green,0.2083
3957,white,0.1942
3960,green,0.2074
3960,white,0.1951
3963,green,0.2071
3963,white,0.1954
3966,green,0.2085
3966,white,0.1938
3969,green,0.2078
3969,white,0.1945
3972,green,0.208
3972,white,0.1942
3975,green,0.207
3975,white,0.1953
3978,green,0.2076
3978,white,0.1949
3981,green,0.2076
3981,white,0.1951
3984,green,0.2085
3984,white,0.1946
3987,green,0.2088
3987,white,0.1946
3990,green,0.2088
3990,white,0.1946
3993,green,0.2084
3993,white,0.195
3996,green,0.2089
3996,white,0.195
3999,green,0.208
3999,white,0.196
4002,green,0.2081
4002,white,0.1959
4005,green,0.2088
4005,white,0.1966
4008,green,0.2083
4008,white,0.1972
4011,green,0.2079
4011,white,0.1974
4014,green,0.2076
4014,white,0.1979
4017,green,0.2086
4017,white,0.1972
4020,green,0.2087
4020,white,0.1976
4023,green,0.2087
4023,white,0.1982
4026,green,0.2085
4026,white,0.199
4029,green,0.209
4029,white,0.199
4032,green,0.2093
4032,white,0.1992
4035,green,0.2084
4035,white,0.2011
4038,green,0.2077
4038,white,0.2029
4041,green,0.2082
4041,white,0.2031
4044,green,0.21
4044,white,0.202
4047,green,0.2105
4047,white,0.2023
4050,green,0.2113
4050,white,0.2015
4053,green,0.2121
4053,white,0.2007
4056,green,0.2096
4056,white,0.2031
4059,green,0.2101
4059,white,0.2026
4062,green,0.2104
4062,white,0.2023
4065,green,0.212
4065,white,0.2006
4068,green,0.212
4068,white,0.2004
4071,green,0.2122
4071,white,0.2
4074,green,0.2119
4074,white,0.2
4077,green,0.2113
4077,white,0.2003
4080,green,0.211
4080,white,0.2003
4083,green,0.2111
4083,white,0.1998
4086,green,0.2104
4086,white,0.1999
4089,green,0.211
4089,white,0.1987
4092,green,0.2107
4092,white,0.1984
4095,green,0.2099
4095,white,0.1978
4098,green,0.2097
4098,white,0.198
4101,green,0.2102
4101,white,0.1974
4104,green,0.2112
4104,white,0.1963
4107,green,0.2105
4107,white,0.1966
4110,green,0.2113
4110,white,0.1954
4113,green,0.212
4113,white,0.194
4116,green,0.2125
4116,white,0.1929
4119,green,0.2124
4119,white,0.1925
4122,green,0.212
4122,white,0.1925
4125,green,0.2117
4125,white,0.1918
4128,green,0.2108
4128,white,0.1914
4131,green,0.2103
4131,white,0.1914
4134,green,0.2087
4134,white,0.1924
4137,green,0.2074
4137,white,0.1932
4140,green,0.207
4140,white,0.1936
4143,green,0.2062
4143,white,0.1944
4146,green,0.207
4146,white,0.1936
4149,green,0.2074
4149,white,0.1932
4152,green,0.2077
4152,white,0.1929
4155,green,0.207
4155,white,0.1936
4158,green,0.2067
4158,white,0.1939
4161,green,0.2066
4161,white,0.194
4164,green,0.2068
4164,white,0.1938
4167,green,0.2064
4167,white,0.1942
4170,green,0.2064
4170,white,0.194
4173,green,0.2061
4173,white,0.1943
4176,green,0.2064
4176,white,0.1941
4179,green,0.2061
4179,white,0.1945
4182,green,0.2052
4182,white,0.1956
4185,green,0.2054
4185,white,0.1956
4188,green,0.2058
4188,white,0.1955
4191,green,0.2062
4191,white,0.1955
4194,green,0.2063
4194,white,0.1957
4197,green,0.2065
4197,white,0.1961
4200,green,0.207
4200,white,0.1961
4203,green,0.2064
4203,white,0.1967
4206,green,0.2067
4206,white,0.1965
4209,green,0.2061
4209,white,0.1972
4212,green,0.206
4212,white,0.1976
4215,green,0.2063
4215,white,0.1976
4218,green,0.2063
4218,white,0.1979
4221,green,0.2069
4221,white,0.1974
4224,green,0.2069
4224,white,0.1973
4227,green,0.2059
4227,white,0.1982
4230,green,0.2062
4230,white,0.1981
4233,green,0.2055
4233,white,0.1988
4236,green,0.2049
4236,white,0.1997
4239,green,0.205
4239,white,0.1999
4242,green,0.2045
4242,white,0.2007
4245,green,0.204
4245,white,0.2014
4248,green,0.2041
4248,white,0.2021
4251,green,0.2039
4251,white,0.2027
4254,green,0.2039
4254,white,0.2036
4257,green,0.2047
4257,white,0.2039
4260,green,0.2056
4260,white,0.2042
4263,green,0.2056
4263,white,0.2055
4266,green,0.2054
4266,white,0.207
4269,green,0.2059
4269,white,0.2079
4272,green,0.207
4272,white,0.2082
4275,green,0.2082
4275,white,0.2085
4278,green,0.2085
4278,white,0.2098
4281,green,0.208
4281,white,0.212
4284,green,0.2079
4284,white,0.2133
4287,green,0.2071
4287,white,0.2155
4290,green,0.206
4290,white,0.2178
4293,green,0.2059
4293,white,0.2196
4296,green,0.2064
4296,white,0.2207
4299,green,0.2064
4299,white,0.2223
4302,green,0.2065
4302,white,0.2237
4305,green,0.2056
4305,white,0.2261
4308,green,0.2058
4308,white,0.2272
4311,green,0.2048
4311,white,0.2299
4314,green,0.206
4314,white,0.2306
4317,green,0.2065
4317,white,0.2318
4320,green,0.2071
4320,white,0.233
4323,green,0.2086
4323,white,0.2334
4326,green,0.2094
4326,white,0.2344
4329,green,0.2092
4329,white,0.2369
4332,green,0.2098
4332,white,0.2383
4335,green,0.2103
4335,white,0.2397
4338,green,0.2101
4338,white,0.2415
4341,green,0.2106
4341,white,0.243
4344,green,0.2105
4344,white,0.2453
4347,green,0.2111
4347,white,0.247
4350,green,0.2115
4350,white,0.2479
4353,green,0.2124
4353,white,0.2493
4356,green,0.2132
4356,white,0.2498
4359,green,0.2134
4359,white,0.2507
4362,green,0.2133
4362,white,0.252
4365,green,0.2128
4365,white,0.2536
4368,green,0.2132
4368,white,0.2554
4371,green,0.2137
4371,white,0.2559
4374,green,0.2137
4374,white,0.2585
4377,green,0.2157
4377,white,0.2578
4380,green,0.2168
4380,white,0.2595
4383,green,0.2184
4383,white,0.2609
4386,green,0.2193
4386,white,0.2615
4389,green,0.2216
4389,white,0.2607
4392,green,0.224
4392,white,0.2617
4395,green,0.2266
4395,white,0.2625
4398,green,0.2289
4398,white,0.2619
4401,green,0.2318
4401,white,0.2607
4404,green,0.2328
4404,white,0.2634
4407,green,0.2349
4407,white,0.2631
4410,green,0.2373
4410,white,0.2625
4413,green,0.2384
4413,white,0.2631
4416,green,0.2408
4416,white,0.2625
4419,green,0.2426
4419,white,0.262
4422,green,0.2444
4422,white,0.2619
4425,green,0.2467
4425,white,0.2614
4428,green,0.2483
4428,white,0.2639
4431,green,0.2509
4431,white,0.2631
4434,green,0.2531
