event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,p1_id,p2_id,p1_id
20171016-atp-2017-0429-104731-111202-286,2017-10-16,1.0,0.6746266459163873,0.6611570247933884,0.10586781954761999,0.10586781954761999,0.11481456184686838,0.008946742299248384,104731,111202,104731
20171016-atp-2017-0429-104269-105132-287,2017-10-16,1.0,0.743411882198353,0.7127659574468085,0.0658374621969919,0.0658374621969919,0.08250339520144863,0.016665933004456734,104269,105132,104269
20171016-atp-2017-0429-105223-105526-288,2017-10-16,1.0,0.8443150396447847,0.7812971342383107,0.024237806880804954,0.024237806880804954,0.04783094349237549,0.023593136611570534,105223,105526,105223
20171016-atp-2017-0429-104571-105216-289,2017-10-16,0.0,0.49319641054346397,0.5253837072018891,0.24324269937295706,0.24324269937295706,0.27602803979320034,0.03278534042024328,104571,105216,104571
20171016-atp-2017-0429-104926-111200-290,2017-10-16,1.0,0.8894436414784016,0.8941176470588236,0.012222708409556202,0.012222708409556202,0.011211072664359853,-0.0010116357451963494,104926,111200,104926
20171016-atp-2017-0429-104871-106058-291,2017-10-16,0.0,0.3116209819088947,0.35660377358490564,0.09710763636586368,0.09710763636586368,0.12716625133499465,0.030058614969130967,104871,106058,104871
20171016-atp-2017-0429-104678-104999-292,2017-10-16,0.0,0.5176234507752393,0.5247641509433962,0.2679340367924666,0.2679340367924666,0.27537741411534356,0.007443377322876976,104678,104999,104678
20171016-atp-2017-0429-105668-105777-293,2017-10-16,0.0,0.1512685431288911,0.21524663677130046,0.022882172140337186,0.022882172140337186,0.046331114641356155,0.02344894250101897,105668,105777,105668
20171016-atp-2017-0429-104269-104731-294,2017-10-16,1.0,0.2597636320892873,0.3227383863080685,0.547949880377644,0.547949880377644,0.45868329338059904,-0.08926658699704498,104269,104731,104269
20171016-atp-2017-0429-105216-105223-295,2017-10-16,0.0,0.20668291121224072,0.24528301886792453,0.04271782578716698,0.04271782578716698,0.06016375934496262,0.01744593355779564,105216,105223,105216
20171016-atp-2017-0429-104926-106058-296,2017-10-16,1.0,0.6122139043842205,0.5592485549132946,0.15037805595293047,0.15037805595293047,0.19426183634601907,0.0438837803930886,104926,106058,104926
20171016-atp-2017-0429-104999-105777-297,2017-10-16,0.0,0.22169686179931022,0.2976190476190476,0.04914949853166246,0.04914949853166246,0.08857709750566893,0.039427598974006474,104999,105777,104999
20171016-atp-2017-0429-104269-105223-298,2017-10-16,0.0,0.1471820106079603,0.21428571428571427,0.021662544246601738,0.021662544246601738,0.04591836734693877,0.024255823100337033,104269,105223,104269
20171016-atp-2017-0429-104926-105777-299,2017-10-16,0.0,0.3455811032701018,0.3559322033898305,0.11942629893738074,0.11942629893738074,0.12668773340993966,0.00726143447255892,104926,105777,104926
20171016-atp-2017-0429-105223-105777-300,2017-10-16,1.0,0.573228860024678,0.5598845598845601,0.18213360591583588,0.18213360591583588,0.19370160062800737,0.011567994712171487,105223,105777,105223
20171016-atp-2017-7485-104932-105060-271,2017-10-16,1.0,0.5172875653751481,0.52414605418139,0.23301129454145195,0.23301129454145195,0.22643697775114058,-0.006574316790311369,104932,105060,104932
20171016-atp-2017-7485-103898-105932-272,2017-10-16,1.0,0.38272673482823166,0.42691415313225056,0.38102628389581616,0.38102628389581616,0.32842738788012554,-0.05259889601569062,103898,105932,103898
20171016-atp-2017-7485-105238-105967-273,2017-10-16,0.0,0.6688108923099837,0.6617161716171618,0.4473080096724766,0.4473080096724766,0.4378682917796731,-0.009439717892803456,105238,105967,105238
20171016-atp-2017-7485-105074-105376-275,2017-10-16,1.0,0.2525051065807233,0.3243902439024391,0.5587486156878958,0.5587486156878958,0.45644854253420575,-0.10230007315369005,105074,105376,105074
20171016-atp-2017-7485-104660-111577-276,2017-10-16,1.0,0.2748926840467057,0.3260340632603406,0.5257806196489907,0.5257806196489907,0.45423008388536645,-0.07155053576362425,104660,111577,104660
20171016-atp-2017-7485-105311-105332-277,2017-10-16,1.0,0.3718191520615681,0.42824074074074076,0.3946111777166473,0.3946111777166473,0.3269086505486969,-0.06770252716795039,105311,105332,105311
20171016-atp-2017-7485-103970-105882-278,2017-10-16,1.0,0.815865821997057,0.7816265060240963,0.033905395508819484,0.033905395508819484,0.04768698287124403,0.013781587362424547,103970,105882,103970
20171016-atp-2017-7485-104327-105649-279,2017-10-16,1.0,0.6037521147490886,0.5605187319884726,0.15701238656581942,0.15701238656581942,0.19314378493302,0.036131398367200585,104327,105649,104327
20171016-atp-2017-7485-124014-133430-280,2017-10-16,1.0,0.15455622823339113,0.21333333333333335,0.7147751712189498,0.7147751712189498,0.6188444444444444,-0.09593072677450543,124014,133430,124014
20171016-atp-2017-7485-104655-126774-282,2017-10-16,0.0,0.7388353683049204,0.7157894736842105,0.5458777014582673,0.5458777014582673,0.5123545706371191,-0.03352313082114822,104655,126774,104655
20171016-atp-2017-7485-103333-105550-283,2017-10-16,1.0,0.39771925916847645,0.4295612009237875,0.36274209077656894,0.36274209077656894,0.32540042349151155,-0.03734166728505739,103333,105550,103333
20171016-atp-2017-7485-104252-126207-284,2017-10-16,0.0,0.6534811376142248,0.6606260296540363,0.4270375972175814,0.4270375972175814,0.4364267510564556,0.009389153838874231,104252,126207,104252
20171016-atp-2017-7485-104542-104932-286,2017-10-16,1.0,0.8655182570832363,0.7819548872180451,0.018085339177930534,0.018085339177930534,0.047543671208095446,0.029458332030164913,104542,104932,104542
20171016-atp-2017-7485-103898-105967-287,2017-10-16,1.0,0.3255880585621889,0.35526315789473684,0.4548314667539176,0.4548314667539176,0.41568559556786705,-0.03914587118605056,103898,105967,103898
20171016-atp-2017-7485-105074-106401-288,2017-10-16,1.0,0.16104969687173026,0.2168141592920354,0.7038376111190155,0.7038376111190155,0.6133800610854413,-0.09045755003357425,105074,106401,105074
20171016-atp-2017-7485-104660-105311-289,2017-10-16,0.0,0.5395261605241312,0.5247058823529412,0.29108847788991055,0.29108847788991055,0.2753162629757786,-0.015772214914131943,104660,105311,104660
20171016-atp-2017-7485-103970-104327-290,2017-10-16,1.0,0.6225534138650695,0.6521739130434783,0.14246592538491354,0.14246592538491354,0.12098298676748581,-0.021482938617427727,103970,104327,103970
20171016-atp-2017-7485-106043-124014-291,2017-10-16,1.0,0.815554768798546,0.7822822822822822,0.034020043312957805,0.034020043312957805,0.04740100460821183,0.013380961295254026,106043,124014,106043
20171016-atp-2017-7485-103333-126774-292,2017-10-16,0.0,0.683880805799566,0.6595394736842106,0.4676929565410637,0.4676929565410637,0.43499231734764554,-0.032700639193418146,103333,126774,103333
20171016-atp-2017-7485-105676-126207-293,2017-10-16,1.0,0.89601355379036,0.8947368421052632,0.01081318099531036,0.01081318099531036,0.011080332409972297,0.0002671514146619369,105676,126207,105676
20171016-atp-2017-7485-103898-104542-294,2017-10-16,0.0,0.18594515898711972,0.23809523809523808,0.034575602150745226,0.034575602150745226,0.056689342403628114,0.022113740252882888,103898,104542,103898
20171016-atp-2017-7485-105074-105311-295,2017-10-16,1.0,0.6495336940180674,0.6584564860426932,0.12282663162862162,0.12282663162862162,0.116651971926305,-0.0061746597023166205,105074,105311,105074
20171016-atp-2017-7485-103970-106043-296,2017-10-16,0.0,0.5328642320193959,0.5240893066980022,0.2839442897656206,0.2839442897656206,0.27466960139519264,-0.009274688370427941,103970,106043,103970
20171016-atp-2017-7485-105676-126774-297,2017-10-16,0.0,0.8720738752912559,0.782608695652174,0.760512843965509,0.760512843965509,0.612476370510397,-0.14803647345511195,105676,126774,105676
20171016-atp-2017-7485-104542-105074-298,2017-10-16,1.0,0.7270189051949911,0.6842105263157895,0.07451867812094125,0.07451867812094125,0.09972299168975068,0.025204313568809436,104542,105074,104542
20171016-atp-2017-7485-106043-126774-299,2017-10-16,1.0,0.7327437068030205,0.696078431372549,0.07142592625338988,0.07142592625338988,0.09236831987697042,0.020942393623580538,106043,126774,106043
20171016-atp-2017-7485-104542-106043-300,2017-10-16,1.0,0.5849617892139505,0.5611510791366909,0.17225671641248527,0.17225671641248527,0.19258837534289092,0.020331658930405644,104542,106043,104542
20171016-atp-2017-M014-104559-122330-271,2017-10-16,0.0,0.2819681888071025,0.3276699029126214,0.0795060594991578,0.0795060594991578,0.10736756527476672,0.02786150577560892,104559,122330,104559
20171016-atp-2017-M014-105575-105583-272,2017-10-16,1.0,0.368740934770742,0.4308755760368664,0.3984880074341166,0.3984880074341166,0.3239026099513687,-0.0745853974827479,105575,105583,105575
20171016-atp-2017-M014-105936-126094-273,2017-10-16,1.0,0.10808203323574485,0.11739130434782609,0.795517659436883,0.795517659436883,0.7789981096408318,-0.01651954979605119,105936,126094,105936
20171016-atp-2017-M014-104505-104586-275,2017-10-16,0.0,0.18811211662693586,0.23706896551724138,0.03538616842186592,0.03538616842186592,0.05620169441141498,0.020815525989549062,104505,104586,104505
20171016-atp-2017-M014-104297-105539-276,2017-10-16,1.0,0.4619504196089722,0.5176056338028169,0.28949735095896106,0.28949735095896106,0.232704324538782,-0.056793026420179055,104297,105539,104297
20171016-atp-2017-M014-104534-106432-277,2017-10-16,1.0,0.38503380532124143,0.432183908045977,0.3781834205976728,0.3781834205976728,0.3224151142819394,-0.055768306315733374,104534,106432,104534
20171016-atp-2017-M014-105341-106000-278,2017-10-16,0.0,0.12735904259817676,0.125,0.016220325731524203,0.016220325731524203,0.015625,-0.000595325731524203,105341,106000,105341
20171016-atp-2017-M014-106026-126128-279,2017-10-16,1.0,0.6256858015802482,0.6595744680851063,0.14011111913862132,0.14011111913862132,0.11588954277953828,-0.024221576359083036,106026,126128,106026
20171016-atp-2017-M014-104312-106210-280,2017-10-16,1.0,0.5047634750852071,0.5234741784037559,0.24525921560968025,0.24525921560968025,0.22707685864797547,-0.018182356961704782,104312,106210,104312
20171016-atp-2017-M014-103893-111513-282,2017-10-16,0.0,0.3917691206709665,0.4334862385321101,0.1534830439113023,0.1534830439113023,0.18791031899671745,0.034427275085415154,103893,111513,103893
20171016-atp-2017-M014-104882-105806-283,2017-10-16,0.0,0.2611758694503357,0.3268765133171913,0.0682128347831388,0.0682128347831388,0.10684825495840394,0.03863542017526514,104882,105806,104882
20171016-atp-2017-M014-105723-106421-284,2017-10-16,0.0,0.5627274289302661,0.5531914893617021,0.31666215927046765,0.31666215927046765,0.30602082390221824,-0.010641335368249405,105723,106421,105723
20171016-atp-2017-M014-105077-122330-286,2017-10-16,0.0,0.5626197060258207,0.5517241379310345,0.3165409336085809,0.3165409336085809,0.30439952437574314,-0.012141409232837741,105077,122330,105077
20171016-atp-2017-M014-105575-105936-287,2017-10-16,1.0,0.6096874902323344,0.5617816091954023,0.1523438552811341,0.1523438552811341,0.1920353580393711,0.03969150275823702,105575,105936,105575
20171016-atp-2017-M014-104586-105173-288,2017-10-16,0.0,0.23986517455199094,0.31666666666666665,0.05753530196285708,0.05753530196285708,0.10027777777777777,0.04274247581492069,104586,105173,104586
20171016-atp-2017-M014-104297-104534-289,2017-10-16,0.0,0.3332141500830635,0.35647279549718575,0.11103166981557835,0.11103166981557835,0.1270728539295784,0.016041184114000046,104297,104534,104297
20171016-atp-2017-M014-106000-106026-290,2017-10-16,1.0,0.6976017052600594,0.6818181818181818,0.091444728661624,0.091444728661624,0.10123966942148764,0.009794940759863646,106000,106026,106000
20171016-atp-2017-M014-104259-104312-291,2017-10-16,0.0,0.7541594664930268,0.73224043715847,0.5687565009010468,0.5687565009010468,0.5361760578100272,-0.032580443091019595,104259,104312,104259
20171016-atp-2017-M014-105806-111513-292,2017-10-16,1.0,0.3874548480761366,0.43249427917620137,0.37521156314542886,0.37521156314542886,0.3220627431677392,-0.053148819977689665,105806,111513,105806
20171016-atp-2017-M014-105807-106421-293,2017-10-16,0.0,0.7108772530102541,0.6826666666666666,0.5053464688474048,0.5053464688474048,0.46603377777777777,-0.03931269106962698,105807,106421,105807
20171016-atp-2017-M014-105575-122330-294,2017-10-16,1.0,0.3316225808637858,0.35580524344569286,0.4467283744111865,0.4467283744111865,0.41498688437206305,-0.031741490039123466,105575,122330,105575
20171016-atp-2017-M014-104534-105173-295,2017-10-16,0.0,0.2885561204931852,0.3260869565217391,0.0832646346740776,0.0832646346740776,0.10633270321361055,0.023068068539532943,104534,105173,104534
20171016-atp-2017-M014-104312-106000-296,2017-10-16,0.0,0.2870898948678874,0.3253012048192771,0.08242060773525463,0.08242060773525463,0.10582087385687328,0.02340026612161865,104312,106000,104312
20171016-atp-2017-M014-105806-106421-297,2017-10-16,1.0,0.5074308082974514,0.5240328253223916,0.24262440861450213,0.24262440861450213,0.226544751370585,-0.016079657243917134,105806,106421,105806
20171016-atp-2017-M014-105173-105575-298,2017-10-16,0.0,0.7429493120931268,0.7083333333333334,0.5519736803396502,0.5519736803396502,0.5017361111111112,-0.05023756922853906,105173,105575,105173
20171016-atp-2017-M014-105806-106000-299,2017-10-16,0.0,0.3183456109354747,0.35700934579439253,0.10134392800188063,0.10134392800188063,0.12745567298454014,0.0261117449826595,105806,106000,105806
20171016-atp-2017-M014-105575-106000-300,2017-10-16,0.0,0.2408502953174211,0.3140495867768595,0.05800886475448896,0.05800886475448896,0.09862714295471621,0.04061827820022725,105575,106000,105575
20171023-atp-2017-0328-104252-105227-270,2017-10-23,0.0,0.11847893819063154,0.12371134020618557,0.014037258794779489,0.014037258794779489,0.015304495695610586,0.001267236900831097,104252,105227,104252
20171023-atp-2017-0328-105967-106432-271,2017-10-23,0.0,0.53873706542078,0.5245901639344261,0.29023762565819383,0.29023762565819383,0.2751948400967481,-0.015042785561445726,105967,106432,105967
20171023-atp-2017-0328-105916-111577-272,2017-10-23,1.0,0.4231229798434273,0.45588235294117646,0.3327870963847268,0.3327870963847268,0.29606401384083053,-0.03672308254389628,105916,111577,105916
20171023-atp-2017-0328-104919-104999-273,2017-10-23,1.0,0.43242062769616224,0.47183098591549294,0.32214634386481855,0.32214634386481855,0.27896250743900014,-0.04318383642581841,104919,104999,104919
20171023-atp-2017-0328-105223-105311-274,2017-10-23,1.0,0.9375003647952346,0.8962264150943396,0.0039062044007287535,0.0039062044007287535,0.010768956924172299,0.006862752523443545,105223,105311,105223
20171023-atp-2017-0328-103898-105385-275,2017-10-23,1.0,0.40366065399585305,0.4337899543378995,0.3556206155926537,0.3556206155926537,0.32059381580867785,-0.035026799783975826,103898,105385,103898
20171023-atp-2017-0328-105238-105992-276,2017-10-23,0.0,0.6031147635088387,0.5624103299856528,0.3637474179623225,0.3637474179623225,0.31630537927457086,-0.04744203868775165,105238,105992,105238
20171023-atp-2017-0328-105062-105138-277,2017-10-23,0.0,0.23107576937589408,0.2958579881656805,0.05339601119266139,0.05339601119266139,0.08753194916144394,0.03413593796878255,105062,105138,105062
20171023-atp-2017-0328-105577-106058-278,2017-10-23,0.0,0.3000332924504142,0.35634328358208955,0.09001997657863578,0.09001997657863578,0.12698053575406548,0.0369605591754297,105577,106058,105577
20171023-atp-2017-0328-103843-104898-279,2017-10-23,0.0,0.33704552209871247,0.35567970204841715,0.11359968396679368,0.11359968396679368,0.1265080504492508,0.012908366482457106,103843,104898,103843
20171023-atp-2017-0328-103893-111202-280,2017-10-23,0.0,0.2986329101127916,0.3550185873605948,0.08918161500243466,0.08918161500243466,0.12603819737151226,0.0368565823690776,103893,111202,103893
20171023-atp-2017-0328-105376-105676-281,2017-10-23,0.0,0.28215845158235653,0.3245192307692308,0.07961339179935303,0.07961339179935303,0.10531273113905326,0.025699339339700228,105376,105676,105376
20171023-atp-2017-0328-105074-105173-282,2017-10-23,0.0,0.39463955016649527,0.43507972665148065,0.15574037455561374,0.15574037455561374,0.18929436854312712,0.03355399398751338,105074,105173,105074
20171023-atp-2017-0328-105216-133430-283,2017-10-23,0.0,0.5648729784391163,0.5502645502645502,0.31908148177067835,0.31908148177067835,0.3027910752778477,-0.016290406492830645,105216,133430,105216
20171023-atp-2017-0328-105332-105449-284,2017-10-23,1.0,0.29638751851462164,0.35435992578849723,0.4950705241020119,0.4950705241020119,0.4168511054278347,-0.0782194186741772,105332,105449,105332
20171023-atp-2017-0328-103819-126207-285,2017-10-23,1.0,0.9820735160339479,0.9333333333333333,0.00032135882738512373,0.00032135882738512373,0.004444444444444443,0.004123085617059319,103819,126207,103819
20171023-atp-2017-0328-105227-106432-286,2017-10-23,1.0,0.8182445285017951,0.781437125748503,0.033035051419534785,0.033035051419534785,0.04776973000107569,0.014734678581540907,105227,106432,105227
20171023-atp-2017-0328-104919-105916-287,2017-10-23,0.0,0.5334229042664284,0.5239766081871344,0.2845399947960312,0.2845399947960312,0.2745514859272938,-0.009988508868737422,104919,105916,104919
20171023-atp-2017-0328-103898-105223-288,2017-10-23,0.0,0.0901036617736344,0.11851851851851851,0.008118669865017504,0.008118669865017504,0.014046639231824415,0.005927969366806911,103898,105223,103898
20171023-atp-2017-0328-105138-105992-289,2017-10-23,1.0,0.7027984542465177,0.6808510638297871,0.08832875879825926,0.08832875879825926,0.10185604345857863,0.01352728466031937,105138,105992,105138
20171023-atp-2017-0328-104898-106058-290,2017-10-23,0.0,0.36683961211980165,0.4340909090909091,0.13457130102020654,0.13457130102020654,0.1884349173553719,0.05386361633516537,104898,106058,104898
20171023-atp-2017-0328-105676-111202-291,2017-10-23,1.0,0.7180103379509254,0.6816976127320955,0.0795181695025513,0.0795181695025513,0.10131640974044705,0.02179824023789574,105676,111202,105676
20171023-atp-2017-0328-105173-133430-292,2017-10-23,1.0,0.537757213187265,0.5233644859813085,0.21366839396040357,0.21366839396040357,0.2271814132238623,0.013513019263458714,105173,133430,105173
20171023-atp-2017-0328-103819-105332-293,2017-10-23,1.0,0.9667034255881424,0.9052631578947369,0.001108661867564372,0.001108661867564372,0.008975069252077555,0.007866407384513184,103819,105332,103819
20171023-atp-2017-0328-105227-105916-294,2017-10-23,1.0,0.7723096645910097,0.7339449541284404,0.05184288883865851,0.05184288883865851,0.07078528743371768,0.018942398595059168,105227,105916,105227
20171023-atp-2017-0328-105138-105223-295,2017-10-23,0.0,0.2760411152257312,0.3237410071942446,0.07619869729506541,0.07619869729506541,0.10480823973914392,0.028609542444078512,105138,105223,105138
20171023-atp-2017-0328-105676-106058-296,2017-10-23,1.0,0.6830886218540538,0.659016393442623,0.10043282159836288,0.10043282159836288,0.1162698199408761,0.015836998342513217,105676,106058,105676
20171023-atp-2017-0328-103819-105173-297,2017-10-23,1.0,0.9201654703407961,0.897196261682243,0.006373552125906307,0.006373552125906307,0.010568608612105863,0.004195056486199555,103819,105173,103819
20171023-atp-2017-0328-105223-105227-298,2017-10-23,1.0,0.6681436126084326,0.6595744680851063,0.11012866185258206,0.11012866185258206,0.11588954277953828,0.005760880926956216,105223,105227,105223
20171023-atp-2017-0328-103819-105676-299,2017-10-23,1.0,0.860672506104039,0.7817638266068759,0.01941215055532905,0.01941215055532905,0.047627027377273715,0.028214876821944665,103819,105676,103819
20171023-atp-2017-0328-103819-105223-300,2017-10-23,1.0,0.7134418663722406,0.6825396825396826,0.0821155639482248,0.0821155639482248,0.10078105316200553,0.018665489213780723,103819,105223,103819
20171023-atp-2017-0337-106233-126094-270,2017-10-23,1.0,0.6093117899618588,0.5616045845272205,0.15263727746280678,0.15263727746280678,0.19219054030755095,0.03955326284474417,106233,126094,106233
20171023-atp-2017-0337-103852-104755-271,2017-10-23,0.0,0.3839243177844669,0.4331065759637188,0.14739788178626834,0.14739788178626834,0.18758130614301655,0.04018342435674821,103852,104755,103852
20171023-atp-2017-0337-106298-124116-272,2017-10-23,1.0,0.46882090395503523,0.519298245614035,0.28215123207514586,0.28215123207514586,0.23107417666974459,-0.05107705540540128,106298,124116,106298
20171023-atp-2017-0337-104198-104731-273,2017-10-23,1.0,0.1108638304241805,0.12244897959183673,0.7905631280479605,0.7905631280479605,0.7700957934194085,-0.020467334628551992,104198,104731,104198
20171023-atp-2017-0337-105341-110602-274,2017-10-23,0.0,0.5200875066953872,0.5239206534422405,0.2704910146206244,0.2704910146206244,0.27449285110334426,0.004001836482719845,105341,110602,105341
20171023-atp-2017-0337-103970-106378-275,2017-10-23,0.0,0.6147526880570418,0.5622317596566523,0.37792086747335846,0.37792086747335846,0.3161045515666156,-0.06181631590674286,103970,106378,103970
20171023-atp-2017-0337-104655-105526-276,2017-10-23,0.0,0.3679084722227606,0.4321266968325792,0.13535664393328578,0.13535664393328578,0.1867334821154358,0.051376838182150025,104655,105526,104655
20171023-atp-2017-0337-105023-105077-277,2017-10-23,0.0,0.7006126045792066,0.683377308707124,0.4908580216952597,0.4908580216952597,0.46700454605579184,-0.02385347563946788,105023,105077,105023
20171023-atp-2017-0337-104259-104545-278,2017-10-23,1.0,0.44578078993328174,0.4818181818181818,0.3071589328069772,0.3071589328069772,0.2685123966942149,-0.03864653611276231,104259,104545,104259
20171023-atp-2017-0337-105732-106071-279,2017-10-23,1.0,0.36987070112792386,0.43115124153498874,0.39706293329701425,0.39706293329701425,0.3235889100071847,-0.07347402328982955,105732,106071,105732
20171023-atp-2017-0337-104926-106043-280,2017-10-23,0.0,0.5297301184483402,0.5233100233100233,0.28061399839129253,0.28061399839129253,0.27385338049673713,-0.0067606178945553985,104926,106043,104926
20171023-atp-2017-0337-105550-105807-281,2017-10-23,0.0,0.3924298945837049,0.43243243243243246,0.15400122216297776,0.15400122216297776,0.18699780861943027,0.03299658645645251,105550,105807,105550
20171023-atp-2017-0337-104542-111575-282,2017-10-23,1.0,0.8412571762531666,0.7820895522388062,0.0251992840911182,0.0251992840911182,0.04748496324348399,0.02228567915236579,104542,111575,104542
20171023-atp-2017-0337-105575-106000-283,2017-10-23,0.0,0.21989095040876297,0.29411764705882354,0.04835203007166906,0.04835203007166906,0.08650519031141869,0.038153160239749635,105575,106000,105575
20171023-atp-2017-0337-104468-105208-284,2017-10-23,1.0,0.6435351151292207,0.6601307189542484,0.12706721414593797,0.12706721414593797,0.11551112819855612,-0.011556085947381847,104468,105208,104468
20171023-atp-2017-0337-100644-104678-285,2017-10-23,1.0,0.8298469144557137,0.7824143070044709,0.028952072520241217,0.028952072520241217,0.04734353379634464,0.018391461276103426,100644,104678,100644
20171023-atp-2017-0337-104755-106233-286,2017-10-23,1.0,0.4957337547369069,0.5227008149010478,0.2542844461117379,0.2542844461117379,0.22781451209612383,-0.026469934015614066,104755,106233,104755
20171023-atp-2017-0337-104198-106298-287,2017-10-23,0.0,0.2104597908027201,0.24074074074074073,0.044293323544724705,0.044293323544724705,0.05795610425240054,0.013662780707675834,104198,106298,104198
20171023-atp-2017-0337-106378-110602-288,2017-10-23,1.0,0.8116419466175432,0.7827380952380952,0.03547875627402845,0.03547875627402845,0.04720273526077098,0.011723978986742524,106378,110602,106378
20171023-atp-2017-0337-105077-105526-289,2017-10-23,0.0,0.47403863525598083,0.5209790209790209,0.22471262771535283,0.22471262771535283,0.27141914030025915,0.04670651258490632,105077,105526,105077
20171023-atp-2017-0337-104259-105732-290,2017-10-23,1.0,0.8233653057180075,0.7830609212481426,0.031199815224092962,0.031199815224092962,0.04706256388970457,0.015862748665611607,104259,105732,104259
20171023-atp-2017-0337-105807-106043-291,2017-10-23,0.0,0.3969987626949345,0.4314606741573034,0.1576080175813089,0.1576080175813089,0.1861583133442747,0.028550295762965805,105807,106043,105807
20171023-atp-2017-0337-104542-106000-292,2017-10-23,1.0,0.5752216089504693,0.5614285714285714,0.18043668150262807,0.18043668150262807,0.19234489795918372,0.011908216456555654,104542,106000,104542
20171023-atp-2017-0337-100644-104468-293,2017-10-23,1.0,0.8617370549060711,0.7833827893175074,0.019116641986046796,0.019116641986046796,0.0469230159638634,0.0278063739778166,100644,104468,100644
20171023-atp-2017-0337-104755-106298-294,2017-10-23,0.0,0.6336696089403826,0.5789473684210527,0.40153717329465743,0.40153717329465743,0.33518005540166207,-0.06635711789299537,104755,106298,104755
20171023-atp-2017-0337-105526-106378-295,2017-10-23,0.0,0.4678221813769066,0.519163763066202,0.2188575933882473,0.2188575933882473,0.2695310128810596,0.05067341949281226,105526,106378,105526
20171023-atp-2017-0337-104259-106043-296,2017-10-23,1.0,0.46342692344130615,0.5173611111111112,0.2879106664876619,0.2879106664876619,0.23294029706790118,-0.05497036941976072,104259,106043,104259
20171023-atp-2017-0337-100644-104542-297,2017-10-23,0.0,0.5954600286435681,0.5620542082738946,0.3545726457121989,0.3545726457121989,0.3159049330383945,-0.038667712673804366,100644,104542,100644
20171023-atp-2017-0337-106298-106378-298,2017-10-23,1.0,0.4976917328635704,0.5232558139534884,0.25231359523360275,0.25231359523360275,0.22728501892915084,-0.025028576304451905,106298,106378,106298
20171023-atp-2017-0337-104259-104542-299,2017-10-23,0.0,0.35670346613613724,0.4144144144144144,0.1272373627535344,0.1272373627535344,0.171739306874442,0.044501944120907605,104259,104542,104259
20171023-atp-2017-0337-104542-106298-300,2017-10-23,0.0,0.7238709747604894,0.6883116883116883,0.5239891881007012,0.5239891881007012,0.4737729802664868,-0.05021620783421438,104542,106298,104542
20171030-atp-2017-0352-103852-105732-239,2017-10-30,1.0,0.7341056736166087,0.6990291262135923,0.0706997928028774,0.0706997928028774,0.09058346686775379,0.019883674064876386,103852,105732,103852
20171030-atp-2017-0352-105539-106378-240,2017-10-30,0.0,0.15166103406370776,0.22026431718061673,0.023001069253273127,0.023001069253273127,0.04851636942304333,0.025515300169770206,105539,106378,105539
20171030-atp-2017-0352-104269-126094-243,2017-10-30,1.0,0.4762116123038407,0.5190311418685121,0.2743542750853421,0.2743542750853421,0.23133104249230738,-0.04302323259303473,104269,126094,104269
20171030-atp-2017-0352-105376-105992-244,2017-10-30,1.0,0.4907935997199071,0.523809523809524,0.25929115808621017,0.25929115808621017,0.22675736961451234,-0.03253378847169783,105376,105992,105376
20171030-atp-2017-0352-105526-106432-247,2017-10-30,0.0,0.5878444017709836,0.5612535612535613,0.34556104069348564,0.34556104069348564,0.31500556001980506,-0.03055548067368058,105526,106432,105526
20171030-atp-2017-0352-104468-104871-248,2017-10-30,0.0,0.6007462093922216,0.5604551920341396,0.3608960080991229,0.3608960080991229,0.3141100222780243,-0.04678598582109861,104468,104871,104468
20171030-atp-2017-0352-103898-133430-251,2017-10-30,1.0,0.3743445177629719,0.4304932735426009,0.39144478245324826,0.39144478245324826,0.3243379114802228,-0.06710687097302548,103898,133430,103898
20171030-atp-2017-0352-103970-105173-252,2017-10-30,0.0,0.48563828132492276,0.5243619489559165,0.23584454028822482,0.23584454028822482,0.27495545351284717,0.039110913224622346,103970,105173,103970
20171030-atp-2017-0352-104755-105332-255,2017-10-30,1.0,0.7488041239139688,0.7282608695652174,0.06309936816262875,0.06309936816262875,0.0738421550094518,0.010742786846823046,104755,105332,104755
20171030-atp-2017-0352-104678-106043-256,2017-10-30,0.0,0.3234024294412904,0.35555555555555557,0.1045891313685288,0.1045891313685288,0.12641975308641976,0.02183062171789095,104678,106043,104678
20171030-atp-2017-0352-103893-105311-259,2017-10-30,0.0,0.4808101770698896,0.5206896551724138,0.2311784263739786,0.2311784263739786,0.27111771700356724,0.03993929062958865,103893,105311,103893
20171030-atp-2017-0352-104898-105449-260,2017-10-30,1.0,0.368261324107027,0.4317673378076063,0.39909375461900687,0.39909375461900687,0.32288835838225494,-0.07620539623675193,104898,105449,104898
20171030-atp-2017-0352-103917-105577-263,2017-10-30,1.0,0.5513566457514232,0.5488126649076517,0.20128085931141398,0.20128085931141398,0.203570011347735,0.0022891520363210183,103917,105577,103917
20171030-atp-2017-0352-105216-105936-264,2017-10-30,0.0,0.8343160973188194,0.7837037037037037,0.6960833502453058,0.6960833502453058,0.6141914951989026,-0.08189185504640317,105216,105936,105216
20171030-atp-2017-0352-104655-111575-267,2017-10-30,1.0,0.4772433186606523,0.5189003436426117,0.27327454788492833,0.27327454788492833,0.23145687934719708,-0.04181766853773125,104655,111575,104655
