frame_key,why,gap_native_px
fc12e97c2520e53ad321f09e2b3b643f3e1231725432085751c8bf3bf6f3a94a,LABEL-DISAGREEMENT,
fdae9452f4bc08115aacaadc81678ba2cd53976e10a90d2c150b4935d59d204b,LABEL-DISAGREEMENT,
fdfa02eec605709d6f190ac0f44f3aae3009c3e9a498587e98db0d51514d1c61,CENTRE-GAP,28.52
fe22e0d21948082bf65a2c94a391c21230a8b1bee5ef7467f8e1b2f9cbb0c8eb,CENTRE-GAP,52.56
fe469757cfaa2715ded2260b727f2cb386695566d00ba29c0dc4914ebaaa3a2e,CENTRE-GAP,218.02
ffd026648ce2097d744fb53db6bf70ffdfe6a14cd7cab41df4105f38fa895007,CENTRE-GAP,30.52
0e28ec60437d97badf30bfeebc4bfefd2af91be56c178e38903ba8e81356707e,LABEL-DISAGREEMENT,
0f5be93bb3489c3bd006eaad1f46de00e9964a77bbb8f3756cd7f5b9f7ec58da,LABEL-DISAGREEMENT,
1026ad7863539feb258bc12c3ea8c21c4d1adfba574f89f0c01a2784468b55b4,LABEL-DISAGREEMENT,
12fae7c643419925b0a63d4c7d30afc1a04c1a565d5ce9068fb177a8f9c525c4,LABEL-DISAGREEMENT,
13fe9b95f2baa8247ef5b480db021592c1f1b12bbfbfce4ae710f4b67a61ac29,LABEL-DISAGREEMENT,
167958b50c68c4e4a66e3a490eda19b440264c9845ca2909291cd357e741ad9f,LABEL-DISAGREEMENT,
171ccd76427d46b36945a39241cc9cab358c95c8570aec46c8bbf65b004c0afb,CENTRE-GAP,169.54
1857d246757a862a829d8d1446a84402b35a7d4a93bd454bd19071bff262ebdf,LABEL-DISAGREEMENT,
1a1a5c6d446a2ef6bf07093214156f1023d53314952932e1938a1868210b9c26,LABEL-DISAGREEMENT,
1e020a4bdc8924fa0053f68a60d1f7954eb5d78e887924970ecc0bc2bc710281,CENTRE-GAP,33.19
28c45077ccf499e1a5228bc129a9ee25c1b7fe2ee89e3ee786eb20c9783d92a5,LABEL-DISAGREEMENT,
2f016c06f20894d50f6bf44eb17b2a86b28c2072faaba6a0a3cb7e74d300fa49,CENTRE-GAP,27.52
30154a7e31103db64f8bbe2024a6f240d6327313267156aba1a723009f6a356d,CENTRE-GAP,287.09
303ac8d28eeb70d76f501c2db26c060116a2737673e2e628fe09f29d9abc4764,LABEL-DISAGREEMENT,
32a9b704493fbb795fb761f37bef3fdce018f9bee88a4ec8ec651ab518983bac,LABEL-DISAGREEMENT,
34766854d990d4a26907caad5d2686f9434d7c284421a529b278b7fa31cbd08f,LABEL-DISAGREEMENT,
3be793e57b63e9c348c3f5568c40b12da5f0ab670a9b501d50f99e9e2686b053,CENTRE-GAP,256.82
3d5bfeaf149137570da522c6d992297469c1a205b1708c0484ce376bf6f02812,CENTRE-GAP,53.67
4120fe16d5c55c3885999b18d77b7a2d0eb5e1a10c2712e5709aca3d58bff755,LABEL-DISAGREEMENT,
4209e0afa63523ada47374829906a6895816cea5b6326dc490abfb52feeba092,LABEL-DISAGREEMENT,
422239c9c6fb0e2e7582a06e2c51ff7a3c25dba2e8858d44bfaa84d8f10cd4a3,LABEL-DISAGREEMENT,
438ec97a364869617e96721e963604375ae841664b055410bf29900a6197c760,LABEL-DISAGREEMENT,
45926cdb573cba3b61704085067ea133edde6dabb8a0c1a4b28921e1d2626a50,LABEL-DISAGREEMENT,
45cfedb36b91bb8d81f68eb7248fb402ef4d13819b9c7379b773ce3d818104d3,CENTRE-GAP,730.61
493100e98464b4fd6069f97bf684305eb9f66930f355dbadf330a3fe3b6075f4,LABEL-DISAGREEMENT,
4c78585af542a3077aeb640d0159be8fb86d97fab80133675cad55515042d2be,LABEL-DISAGREEMENT,
4c7e2db6b6661d0bc867297b88bac7925e543d77653e8a1730377eaebbb7b0e6,CENTRE-GAP,17.33
4ce9feada8d79aaee3dd2e51ad95f11af8bcf774d20e93383c24d6059b5ef97f,LABEL-DISAGREEMENT,
50fc0905e9b86426b0a3b203e59639cc3a07a57faf306181eb59db5829f10a36,LABEL-DISAGREEMENT,
512975438cfd0a649cf3b623e04d12f990dce55155044c5671dfaff19b7b3599,CENTRE-GAP,75.04
5232ad114239443128b1eba7fdd23bed50c4c791b62186315fc0c23184387e97,CENTRE-GAP,22.8
540e83f6d87c34f919e61e464047771e8a31061fa2320f570eb4ec107a727333,CENTRE-GAP,515.47
57197ad5dbbe6f6c8b8d8917538cca1d89c24805549f99c1a15061766bede4c9,LABEL-DISAGREEMENT,
581fbc7865a25dd0941dd6de967de9dfc6b1d5f7f64792134122e0ea24a43467,CENTRE-GAP,224.37
592c0c85869af2165da4e905ec3ed3fe25e6421aa22e2928926c148960cfecb5,LABEL-DISAGREEMENT,
5ae17f912acd7dc3981204f19e712d276b2592ffd53a3a407c9b8dbe18260192,CENTRE-GAP,22.95
5d166f69fa8d84fc031becc44371761c7add798113397e15e0bd518c64507a9a,LABEL-DISAGREEMENT,
5dcbda1d60b16b2c9fc8d023e2f84719f342804a024b5d7e2a352b586c8c6040,CENTRE-GAP,30.59
5f71a3cb9898d5d5fa7464e11472149c9a260eea5134f9d43ca76fe62ad28609,CENTRE-GAP,572.53
6037df5845d3d2a0cdcb3209c7f78a8c3af43a80fb0d8dbbddbf296c554fa1ee,CENTRE-GAP,70.66
6210a2f091bda239e733240299b7918c64c7e2d0e47675ae6c9b50c0c756e61d,LABEL-DISAGREEMENT,
63b3b82354a0f12afac8c71ba2083b3ae0d6638094338a3434ac42e5718ebc03,LABEL-DISAGREEMENT,
64b97f92e69247b7a4ce4314e114784943bb9d5ac46fa740e681f1d624124191,LABEL-DISAGREEMENT,
65efed56fbe2179ab44fd671b5583580a7b27bffa283e9d592f2519cc66923af,CENTRE-GAP,19.16
66f95c9da73da975684ff915d7af4343ad76e0fc2e1b568221aa79a84e3e9f43,CENTRE-GAP,285.5
6b4ce5ad7263ecbc75b1dfdd91cf8139feb690749b8a8b67f393f172c680223c,LABEL-DISAGREEMENT,
6ea733bc62553892f9f58bb305267994d1d64625eb6f8409d324cfe5617e0596,CENTRE-GAP,48.58
6f6d7c2df9aefa1e8084ea92d6055f567678cc19f3be21b4389e91e409088151,LABEL-DISAGREEMENT,
6f9dd93328d7fb3f12bf41e1b26a21f369462e3aaa1789c41284ed3e6c6e1b44,CENTRE-GAP,351.98
6fb1ee4d77f16071e4b16f0271e0d4cd9a39d403043d0b6403d14df7208765c0,CENTRE-GAP,515.8
6fcf278b16033b938a8444e26794ffff2e5231dd22080a7deda9a97c2ebda398,LABEL-DISAGREEMENT,
727f2ccde3f0ae050d7f86b7637a2cc26bdb615c699a999daff9006d0c7ca7f9,CENTRE-GAP,108.07
73787809c7c4a8c3ce994480c214f4221aff009d34f00ae0e1e97717532ed432,CENTRE-GAP,451.36
748ad8b5bcfb830d91434d7be35cd0141c7e6112fbd645cb24b9d8145325d2c8,LABEL-DISAGREEMENT,
7723df499d48da5900ec7c5e5582ee2f872c602455750840bc55e031ca1a7608,LABEL-DISAGREEMENT,
79c83579594353a96af5ac22ce9dcbae396f715ea6a0546ff0fc1afeb92d500d,LABEL-DISAGREEMENT,
7a77ec659be073fb416f9a55a0d02d91e305815fa40f3412bb561bea897ba90b,LABEL-DISAGREEMENT,
7ca0d220a93be3dc20606d84aa657d63984eccb96741f12370a0ceadf748b787,LABEL-DISAGREEMENT,
7cb042e3cc028e947cd3c380ff55dc052a1e49a285c49cc2a5818cba561b8727,LABEL-DISAGREEMENT,
852d06bee969ba6c5e5a15a39b087825591a97ee1dac2de00f0fbf8d63337ab3,LABEL-DISAGREEMENT,
85597a5e8bf84c4e99fc09019eaa3af4712cc575a5b5fe507a837000c06b34c7,CENTRE-GAP,19.1
89dd8715dd8a53230e612760e0e9faaa294f4cf71a215a36fcbd0e8f14505647,LABEL-DISAGREEMENT,
8b7a7979b56cf25bce732b80cb6ae7a1f4f52d8264571c798c5b705402a74926,CENTRE-GAP,35.42
8fc5f69f75423607a5af3ff25e76b8393faea61e80b5cf5bab9336e7458c8af8,LABEL-DISAGREEMENT,
90ec31471472043e2f5d66f91dacfb4dffe01e30a60459856a55fc1bd8642b2e,CENTRE-GAP,212.57
914518aa85f595b1534a72b83bde1f3768c13030027215f2cda311cd22b70684,CENTRE-GAP,494.18
9553ae33713a507c8435a5f3fd836f986abb1d7d06575ddb2d63def9b5d80937,LABEL-DISAGREEMENT,
9746fd6fd1039a88834733853858a22098eb0c921e125b0a33c552d364618373,CENTRE-GAP,843.95
9a36cd5a21143857ac8350e624d82b7771a29ab40cf6f44fffd07bd02dc42402,LABEL-DISAGREEMENT,
9a43195cc9df5c4f94480b816d414874899fad38f9940f49dc4aba23375536cc,LABEL-DISAGREEMENT,
9c55d00df5a80514cef10b4a521418bcf466aefaeed08201231b76e124d83aca,LABEL-DISAGREEMENT,
9c8891f0f6e49302adefce0da2eb45fa54e4be9c1acb68a114a46bcff388a74d,CENTRE-GAP,104.04
9ec4658ae5da7ea22987575bc9ec1aa4b4eeb28c3cfcf5cac77a9625cece245a,CENTRE-GAP,205.03
a421f16c9230b5a3286c6cbf01505585edc0af534638b0a46516b346d978d2c9,CENTRE-GAP,27.52
a5e3d23f6e545af2e266e273014227a307296c7759129c47fbafc15a72ec6314,CENTRE-GAP,19.14
a62bb168d5c0dfbe23b2afcfdfd348e112352be82e3f9367bc74742d3764f29a,LABEL-DISAGREEMENT,
a886ebe8dcfbabd0a7b75f04cacb4423a1c585a272f47b694045f84870f5ec7e,CENTRE-GAP,34.66
ac9f7eb7f2bfaf11de9c7a133474ff2c53b2f888be207da3ff8da413517bd516,LABEL-DISAGREEMENT,
b03e51a438c71b2c69a33825b1e111a5d685abaa91740a3bad11c20c2467abf1,CENTRE-GAP,22.55
b1501c3de99d2e76dae00520d2d6160d34f3b83a2f127362efb6935dcac0d374,CENTRE-GAP,54.5
b1826846fffe8b200cc10fc36a63f3d4ce3424ef747297205f2fe20d96f3a8b9,LABEL-DISAGREEMENT,
b3549eb2457dab26b5e94f42636d3c96600905779732d92ccf4a4165c8d32bb9,CENTRE-GAP,26.17
b494d694673a2b364d451c42102d394b93283931baf02eec4f374171b7d616e3,LABEL-DISAGREEMENT,
b70a17fb2007e6ea1da09c86d5b9ed95a3f35e44c3e77dba7bd59844d7f6fa0b,CENTRE-GAP,132.68
bc46741fe1036968019ec24fe5606241ebacc92acadbc13a8c2ca62b3604ddf0,CENTRE-GAP,413.72
bc51adfffdaa6ebfdd34da17dca7c8f26fcb974b7288ee6f08402bbdd4721c0a,LABEL-DISAGREEMENT,
bcd6bde84d4f564334e2158f6779d3dbd669ed1a6f18a54c726da569e6775e5a,LABEL-DISAGREEMENT,
bf77cbc60af01953c39c553bc094a0ecdef43e23bcb3ea502fe94026aba062a9,CENTRE-GAP,30.5
c07853b2493f6ad8ccb12aa1119702270ed4eb485df1fceae0daf56095757b16,LABEL-DISAGREEMENT,
c130340efee4549e459681638e244506e98b84a3a5dd7aa17077c3088927043d,CENTRE-GAP,855.27
c68e36cf6e1742074cc63f8a5717cca89aa15e59bb7557aa74885870e5e9fda3,LABEL-DISAGREEMENT,
c6f3e658d15d209b2d9b0d1568cf27c1b43a8516c255dbc89b5b43778ad60a04,LABEL-DISAGREEMENT,
c822ee49f2fbedcc32f47b19daf12acbc82f9bd97d770dc3b33cd202c797de07,CENTRE-GAP,141.81
cbcac3d74a867a70882820740b59fede2dd69ef455fb805bc58a1ca56eed253f,CENTRE-GAP,50.66
cd44868f53a2b5d0bcb3f5df980fe58f4e0a7dd414da4f639ff24443912e88fe,CENTRE-GAP,31.06
ceb578923915b5469c15bfc27a34660f304e2244a42d4a48228ff4d033901694,CENTRE-GAP,176.84
cee1530bf9195ce8f20672a014f24ab73a04b41000112e03cc3103a9bc0aa46c,LABEL-DISAGREEMENT,
d2a668fbeec06def70b50253d68d47295e3e6135d27436fd6aec306721f356c1,CENTRE-GAP,34.21
d3e2aa486b5bfb8cec472cd36d1ac53d711ac406c227bf5699848a93ec59050f,LABEL-DISAGREEMENT,
d727d5b07bf5a0a7f68837307ff260a12a7e3163f45d5fba4a6e608291a3823b,LABEL-DISAGREEMENT,
dad6f3f8d4d54a7dfa5db5a15ea5aaa6cd0b327195b0cf6703ce0f8b0ede9606,CENTRE-GAP,24.82
db49e3dc015de9f52fe2ea47810e1ea60213f6cdeadbd884ae5f37e3ca2793b0,CENTRE-GAP,28.54
dd5deee8e3b4502cbda9ea36e30509e77697479a0d94e0ccff6d602019aa5f3c,LABEL-DISAGREEMENT,
defe3c0d1e5b03d1838a890e52849dac4a007c54d71ba1ba3b393bcbb3f40124,CENTRE-GAP,17.0
e1ffcf35aa4328f0ddb050f9cc7d11d65e047f5adf73a404311ca539246c75be,CENTRE-GAP,31.06
e463c48202f2d155e4545d2e726b1e8dfcd6e3206b331bfed34cba705f79a0e8,LABEL-DISAGREEMENT,
e5c7cb72f83fa496bc3184c61096d327e2971c52977999c6792a68037704c3ad,LABEL-DISAGREEMENT,
e9a686856100d65a562621af0d9f4d268d32b44ec363fd0382391c47eb41c5dd,LABEL-DISAGREEMENT,
e9fe387a041cc4240edb0ff0d05494312c538d6d83bbe50c90d275dd0f070bc0,CENTRE-GAP,28.52
ee76f9191cdbd8d5027d46596a903214dfcbc5bc2ff5f55c377abe4dc4fe6fea,CENTRE-GAP,48.04
f15fccffca03276c1d8633ea654df2261496ddb605f7b304fe28a00fd21910fd,LABEL-DISAGREEMENT,
f442c7b355e0d3c2fef1eab175358a9adaa17b9512436ec645af7e227497ced1,LABEL-DISAGREEMENT,
fbda48df8ff799d24b5917944fc848319dd73d13fc0370366a95338347039437,CENTRE-GAP,88.54
fdb7c19c0baea25d0ad3c01a57c81665987b1ac401c8fac6ab0a5891ae4fa36c,LABEL-DISAGREEMENT,
01624a78bbc487d9602526cfe4540a4fe96c753bc7e126774fc5c604335e2917,CENTRE-GAP,316.82
02a8ebb076270a5e8156d01dd9351034a2358f6c799902ea671c86bf3bf6d635,CENTRE-GAP,29.0
043421998afdec270096c172f35f200dde5d1f723fe1132a02a567d1efedec98,LABEL-DISAGREEMENT,
054db0ba29fc8e4ded1791cd9cf25f22812f33c60f74080c78cf35f4f69e10f8,CENTRE-GAP,33.09
06b61a76a7ed92f4e227015c169b53e2bd2699dd8c7c5fe8fb0f38d92c9527a6,CENTRE-GAP,203.93
06b7146c14f12cbd722f89b4164cc1c10ab99530456e6615fa38a5107f7643a3,LABEL-DISAGREEMENT,
0714d445d447cd121675c903f4e6b79a77bf4fa7d4a9f0abb53fe142698754b8,LABEL-DISAGREEMENT,
0716d136adb43568d2a75382627391a0cbf7145f5e409edc998c9f8732245ffb,LABEL-DISAGREEMENT,
080b4ae24d37915b8a352eccbef7306919a4520c6c07ff4cef75fc397e5e62b7,CENTRE-GAP,262.23
088c361670696e6a29f5f5ea6f0009a47928be5e093fd13f6d48e27c83176f71,LABEL-DISAGREEMENT,
09a4d0d36e4889f9edcb88f707e82e15af5d84f8e1af5769f4346d2b5fc4fd8e,CENTRE-GAP,68.05
0b0efe5807b194b9bab3e6f262ff9a0ac6f07c73a08655dba70840d85db064c5,CENTRE-GAP,62.27
0b241fe2e28c13757d751c8df6bf0dc9808ec56f08b1725c5c354396b7f826a2,CENTRE-GAP,51.72
0b3f308131cbbd453856325831312cba0ee41b607e376f5a6bb7fa3845eec80b,LABEL-DISAGREEMENT,
0bd4386adf802886b9b44360e518cb26ccaba0a6ad0250f497075e4e2f0acbb7,CENTRE-GAP,121.74
0cd4a064a09a5aef1b0a15bf646ad3462b57c51d326009f471d0e1de9e417f56,CENTRE-GAP,43.08
0db71514d7adcb20ac39ded1d0da68e41a75d4c0a51e9981f8dcc9e0345de487,LABEL-DISAGREEMENT,
0e3b7e8661689213774c1287168ca73ac6945355d8efbfeef736625138e5b201,CENTRE-GAP,215.5
0f10333a93b690a10420bb8b30fb96f6699978f52fb28c1a25563c440a034495,CENTRE-GAP,268.02
0f1af2b34fe774fae42afebeb8f8d079b0e0d7eea52c96f3cb9516a1c875c899,LABEL-DISAGREEMENT,
0fcb847654626ca47b1cea6a7c42470ec4bdb91e299b01c2b0bb442e1e315b72,LABEL-DISAGREEMENT,
0fe4c8ddae336a282ae19bce206c65ec4a54eed69b2eb6303488544000d2c7a7,LABEL-DISAGREEMENT,
106212c1ea74de3259854c30e0209c33616fb651c69e2d341fa56b7d3992c672,LABEL-DISAGREEMENT,
10ad02178e7d11a79a1d4911a941be512f13e93fd6711324138085919e3a168d,CENTRE-GAP,703.21
10d786b6a025c8eeceff884b41b28a9acc1b459b8d71fdb613f2daf951d1d850,LABEL-DISAGREEMENT,
110f054be70cd154599e5f285465922b9fbf9a086b04f2a3d321912f5c1557c9,CENTRE-GAP,1136.85
11ffdedbd9f04b6098ce0f03bd22b0f31745226dfd46e16388e88c91c6a3f823,LABEL-DISAGREEMENT,
132df7d1940203dc725c171bce5209ac2ccfb10e45e2c5568aa45e70f6bf7e8d,LABEL-DISAGREEMENT,
1574171a0438267ad6899c56745773b4dc6b78e79bc455a83bfb15774fc9f7d9,CENTRE-GAP,1385.81
1623782c2aebfa8ca01815dc8824efd1bc748dec80580a27181bb14350d87767,CENTRE-GAP,751.9
16c583e45b3936aa65d2dce0135ff0a6bd95f0fb9cd5725e34c56abbfae258b7,CENTRE-GAP,722.08
18f3d180b4854a548ba4cd699bd2cd3452fb4d7882658dced319d09ae2037998,LABEL-DISAGREEMENT,
1b52ab7e5d34a109084c217412ed79683aa3bfaaa85bb7936bcd28ae13f333c4,LABEL-DISAGREEMENT,
1bf643c2eec3b066c6c9ef5bf4972ec773b2be2c1c1bb4dc728159a46d1efac5,LABEL-DISAGREEMENT,
1de680a0b8185f7ae4ecfe73680f91b1c91ab01a84a4db246805c0829c70a689,CENTRE-GAP,169.34
20ea1070cef466b895f7eef7c87325e152af9358bd76ef5c722eb2e08133a5af,LABEL-DISAGREEMENT,
21ad836779ea367c0d211410934d94bc61d8343faa66103b0839eeb7e52bf042,LABEL-DISAGREEMENT,
237d19193aeede4824f524531944087848308ef4fe92f97b28b4e45c9bdf166d,LABEL-DISAGREEMENT,
24896f416885b7cc499029d081e869ebc69559396cb60cdfa62d03bc7007657c,LABEL-DISAGREEMENT,
24fd0a97b8dd48fb65390c75b3bc5f69734e729687e17adde219149614006ef4,LABEL-DISAGREEMENT,
26eb9cee0a07399b0c7a82b50d4af683e63d03f766083601ace7c0007bcf3699,CENTRE-GAP,512.27
2910362aaca2fd21ed16ef886f80acd40b51ecb66fe487b1d0972bdc56112d26,CENTRE-GAP,18.83
29396a12ecc8abc4e34ee6c08b698ea1b464d1df679a2019eaab5d52e5a453ad,LABEL-DISAGREEMENT,
296bcac9920829e44e07e65abc78d00136d9c7a02ac7c408fd07f86a6ab69571,LABEL-DISAGREEMENT,
299468af20c51dbf3e2090310433847fecdb8dbc1138dae74f3314da344bebf7,CENTRE-GAP,32.19
2bbe984f4a74b18664c665c3420d3ce26fbf10d4597350334bca69f149859531,CENTRE-GAP,75.44
2c91e135e4269b4dc9cfd74019f56a035f34266a9e6d0eb77d095291ff9d0df6,LABEL-DISAGREEMENT,
2ce019929197f1f70f73d69b7ebee54395e3d9230d2112fa7b0479a8f0cd5e8c,CENTRE-GAP,31.66
2d61858c542071d4f2f868987ebbb8806cd8a10168b82dd63928c38d90b9f03d,CENTRE-GAP,57.76
2faa7ff03a5c92ab1171b9db598ac35dec447153b5d8b2ddf224c55ae60ec7d7,CENTRE-GAP,44.34
30356bf13742170128ef8fcec769eca428171917548ad839851350ae93776098,LABEL-DISAGREEMENT,
311dcabd8fc06df051cac04a20433cddd8ae920a34ee3f2540859fad02969855,LABEL-DISAGREEMENT,
3130cfa098e54f28258c10bf925e8b4e8c0c0f33b36a0afd2aeb3c4ff383c93a,LABEL-DISAGREEMENT,
313bff52e59385f621946dc5a1184395813ac6d11ff8969370b15855d18d01e6,LABEL-DISAGREEMENT,
32d80de87a3b4734d676565e434a26c5367c5dc832319936f1ab373124f096c0,LABEL-DISAGREEMENT,
33525f98eccfbcfe08bd471bb58e98acfa141df0fbaecbf1f08e08d1e88dcd18,LABEL-DISAGREEMENT,
33b657bad2c022d318d4f3142032e547d2796ab3df86293418c04ffc26cda55a,LABEL-DISAGREEMENT,
3427c8976d82fa8ad83e5576b91d3e5733d1fbf89c6b8c1e199dac4877e6d29c,LABEL-DISAGREEMENT,
3460c10d21ee16eaa06c2ae873e279e4fbba155b259be0c12f2494d06576eee1,LABEL-DISAGREEMENT,
34a68e7844f33d03dc91bf0ac111d896bb6f340377dbf2be9dc62f1ee5c3fcc7,CENTRE-GAP,576.07
350458ba9feec4e39bf5581d4b4537cff555839a192050d9322d8bf57de03859,LABEL-DISAGREEMENT,
36b7d96fbb5b5ae81d39193fef2a27b129ec5af36ac9b5e11350a135efeb6279,LABEL-DISAGREEMENT,
3706b27ac29699d598acf43c919dc3ccc2f72451f9797aaf9f209651c43c1bcf,LABEL-DISAGREEMENT,
395923ab30bd9f5175dd813fbe027bc57a05bb928cd7c2f6cfc5c341a645a33d,CENTRE-GAP,16.16
3a0a3add537a99d8a33af4c485aaebe4c0c8711637fa6b301af109f67ab70b0d,CENTRE-GAP,21.87
3a1086cbf8943b8233eb6e9c621c8750283d5b0d2e11a30e99bd73cea799f3ab,CENTRE-GAP,327.18
3d209e63af68ec4bd5dde83a5465e5fd96e003ab244c9b9f92405fe09f556636,CENTRE-GAP,35.13
3da016070261f317f62e1023453b415bfc76365c7aca1bbb75ed144cf77b5be2,LABEL-DISAGREEMENT,
3e1def3d25f97e16f4213a2e990cbc8bd901c29da79e22ddf10eb5f9fbfc37d6,LABEL-DISAGREEMENT,
3f21f1ddaf0bf659c0e6b1a2729684e4bf9314a76b2c3fd356f62c5524ca8d68,CENTRE-GAP,30.22
3ff88c8cbc62e29a9bb402c16b78ba628c458b0cdc4d9e1e29bdab0f46eee40a,LABEL-DISAGREEMENT,
412413c05f7beb7a5953de30667025544b440f6ee801edc89d1b9b177c43df2a,LABEL-DISAGREEMENT,
4124266da547b10bce25bd4466cd55031e7f4ff3dc530fbab2cb13eca9f51771,CENTRE-GAP,243.12
41d019c3b574a31c1a73f27c69c1923021c4d5984c3eb04e81ff63d63c0aa3b0,LABEL-DISAGREEMENT,
42118b6a72a0f59ea5950ec9fe1f7f6a3c2303d1fbd0537d6fb9971f18ab9f21,LABEL-DISAGREEMENT,
429d0d1fbda6316ac6e85bc976d268e5c0f40afda19e1c692e7902e8187d3c48,LABEL-DISAGREEMENT,
4391d4db24bc5d6405403dadfe69125f35ba14b76a1584133a2c522d86928e01,LABEL-DISAGREEMENT,
43abca024ee0133823832eaab48ce3e9d334131640876245faf137e3b0d72717,LABEL-DISAGREEMENT,
442d0172d04ac1e8943bee1b954bfdb4822abae9d0042570a86d02100364d12c,LABEL-DISAGREEMENT,
4650fce328c9f95e72e2eea82a69b831d283c708530ab1edac9a640bec77279a,LABEL-DISAGREEMENT,
4680eba1cd06ec91b0046cd3789bb61d43dbd9a4afffb4975e87e2a003d47e18,CENTRE-GAP,760.22
46b6196afc9b02b1fb2691a64c4b963d6f9d8d245468d0bacd908d5f810635e3,LABEL-DISAGREEMENT,
470cd9afd8c573a081402230c5fe6cc82945b6c54ab5c5de5ae158ff4aca2caa,CENTRE-GAP,928.36
47826bc60f3c7de62941f86f607822d55a0662c6b19699f8cbb5880649344f90,CENTRE-GAP,277.71
482d0437ff70368ac28435e0bb71c577b3d0864232c4b2dd25d523e2d8c11749,CENTRE-GAP,24.42
49759debf1d117119d61a2cf7a79034cc51e177d741377a0fd4b679f7c43cb27,CENTRE-GAP,39.05
4a8130a3bbf855cc6a7adf626c78baea0c41cbc852651b7e99ee2de097f98955,LABEL-DISAGREEMENT,
4b05e098a7059b2de698d1a5665249995291732360fc88ec23375a788bb121ad,CENTRE-GAP,33.74
4b5b66ab7b3050228a0cd033f4234af41a9e91813b3f571cf5b71e4eadf64e10,LABEL-DISAGREEMENT,
4b9307a32abd3afa640af868637260ef879f046917f24c748bc55e80e9a1daf1,LABEL-DISAGREEMENT,
4bfbd15059d0c58f0997241208c12f7623edd999b41b8cfcdff9d5fcdaae37b1,CENTRE-GAP,318.42
4c04ef3b2fb85097adb026e04254f1dca19ea33de08d51d63e707e45925becdb,LABEL-DISAGREEMENT,
4d0b01c58d65e01ff97ae232627dda289fcd6484dee1d91d4416b9d9c5c367d5,CENTRE-GAP,29.62
4d3b973423aaa40c186ed70239f05c85fcd889f189ee090cb87c573ffdb4ceee,CENTRE-GAP,18.03
4d4cfea838a047c54af112649205a1192f978b5179773030db3740d272430a68,LABEL-DISAGREEMENT,
4d5ff17b43bdbdf6d70a7aa78414db6fe98669c4751c2f3f535bddddc9b16161,CENTRE-GAP,221.04
4f1ca53421db45c87e44819b935fc030c9dc2fc56443bba10930628f8ac8f8b3,CENTRE-GAP,65.03
4f64a50ac3c15f025f2bd8a96133be5be89f4b2ac049a1572f577af8229ba4ed,LABEL-DISAGREEMENT,
4fecde40157eb2e3864127bbf27a6c1cba754ddb60b39e6c0de0d08e0efd7d2a,LABEL-DISAGREEMENT,
5042276960abad3600bc36257c2fde450a2e98b8f28e7843e15266ae9da3411f,LABEL-DISAGREEMENT,
5274a65d7dae569dce3e35ed40b898e77a539d7704ee802a4c0ba8e30e1c57e6,CENTRE-GAP,26.02
52bed970ae0792b81fd9c55c6404dcbf7c74b3007150b876b8cf6f279bc59871,CENTRE-GAP,14.87
538d2e85209eac040555e63e077cecc0184fcf87d0f61daf1cc0a7a4d66c48f7,CENTRE-GAP,29.54
56ec309abe0f27e23f9887c9d5eb182f86aecf756d3403c7be1e73f98da48f4a,CENTRE-GAP,436.66
57f8aa9e46814f1e9b221b97b4ac21a6fb30da72427c990bd31fd4cf22b134e9,CENTRE-GAP,33.68
57fb0bcc7c24b36e23611118b9a107fad87ed58002f32d1b3f5c719e90dc8ec9,CENTRE-GAP,238.54
58794fe201bb50a0f931bcbd47e033cb612421d00b348c2ce8f6b237a6ea7e04,CENTRE-GAP,29.03
58f51910570677304c194d54924cccc78e939f618dccebd801e003b81516e109,CENTRE-GAP,27.74
5adff6aa4e48148482c44d0861b5a738f1afd8ed39f08c8e4da53ae88bdc0559,CENTRE-GAP,74.51
5b4aa6539fcc28f7006c3627f7efc904221a86875b35846d5cb5143ccc1a0147,LABEL-DISAGREEMENT,
5c506515db87449e470232ee6f57f63de339cfc44f0bca1a18e25fa592f43911,CENTRE-GAP,37.17
5c55340d7f2914b1b8589bd326b689518040199b492e89f37794f183ef81ad22,CENTRE-GAP,35.92
5da3241e77e653e0c620e078e4399c714f8021eb3b2cf39ecef16f044f06bd25,LABEL-DISAGREEMENT,
5ddd9b25dd622cc5bc13075a68cd0d6a667f73cb764244580453f63371336bb7,CENTRE-GAP,41.44
5dfbffaacae647643991cae5464059616876c343b6bf5b5b13b91ca12b29f7c0,CENTRE-GAP,31.5
5ef705e78f2b76707123257b180720ee731df1c7e84659a1d47ecefa35fc27f0,CENTRE-GAP,354.61
5f81b9f9e38b5466e0f9e8de08b166779c1dc2e3e58994cd3e1f769ad0d28269,CENTRE-GAP,19.24
625771c208470357d3748afb303e493f20fd776dc622a1872d85b5ca09af653e,LABEL-DISAGREEMENT,
62e105916483cc76c43ce0286daf6cc4dd1d4e897cd6bd88493850b1cfd26ce6,CENTRE-GAP,1148.18
640da5e14096ed438c6d768e65a8eb67f93f41e642d9488b6ed8ec60e39ead5a,LABEL-DISAGREEMENT,
64b0424b6bdbe9f91340e587ed47c04879a5bb09cf7871d54c078ac284b7ad0a,LABEL-DISAGREEMENT,
64d9361b521300c8d4b001f35a25d98dcc2913678bc3f3640ebf2cc737e9c7d2,CENTRE-GAP,99.53
