g_id,memo,resolved,tokens,register_verdict
336,docs/evidence/tracking/G336_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,0,1,"| G336 | basketball | CLOSED AT LIMIT 2026-09-08 aed2e43c1 (adjudicated by the orchestrator over the fix-1d verifier REJECT; attempt 1 2f1eb0b29 and fix 1b 38391e078 also REJECT) -- TRACK-ID CONTINUITY screening: on the 2 of 4 sealed sections the route accepted (2 REFUSED by its own preflight) the flagged association variant cut slot fragmentation 0.0378 to 0.0167 and 0.0691 to 0.0478 (n = 180 evaluated frames each) with 0 switches but lower within-instance appearance similarity; bar (>= 30 pct on >= 3 of 4) NOT met; design defects that cannot be fixed in place (age unit, slot-only scoring, next-tick switch proxy, deployed-tree writes) are carried into G345 as binding requirements; internal track ids cannot be isolated on the pod (supervision absent: the slot IS the id). Original text: OPEN -- allocated 2026-09-08 (codex build). TRACK-ID CONTINUITY: 10 reusable roster slots resolve to 134-559 instances per 40 frames (G310 attempt 2). Row = trace the association step (Kalman + Hungarian, gating, MAX_LOST, whether OSNet re-ID is used in the daemon route), label-free fragmentation / instance length / switch proxy / appearance consistency on 4 sections, one association variant (two-stage ByteTrack-style + appearance cost, no slot cap during association) behind TRACK_ASSOC_V2=0 measured on identical detector output; bar = fragmentation -30 pct on >= 3/4 sections without raising switches. Spec: docs/evidence/tracking/specs/G336_spec.md -> worktree a21. | docs/evidence/tracking/g336_track_id_continuity_2026-09-08.md | CLOSED AT LIMIT |"
338,docs/evidence/tracking/G338_VERIFY_2026-09-08.md,0,1,## G338 allocation register (2026-09-08)
338,docs/evidence/tracking/G338_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,0,1,## G338 allocation register (2026-09-08)
340,docs/evidence/tracking/G340_VERIFY_2026-09-08.md,0,5,## G340 allocation register (2026-09-08)
341,docs/evidence/tracking/G341_VERIFY_2026-09-08.md,0,1,## G341 allocation register (2026-09-08)
342,docs/evidence/tracking/G342_VERIFY_2026-09-08.md,0,1,## G342 allocation register (2026-09-08)
343,docs/evidence/tracking/G343_VERIFY_2026-09-08.md,0,1,## G343 allocation register (2026-09-08)
343,docs/evidence/tracking/G343_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,0,3,## G343 allocation register (2026-09-08)
344,docs/evidence/tracking/G344_VERIFY_2026-09-08.md,0,3,"| G357 | basketball | Premise remeasured 61/61 eligible (16 base-video ids, 11 competitions). Even-resampled seal covers 31 of 61 windows / 14 base-video ids / 10 competitions. Over 1,860 unique frame keys, px vs old: in-radius 39/1860 vs 7/1860, eligible pairs 29 vs 6, accepted ownership 3/1860 vs 1/1860; shuffle delta 103.4 per-mille. Both sealed bars unmet (29 < 100 pairs; 103.4 < 200 per-mille), so PARTIAL. Tests pass: px_join 3, fix1b_census 4, g349_survival 2, g344_shadow 3; no corrections. Lineage: fix 1a bca82687c REJECTed for a head slice; fix 1b resamples evenly (indices 0,2,...,60). | g357_ball_ownership_px_attempt2_2026-09-08.md; g357_ball_ownership_px_attempt2_2026-09-08/ (census.csv, sealed_windows_fix1b.csv, states_fix1b.csv, survival_fix1b.csv); g357_prereg_fix1b_2026-09-08.md; G357_VERIFY_2026-09-09.md; G357_VERIFY_2026-09-08.md | **ACCEPT -- PARTIAL result: licenses the px-field join as the measured ownership path on this 31-window sample and the recorded per-mille comparison; does not license any production wiring, any ownership-rate estimate beyond the observed 3/1860, or any separation claim, because 29 pairs is below the sealed 100-pair bar and 103.4 per-mille is below the sealed 200 per-mille bar.** |"
345,docs/evidence/tracking/G345_VERIFY_2026-09-08.md,0,1,"| G336 | basketball | CLOSED AT LIMIT 2026-09-08 aed2e43c1 (adjudicated by the orchestrator over the fix-1d verifier REJECT; attempt 1 2f1eb0b29 and fix 1b 38391e078 also REJECT) -- TRACK-ID CONTINUITY screening: on the 2 of 4 sealed sections the route accepted (2 REFUSED by its own preflight) the flagged association variant cut slot fragmentation 0.0378 to 0.0167 and 0.0691 to 0.0478 (n = 180 evaluated frames each) with 0 switches but lower within-instance appearance similarity; bar (>= 30 pct on >= 3 of 4) NOT met; design defects that cannot be fixed in place (age unit, slot-only scoring, next-tick switch proxy, deployed-tree writes) are carried into G345 as binding requirements; internal track ids cannot be isolated on the pod (supervision absent: the slot IS the id). Original text: OPEN -- allocated 2026-09-08 (codex build). TRACK-ID CONTINUITY: 10 reusable roster slots resolve to 134-559 instances per 40 frames (G310 attempt 2). Row = trace the association step (Kalman + Hungarian, gating, MAX_LOST, whether OSNet re-ID is used in the daemon route), label-free fragmentation / instance length / switch proxy / appearance consistency on 4 sections, one association variant (two-stage ByteTrack-style + appearance cost, no slot cap during association) behind TRACK_ASSOC_V2=0 measured on identical detector output; bar = fragmentation -30 pct on >= 3/4 sections without raising switches. Spec: docs/evidence/tracking/specs/G336_spec.md -> worktree a21. | docs/evidence/tracking/g336_track_id_continuity_2026-09-08.md | CLOSED AT LIMIT |"
345,docs/evidence/tracking/G345_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,0,1,"| G336 | basketball | CLOSED AT LIMIT 2026-09-08 aed2e43c1 (adjudicated by the orchestrator over the fix-1d verifier REJECT; attempt 1 2f1eb0b29 and fix 1b 38391e078 also REJECT) -- TRACK-ID CONTINUITY screening: on the 2 of 4 sealed sections the route accepted (2 REFUSED by its own preflight) the flagged association variant cut slot fragmentation 0.0378 to 0.0167 and 0.0691 to 0.0478 (n = 180 evaluated frames each) with 0 switches but lower within-instance appearance similarity; bar (>= 30 pct on >= 3 of 4) NOT met; design defects that cannot be fixed in place (age unit, slot-only scoring, next-tick switch proxy, deployed-tree writes) are carried into G345 as binding requirements; internal track ids cannot be isolated on the pod (supervision absent: the slot IS the id). Original text: OPEN -- allocated 2026-09-08 (codex build). TRACK-ID CONTINUITY: 10 reusable roster slots resolve to 134-559 instances per 40 frames (G310 attempt 2). Row = trace the association step (Kalman + Hungarian, gating, MAX_LOST, whether OSNet re-ID is used in the daemon route), label-free fragmentation / instance length / switch proxy / appearance consistency on 4 sections, one association variant (two-stage ByteTrack-style + appearance cost, no slot cap during association) behind TRACK_ASSOC_V2=0 measured on identical detector output; bar = fragmentation -30 pct on >= 3/4 sections without raising switches. Spec: docs/evidence/tracking/specs/G336_spec.md -> worktree a21. | docs/evidence/tracking/g336_track_id_continuity_2026-09-08.md | CLOSED AT LIMIT |"
345,docs/evidence/tracking/G345_VERIFY_FIX1B_REJECT_2026-09-08.md,0,1,"| G336 | basketball | CLOSED AT LIMIT 2026-09-08 aed2e43c1 (adjudicated by the orchestrator over the fix-1d verifier REJECT; attempt 1 2f1eb0b29 and fix 1b 38391e078 also REJECT) -- TRACK-ID CONTINUITY screening: on the 2 of 4 sealed sections the route accepted (2 REFUSED by its own preflight) the flagged association variant cut slot fragmentation 0.0378 to 0.0167 and 0.0691 to 0.0478 (n = 180 evaluated frames each) with 0 switches but lower within-instance appearance similarity; bar (>= 30 pct on >= 3 of 4) NOT met; design defects that cannot be fixed in place (age unit, slot-only scoring, next-tick switch proxy, deployed-tree writes) are carried into G345 as binding requirements; internal track ids cannot be isolated on the pod (supervision absent: the slot IS the id). Original text: OPEN -- allocated 2026-09-08 (codex build). TRACK-ID CONTINUITY: 10 reusable roster slots resolve to 134-559 instances per 40 frames (G310 attempt 2). Row = trace the association step (Kalman + Hungarian, gating, MAX_LOST, whether OSNet re-ID is used in the daemon route), label-free fragmentation / instance length / switch proxy / appearance consistency on 4 sections, one association variant (two-stage ByteTrack-style + appearance cost, no slot cap during association) behind TRACK_ASSOC_V2=0 measured on identical detector output; bar = fragmentation -30 pct on >= 3/4 sections without raising switches. Spec: docs/evidence/tracking/specs/G336_spec.md -> worktree a21. | docs/evidence/tracking/g336_track_id_continuity_2026-09-08.md | CLOSED AT LIMIT |"
347,docs/evidence/tracking/G347_VERIFY_2026-09-08.md,0,1,## G347 allocation register (2026-09-08)
348,docs/evidence/tracking/G348_VERIFY_2026-09-08.md,0,1,## G348 allocation register (2026-09-08)
350,docs/evidence/tracking/G350_VERIFY_2026-09-08.md,0,1,"| G360 | basketball | Sealed 22-unit premise (labels 12/7/2/1) NOT EVALUABLE: 10 units irrecoverable (6 NBA sources, game id only); 9 sources / 12 units re-fetched byte-size-exact, eye-matched to G350 tiles. On the 12: line AUC 0.090909 (anti-correlated); surface AUC 1.0 on ONE positive (self-fit, B8). Sealed-rule probe 384 frames / 32 sections: 034 court / 005 non-court / 345 abstain (pm 089/013/898); >=60 non-court quota unreachable, held-out NOT sealed, no rater ran. Tests 3 + LOC 1; memo:16 ranking corrected. 5 NEW GAPs (vanishing-direction, zero-padding, ledger row, master lacked test+module, index.lock). | g360_court_presence_cue_2026-09-08.md; g360_prereg_2026-09-08.md; g360_court_presence_cue_2026-09-08/ (premise.csv, source_identity.csv, balance_probe.csv, eyecheck_recovered_01.jpg, eyecheck_recovered_02.jpg); G360_VERIFY_2026-09-09.md | **ACCEPT WITH CORRECTIONS -- PARTIAL: closes the RULE-CUE path (successor G364 learned presence, allocated 19f29084); licenses nothing about court presence; binding lesson: pin sources by YouTube id + offset (G361)** |"
352,docs/evidence/tracking/G352_ADJUDICATION_2026-09-09.md,0,1,## G352 result register
352,docs/evidence/tracking/G352_VERIFY_fix1b_REJECT_2026-09-09.md,0,1,## G352 result register
354,docs/evidence/tracking/G354_ADJUDICATION_2026-09-09.md,0,4,## G354 result register
357,docs/evidence/tracking/G357_VERIFY_2026-09-09.md,0,2,"| G363 | basketball | C0 on the blind reference = 0 TP/549 held-out, 8 FP; phase-1 share 0.014572 superseded; G357 beside. sha256 identity rebuilt 881/881 + 1,762/1,762 neighbours post-pod-loss, 0 UNKNOWN-ALIGNMENT. A1-A7 sequential; winner A7 (960px, conf .05, causal NMS) = 2/549, Wilson lo 0.00305 vs bar 0.90, FP/N_absent 0.73251 vs 0.01; 285 VISIBLE / 243 ABSENT; A8 LIMIT, 0 audited boxes; nearest pred median 487.50 px vs 12.33 px tolerance = wrong object; rater centres differ 36.39 px. Tests 11+1. Two REJECTs: B2 cured; Q1 amendment by commit order, no seal; Q2/Q4 unadopted; 196 Q6 hits in sealed artifacts. | g363_ball_coverage_2026-09-09.md; g363_ball_coverage_2026-09-09/{prereg, amendment, frames.csv, ratings.csv, identity.csv, predictions.csv, frame_scores.csv, arms.csv, summary.json, centre_diagnostic.json, eye_check/}; G363_ADJUDICATION_2026-09-10.md; G363_VERIFY_REJECT_2026-09-10.md; G363_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- ball detection with the deployed route is absent on blind broadcast frames; licenses NO ball-derived feature until a detector-replacement row passes; the x3 line is closed** |"
359,docs/evidence/tracking/G359_VERIFY_2026-09-09.md,0,1,## G359 result register
360,docs/evidence/tracking/G360_VERIFY_2026-09-09.md,0,1,"| G352 | basketball | whole-template objective on the sealed rule's 4 sections (of 6 required): 0 of 6 pass under both objectives; the fitter accepted 84/84 scored ARM CELLS (60 A + 24 B) on non-court content; every rule-selected section was non-court (press conferences / title cards) -> motivated G360/G364; fix 1b re-fetched S3/S4 and rendered ranks ~20/40/60 (S1/S2 ""Video unavailable""), S3/S4 show court content at later ranks, the ""no court"" claim withdrawn; fix 1c memo 59 lines + ledger correction; per-section n 15 / 6 (sealed design); 4 + 1 tests; two REJECTs verbatim in the adjudication memo | G352_ADJUDICATION_2026-09-09.md, G352_VERIFY_fix1b_REJECT_2026-09-09.md, g352_calibration_whole_template_2026-09-08.md, g352_prereg_2026-09-08.md, g352_calibration_whole_template_2026-09-08/sections_sealed.csv, metrics.csv, perframe.csv, residuals.csv, route_correspondences.csv, buckets.csv, premise.csv, renders/ (12 jpg), contact_sheets/ (6 jpg), renders_fix1b/ (20 jpg + README.md, index.csv, sources.csv), scripts/platformkit/tracking/g352_whole_template_objective.py, g352_run.py, g352_cells.py, g352_merge.py, g352_premise.py, tests/platformkit/test_g352_whole_template_objective.py | **CLOSED AT LIMIT (adjudicated) -- PARTIAL: licenses the whole-template objective harness and the non-court-selection finding; licenses NO registration claim; carry-over lives in G361 (pin sources), G362 (FIT/VALIDATION + refusal), G367 (symmetry)** |"
361,docs/evidence/tracking/G361_VERIFY_2026-09-09.md,0,1,"| G369 | basketball | Premise: G361 classes EXACT 19 / ALIGNED 21 / UNKNOWN 844; 0 of 884 archived rows carried a known deploy_manifest_sha256; 35 of 55 fresh sections still had source bytes at pin time. PINNED 32/35 attempts with 17/17 bindings populated; 8 distinct source ids vs the sealed bar of 10; 4 competitions; 996/996 landmarks EXACT at 0.0000 frames; 0 collisions; manifest exported twice byte-identical. Tests 5 + 1 passed. Corrections applied: legacy `rule` kept beside `crop_rule`; memo Q6 scan line; module LOC 247 -> 248. | g369_prospective_identity_2026-09-09.md; g369_prospective_identity_2026-09-09/{sources.csv,attempts.csv,manifests.json,alignment.csv,export_hashes.json,summary.json,SHA256SUMS.txt,strips/}; G369_VERIFY_2026-09-10.md; G369_VERIFY_REJECT_2026-09-10.md | **PARTIAL -- prospective pinning at claim time is the successor's job (36.4 pct of fresh sources gone within 42 min); licenses no identity claim for the 20 unpinned sections** |"
361,docs/evidence/tracking/G361_VERIFY_att1_REJECT_2026-09-09.md,0,1,"| G369 | basketball | Premise: G361 classes EXACT 19 / ALIGNED 21 / UNKNOWN 844; 0 of 884 archived rows carried a known deploy_manifest_sha256; 35 of 55 fresh sections still had source bytes at pin time. PINNED 32/35 attempts with 17/17 bindings populated; 8 distinct source ids vs the sealed bar of 10; 4 competitions; 996/996 landmarks EXACT at 0.0000 frames; 0 collisions; manifest exported twice byte-identical. Tests 5 + 1 passed. Corrections applied: legacy `rule` kept beside `crop_rule`; memo Q6 scan line; module LOC 247 -> 248. | g369_prospective_identity_2026-09-09.md; g369_prospective_identity_2026-09-09/{sources.csv,attempts.csv,manifests.json,alignment.csv,export_hashes.json,summary.json,SHA256SUMS.txt,strips/}; G369_VERIFY_2026-09-10.md; G369_VERIFY_REJECT_2026-09-10.md | **PARTIAL -- prospective pinning at claim time is the successor's job (36.4 pct of fresh sources gone within 42 min); licenses no identity claim for the 20 unpinned sections** |"
363,docs/evidence/tracking/G363_ADJUDICATION_2026-09-10.md,0,2,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
363,docs/evidence/tracking/G363_VERIFY_REJECT_2026-09-10.md,0,2,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
363,docs/evidence/tracking/G363_VERIFY_fix1b_REJECT_2026-09-10.md,0,3,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
364,docs/evidence/tracking/G364_VERIFY_2026-09-10.md,0,1,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
365,docs/evidence/tracking/G365_ADJUDICATION_2026-09-09.md,0,2,## G365 result register
365,docs/evidence/tracking/G365_VERIFY_att2_REJECT_2026-09-09.md,0,2,## G365 result register
366,docs/evidence/tracking/G366_VERIFY_2026-09-09.md,0,2,"| G370 | all (basketball fixtures first) | premise TRUE (A0/M1 artifact-gate rejection 0/93; stationary 12/59 = 0.203390; tick-ratio median 0.153195; explicit provenance 0/34 sealed; producer observation column constant); sealed 34 (17 games) 45,842/45,842 declared ticks; fresh 69 sections/16 games (G366's set lost with the 09-09 pod; resealed from an immutable snapshot; 25/118 pinned tables mutated live) 89,655/89,655; 0 labelled observed; terra+sol ratings 69/69 agree, 51 usable, rejection 0/51 (bar <= 0.05 met); plants FROZEN 0/30, COAST 0/21, ID_MERGE 3/30 (bar 0.80 unmet); exports byte-identical; 30 strips; tests 15+1 | g370_admission_v0_2026-09-09.md; g370_admission_v0_2026-09-09/{prereg, admission_rows.parquet, decisions.csv, denominator_census.csv, controls.csv, plants.csv, sealed_plants.csv, ratings*.csv, fresh_sections.csv, export_hashes.json, strips/}; G370_VERIFY_2026-09-10.md | **PARTIAL -- v0 schema + scorer + controls stand; POSITION and GEOMETRY masks stay DISABLED (plant bar unreachable under M1-only scoring; every section image-only); licenses no admission decision on positions** |"
366,docs/evidence/tracking/G366_VERIFY_att1_REJECT_2026-09-09.md,0,1,"| G370 | all (basketball fixtures first) | premise TRUE (A0/M1 artifact-gate rejection 0/93; stationary 12/59 = 0.203390; tick-ratio median 0.153195; explicit provenance 0/34 sealed; producer observation column constant); sealed 34 (17 games) 45,842/45,842 declared ticks; fresh 69 sections/16 games (G366's set lost with the 09-09 pod; resealed from an immutable snapshot; 25/118 pinned tables mutated live) 89,655/89,655; 0 labelled observed; terra+sol ratings 69/69 agree, 51 usable, rejection 0/51 (bar <= 0.05 met); plants FROZEN 0/30, COAST 0/21, ID_MERGE 3/30 (bar 0.80 unmet); exports byte-identical; 30 strips; tests 15+1 | g370_admission_v0_2026-09-09.md; g370_admission_v0_2026-09-09/{prereg, admission_rows.parquet, decisions.csv, denominator_census.csv, controls.csv, plants.csv, sealed_plants.csv, ratings*.csv, fresh_sections.csv, export_hashes.json, strips/}; G370_VERIFY_2026-09-10.md | **PARTIAL -- v0 schema + scorer + controls stand; POSITION and GEOMETRY masks stay DISABLED (plant bar unreachable under M1-only scoring; every section image-only); licenses no admission decision on positions** |"
367,docs/evidence/tracking/G367_VERIFY_2026-09-10.md,0,1,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
368,docs/evidence/tracking/G368_VERIFY_2026-09-10.md,0,2,## G368 result register
368,docs/evidence/tracking/G368_VERIFY_att1_CLOSED_AT_LIMIT_2026-09-10.md,0,2,## G368 result register
369,docs/evidence/tracking/G369_VERIFY_2026-09-10.md,0,1,## G369 result register
369,docs/evidence/tracking/G369_VERIFY_REJECT_2026-09-10.md,0,1,## G369 result register
370,docs/evidence/tracking/G370_VERIFY_2026-09-10.md,0,3,"| G377 | all | premise: 1,391 files named by memo+reader manifests (G363 1039 / G364 278 / G367 23 / G370 51); restored off-pod 1,378, VERIFIED byte-exact 1,377 (git identity + readback + live pod copy); 13 MISSING named (pod-absolute scratch roots, G364 resnet18 weights + ledger snapshot, G370 snapshot, 4 unresolved basenames); recomputed vs archived: G363 9/9 + 9/9 digests, G364 12/12 + 17/17, G370 7/7, G367 8/10 + 2/5 (corner4 1.651641 vs 1.651646 = environment; three memo digests do not identify committed bytes); the live ledger has no stable identity (3 sha256 in one session); eye: 6 raster + 2 SVG (G370 has no raster dependency); PROPOSED retention contract (identity-before-prune, receiver acknowledgement, reader leases, versioned identities, byte budget); two REJECT cycles: att1 eye SVG count, fix 1b broke additivity (reverted in fix 1c) | g377_restore_receipt_2026-09-10.md; g377_restore_receipt_2026-09-10/{prereg, dependency_manifest.csv, restore_hashes.csv, decision_diff.csv, missing.csv, PROPOSED_retention_contract.md, summary.json, eye/}; G377_ADJUDICATION_2026-09-10.md; G377_VERIFY_att1_REJECT_2026-09-10.md; G377_VERIFY_fix1b_REJECT_2026-09-10.md | **CLOSED AT LIMIT (adjudicated) -- the off-pod bundles restore and recompute for all four closures; the sealed eye bar cannot be met for an SVG-only closure; licenses the retention contract as a proposal only; memo-digest census is a NEW GAP** |"
372,docs/evidence/tracking/G372_ADJUDICATION_2026-09-10.md,0,1,## G372 result register
372,docs/evidence/tracking/G372_VERIFY_phaseB_REJECT_2026-09-10.md,0,1,## G372 result register
374,docs/evidence/tracking/G374_VERIFY_2026-09-10.md,0,1,## G374 result register
374,docs/evidence/tracking/G374_VERIFY_att1_REJECT_2026-09-10.md,0,1,## G374 result register
376,docs/evidence/tracking/G376_VERIFY_att1_REJECT_2026-09-10.md,0,1,## G376 result register
62,docs/evidence/tracking/G62_VERIFY_2026-09-08.md,0,1,"| G62 | all | tracking-evidence artifacts record NO environment. `tennis_player_select_limit_2026-09-04/report.json`, the artifact behind the G52 reproducibility claim, has exactly two top-level keys (`bounds`, `matches`): no host, no timestamp, no library versions, no device, no seed, no code revision. So a difference between two runs cannot be attributed to code, machine, library build or ordering, and the losing arm can never be re-run because nobody knows what it was | `specs/G62_spec.md` (2026-09-04 original + VERSION 2026-09-08b amendment); `g62_prereg_2026-09-08.md` (seal 1e9e4e25c68a30fb, committed alone at 1095cda5a); `g62_environment_sidecar_2026-09-08.md` with `g62_environment_sidecar_2026-09-08/environment_local.json`, `g62_environment_sidecar_2026-09-08/environment_pod.json` and `g62_environment_sidecar_2026-09-08/census.csv`; `G62_VERIFY_2026-09-08.md`; `scripts/platformkit/env_sidecar.py`; `scripts/platformkit/tracking/g62_env_census.py`; the three hooked runners `scripts/platformkit/tracking/census_recomputable.py`, `scripts/platformkit/tracking/g330_run_attempt2.py` and `scripts/platformkit/tracking/g310_instance_key.py`; `tests/platformkit/test_g62_environment_sidecar.py` | DONE 2026-09-08 32054ad55 (ACCEPT verified codex-sol; spec VERSION 2026-09-08b) -- premise HOLDS: tennis_player_select_limit_2026-09-04/report.json carries only bounds and matches; census n=259 artifact dirs: 24 carry any environment record, 6 carry python+numpy; scripts/platformkit/env_sidecar.py capture()/write() (python, platform, host role, cpu/cgroup, thread settings, numpy/pandas/torch+CUDA/cv2/ultralytics/scipy/sklearn versions or null, git sha or explicit null with reason, seed or null with reason, UTC); 3 hooks with --no-env-sidecar (census_recomputable, g330_run_attempt2, g310_instance_key; 24 candidates named); pod vs local captures differ on 20/29 keys (numpy 2.1.2 vs 2.2.6, torch 2.8.0+cu128 vs 2.2.0+cu121, threads 128 vs 6, python 3.12.3 vs 3.10.0); S287 candidate keys: numpy, torch, torch threads, cpu_count, python, scipy; FINDING: the local box runs more than one interpreter and no artifact said which; ultralytics import sets OMP_NUM_THREADS=1; no retrofit onto historical artifacts; NEW GAPs: loose-file census row drift, opt-out parity inspection-only for two hooks |"
