sheet_id,terra_label,sol_label,final_label,other_sport
g385_0290,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0291,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0292,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0293,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0294,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0295,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0296,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0297,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0298,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0299,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0300,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0301,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0302,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0303,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0304,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0305,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0306,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0307,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0308,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0309,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0310,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0311,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0312,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0313,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0314,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0315,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0316,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0317,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0318,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0319,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0320,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0321,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0322,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0323,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0324,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0325,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0326,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0327,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0328,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0329,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0330,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0331,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0332,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0333,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0334,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0335,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0336,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0337,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0338,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0339,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0340,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0341,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0342,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0343,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0344,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0345,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0346,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0347,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0348,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0349,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0350,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0351,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0352,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0353,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0354,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0355,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0356,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0357,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0358,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0359,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
