packet_id,rater,object,ball_state,ball_cx,ball_cy,ball_d,uncertainty,reason
G391-132-3626894a4dcdc6d6,terra,BALL,BALL_AT_MARKER,1365,495,34,LOW,dribbled game ball
G391-133-84d5d7ed0ac4f858,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player face and jersey
G391-134-7f93c55685da63a1,terra,BALL,BALL_AT_MARKER,722,604,40,LOW,dribbled game ball
G391-135-82a361e2cc72ba8e,terra,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,player jersey and legs
G391-136-44b6ff77065a8231,terra,BALL,BALL_AT_MARKER,838,656,38,LOW,ball held by referee
G391-137-fe1d3dbf55c70e60,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player jersey patch
G391-138-51b2c6cb19ae03bd,terra,CROWD,BALL_ELSEWHERE,818,182,28,LOW,courtside spectators
G391-139-811f012f75ee899f,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectator heads
G391-140-bc5e75b71bfec125,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1200,311,30,LOW,running referee
G391-106-bb41990466a4cc1e,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1032,624,48,LOW,player torso in marker
G391-107-0ea4d95eb22c125d,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,jersey shoulder
G391-108-616d6e7d8d08f2a5,sol,CROWD,BALL_ELSEWHERE,600,650,28,LOW,spectator heads in marker
G391-109-c35f397ea93eeccd,sol,CROWD,NO_BALL_VISIBLE,,,,LOW,spectator heads in marker
G391-110-353265b09ebca400,sol,BALL,BALL_AT_MARKER,618,236,32,LOW,ball above shooter
G391-111-9f19fdf423b0d1c3,sol,BALL,BALL_AT_MARKER,1680,475,43,LOW,ball in flight
G391-112-a0d9a46bf790f3bf,sol,BALL,BALL_AT_MARKER,210,500,40,LOW,ball held by player
G391-113-63483006c93e2c5c,sol,BALL,BALL_AT_MARKER,844,588,63,LOW,dribbled ball
G391-114-0938ff18a86a38c5,sol,CROWD,NO_BALL_VISIBLE,,,,LOW,spectator face
G391-115-8fee30c79ba7b96f,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,staff shirt and towel
G391-116-508e697775f112b6,sol,CROWD,NO_BALL_VISIBLE,,,,LOW,spectator heads
G391-117-9fdaabcece58a7a5,sol,EQUIPMENT,NO_BALL_VISIBLE,,,,LOW,orange drink cooler
G391-118-0951a287d19995dc,sol,EQUIPMENT,BALL_ELSEWHERE,1453,739,34,MEDIUM,orange drink cooler
G391-119-c6f9f1f31362fe55,sol,CROWD,BALL_ELSEWHERE,1030,1072,82,MEDIUM,spectator in marker
G391-120-311c769023038d85,sol,CROWD,BALL_ELSEWHERE,637,536,38,LOW,sideline spectators
G391-121-ccee12873a7329d5,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,orange printed shirt
G391-122-63b9d0923ffd273d,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,875,455,32,MEDIUM,player inside marker
G391-123-1b0ab8fbbb603264,sol,BALL,BALL_AT_MARKER,75,520,30,LOW,dribbled ball
G391-124-cc18443af00ef4ae,sol,BALL,BALL_AT_MARKER,851,608,35,LOW,ball held for free throw
G391-125-bc6372734a6ea017,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1620,722,28,LOW,orange spectator shirt
G391-126-de53d496a6822841,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,681,602,49,LOW,player body in marker
G391-127-934c090b98b25d3b,sol,BALL,BALL_AT_MARKER,1705,605,35,LOW,dribbled ball
G391-128-82d6d766b13fe623,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,blue spectator shirt
G391-129-d833e105996c6a4f,sol,BALL,BALL_AT_MARKER,1840,820,24,MEDIUM,ball held at players side
G391-130-123daa9d4531c6f5,sol,BALL,BALL_AT_MARKER,915,630,39,LOW,dribbled ball
G391-131-7a4e29ee943c9f45,sol,BALL,BALL_AT_MARKER,895,645,34,LOW,dribbled ball
G391-132-3626894a4dcdc6d6,sol,BALL,BALL_AT_MARKER,1360,498,34,LOW,dribbled ball
G391-133-84d5d7ed0ac4f858,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,players face
G391-134-7f93c55685da63a1,sol,BALL,BALL_AT_MARKER,724,603,38,LOW,dribbled ball
G391-135-82a361e2cc72ba8e,sol,BALL,BALL_AT_MARKER,768,650,28,MEDIUM,ball beside players hip
G391-136-44b6ff77065a8231,sol,BALL,BALL_AT_MARKER,830,623,39,LOW,referee holding ball
G391-137-fe1d3dbf55c70e60,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,jersey sponsor patch
G391-138-51b2c6cb19ae03bd,sol,CROWD,BALL_ELSEWHERE,786,197,28,LOW,spectator heads in marker
G391-139-811f012f75ee899f,sol,CROWD,BALL_ELSEWHERE,964,343,28,MEDIUM,spectator heads in marker
G391-140-bc5e75b71bfec125,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1196,315,26,LOW,referee inside marker
G391-141-40d0f399a24c5410,terra,CROWD,BALL_ELSEWHERE,1595,480,26,MEDIUM,crowd seats
G391-142-1fca6b031bfcbd53,terra,CROWD,BALL_ELSEWHERE,870,515,26,LOW,crowd behind basket
G391-143-edc3c2cbb27a1e10,terra,CROWD,NO_BALL_VISIBLE,,,,MEDIUM,seated spectators
G391-144-e632e09ed27dea14,terra,BALL,BALL_AT_MARKER,1512,507,30,LOW,ball above shooter
G391-145-ce0ed56543ebde93,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,white jersey
G391-146-6e8bc16918a4b31b,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,reporter hand
G391-147-c48e08a4ca4e2ff6,terra,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,,,,LOW,LED advertisement
G391-148-c942d3c106784e2f,terra,CROWD,BALL_ELSEWHERE,1385,335,25,MEDIUM,crowd seats
G391-149-28a030328132b0fb,terra,BALL,BALL_AT_MARKER,707,516,32,LOW,referee holding ball
G391-150-e51379e6b9fce923,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player hair
G391-151-af7f53d139c7ef3e,terra,BALL,BALL_AT_MARKER,960,530,34,MEDIUM,ball held behind interview
G391-152-a9f19b0f221fc1f7,terra,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,850,455,28,MEDIUM,score graphic
G391-153-98edc8beb780ad3f,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,spectator cap
G391-154-5e08ca214ac0e8c6,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1474,527,32,LOW,player head
G391-155-b1a6155291d5a026,terra,CROWD,BALL_ELSEWHERE,1320,641,24,MEDIUM,seated spectator
G391-156-a2fee10a398b0a03,terra,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,,,,LOW,score graphic
G391-157-a683bd3f9e3a66c7,terra,BALL,BALL_AT_MARKER,900,742,38,LOW,dribbling ball
G391-158-cb89f3223acff505,terra,BALL,BALL_AT_MARKER,834,443,38,LOW,ball at inbounder
G391-159-2bf0a65052b62dce,terra,CROWD,BALL_ELSEWHERE,1224,373,26,MEDIUM,crowd heads
G391-160-69c468bfc910e78b,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1200,596,25,MEDIUM,player torso
G391-161-314f9208523bdb42,terra,BALL,BALL_AT_MARKER,1348,120,35,LOW,ball above backboard
G391-162-c58e09c6f08021f6,terra,BALL,BALL_AT_MARKER,1641,598,30,LOW,dribbling ball
G391-163-10990ce3f51e1a61,terra,BALL,BALL_AT_MARKER,197,594,40,LOW,ball at inbounder
G391-164-8ac89f144ce004aa,terra,BALL,BALL_AT_MARKER,536,536,35,LOW,ball in player hands
G391-165-191cf320a69a0c13,terra,BALL,BALL_AT_MARKER,1044,418,30,LOW,loose ball
G391-166-94fa1b89fdd7c03a,terra,BALL,BALL_AT_MARKER,549,523,35,LOW,free throw ball
G391-167-d81d7b660eef12a5,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1115,493,28,LOW,defender jersey
G391-168-a7ac087e9911147f,terra,CROWD,BALL_ELSEWHERE,774,298,26,MEDIUM,courtside crowd
G391-169-cc27f7ca2afc4747,terra,CROWD,BALL_ELSEWHERE,1528,638,30,LOW,crowd heads
G391-170-bb2f21ea7de678e7,terra,BALL,BALL_AT_MARKER,1059,720,30,LOW,dribbling ball
G391-171-05110a3a3509a6bd,terra,CROWD,BALL_ELSEWHERE,621,600,25,LOW,crowd seats
G391-172-b37c4359d04d1ee8,terra,BALL,BALL_AT_MARKER,443,667,32,LOW,dribbling ball
G391-173-a540bdaa74ba9e0e,terra,COURT_OR_LOGO,BALL_ELSEWHERE,855,722,28,MEDIUM,painted court logo
G391-174-c0b5a0502dd474a0,terra,CROWD,NO_BALL_VISIBLE,,,,LOW,crowd faces
G391-175-68d23803535d7f29,terra,CROWD,NO_BALL_VISIBLE,,,,LOW,blurred crowd
G391-176-d5ecc6551004cf1a,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,blonde hair and shoulder
G391-177-a882226b930beb4f,terra,CROWD,BALL_ELSEWHERE,133,302,24,MEDIUM,courtside spectators
G391-178-b7e8f9fc0065485f,terra,BALL,BALL_AT_MARKER,103,685,37,LOW,loose ball on court
G391-179-b4c145f2c484306e,terra,BALL,BALL_AT_MARKER,1360,1001,65,LOW,free throw ball
G391-180-a851d7c3f6fb34b5,terra,BALL,BALL_AT_MARKER,1160,430,34,LOW,ball by sideline player
G391-181-ced5d1db84a025e4,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectator in red cap
G391-182-1bd4e22c9b39ee08,terra,CROWD,BALL_ELSEWHERE,1325,500,28,MEDIUM,spectator heads at frame border
G391-183-7c7d06e1cb85de42,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,bench staff head
G391-184-915cbf206961a4e6,terra,BALL,BALL_AT_MARKER,835,543,48,LOW,free throw ball
G391-185-33b8bbc510868246,terra,BALL,BALL_AT_MARKER,1033,431,38,LOW,ball above defender
G391-186-6877463bc453a135,terra,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,player shoulder and arm
G391-187-0439a55f5d09d988,terra,BALL,BALL_AT_MARKER,619,142,40,LOW,ball in flight
G391-188-4a55e76b3f651407,terra,BALL,BALL_AT_MARKER,797,522,36,LOW,ball in ballhandler hand
G391-189-90fafe828227284e,terra,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,defender torso and arm
G391-190-813a2b33df394880,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,596,315,28,MEDIUM,player body at sideline
G391-191-a66c876f4ef413c9,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1195,487,55,LOW,player shoulder and jersey
G391-192-31732cdfd6e5b333,terra,BALL,BALL_AT_MARKER,1277,815,50,LOW,dribbled ball
G391-193-f8909893c388827e,terra,BALL,BALL_AT_MARKER,204,476,45,LOW,ball by ballhandler
G391-194-95bd0e338fceacb1,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,465,498,48,LOW,receiving player torso
G391-195-3511d62595613fe1,terra,BALL,BALL_AT_MARKER,1115,553,38,LOW,ball above shooter
G391-196-db231f591811b5e5,terra,BALL,BALL_AT_MARKER,797,667,42,LOW,ball held by official
G391-197-f772e442b197dc3d,terra,BALL,BALL_AT_MARKER,1511,576,45,LOW,ball out of bounds
G391-198-39df78c1837bf760,terra,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,745,498,35,MEDIUM,scorebug overlay
G391-199-a05bfba981f1e4f2,terra,BALL,BALL_AT_MARKER,465,618,35,LOW,bouncing ball
G391-200-2be411f7baf20ab6,terra,BALL,BALL_AT_MARKER,1612,345,36,LOW,ball held near sideline
G391-201-c3536edcface826f,terra,BALL,BALL_AT_MARKER,1172,655,43,LOW,ball in driving player's hands
G391-202-a4c5c3a83d1b31ad,terra,EQUIPMENT,BALL_UNCERTAIN,,,,MEDIUM,basket stanchion and supports
G391-203-e055d1e726eb21e2,terra,EQUIPMENT,BALL_UNCERTAIN,,,,MEDIUM,basket support and personnel
G391-204-2beabcc33a7176bf,terra,EQUIPMENT,BALL_UNCERTAIN,,,,LOW,coolers and bench area
G391-205-fb3e75cf42cd303a,terra,CROWD,BALL_ELSEWHERE,954,356,38,MEDIUM,courtside spectators
G391-206-ed0dd0ac491c3cc8,terra,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,LOW,player torso and arm
G391-207-cd525cdaa9e3f2d7,terra,CROWD,BALL_ELSEWHERE,202,345,30,MEDIUM,seated courtside spectators
G391-208-835fc7054045fb77,terra,EQUIPMENT,BALL_ELSEWHERE,834,714,55,LOW,rim and net
G391-209-6be8cb0639fd2b0d,terra,CROWD,BALL_ELSEWHERE,904,137,33,MEDIUM,bench spectators
G391-210-85e19df4f4cb4106,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,896,324,32,MEDIUM,player shoe and court
G391-141-40d0f399a24c5410,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,yellow spectator shirt
G391-142-1fca6b031bfcbd53,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,750,358,28,LOW,orange spectator by basket
G391-143-edc3c2cbb27a1e10,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,MEDIUM,bald camera operator
G391-144-e632e09ed27dea14,sol,BALL,BALL_AT_MARKER,1453,473,45,LOW,ball above raised hand
G391-145-ce0ed56543ebde93,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,background person in white
G391-146-6e8bc16918a4b31b,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,hand on shoulder
G391-147-c48e08a4ca4e2ff6,sol,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,,,,LOW,orange LED display pattern
G391-148-c942d3c106784e2f,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,spectator face
G391-149-28a030328132b0fb,sol,BALL,BALL_AT_MARKER,1324,519,36,LOW,referee holding ball
G391-150-e51379e6b9fce923,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player hair
G391-151-af7f53d139c7ef3e,sol,BALL,BALL_AT_MARKER,960,563,24,LOW,basketball held in background
G391-152-a9f19b0f221fc1f7,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,788,257,20,LOW,red spectator cap
G391-153-98edc8beb780ad3f,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,orange spectator cap
G391-154-5e08ca214ac0e8c6,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1494,521,27,LOW,player head and jersey
G391-155-b1a6155291d5a026,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,courtside spectator
G391-156-a2fee10a398b0a03,sol,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,,,,LOW,scorebug team graphic
G391-157-a683bd3f9e3a66c7,sol,BALL,BALL_AT_MARKER,898,741,33,LOW,ball on dribble
G391-158-cb89f3223acff505,sol,BALL,BALL_AT_MARKER,831,443,36,LOW,player holding inbound ball
G391-159-2bf0a65052b62dce,sol,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,orange spectator cap
G391-160-69c468bfc910e78b,sol,BALL,BALL_AT_MARKER,975,656,27,LOW,ball beside player hand
G391-161-314f9208523bdb42,sol,BALL,BALL_AT_MARKER,1343,116,31,LOW,ball in flight above rim
G391-162-c58e09c6f08021f6,sol,BALL,BALL_AT_MARKER,1646,609,31,LOW,player dribbling at midcourt
G391-163-10990ce3f51e1a61,sol,BALL,BALL_AT_MARKER,188,600,35,LOW,player holding inbound ball
G391-164-8ac89f144ce004aa,sol,BALL,BALL_AT_MARKER,536,534,34,LOW,ball amid players
G391-165-191cf320a69a0c13,sol,BALL,BALL_AT_MARKER,1043,416,33,LOW,pass in flight
G391-166-94fa1b89fdd7c03a,sol,BALL,BALL_AT_MARKER,549,523,35,LOW,free throw ball
G391-167-d81d7b660eef12a5,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1082,495,27,MEDIUM,white player jersey
G391-168-a7ac087e9911147f,sol,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,bald spectator head
G391-169-cc27f7ca2afc4747,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1500,650,32,LOW,courtside spectator heads
G391-170-bb2f21ea7de678e7,sol,BALL,BALL_AT_MARKER,1050,716,32,LOW,ball on dribble
G391-171-05110a3a3509a6bd,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,628,606,25,LOW,spectators in stands
G391-172-b37c4359d04d1ee8,sol,BALL,BALL_AT_MARKER,444,675,35,LOW,ball on dribble
G391-173-a540bdaa74ba9e0e,sol,COURT_OR_LOGO,BALL_ELSEWHERE,1646,536,25,MEDIUM,painted court logo
G391-174-c0b5a0502dd474a0,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,raised spectator arm
G391-175-68d23803535d7f29,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,blurred spectator face
G391-211-287cc19f836ba1e4,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,364,480,25,LOW,player torso marker
G391-212-6f6c9203a0dafdd5,terra,CROWD,BALL_ELSEWHERE,1697,546,23,MEDIUM,courtside spectators marker
G391-213-2ef75619097d9fed,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectators marker
G391-214-cd2644d6dd7ef50f,terra,BALL,BALL_AT_MARKER,1639,599,27,LOW,dribbling ball
G391-215-8d551f826852380a,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1325,330,23,LOW,runner in white
G391-216-837c37c260c60522,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,bench side crowd
G391-217-aa3674c2d0965e44,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectators
G391-218-3f5f1644f1b7c5b2,terra,BALL,BALL_AT_MARKER,910,682,42,LOW,ball in handler hands
G391-219-aff1ca7dcbe4f4fc,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1598,478,32,LOW,red player torso
G391-220-2bddb901e1a7c4dc,terra,CROWD,BALL_ELSEWHERE,1353,285,31,MEDIUM,courtside crowd
G391-221-31350e9b77e70524,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player arm tattoo
G391-222-86b723b5cc6d7ad9,terra,BALL,BALL_AT_MARKER,1042,656,52,LOW,loose ball
G391-223-501debc46ac421ad,terra,BALL,BALL_AT_MARKER,1091,283,40,LOW,ball above basket
G391-224-30f26630e1e723f7,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,coach and bench area
G391-225-22d6da7ea3a87e68,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,bench crowd
G391-226-df4d14f952a839f9,terra,BALL,BALL_AT_MARKER,624,780,43,LOW,free throw ball
G391-227-5015ca2d62bba7c4,terra,BALL,BALL_AT_MARKER,1630,555,43,LOW,ball carried by player
G391-228-dea5991fc6620f0e,terra,BALL,BALL_AT_MARKER,1383,429,33,LOW,ball in handler hands
G391-229-f616feaa15e54302,terra,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,defender torso
G391-230-7b1896d83e2921f0,terra,BALL,BALL_AT_MARKER,782,857,45,LOW,dribbling ball
G391-231-ba5ae991ecab5ba5,terra,BALL,BALL_AT_MARKER,693,656,40,LOW,ball in player hands
G391-232-bc686c747f26a5c6,terra,CROWD,BALL_ELSEWHERE,781,420,37,LOW,courtside crowd
G391-233-758a6eb3067b8bc4,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectators
G391-234-44bc710dd3112534,terra,BALL,BALL_AT_MARKER,392,388,29,LOW,dribbling ball
G391-235-9c9a118f2bfd8317,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,spectator hands
G391-236-f3e8a64619506d00,terra,BALL,BALL_AT_MARKER,684,574,45,LOW,ball in hands
G391-237-1b2a33db257a4d52,terra,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,411,339,52,LOW,advertisement panel
G391-238-e567d756224cd286,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,player face
G391-239-9fd1278cfb0aa4e7,terra,BALL,BALL_AT_MARKER,1732,554,44,LOW,ball in hands
G391-240-7dde087ce5de25ca,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectators
G391-241-aeb488990c72331d,terra,CROWD,BALL_UNCERTAIN,,,,MEDIUM,courtside spectators
G391-242-7fbab33b7fdaa14d,terra,BALL,BALL_AT_MARKER,549,551,34,LOW,dribbling ball
G391-243-ca3d6c69a08d680c,terra,BALL,BALL_AT_MARKER,691,377,39,LOW,ball in player hands
G391-244-1f745057377fbe77,terra,BALL,BALL_AT_MARKER,1361,671,63,LOW,close ball view
G391-245-592e9e00c54c9d2e,terra,BALL,BALL_AT_MARKER,1125,186,50,LOW,ball near rim
G391-246-8910f6d5de974626,terra,BALL,BALL_AT_MARKER,484,470,31,LOW,dribbled ball
G391-247-301d9c4bbf72a00c,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,commentator hand
G391-248-16cf0a44ced3f734,terra,BALL,BALL_AT_MARKER,1603,471,31,LOW,dribbled ball
G391-249-6ba0d31edd3972cd,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1678,752,23,LOW,referee head
G391-250-1bc948825de0a595,terra,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,spectator face
G391-251-1d857ea835de65ca,terra,BALL,BALL_AT_MARKER,1256,443,29,LOW,dribbled ball
G391-252-b508f30af65985ed,terra,BALL,BALL_AT_MARKER,956,300,28,LOW,ball near rim
G391-253-16ac6465191b0e3f,terra,CROWD,NO_BALL_VISIBLE,,,,MEDIUM,blurred spectators
G391-254-5dc5f7cefb67980e,terra,PERSON_OR_APPAREL,BALL_ELSEWHERE,1005,570,23,LOW,bench player
G391-255-8295a24db1b6ac39,terra,EQUIPMENT,BALL_ELSEWHERE,1309,497,28,LOW,orange towel
G391-256-89f1cb2d169b484d,terra,BALL,BALL_AT_MARKER,1213,201,27,LOW,airborne ball
G391-257-b1424d854972592f,terra,EQUIPMENT,BALL_ELSEWHERE,798,368,30,LOW,cooler behind bench
G391-258-e0903f2cc8b599f5,terra,BALL,BALL_AT_MARKER,676,721,28,LOW,held ball
G391-259-d3c1fea9cbc6c972,terra,CROWD,BALL_ELSEWHERE,182,311,24,LOW,spectators behind play
G391-176-d5ecc6551004cf1a,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,blonde hair in marker
G391-177-a882226b930beb4f,sol,CROWD,BALL_ELSEWHERE,178,193,32,MEDIUM,spectators behind basket
G391-178-b7e8f9fc0065485f,sol,BALL,BALL_AT_MARKER,107,686,44,LOW,dribbled ball in marker
G391-179-b4c145f2c484306e,sol,BALL,BALL_AT_MARKER,1300,1060,190,LOW,close ball in marker
G391-180-a851d7c3f6fb34b5,sol,BALL,BALL_AT_MARKER,1196,403,43,MEDIUM,ball between players
G391-181-ced5d1db84a025e4,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1300,460,30,MEDIUM,red spectator cap
G391-182-1bd4e22c9b39ee08,sol,CROWD,BALL_ELSEWHERE,1378,516,30,MEDIUM,spectator heads in marker
G391-183-7c7d06e1cb85de42,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,bench player head
G391-184-915cbf206961a4e6,sol,BALL,BALL_AT_MARKER,840,566,50,LOW,free throw ball held
G391-185-33b8bbc510868246,sol,BALL,BALL_AT_MARKER,1033,420,42,MEDIUM,ball above defenders
G391-186-6877463bc453a135,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,501,546,40,MEDIUM,foreground player arm
G391-187-0439a55f5d09d988,sol,BALL,BALL_AT_MARKER,621,139,31,LOW,airborne shot ball
G391-188-4a55e76b3f651407,sol,BALL,BALL_AT_MARKER,561,523,34,LOW,pass in front of player
G391-189-90fafe828227284e,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,527,337,27,MEDIUM,player arm and torso
G391-190-813a2b33df394880,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,598,435,31,MEDIUM,white wrist wrap
G391-191-a66c876f4ef413c9,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1190,495,55,LOW,player shoulder in marker
G391-192-31732cdfd6e5b333,sol,BALL,BALL_AT_MARKER,1279,819,38,LOW,dribble beside player
G391-193-f8909893c388827e,sol,BALL,BALL_AT_MARKER,216,469,34,MEDIUM,ball at left wing
G391-194-95bd0e338fceacb1,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,505,458,43,LOW,outstretched player hand
G391-195-3511d62595613fe1,sol,BALL,BALL_AT_MARKER,1114,540,35,LOW,pass reaching player
G391-196-db231f591811b5e5,sol,BALL,BALL_AT_MARKER,790,650,34,LOW,official holding ball
G391-197-f772e442b197dc3d,sol,BALL,BALL_AT_MARKER,1513,536,37,LOW,ball beside official
G391-198-39df78c1837bf760,sol,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,750,470,37,MEDIUM,scorebug inside marker
G391-199-a05bfba981f1e4f2,sol,BALL,BALL_AT_MARKER,465,623,38,LOW,bouncing ball out of bounds
G391-200-2be411f7baf20ab6,sol,BALL,BALL_AT_MARKER,1628,386,38,LOW,player holding ball
G391-201-c3536edcface826f,sol,BALL,BALL_AT_MARKER,1174,668,33,LOW,dribbled ball in traffic
G391-202-a4c5c3a83d1b31ad,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1763,520,31,MEDIUM,person beside stanchion
G391-203-e055d1e726eb21e2,sol,EQUIPMENT,BALL_UNCERTAIN,,,,MEDIUM,orange drink coolers
G391-204-2beabcc33a7176bf,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,MEDIUM,blurred spectator head
G391-205-fb3e75cf42cd303a,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,994,272,34,MEDIUM,courtside spectator head
G391-206-ed0dd0ac491c3cc8,sol,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,HIGH,player upper body
G391-207-cd525cdaa9e3f2d7,sol,CROWD,BALL_ELSEWHERE,178,266,34,MEDIUM,spectators behind basket
G391-208-835fc7054045fb77,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,938,624,55,MEDIUM,player arm at frame border
G391-209-6be8cb0639fd2b0d,sol,BALL,BALL_AT_MARKER,908,137,34,LOW,airborne shot ball
G391-210-85e19df4f4cb4106,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1016,326,34,MEDIUM,shoes above court
G391-211-287cc19f836ba1e4,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,371,482,22,LOW,marker covers player shorts
G391-212-6f6c9203a0dafdd5,sol,CROWD,BALL_ELSEWHERE,1701,518,26,LOW,marker covers spectator heads
G391-213-2ef75619097d9fed,sol,CROWD,BALL_ELSEWHERE,418,439,24,MEDIUM,marker covers seated spectators
G391-214-cd2644d6dd7ef50f,sol,BALL,BALL_AT_MARKER,1639,600,46,LOW,ball dribbling inside marker
G391-215-8d551f826852380a,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1268,326,28,LOW,marker covers player head
G391-216-837c37c260c60522,sol,CROWD,BALL_ELSEWHERE,1249,268,28,MEDIUM,marker covers background spectators
