packet_id,frame_key,outcome,reference_label,object,ball_state,resolution,audit_class,distance_720p,threshold_720p,game,section,frame_index
G391-086-d5c6682e2d4cea6e,7d9d521aeec69ee8646f8e3bedba0ec5751fe26aaa5055de9e9adb5f84458b87,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,11.0,s4xx-bV7D8I,s4xx-bV7D8I_s479,670
G391-087-8f3a417862016b55,06b15ae77e149b1c1ab1e83f3fa9eac0ccd7eaa78dc6ccc8f628d6ac529cf65d,FALSE_CALL,ABSENT,COURT_OR_LOGO,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_COURT_OR_LOGO,,,uZkAbRqeGrc,uZkAbRqeGrc_s1607,326
G391-088-fe82ff38d0d91bdc,e4d79aadcddc0e3c6991cd9a399ba664293bbfeb1bc97bdf6831183f9b751d45,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.3333,13.0,uZkAbRqeGrc,uZkAbRqeGrc_s1607,3770
G391-089-f86f2aed29c6ac06,ec8f5ca63a7b3c5ac9cd31fde027011333f0544f742d395269792c590fa69715,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,7.1802,27.6667,uZkAbRqeGrc,uZkAbRqeGrc_s3124,3335
G391-090-ed057321d892bd6f,714d3bae0764bea22deaa1a63ff60bb15ecdc83466be7d77ba89a15d5e72094b,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.7454,21.1667,wd08fix8q3Q,wd08fix8q3Q_s5830,749
G391-091-8e29e54bcc341d9d,23cbad5a1c2d68a647f3c4466f4a7ab7908ed1babf8a4a6885299e6a84e5f3e0,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,0KIBu1jQBL8,0KIBu1jQBL8_s5665,1643
G391-092-7c87203b79f48d87,e225e1049d6a4cb08e8aac64fbcbdc8e7190185dd3cb7aeee20756abe9bfd12e,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,7.6667,1E5Rw89keTg,1E5Rw89keTg_s312,2631
G391-093-4abd1f1f4197659f,9b3c40ebe88fbd250a71ae6b77a54d408dc3497d025f0a6a78c4dc297ec05ce2,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.8856,14.3333,50pp-OqYVok,50pp-OqYVok_s1500,1939
G391-094-494c0b4f7b297757,777d15e76433aba1b782ebf77e169310eb4f8e113429d1415060c1ed9445023f,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,7.939,16.6667,5U9k1U6nN-g,5U9k1U6nN-g_s1207,867
G391-095-9d9ea74a9af38485,3130cfa098e54f28258c10bf925e8b4e8c0c0f33b36a0afd2aeb3c4ff383c93a,FALSE_CALL,UNKNOWN,BALL,BALL_AT_MARKER,AGREED,SUSPECTED_REFERENCE_ERROR,,,7WBKNCu3NLU,7WBKNCu3NLU_s90,406
G391-096-0b3da9202f23dbb9,d107d2fe7598603f864ec3b8965cb6caddd8f0bfe61ded127546e96f6bd33d54,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,8kHt2bFTK6g,8kHt2bFTK6g_s90,32
G391-097-65c67f88bc34dda7,4b9307a32abd3afa640af868637260ef879f046917f24c748bc55e80e9a1daf1,FALSE_CALL,UNKNOWN,CROWD,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_CROWD,,,9F5q5jCbrMI,9F5q5jCbrMI_s3630,943
G391-098-aec17c017e8ac02a,49759debf1d117119d61a2cf7a79034cc51e177d741377a0fd4b679f7c43cb27,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,9.3333,9F5q5jCbrMI,9F5q5jCbrMI_s3630,7417
G391-099-e9bca17ff3348d94,82fbbc268e44bafcf5363d701f43b75fc70ddfb804314586a64323bad9b07a9e,TRUE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,3.8006,14.6667,G8bPOW37Sp0,G8bPOW37Sp0_s90,911
G391-100-9b9801446e419617,947b87f4c0e66d1191b7c4e40c2f4db1d615a51f04a7ccab8c80b19f514427a5,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.7938,11.0,HUSo3PzP7lo,HUSo3PzP7lo_s402,840
G391-101-c6d8c8cd63f738f7,3a0a3add537a99d8a33af4c485aaebe4c0c8711637fa6b301af109f67ab70b0d,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.6667,LPDnemFoqVk,LPDnemFoqVk_s3306,994
G391-102-52006f95fd5c0f9d,e54779db1e96dfde54b99ad0603b9c6f87b17a26dacfdf641ce57718b72b17a9,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.8333,11.8333,N-eE7ZwTuno,N-eE7ZwTuno_s2365,2231
G391-103-f95f78c8243e0568,2ce019929197f1f70f73d69b7ebee54395e3d9230d2112fa7b0479a8f0cd5e8c,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.3333,11.6667,UHJ90jJmCYw,UHJ90jJmCYw_s90,2
G391-104-78adea8fbc3ac49b,a6b88ce1c584f9efd117a86525f0d3cb2e3071495362d6fd7f040ff31e41dcce,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.3541,11.3333,UHJ90jJmCYw,UHJ90jJmCYw_s90,3265
G391-105-d6cdbf7b49628cbb,06b7146c14f12cbd722f89b4164cc1c10ab99530456e6615fa38a5107f7643a3,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,UPco-jzOoEg,UPco-jzOoEg_s2796,3503
G391-106-bb41990466a4cc1e,dee93ac0d3ca512e9c264f56a4cbdb9d1f9eec5837911db5ba2ae5eaf53eb0b5,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,16.1667,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,496
G391-107-0ea4d95eb22c125d,21af71171642d7536d5c7127dfda71b093ac0d221fdbb3c35325fa00ce857a9f,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,WeheQidCPXI,WeheQidCPXI_s1389,559
G391-108-616d6e7d8d08f2a5,e414c921e9331c9c6cb97cd17cdde6cf08dd54931691d23116cf6fcb8904654b,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,10.8333,XzIzQZBrPBY,XzIzQZBrPBY_s398,1683
G391-109-c35f397ea93eeccd,91237c714d311e4b716de96beedb2ee2da3bb41ea73a5ea15ed68175697e3622,FALSE_CALL,VISIBLE,CROWD,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_CROWD,,10.0,XzIzQZBrPBY,XzIzQZBrPBY_s398,6563
G391-110-353265b09ebca400,a77de0779abafb5ce70dba85a83170c17bbb4b4b3237f1d56ed35cbedb798df5,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.618,11.6667,Ze8frxZxNyk,Ze8frxZxNyk_s3924,320
G391-111-9f19fdf423b0d1c3,8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,15.4425,16.6667,b00bP6hM95Q,b00bP6hM95Q_s3972,96
G391-112-a0d9a46bf790f3bf,08037ac3f45254131d1151faa079a5588d3837fca39b1ef18eba470f3ae48096,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,7.12,10.8333,h6j_iLYRx8U,h6j_iLYRx8U_s90,2997
G391-113-63483006c93e2c5c,3e8a35d3ccaef96f41c214190d718f2622821924f7d3fc9736b0268b3bf5b206,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,4.259,24.5,hOtf1-DI88w,hOtf1-DI88w_s90,3070
G391-114-0938ff18a86a38c5,fe43ac29fa44c79f826c70d1c1d94a9e2103776c202658465ea8e521a18bbd51,FALSE_CALL,ABSENT,CROWD,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_CROWD,,,myAuD3DmJMY,myAuD3DmJMY_s3957,1189
G391-115-8fee30c79ba7b96f,8c364576216e062ae80d7dc44545f90fb9c96f55698c6ba3bdd9b5843e975ed1,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,myAuD3DmJMY,myAuD3DmJMY_s6535,942
G391-116-508e697775f112b6,bc77f4a2b217155434b683cc98bb534490a213d5e4bf7100586f7c778b41f540,FALSE_CALL,VISIBLE,CROWD,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,9.3333,s4xx-bV7D8I,s4xx-bV7D8I_s479,1426
G391-117-9fdaabcece58a7a5,ff4169c59f81bb3188d80864ba7eb8993ca011c8beb08d32de06952776be41f3,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_EQUIPMENT,,6.6667,uZkAbRqeGrc,uZkAbRqeGrc_s1607,572
G391-118-0951a287d19995dc,9a153a7bf4f008f6d7b7fe03da871967136c214e2188643102594de81ab44c06,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_EQUIPMENT,,17.5,uZkAbRqeGrc,uZkAbRqeGrc_s3124,124
G391-119-c6f9f1f31362fe55,7f5565ff893c451ea2f13bc412b7dd85c7098b67626f4d6817ca098cf6477b04,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,36.8333,wHs1OssEcAw,wHs1OssEcAw_s1183,1252
G391-120-311c769023038d85,fb255f6b5089f3c72bc17655b1c866e0dbd1881ece9c1d81f2089c1a53a9b97d,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,20.0,wd08fix8q3Q,wd08fix8q3Q_s5830,993
G391-121-ccee12873a7329d5,bd0d6bb3e74b1d86fa74bb36920356d834d69a4224fec3a8a31d5a13f86576df,FALSE_CALL,ABSENT,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_SIGNAGE_OR_GRAPHIC,,,0KIBu1jQBL8,0KIBu1jQBL8_s5665,2863
G391-122-63b9d0923ffd273d,b255be247dea55232bc0606c2012271c1c1cb886b43bb5beb14089f90abd37bf,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.3333,1E5Rw89keTg,1E5Rw89keTg_s312,3133
G391-123-1b0ab8fbbb603264,836422850d55c8d4f7ce0635178b89d249b4acd6b162893b35581da3f672e744,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.6765,9.6667,50pp-OqYVok,50pp-OqYVok_s1500,2185
G391-124-cc18443af00ef4ae,4b05e098a7059b2de698d1a5665249995291732360fc88ec23375a788bb121ad,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.4801,11.0,5U9k1U6nN-g,5U9k1U6nN-g_s1207,1623
G391-125-bc6372734a6ea017,0e3b7e8661689213774c1287168ca73ac6945355d8efbfeef736625138e5b201,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,14.0,7WBKNCu3NLU,7WBKNCu3NLU_s90,662
G391-126-de53d496a6822841,61efdf2a867a36dfa9145eb9ef0ef147c5678e1dfd8888e183c946b59b192914,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,27.3333,8kHt2bFTK6g,8kHt2bFTK6g_s90,278
G391-127-934c090b98b25d3b,88dc262ed7483d434a187baede6dae4860a8e1088a47edb72a9ca5b6dcc0a5df,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,11.1667,9F5q5jCbrMI,9F5q5jCbrMI_s3630,1441
G391-128-82d6d766b13fe623,429d0d1fbda6316ac6e85bc976d268e5c0f40afda19e1c692e7902e8187d3c48,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,AIMOY6CoQKI,AIMOY6CoQKI_s4438,932
G391-129-d833e105996c6a4f,95a0ce7b95876ad2a4d58556798b5b5af68f384a74d886cde957ac64939a8cc0,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,14.1667,G8bPOW37Sp0,G8bPOW37Sp0_s90,1158
G391-130-123daa9d4531c6f5,a308bded2489eb275e5afcaae1c66825d47bb0eb942443a2f132cacf2b9ef768,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.8333,12.3333,HUSo3PzP7lo,HUSo3PzP7lo_s402,1348
G391-131-7a4e29ee943c9f45,cee4d81605ae4db59f041f2eb39b8fbeaea39110de77d76e0e9601273ad7361f,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,5.38,12.1667,LPDnemFoqVk,LPDnemFoqVk_s3306,1247
G391-132-3626894a4dcdc6d6,b8556e868f732cc5d70d9c5371e7a9e0a8b56a95b9659e3edb33fe1da5bd7246,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,5.1126,9.0,N-eE7ZwTuno,N-eE7ZwTuno_s2365,2987
G391-133-84d5d7ed0ac4f858,002c2ca7a3c0bcba004ff1761736e8d4f4a5f29f8fb196d38f4226007610785b,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,UHJ90jJmCYw,UHJ90jJmCYw_s90,253
G391-134-7f93c55685da63a1,77718a5881e920ce9014aac3d38eab18c2e2973dd85d097335dbf0cbb15a86eb,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.7717,13.0,UHJ90jJmCYw,UHJ90jJmCYw_s90,3516
G391-135-82a361e2cc72ba8e,0b241fe2e28c13757d751c8df6bf0dc9808ec56f08b1725c5c354396b7f826a2,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,11.3333,UPco-jzOoEg,UPco-jzOoEg_s2796,4499
G391-136-44b6ff77065a8231,41d019c3b574a31c1a73f27c69c1923021c4d5984c3eb04e81ff63d63c0aa3b0,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.2019,10.6667,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1243
G391-137-fe1d3dbf55c70e60,7c87fcdb9ebfcd86a0c769edad69a6abdf79c2bf0add33bb6efa120362dba09a,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,WeheQidCPXI,WeheQidCPXI_s1389,807
G391-138-51b2c6cb19ae03bd,98429c1bb9aea2b9ca593b6d3abb6b9741f73324527b6e8e3afc422d9f1058d9,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,10.0,XzIzQZBrPBY,XzIzQZBrPBY_s398,2659
G391-139-811f012f75ee899f,16c583e45b3936aa65d2dce0135ff0a6bd95f0fb9cd5725e34c56abbfae258b7,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,10.3333,XzIzQZBrPBY,XzIzQZBrPBY_s398,7051
G391-140-bc5e75b71bfec125,5d8aeeeb55a5b9f615dbd9fd81f74119c7d7af18ec820f047248d07677f6beac,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.1667,Ze8frxZxNyk,Ze8frxZxNyk_s3924,826
G391-141-40d0f399a24c5410,c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,b00bP6hM95Q,b00bP6hM95Q_s3972,3132
G391-142-1fca6b031bfcbd53,f43576229b16a9afa1ea528acb9a901aaea8efe61896e7b32469216a829f09e4,FALSE_CALL,UNKNOWN,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,h6j_iLYRx8U,h6j_iLYRx8U_s90,4961
G391-143-edc3c2cbb27a1e10,cb10f94b2e678bf34463c8cfef1a517c4c94d5b3538a8d8c3dee7a246b0c81d5,FALSE_CALL,UNKNOWN,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,hOtf1-DI88w,hOtf1-DI88w_s90,3571
G391-144-e632e09ed27dea14,299468af20c51dbf3e2090310433847fecdb8dbc1138dae74f3314da344bebf7,FALSE_CALL,UNKNOWN,BALL,BALL_AT_MARKER,AGREED,SUSPECTED_REFERENCE_ERROR,,,myAuD3DmJMY,myAuD3DmJMY_s3957,1689
G391-145-ce0ed56543ebde93,ff3827e714e6175283a4ec3cdaed1d8caf9ebf2edba6382942397cb3bf4b0c68,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,myAuD3DmJMY,myAuD3DmJMY_s6535,1192
G391-146-6e8bc16918a4b31b,80333f68bec088849971145aa5f219526452796ecfa0a0b1645cd2b9b98da751,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,s4xx-bV7D8I,s4xx-bV7D8I_s479,1930
G391-147-c48e08a4ca4e2ff6,313bff52e59385f621946dc5a1184395813ac6d11ff8969370b15855d18d01e6,FALSE_CALL,ABSENT,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_SIGNAGE_OR_GRAPHIC,,,uZkAbRqeGrc,uZkAbRqeGrc_s1607,818
G391-148-c942d3c106784e2f,65d33cab1581e220b4ffba9fb8dfb2d5b2a92ee1f7200f312699b7dd03981bdf,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,16.3333,uZkAbRqeGrc,uZkAbRqeGrc_s3124,371
G391-149-28a030328132b0fb,b264cffd139ad025805e92c60eefcbbd45708fe59a50f29f40f4da32b464b8b7,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.4801,14.0,wHs1OssEcAw,wHs1OssEcAw_s1183,1744
G391-150-e51379e6b9fce923,52b0f15257e93294edbf758def739efba9135f503d60642d5c1d43561709c628,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,wd08fix8q3Q,wd08fix8q3Q_s5830,2213
G391-151-af7f53d139c7ef3e,e144d07100989d3a36482458cfdf3a7fbf7dd00eb3de9599b58fc06cb31fd96b,FALSE_CALL,ABSENT,BALL,BALL_AT_MARKER,AGREED,SUSPECTED_REFERENCE_ERROR,,,0KIBu1jQBL8,0KIBu1jQBL8_s5665,3839
G391-152-a9f19b0f221fc1f7,cba96941045f0167baff7a2c2e7f5f5ba5938416fe6ea67dc4e92b15c3edb0aa,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,11.3333,1E5Rw89keTg,1E5Rw89keTg_s312,3384
G391-153-98edc8beb780ad3f,a45b83a13ce2a68bc5d60e23aeda2e7b1cfc0df45619f65f4cc9846a44971acf,FALSE_CALL,UNKNOWN,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,50pp-OqYVok,50pp-OqYVok_s1500,2677
G391-154-5e08ca214ac0e8c6,043421998afdec270096c172f35f200dde5d1f723fe1132a02a567d1efedec98,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,12.6667,5U9k1U6nN-g,5U9k1U6nN-g_s1207,1875
G391-155-b1a6155291d5a026,06b61a76a7ed92f4e227015c169b53e2bd2699dd8c7c5fe8fb0f38d92c9527a6,FALSE_CALL,VISIBLE,CROWD,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,13.0,7WBKNCu3NLU,7WBKNCu3NLU_s90,1430
G391-156-a2fee10a398b0a03,0b3f308131cbbd453856325831312cba0ee41b607e376f5a6bb7fa3845eec80b,FALSE_CALL,UNKNOWN,SIGNAGE_OR_GRAPHIC,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_SIGNAGE_OR_GRAPHIC,,,8kHt2bFTK6g,8kHt2bFTK6g_s90,1262
G391-157-a683bd3f9e3a66c7,5366926a5926519dda7536d35ca325af019d61fb894f76428244a5bfe20c255a,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.0883,11.5,9F5q5jCbrMI,9F5q5jCbrMI_s3630,1939
G391-158-cb89f3223acff505,4d0b01c58d65e01ff97ae232627dda289fcd6484dee1d91d4416b9d9c5c367d5,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.0732,11.0,AIMOY6CoQKI,AIMOY6CoQKI_s4438,1673
G391-159-2bf0a65052b62dce,6faaf410ce8baeb68cd1aae766f1a9963602ce6a30a92f480013269f29eab2b9,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,13.3333,G8bPOW37Sp0,G8bPOW37Sp0_s90,1405
G391-160-69c468bfc910e78b,dd6672ddb657e5e47c0108623eb80670d8a25d687fcafefe5d3e783aa7536f82,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.6667,HUSo3PzP7lo,HUSo3PzP7lo_s402,2872
G391-161-314f9208523bdb42,22548044b18e3773b228619f0d0827eeaf1ed2d4ce77987181f32d2a689cc70a,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.5563,14.1667,LPDnemFoqVk,LPDnemFoqVk_s3306,1753
G391-162-c58e09c6f08021f6,4d3b973423aaa40c186ed70239f05c85fcd889f189ee090cb87c573ffdb4ceee,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,8.3333,N-eE7ZwTuno,N-eE7ZwTuno_s2365,3239
G391-163-10990ce3f51e1a61,b341fdd285693c9916e1beaea19625431cae32a94842e8501f56b64cbfde8c8f,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,6.4722,13.3333,UHJ90jJmCYw,UHJ90jJmCYw_s90,504
G391-164-8ac89f144ce004aa,8986d22a3ee6c11dcdbdd69c64ff86f1fcc3a307fcea0bff087ef28c8d7646ac,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.4608,12.5,UHJ90jJmCYw,UHJ90jJmCYw_s90,3767
G391-165-191cf320a69a0c13,a0545d1e9dbbea7e2642da4c94b427005fa1af700020ad1205449442406313c4,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.0069,12.3333,UPco-jzOoEg,UPco-jzOoEg_s2796,4997
G391-166-94fa1b89fdd7c03a,5f81b9f9e38b5466e0f9e8de08b166779c1dc2e3e58994cd3e1f769ad0d28269,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.6008,11.3333,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1492
G391-167-d81d7b660eef12a5,fd9b7a4304f763255a4e53ad3e1457ce205cceb1c8a42647abb97dd28af533ca,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,11.6667,WeheQidCPXI,WeheQidCPXI_s1389,1055
G391-168-a7ac087e9911147f,2fe64d28cb18ab19038a3f89507381f11d2d211ce72b6fb10aad289f67bd8ead,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,10.1667,XzIzQZBrPBY,XzIzQZBrPBY_s398,3147
G391-169-cc27f7ca2afc4747,779d823c6747f97f30dbdc10ec8a9bd00ff91c00139acdc85d20138d88ce3baf,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,12.6667,XzIzQZBrPBY,XzIzQZBrPBY_s398,7539
G391-170-bb2f21ea7de678e7,af3d55f58e9ed3153b516ad4fbe21fb39ddafe0048d406f45ab383e613398362,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.7938,12.8333,Ze8frxZxNyk,Ze8frxZxNyk_s3924,1079
