packet_id,game,section,frame_index,native_path,crop_path
G391-094-494c0b4f7b297757,5U9k1U6nN-g,5U9k1U6nN-g_s1207,867,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/777d15e76433.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-094-494c0b4f7b297757.jpg
G391-095-9d9ea74a9af38485,7WBKNCu3NLU,7WBKNCu3NLU_s90,406,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/3130cfa098e5.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-095-9d9ea74a9af38485.jpg
G391-096-0b3da9202f23dbb9,8kHt2bFTK6g,8kHt2bFTK6g_s90,32,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/d107d2fe7598.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-096-0b3da9202f23dbb9.jpg
G391-097-65c67f88bc34dda7,9F5q5jCbrMI,9F5q5jCbrMI_s3630,943,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4b9307a32abd.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-097-65c67f88bc34dda7.jpg
G391-098-aec17c017e8ac02a,9F5q5jCbrMI,9F5q5jCbrMI_s3630,7417,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/49759debf1d1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-098-aec17c017e8ac02a.jpg
G391-099-e9bca17ff3348d94,G8bPOW37Sp0,G8bPOW37Sp0_s90,911,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/82fbbc268e44.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-099-e9bca17ff3348d94.jpg
G391-100-9b9801446e419617,HUSo3PzP7lo,HUSo3PzP7lo_s402,840,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/947b87f4c0e6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-100-9b9801446e419617.jpg
G391-101-c6d8c8cd63f738f7,LPDnemFoqVk,LPDnemFoqVk_s3306,994,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/3a0a3add537a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-101-c6d8c8cd63f738f7.jpg
G391-102-52006f95fd5c0f9d,N-eE7ZwTuno,N-eE7ZwTuno_s2365,2231,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e54779db1e96.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-102-52006f95fd5c0f9d.jpg
G391-103-f95f78c8243e0568,UHJ90jJmCYw,UHJ90jJmCYw_s90,2,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/2ce019929197.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-103-f95f78c8243e0568.jpg
G391-104-78adea8fbc3ac49b,UHJ90jJmCYw,UHJ90jJmCYw_s90,3265,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a6b88ce1c584.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-104-78adea8fbc3ac49b.jpg
G391-105-d6cdbf7b49628cbb,UPco-jzOoEg,UPco-jzOoEg_s2796,3503,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/06b7146c14f1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-105-d6cdbf7b49628cbb.jpg
G391-106-bb41990466a4cc1e,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,496,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/dee93ac0d3ca.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-106-bb41990466a4cc1e.jpg
G391-107-0ea4d95eb22c125d,WeheQidCPXI,WeheQidCPXI_s1389,559,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/21af71171642.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-107-0ea4d95eb22c125d.jpg
G391-108-616d6e7d8d08f2a5,XzIzQZBrPBY,XzIzQZBrPBY_s398,1683,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e414c921e933.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-108-616d6e7d8d08f2a5.jpg
G391-109-c35f397ea93eeccd,XzIzQZBrPBY,XzIzQZBrPBY_s398,6563,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/91237c714d31.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-109-c35f397ea93eeccd.jpg
G391-110-353265b09ebca400,Ze8frxZxNyk,Ze8frxZxNyk_s3924,320,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a77de0779aba.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-110-353265b09ebca400.jpg
G391-111-9f19fdf423b0d1c3,b00bP6hM95Q,b00bP6hM95Q_s3972,96,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8d4631207aa6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-111-9f19fdf423b0d1c3.jpg
G391-112-a0d9a46bf790f3bf,h6j_iLYRx8U,h6j_iLYRx8U_s90,2997,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/08037ac3f452.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-112-a0d9a46bf790f3bf.jpg
G391-113-63483006c93e2c5c,hOtf1-DI88w,hOtf1-DI88w_s90,3070,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/3e8a35d3ccae.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-113-63483006c93e2c5c.jpg
G391-114-0938ff18a86a38c5,myAuD3DmJMY,myAuD3DmJMY_s3957,1189,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/fe43ac29fa44.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-114-0938ff18a86a38c5.jpg
G391-115-8fee30c79ba7b96f,myAuD3DmJMY,myAuD3DmJMY_s6535,942,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8c364576216e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-115-8fee30c79ba7b96f.jpg
G391-116-508e697775f112b6,s4xx-bV7D8I,s4xx-bV7D8I_s479,1426,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/bc77f4a2b217.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-116-508e697775f112b6.jpg
G391-117-9fdaabcece58a7a5,uZkAbRqeGrc,uZkAbRqeGrc_s1607,572,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/ff4169c59f81.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-117-9fdaabcece58a7a5.jpg
G391-118-0951a287d19995dc,uZkAbRqeGrc,uZkAbRqeGrc_s3124,124,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/9a153a7bf4f0.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-118-0951a287d19995dc.jpg
G391-119-c6f9f1f31362fe55,wHs1OssEcAw,wHs1OssEcAw_s1183,1252,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/7f5565ff893c.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-119-c6f9f1f31362fe55.jpg
G391-120-311c769023038d85,wd08fix8q3Q,wd08fix8q3Q_s5830,993,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/fb255f6b5089.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-120-311c769023038d85.jpg
G391-121-ccee12873a7329d5,0KIBu1jQBL8,0KIBu1jQBL8_s5665,2863,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/bd0d6bb3e74b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-121-ccee12873a7329d5.jpg
G391-122-63b9d0923ffd273d,1E5Rw89keTg,1E5Rw89keTg_s312,3133,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b255be247dea.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-122-63b9d0923ffd273d.jpg
G391-123-1b0ab8fbbb603264,50pp-OqYVok,50pp-OqYVok_s1500,2185,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/836422850d55.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-123-1b0ab8fbbb603264.jpg
G391-124-cc18443af00ef4ae,5U9k1U6nN-g,5U9k1U6nN-g_s1207,1623,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4b05e098a705.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-124-cc18443af00ef4ae.jpg
G391-125-bc6372734a6ea017,7WBKNCu3NLU,7WBKNCu3NLU_s90,662,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0e3b7e866168.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-125-bc6372734a6ea017.jpg
G391-126-de53d496a6822841,8kHt2bFTK6g,8kHt2bFTK6g_s90,278,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/61efdf2a867a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-126-de53d496a6822841.jpg
G391-127-934c090b98b25d3b,9F5q5jCbrMI,9F5q5jCbrMI_s3630,1441,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/88dc262ed748.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-127-934c090b98b25d3b.jpg
G391-128-82d6d766b13fe623,AIMOY6CoQKI,AIMOY6CoQKI_s4438,932,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/429d0d1fbda6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-128-82d6d766b13fe623.jpg
G391-129-d833e105996c6a4f,G8bPOW37Sp0,G8bPOW37Sp0_s90,1158,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/95a0ce7b9587.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-129-d833e105996c6a4f.jpg
G391-130-123daa9d4531c6f5,HUSo3PzP7lo,HUSo3PzP7lo_s402,1348,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a308bded2489.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-130-123daa9d4531c6f5.jpg
G391-131-7a4e29ee943c9f45,LPDnemFoqVk,LPDnemFoqVk_s3306,1247,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cee4d81605ae.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-131-7a4e29ee943c9f45.jpg
G391-132-3626894a4dcdc6d6,N-eE7ZwTuno,N-eE7ZwTuno_s2365,2987,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b8556e868f73.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-132-3626894a4dcdc6d6.jpg
G391-133-84d5d7ed0ac4f858,UHJ90jJmCYw,UHJ90jJmCYw_s90,253,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/002c2ca7a3c0.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-133-84d5d7ed0ac4f858.jpg
G391-134-7f93c55685da63a1,UHJ90jJmCYw,UHJ90jJmCYw_s90,3516,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/77718a5881e9.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-134-7f93c55685da63a1.jpg
G391-135-82a361e2cc72ba8e,UPco-jzOoEg,UPco-jzOoEg_s2796,4499,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0b241fe2e28c.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-135-82a361e2cc72ba8e.jpg
G391-136-44b6ff77065a8231,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1243,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/41d019c3b574.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-136-44b6ff77065a8231.jpg
G391-137-fe1d3dbf55c70e60,WeheQidCPXI,WeheQidCPXI_s1389,807,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/7c87fcdb9ebf.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-137-fe1d3dbf55c70e60.jpg
G391-138-51b2c6cb19ae03bd,XzIzQZBrPBY,XzIzQZBrPBY_s398,2659,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/98429c1bb9ae.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-138-51b2c6cb19ae03bd.jpg
G391-139-811f012f75ee899f,XzIzQZBrPBY,XzIzQZBrPBY_s398,7051,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/16c583e45b39.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-139-811f012f75ee899f.jpg
G391-140-bc5e75b71bfec125,Ze8frxZxNyk,Ze8frxZxNyk_s3924,826,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/5d8aeeeb55a5.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-140-bc5e75b71bfec125.jpg
G391-141-40d0f399a24c5410,b00bP6hM95Q,b00bP6hM95Q_s3972,3132,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/c5a93ad76402.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-141-40d0f399a24c5410.jpg
G391-142-1fca6b031bfcbd53,h6j_iLYRx8U,h6j_iLYRx8U_s90,4961,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/f43576229b16.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-142-1fca6b031bfcbd53.jpg
G391-143-edc3c2cbb27a1e10,hOtf1-DI88w,hOtf1-DI88w_s90,3571,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cb10f94b2e67.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-143-edc3c2cbb27a1e10.jpg
G391-144-e632e09ed27dea14,myAuD3DmJMY,myAuD3DmJMY_s3957,1689,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/299468af20c5.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-144-e632e09ed27dea14.jpg
G391-145-ce0ed56543ebde93,myAuD3DmJMY,myAuD3DmJMY_s6535,1192,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/ff3827e714e6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-145-ce0ed56543ebde93.jpg
G391-146-6e8bc16918a4b31b,s4xx-bV7D8I,s4xx-bV7D8I_s479,1930,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/80333f68bec0.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-146-6e8bc16918a4b31b.jpg
G391-147-c48e08a4ca4e2ff6,uZkAbRqeGrc,uZkAbRqeGrc_s1607,818,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/313bff52e593.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-147-c48e08a4ca4e2ff6.jpg
G391-148-c942d3c106784e2f,uZkAbRqeGrc,uZkAbRqeGrc_s3124,371,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/65d33cab1581.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-148-c942d3c106784e2f.jpg
G391-149-28a030328132b0fb,wHs1OssEcAw,wHs1OssEcAw_s1183,1744,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b264cffd139a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-149-28a030328132b0fb.jpg
G391-150-e51379e6b9fce923,wd08fix8q3Q,wd08fix8q3Q_s5830,2213,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/52b0f15257e9.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-150-e51379e6b9fce923.jpg
G391-151-af7f53d139c7ef3e,0KIBu1jQBL8,0KIBu1jQBL8_s5665,3839,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e144d0710098.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-151-af7f53d139c7ef3e.jpg
G391-152-a9f19b0f221fc1f7,1E5Rw89keTg,1E5Rw89keTg_s312,3384,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cba96941045f.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-152-a9f19b0f221fc1f7.jpg
G391-153-98edc8beb780ad3f,50pp-OqYVok,50pp-OqYVok_s1500,2677,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a45b83a13ce2.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-153-98edc8beb780ad3f.jpg
G391-154-5e08ca214ac0e8c6,5U9k1U6nN-g,5U9k1U6nN-g_s1207,1875,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/043421998afd.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-154-5e08ca214ac0e8c6.jpg
G391-155-b1a6155291d5a026,7WBKNCu3NLU,7WBKNCu3NLU_s90,1430,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/06b61a76a7ed.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-155-b1a6155291d5a026.jpg
G391-156-a2fee10a398b0a03,8kHt2bFTK6g,8kHt2bFTK6g_s90,1262,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0b3f308131cb.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-156-a2fee10a398b0a03.jpg
G391-157-a683bd3f9e3a66c7,9F5q5jCbrMI,9F5q5jCbrMI_s3630,1939,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/5366926a5926.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-157-a683bd3f9e3a66c7.jpg
G391-158-cb89f3223acff505,AIMOY6CoQKI,AIMOY6CoQKI_s4438,1673,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4d0b01c58d65.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-158-cb89f3223acff505.jpg
G391-159-2bf0a65052b62dce,G8bPOW37Sp0,G8bPOW37Sp0_s90,1405,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/6faaf410ce8b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-159-2bf0a65052b62dce.jpg
G391-160-69c468bfc910e78b,HUSo3PzP7lo,HUSo3PzP7lo_s402,2872,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/dd6672ddb657.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-160-69c468bfc910e78b.jpg
G391-161-314f9208523bdb42,LPDnemFoqVk,LPDnemFoqVk_s3306,1753,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/22548044b18e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-161-314f9208523bdb42.jpg
G391-162-c58e09c6f08021f6,N-eE7ZwTuno,N-eE7ZwTuno_s2365,3239,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4d3b973423aa.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-162-c58e09c6f08021f6.jpg
G391-163-10990ce3f51e1a61,UHJ90jJmCYw,UHJ90jJmCYw_s90,504,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b341fdd28569.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-163-10990ce3f51e1a61.jpg
G391-164-8ac89f144ce004aa,UHJ90jJmCYw,UHJ90jJmCYw_s90,3767,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8986d22a3ee6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-164-8ac89f144ce004aa.jpg
G391-165-191cf320a69a0c13,UPco-jzOoEg,UPco-jzOoEg_s2796,4997,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a0545d1e9dbb.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-165-191cf320a69a0c13.jpg
G391-166-94fa1b89fdd7c03a,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1492,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/5f81b9f9e38b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-166-94fa1b89fdd7c03a.jpg
G391-167-d81d7b660eef12a5,WeheQidCPXI,WeheQidCPXI_s1389,1055,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/fd9b7a4304f7.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-167-d81d7b660eef12a5.jpg
G391-168-a7ac087e9911147f,XzIzQZBrPBY,XzIzQZBrPBY_s398,3147,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/2fe64d28cb18.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-168-a7ac087e9911147f.jpg
G391-169-cc27f7ca2afc4747,XzIzQZBrPBY,XzIzQZBrPBY_s398,7539,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/779d823c6747.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-169-cc27f7ca2afc4747.jpg
G391-170-bb2f21ea7de678e7,Ze8frxZxNyk,Ze8frxZxNyk_s3924,1079,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/af3d55f58e9e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-170-bb2f21ea7de678e7.jpg
G391-171-05110a3a3509a6bd,gkwmu8Hf364,gkwmu8Hf364_s4450,738,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cac19bad1c9d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-171-05110a3a3509a6bd.jpg
G391-172-b37c4359d04d1ee8,h6j_iLYRx8U,h6j_iLYRx8U_s90,5452,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8da2fd2e41cd.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-172-b37c4359d04d1ee8.jpg
G391-173-a540bdaa74ba9e0e,iwbowtaIIz8,iwbowtaIIz8_s3933,5583,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/877154041e4d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-173-a540bdaa74ba9e0e.jpg
G391-174-c0b5a0502dd474a0,myAuD3DmJMY,myAuD3DmJMY_s3957,2189,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/2798587f7b5c.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-174-c0b5a0502dd474a0.jpg
G391-175-68d23803535d7f29,myAuD3DmJMY,myAuD3DmJMY_s6535,1442,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/263140f3bad0.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-175-68d23803535d7f29.jpg
G391-176-d5ecc6551004cf1a,s4xx-bV7D8I,s4xx-bV7D8I_s479,2434,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/853663d3fa88.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-176-d5ecc6551004cf1a.jpg
G391-177-a882226b930beb4f,uZkAbRqeGrc,uZkAbRqeGrc_s1607,1310,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8a6623a9c489.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-177-a882226b930beb4f.jpg
G391-178-b7e8f9fc0065485f,uZkAbRqeGrc,uZkAbRqeGrc_s3124,1359,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/625771c20847.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-178-b7e8f9fc0065485f.jpg
G391-179-b4c145f2c484306e,wHs1OssEcAw,wHs1OssEcAw_s1183,2236,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/9df5e693833b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-179-b4c145f2c484306e.jpg
G391-180-a851d7c3f6fb34b5,wd08fix8q3Q,wd08fix8q3Q_s5830,2945,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0b0efe5807b1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-180-a851d7c3f6fb34b5.jpg
G391-181-ced5d1db84a025e4,1E5Rw89keTg,1E5Rw89keTg_s312,874,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/52bed970ae07.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-181-ced5d1db84a025e4.jpg
G391-182-1bd4e22c9b39ee08,1E5Rw89keTg,1E5Rw89keTg_s312,3886,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/d803f84a1bf2.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-182-1bd4e22c9b39ee08.jpg
G391-183-7c7d06e1cb85de42,50pp-OqYVok,50pp-OqYVok_s1500,3169,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b2ac3849b75b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-183-7c7d06e1cb85de42.jpg
G391-184-915cbf206961a4e6,5U9k1U6nN-g,5U9k1U6nN-g_s1207,2379,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/6b34dba8d44a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-184-915cbf206961a4e6.jpg
G391-185-33b8bbc510868246,7WBKNCu3NLU,7WBKNCu3NLU_s90,1942,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e1f1ab7f928f.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-185-33b8bbc510868246.jpg
G391-186-6877463bc453a135,8kHt2bFTK6g,8kHt2bFTK6g_s90,1508,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/21d9b9c5350f.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-186-6877463bc453a135.jpg
G391-187-0439a55f5d09d988,9F5q5jCbrMI,9F5q5jCbrMI_s3630,2437,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/560a17ccd5de.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-187-0439a55f5d09d988.jpg
