token,path,line,in_proposed_diff,changed_by_proposal,alias_note
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,31,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,32,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,33,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,46,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,47,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,48,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,52,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,54,False,no,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,56,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,59,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,60,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,61,False,no,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,62,False,no,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,65,False,no,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,68,False,no,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,69,False,no,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,73,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,93,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,97,False,no,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,99,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g312_readjudicate_coverage.py,144,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/platformkit/tracking/g315_render_panels.py,8,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g315_render_panels.py,13,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g315_render_panels.py,124,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g316_scoreboard_clock_liveness.py,274,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g322_render_panels.py,13,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g322_render_panels.py,98,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g323_analyze.py,14,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g323_analyze.py,106,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g323_render_panels.py,14,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g323_render_panels.py,116,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g324_apache_arm_rebudget.py,170,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,3,False,no,
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,4,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,11,False,no,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,27,False,no,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,107,False,no,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,108,False,no,
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,109,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,118,False,no,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,119,False,no,
max_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,120,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,219,False,no,
evaluated_frames,scripts/platformkit/tracking/g331_evaluated_frames_sidecar.py,261,False,no,
--frames,scripts/platformkit/tracking/g336_capture.py,99,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,145,False,no,
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,152,False,no,
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,156,False,no,
evaluated_frames,scripts/platformkit/tracking/g336_track_id_continuity.py,157,False,no,
evaluated_frames,scripts/platformkit/tracking/g359_held_position.py,34,False,no,
evaluated_frames,scripts/platformkit/tracking/g359_held_position.py,100,False,no,
evaluated_frames,scripts/platformkit/tracking/g361_source_identity.py,24,False,no,
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,229,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,234,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g363_ball_coverage.py,241,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g363_centre_diag.py,37,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g363_eyecheck.py,69,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g363_rebuild_cache.py,81,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,34,False,no,
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,39,False,no,
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,176,False,no,
evaluated_frames,scripts/platformkit/tracking/g366_fresh.py,182,False,no,
evaluated_frames,scripts/platformkit/tracking/g368_controls_strips.py,85,False,no,
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,192,False,no,
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,193,False,no,
evaluated_frames,scripts/platformkit/tracking/g368_tick_motion.py,194,False,no,
evaluated_frames,scripts/platformkit/tracking/g370_manifest.py,4,False,no,
evaluated_frames,scripts/platformkit/tracking/g370_manifest.py,31,False,no,
evaluated_frames,scripts/platformkit/tracking/g370_ticks.py,58,False,no,
--frames,scripts/platformkit/tracking/g373_dev_boxes.py,108,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g373_extra_sample.py,178,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g373_phase1.py,204,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g373_sheets_v2.py,98,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,scripts/platformkit/tracking/g376_classify.py,27,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,63,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,64,False,no,
max_frames,scripts/platformkit/tracking/g376_classify.py,66,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,144,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,145,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,146,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,147,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_classify.py,172,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_controls.py,49,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_controls.py,53,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,53,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,55,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_premise.py,56,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,23,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,25,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,50,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,59,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,64,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_report.py,146,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,6,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,51,False,no,
total_frames,scripts/platformkit/tracking/g376_rerun.py,53,False,no,
--frames,scripts/platformkit/tracking/g376_rerun.py,62,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g376_rerun.py,86,False,no,
--frames,scripts/platformkit/tracking/g376_rerun.py,97,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,19,False,no,
max_frames,scripts/platformkit/tracking/g376_schedule.py,111,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,142,False,no,
evaluated_frames,scripts/platformkit/tracking/g376_schedule.py,143,False,no,
max_frames,scripts/platformkit/tracking/g376_schedule.py,146,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/platformkit/tracking/g378_cue.py,162,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g379_feet.py,96,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g379_fit.py,225,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g379_report.py,188,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,scripts/platformkit/tracking/g380_patch.py,53,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking/g380_patch.py,54,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,75,False,no,
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,80,False,no,
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,96,False,no,
evaluated_frames,scripts/platformkit/tracking/g380_patch.py,190,False,no,
max_frames,scripts/platformkit/tracking/g380_patch.py,219,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking/g380_reader_survey.py,9,False,no,
evaluated_frames,scripts/platformkit/tracking/g380_replay.py,33,False,no,
--frames,scripts/platformkit/tracking/g380_replay.py,93,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/g380_replay.py,247,False,no,
--frames,scripts/platformkit/tracking/g382_export.py,28,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g382_rater_sheets.py,54,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g382_render.py,69,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g382_score.py,122,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g382_select.py,100,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g385_model.py,81,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g385_pin.py,177,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g385_report.py,105,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g385_runtime.py,30,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g389_finish.py,209,False,argv value unchanged; emitted only when explicit or legacy,
build_command,scripts/platformkit/tracking/g393_finish.py,17,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_finish.py,53,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_finish.py,152,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_parser_harness.py,41,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_parser_harness.py,44,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_parser_harness.py,59,False,signature gains two defaulted keyword arguments,
--frames,scripts/platformkit/tracking/g393_parser_harness.py,129,False,argv value unchanged; emitted only when explicit or legacy,
build_command,scripts/platformkit/tracking/g393_parser_harness.py,135,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_parser_harness.py,137,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_prepare.py,77,False,signature gains two defaulted keyword arguments,
build_command,scripts/platformkit/tracking/g393_prepare.py,81,False,signature gains two defaulted keyword arguments,
duration_seconds,scripts/platformkit/tracking/g397_census.py,20,False,"new additive parameter, default None",
duration_seconds,scripts/platformkit/tracking/g397_census.py,53,False,"new additive parameter, default None",
duration_seconds,scripts/platformkit/tracking/g397_report.py,13,False,"new additive parameter, default None",
evaluated_frames,scripts/platformkit/tracking/g397_report.py,84,False,no,
evaluated_frames,scripts/platformkit/tracking/g397_report.py,85,False,no,
duration_seconds,scripts/platformkit/tracking/g397_report.py,98,False,"new additive parameter, default None",
evaluated_frames,scripts/platformkit/tracking/g397_run.py,74,False,no,
--frames,scripts/platformkit/tracking/g400_census.py,170,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/g402_run.py,101,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/platformkit/tracking/homography_eligibility.py,179,False,argv value unchanged; emitted only when explicit or legacy,
duration_seconds,scripts/platformkit/tracking/seal_g304_inventory.py,50,False,"new additive parameter, default None",
start_pts,scripts/platformkit/tracking/seal_g304_inventory.py,92,False,no,
max_frames,scripts/platformkit/tracking/tennis_sequential_plan.py,91,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/platformkit/tracking/tennis_sequential_plan.py,154,False,argv value unchanged; emitted only when explicit or legacy,
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,37,False,no,
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,39,False,no,
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,52,False,no,
evaluated_frames,scripts/platformkit/tracking/test_g310_native_input_arm.py,59,False,no,
max_frames,scripts/platformkit/tracking_corpus_ab.py,59,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_ab.py,66,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_ab.py,166,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_ab.py,170,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_ab.py,194,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_ab.py,200,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_worker.py,14,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_worker.py,22,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/platformkit/tracking_corpus_worker.py,43,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/platformkit/tracking_harness.py,14,False,no,
evaluated_frames,scripts/platformkit/tracking_harness.py,417,False,no,
max_frames,scripts/platformkit/tracking_regression.py,71,False,unchanged meaning; stays an explicit EARLIER frame cap,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,59,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,62,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,94,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,137,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,139,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,scripts/probe_R14_H2_defender_distance.py,206,False,unchanged 3-tuple; read() tolerates both item widths,
max_frames,scripts/process_game.py,150,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/process_game.py,161,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/process_game.py,217,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,scripts/process_game.py,230,False,no,
--frames,scripts/process_game.py,391,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,scripts/process_game.py,430,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/reprocess_20_games.py,76,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/reprocess_failed_games.py,44,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/reprocess_failed_games.py,147,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/reprocess_failed_games.py,229,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/reprocess_tracking_only.py,71,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/reprocess_tracking_only.py,99,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_clip.py,20,True,argv value unchanged; emitted only when explicit or legacy,
max_frames,scripts/run_clip.py,166,True,unchanged meaning; stays an explicit EARLIER frame cap,
_evaluated_count_sidecar,scripts/run_clip.py,166,True,gains a defaulted duration_seconds argument,
max_frames,scripts/run_clip.py,181,True,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/run_clip.py,183,True,no,
max_frames,scripts/run_clip.py,184,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_clip.py,191,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_clip.py,192,True,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/run_clip.py,209,True,no,
_evaluated_count_sidecar,scripts/run_clip.py,215,True,gains a defaulted duration_seconds argument,
max_frames,scripts/run_clip.py,216,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_clip.py,220,True,unchanged meaning; stays an explicit EARLIER frame cap,
_evaluated_count_sidecar,scripts/run_clip.py,220,True,gains a defaulted duration_seconds argument,
evaluated_frames,scripts/run_clip.py,226,True,no,
evaluated_frames,scripts/run_clip.py,236,True,no,
evaluated_frames,scripts/run_clip.py,237,True,no,
total_frames,scripts/run_clip.py,334,True,no,
total_frames,scripts/run_clip.py,335,True,no,
total_frames,scripts/run_clip.py,348,True,no,
--frames,scripts/run_clip.py,417,True,argv value unchanged; emitted only when explicit or legacy,
total_frames,scripts/run_clip.py,454,True,no,
total_frames,scripts/run_clip.py,457,True,no,
--frames,scripts/run_clip.py,463,True,argv value unchanged; emitted only when explicit or legacy,
_evaluated_count_sidecar,scripts/run_clip.py,492,True,gains a defaulted duration_seconds argument,
max_frames,scripts/run_clip.py,521,True,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,scripts/run_clip.py,528,True,no,
total_frames,scripts/run_clip.py,532,True,no,
total_frames,scripts/run_clip.py,799,True,no,
max_frames,scripts/run_data_collection.py,187,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_data_collection.py,200,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/run_data_collection.py,201,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,scripts/run_data_collection.py,201,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_data_collection.py,228,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_data_collection.py,419,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/run_data_collection.py,430,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,scripts/run_phase_g.py,15,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_phase_g.py,437,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_phase_g.py,604,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_season_queue.py,5,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_season_queue.py,14,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_season_queue.py,272,False,argv value unchanged; emitted only when explicit or legacy,
--frames,scripts/run_season_queue.py,309,False,argv value unchanged; emitted only when explicit or legacy,
_evaluated_count_sidecar,scripts/test_run_clip_g206_route_evaluated_count.py,17,False,gains a defaulted duration_seconds argument,
evaluated_frames,scripts/test_run_clip_g206_route_evaluated_count.py,25,False,no,
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,26,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,28,False,unchanged meaning; stays an explicit EARLIER frame cap,
_evaluated_count_sidecar,scripts/test_run_clip_g206_route_evaluated_count.py,44,False,gains a defaulted duration_seconds argument,
evaluated_frames,scripts/test_run_clip_g206_route_evaluated_count.py,46,False,no,
max_frames,scripts/test_run_clip_g206_route_evaluated_count.py,47,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,scripts/validate_game.py,241,False,no,
total_frames,scripts/validate_game.py,340,False,no,
total_frames,scripts/validate_game.py,405,False,no,
total_frames,scripts/validate_thresholds.py,482,False,no,
total_frames,scripts/validate_thresholds.py,580,False,no,
--frames,scripts/validate_tracker_e2e.py,78,False,argv value unchanged; emitted only when explicit or legacy,
total_frames,src/ingest/processing_worker.py,191,False,no,
total_frames,src/ingest/processing_worker.py,194,False,no,
total_frames,src/pipeline/event_aggregator.py,86,False,no,
total_frames,src/pipeline/event_aggregator.py,93,False,no,
total_frames,src/pipeline/event_aggregator.py,94,False,no,
total_frames,src/pipeline/event_aggregator.py,98,False,no,
total_frames,src/pipeline/event_aggregator.py,99,False,no,
max_frames,src/pipeline/run_pipeline.py,47,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/run_pipeline.py,116,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/run_pipeline.py,245,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/tracking_pipeline.py,105,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,src/pipeline/tracking_pipeline.py,120,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,src/pipeline/tracking_pipeline.py,120,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/tracking_pipeline.py,160,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,src/pipeline/tracking_pipeline.py,161,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,src/pipeline/tracking_pipeline.py,161,False,unchanged meaning; stays an explicit EARLIER frame cap,
_pyav_frame_iter,src/pipeline/unified_pipeline.py,63,True,yields a 5th element (presentation seconds or None),
_decord_frame_iter,src/pipeline/unified_pipeline.py,121,True,yields a 5th element (presentation seconds or None),
_pyav_frame_iter,src/pipeline/unified_pipeline.py,125,True,yields a 5th element (presentation seconds or None),
total_frames,src/pipeline/unified_pipeline.py,142,True,no,
_pyav_frame_iter,src/pipeline/unified_pipeline.py,217,True,yields a 5th element (presentation seconds or None),
_FramePrefetcher,src/pipeline/unified_pipeline.py,222,True,queue items gain a 4th element; read() shape unchanged,
_FramePrefetcher,src/pipeline/unified_pipeline.py,238,True,queue items gain a 4th element; read() shape unchanged,
_SENTINEL,src/pipeline/unified_pipeline.py,249,True,unchanged 3-tuple; read() tolerates both item widths,
_decord_frame_iter,src/pipeline/unified_pipeline.py,273,True,yields a 5th element (presentation seconds or None),
_decord_frame_iter,src/pipeline/unified_pipeline.py,280,True,yields a 5th element (presentation seconds or None),
_SENTINEL,src/pipeline/unified_pipeline.py,286,True,unchanged 3-tuple; read() tolerates both item widths,
max_frames,src/pipeline/unified_pipeline.py,622,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/unified_pipeline.py,631,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/unified_pipeline.py,641,True,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,src/pipeline/unified_pipeline.py,1499,True,no,
max_frames,src/pipeline/unified_pipeline.py,1534,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/unified_pipeline.py,1536,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/unified_pipeline.py,1537,True,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/pipeline/unified_pipeline.py,1559,True,unchanged meaning; stays an explicit EARLIER frame cap,
_FramePrefetcher,src/pipeline/unified_pipeline.py,1560,True,queue items gain a 4th element; read() shape unchanged,
max_frames,src/pipeline/unified_pipeline.py,1588,True,unchanged meaning; stays an explicit EARLIER frame cap,
_VRAM_FLUSH_INTERVAL,src/pipeline/unified_pipeline.py,1656,True,no,
max_frames,src/pipeline/unified_pipeline.py,1680,True,unchanged meaning; stays an explicit EARLIER frame cap,
_FramePrefetcher,src/pipeline/unified_pipeline.py,1683,True,queue items gain a 4th element; read() shape unchanged,
.peek(,src/pipeline/unified_pipeline.py,1907,True,unpacks by index so a 4-wide queue item still works,
_VRAM_FLUSH_INTERVAL,src/pipeline/unified_pipeline.py,2084,True,no,
total_frames,src/pipeline/unified_pipeline.py,3062,True,no,
evaluated_frames,src/pipeline/unified_pipeline.py,3063,True,no,
total_frames,src/pipeline/unified_pipeline.py,3724,True,no,
total_frames,src/pipeline/unified_pipeline.py,3764,True,no,
--frames,src/pipeline/unified_pipeline.py,4782,True,argv value unchanged; emitted only when explicit or legacy,
max_frames,src/pipeline/unified_pipeline.py,4794,True,unchanged meaning; stays an explicit EARLIER frame cap,
_SENTINEL,src/prediction/xfg_model.py,67,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,src/prediction/xfg_model.py,89,False,unchanged 3-tuple; read() tolerates both item widths,
max_frames,src/tracking/evaluate.py,50,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/evaluate.py,60,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,src/tracking/evaluate.py,70,False,no,
max_frames,src/tracking/evaluate.py,77,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,src/tracking/evaluate.py,176,False,no,
max_frames,src/tracking/evaluate.py,470,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/evaluate.py,479,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/evaluate.py,485,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/evaluate.py,493,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,src/tracking/evaluate.py,497,False,no,
total_frames,src/tracking/evaluate.py,566,False,no,
--frames,src/tracking/evaluate.py,597,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,src/tracking/evaluate.py,602,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/video_handler.py,37,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/video_handler.py,42,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,src/tracking/video_handler.py,58,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,src/utils/frame.py,26,False,no,
total_frames,src/utils/frame.py,28,False,no,
