frame_key,source_path,frame_index,section_id,game_id,source_sha256,tick_rank
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:6974,/workspace/data/footage_corpus/nba__pPHOlLVyjQc_s1603.mp4,6974,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,17
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:7362,/workspace/data/footage_corpus/nba__pPHOlLVyjQc_s1603.mp4,7362,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,18
5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11:nba__pPHOlLVyjQc_s1603:7749,/workspace/data/footage_corpus/nba__pPHOlLVyjQc_s1603.mp4,7749,nba__pPHOlLVyjQc_s1603,nba__pPHOlLVyjQc,5bc76ecbd99e6f48104661b9695c4683b133542ef51fb04201b34f1d329b0e11,19
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:375,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,375,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,0
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:750,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,750,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,1
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:1126,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,1126,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,2
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:1501,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,1501,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,3
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:1876,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,1876,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,4
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:2252,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,2252,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,5
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:2627,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,2627,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,6
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:3003,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,3003,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,7
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:3378,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,3378,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,8
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:3753,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,3753,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,9
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:4129,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,4129,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,10
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:4504,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,4504,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,11
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:4879,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,4879,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,12
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:5255,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,5255,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,13
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:5630,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,5630,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,14
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:6006,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,6006,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,15
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:6381,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,6381,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,16
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:6756,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,6756,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,17
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:7132,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,7132,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,18
1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957:ncaa_basketball__g7dzEFLiemQ_s1258:7507,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s1258.mp4,7507,ncaa_basketball__g7dzEFLiemQ_s1258,ncaa_basketball__g7dzEFLiemQ,1004e488b869e87650d94f6d979c262e2d18105abdd367d71c6b3af7e7f59957,19
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:373,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,373,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,0
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:746,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,746,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,1
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:1120,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,1120,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,2
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:1493,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,1493,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,3
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:1867,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,1867,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,4
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:2240,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,2240,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,5
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:2614,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,2614,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,6
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:2987,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,2987,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,7
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:3361,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,3361,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,8
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:3734,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,3734,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,9
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:4108,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,4108,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,10
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:4481,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,4481,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,11
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:4855,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,4855,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,12
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:5228,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,5228,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,13
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:5602,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,5602,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,14
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:5975,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,5975,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,15
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:6349,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,6349,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,16
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:6722,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,6722,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,17
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:7096,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,7096,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,18
0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7:ncaa_basketball__g7dzEFLiemQ_s155:7469,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s155.mp4,7469,ncaa_basketball__g7dzEFLiemQ_s155,ncaa_basketball__g7dzEFLiemQ,0f50dfdb681818825c199f9d86c6dd19dee151974257c4e1b6035f6ede1ba5e7,19
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:377,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,377,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,0
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:754,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,754,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,1
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:1132,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,1132,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,2
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:1509,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,1509,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,3
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:1886,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,1886,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,4
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:2264,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,2264,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,5
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:2641,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,2641,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,6
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:3019,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,3019,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,7
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:3396,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,3396,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,8
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:3773,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,3773,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,9
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:4151,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,4151,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,10
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:4528,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,4528,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,11
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:4905,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,4905,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,12
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:5283,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,5283,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,13
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:5660,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,5660,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,14
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:6038,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,6038,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,15
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:6415,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,6415,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,16
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:6792,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,6792,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,17
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:7170,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,7170,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,18
d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c:ncaa_basketball__g7dzEFLiemQ_s2361:7547,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s2361.mp4,7547,ncaa_basketball__g7dzEFLiemQ_s2361,ncaa_basketball__g7dzEFLiemQ,d2ee9188f7e146fd4bf7b52737e7cc2b1c6bb3af1af418dac2477c0f661a458c,19
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:376,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,376,ncaa_basketball__g7dzEFLiemQ_s3464,ncaa_basketball__g7dzEFLiemQ,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,0
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:752,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,752,ncaa_basketball__g7dzEFLiemQ_s3464,ncaa_basketball__g7dzEFLiemQ,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,1
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:1129,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,1129,ncaa_basketball__g7dzEFLiemQ_s3464,ncaa_basketball__g7dzEFLiemQ,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,2
9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f:ncaa_basketball__g7dzEFLiemQ_s3464:1505,/workspace/data/footage_corpus/ncaa_basketball__g7dzEFLiemQ_s3464.mp4,1505,ncaa_basketball__g7dzEFLiemQ_s3464,ncaa_basketball__g7dzEFLiemQ,9aa76ae8c16b760eec38c36d55e658f006fa6b8967d20dcfc2672b797a4f772f,3
